	DHEP_10-4_A	DHEP_10-4_B	DHEP_10-4_C	DHEP_10-3_A	DHEP_10-3_B	DHEP_10-3_C	DHEP_10-2_A	DHEP_10-2_B	DHEP_10-2_C	DHEP_10-1_A	DHEP_10-1_B	DHEP_10-1_C	DHEP_3uM_A	DHEP_3uM_B	DHEP_3uM_C
ENSDARG00000058232	9.77643889	10.26049895	10.17984503	9.971004671	10.11239464	10.14151061	10.00088584	10.12609858	10.07275458	9.916434395	10.1444688	10.15693286	9.687897461	10.28810102	10.09067343
ENSDARG00000058237	7.262313724	7.562144951	7.280757403	7.110176591	7.405964055	7.323364197	7.345533365	7.60808264	7.380611224	7.664503921	7.549823875	7.620805638	7.649818417	7.576671094	7.303747148
ENSDARG00000058243	8.279769501	8.62561275	8.871981378	8.636957161	8.701701637	8.751165481	8.337827607	8.515130959	8.57804006	8.08835843	8.565093463	8.537862547	7.836971327	8.452290562	8.543952043
ENSDARG00000058244	6.363061043	6.21697467	5.758951426	6.315037725	6.531837992	6.148381234	6.266348305	5.671366435	6.096943425	6.563065001	6.148381234	6.076269001	6.772562891	6.095379494	6.649077936
ENSDARG00000058246	4.258238415	4.204288118	4.144761509	4.578064196	4.332438978	4.011175051	3.917890887	4.383183042	3.752194656	4.406572428	4.182575521	3.821678548	4.522046803	4.398009203	3.917890887
ENSDARG00000058248	6.215779876	7.440205115	6.982432469	5.998308635	6.531837992	7.117606678	6.506058579	6.745827399	6.847187043	6.600878727	7.008856082	7.040469042	5.570435706	6.981036657	6.067415111
ENSDARG00000058252	4.736117449	5.040222921	4.332438978	4.780934316	5.302912936	4.336211214	5.063388185	4.846114214	4.846114214	4.710911812	4.567556472	4.582538476	4.812453508	5.34267238	4.754008341
ENSDARG00000058256	7.750048639	8.323211553	8.11278945	7.837900494	8.043001732	7.883547471	7.563108154	7.831786868	7.891720001	7.572301877	8.104424156	8.285042689	7.12296905	7.887955793	8.127634431
ENSDARG00000058257	7.369058972	6.858010976	6.916780024	7.308074933	6.733204036	7.223191005	7.336067197	6.970219111	6.994189395	7.470454722	7.281695459	7.122680221	7.380611224	6.905361478	7.061424435
ENSDARG00000058259	8.553269229	9.094671524	8.952899784	8.764769803	8.734473468	8.755517209	9.089133729	8.850263325	8.895851024	8.699597308	8.850447971	9.056361711	8.811044656	8.730478345	8.798366565
ENSDARG00000058260	6.363061043	6.607065517	6.317364716	5.956154027	6.620623095	6.400762234	5.897305715	6.197191489	6.558402581	6.078811343	6.025875397	5.94546669	6.19000192	6.473057238	6.542880722
ENSDARG00000058267	7.911526415	7.888882422	7.910712822	7.871875693	7.873010192	7.768928584	7.733713943	7.808598255	7.516371975	7.89152648	7.71865634	7.90554086	7.940503741	7.804912418	7.660427626
ENSDARG00000058270	7.94034529	8.074347738	7.999842992	7.837900494	7.904734431	7.836762694	7.85281788	7.731434076	7.87265981	7.710852365	8.010549117	8.204523214	7.872835001	7.896132776	8.096816701
ENSDARG00000058280	3.779154006	4.015867673	4.406572428	4.188782815	4.245177068	4.406572428	4.253963059	4.383183042	4.166239113	3.264470675	3.418030557	3.46119613	4.018616411	3.528533041	4.628135249
ENSDARG00000058284	5.27079981	5.82524031	6.078811343	6.099949285	6.081748184	5.876289416	6.033507242	5.835817474	6.118255268	5.728223546	5.978004194	5.643651794	5.950289836	5.7916599	5.338405273
ENSDARG00000058285	9.850633249	9.489689026	9.555389427	9.91348315	9.950817001	9.838616124	9.963582982	9.711875163	9.910208619	10.04274262	9.88249383	9.666797896	10.05479749	9.755479621	9.875752566
ENSDARG00000058287	8.085996841	8.12964529	8.390872776	8.022145425	8.064321912	8.428819618	7.959369357	8.206662132	8.280587406	8.133447581	8.144076838	8.16505418	8.049453149	8.260393152	8.037152583
ENSDARG00000058292	9.003816181	8.920969497	8.915484141	8.443642824	8.534426164	8.845902069	8.552396953	8.447829352	8.752666085	8.418346344	8.733746806	8.855372698	8.487971025	8.643822983	8.934052797
ENSDARG00000058297	10.024515	9.76995563	9.684001988	9.536583474	9.580860546	9.664474319	9.598745478	9.639782894	9.752208175	9.657107611	9.624621439	9.554250755	9.871956839	9.677709025	9.753351602
ENSDARG00000058302	9.859217219	9.78967466	9.608895394	9.520181507	9.525228867	9.439120361	9.808962062	9.575513504	9.850815242	9.637270162	9.77546789	9.633104046	9.39688415	9.590105422	9.780674804
ENSDARG00000058306	8.651871594	8.676965573	8.734215267	8.605040491	8.684826409	8.845902069	8.651640889	8.482558195	8.539351147	8.730815449	8.640089476	8.581755763	8.561443217	8.562394134	8.702184195
ENSDARG00000058318	7.594442871	7.620805638	7.979693401	7.589017558	7.724375861	7.689674613	7.614452245	7.640425259	7.608561357	7.354470764	7.793513042	7.517734795	7.312092327	7.822039345	7.211164358
ENSDARG00000058319	6.363061043	6.02166	6.364270866	5.826747657	5.628606952	6.490064589	6.266348305	5.338405273	6.096943425	5.98959277	5.660618275	6.296231676	5.994156071	5.504219203	6.185357048
ENSDARG00000058322	9.780674804	9.530653366	9.608895394	9.777180359	9.547766725	9.585107807	9.758800223	9.551752807	9.578455673	9.68821263	9.585699393	9.520596817	9.941267682	9.631952783	9.54725197
ENSDARG00000058323	7.044887776	7.012092545	6.942657656	6.982039896	7.125072291	7.081757048	7.175260014	6.821408281	6.942657656	7.323854393	7.163294621	7.154810878	7.135125467	7.096277306	7.093630511
ENSDARG00000058325	7.327821081	6.607065517	6.593821771	6.777540556	6.770589127	6.982432469	6.901207748	7.028709183	6.885399153	7.410293082	6.959476948	6.735460105	7.533709391	6.832931207	6.888642526
ENSDARG00000058327	6.470897872	6.106777737	6.547889558	6.478090571	6.718218356	6.148381234	6.702757573	6.249953857	6.497482762	6.581144524	6.361752456	6.789923343	6.19000192	6.632126894	6.901207748
ENSDARG00000058328	9.982971819	9.825811084	9.923805299	9.735589438	9.535420727	10.02468738	9.747458262	9.524485491	9.888405277	9.657107611	9.585699393	9.541175388	9.899147604	9.588142979	9.852229818
ENSDARG00000058332	7.124317936	6.849073342	7.100283374	7.366569421	6.600008317	7.185387767	6.844533504	7.039714688	7.062051015	7.235378117	6.764711586	6.803650149	7.391252972	6.661330149	7.235378117
ENSDARG00000058336	4.336211214	3.937023841	3.821678548	4.649117927	3.244203596	3.399696754	4.142161425	2.772907858	3.283771116	3.418030557	3.821678548	3.821678548	3.842572987	3.752194656	3.715470432
ENSDARG00000058342	7.60274415	7.265562118	7.391252972	7.802295267	7.518246501	7.599760357	7.669468347	7.229587006	7.589017558	7.614965204	7.308677942	7.369693824	8.074548531	7.600891837	7.822235231
ENSDARG00000058345	6.930919972	6.364270866	6.747287924	7.066971939	6.92566908	6.645448749	6.982432469	6.845603875	6.749982328	6.860864947	6.641318217	6.76027129	7.145751968	6.806155739	6.68890144
ENSDARG00000058346	5.703295699	5.871394526	5.737601984	4.578064196	5.628606952	5.570435706	5.10478241	5.445670557	5.605099443	5.27079981	5.571999638	5.621128786	5.24405377	5.926817563	5.695514913
ENSDARG00000058348	9.174326822	8.827815094	8.727407546	8.89904109	8.801655164	8.902270179	8.948304547	8.792886339	8.935190237	8.830120894	8.772955738	8.731902952	9.128563627	8.787349815	9.131008461
ENSDARG00000058349	9.163595258	8.818964097	8.617786076	8.64788162	8.709701767	8.755517209	8.647991289	8.6475312	8.671646853	8.721345225	8.744824731	8.532865452	9.040864444	8.580970612	8.845902069
ENSDARG00000058351	5.500641861	5.274174881	5.338405273	5.099310646	5.137987884	4.851384662	5.477128084	5.375423093	5.27660994	6.315037725	5.660618275	5.028358747	6.19000192	5.30541125	5.597214274
ENSDARG00000058352	8.24514401	8.125317049	8.119273832	7.955331968	7.957872428	8.026016442	7.918686177	8.294861395	7.997385192	8.133447581	8.218489618	8.037152583	8.432726114	7.86352772	8.186656695
ENSDARG00000058354	10.59049543	10.21661542	10.33679055	10.42816633	10.275	10.41189943	10.30302278	10.32399244	10.2647685	10.43474213	10.16829324	10.16598484	10.41232249	10.08336246	10.27097009
ENSDARG00000058357	6.193933822	6.942657656	6.532976226	6.514055156	6.466618073	6.347873276	6.374759631	6.795597679	6.168188048	6.502907087	6.377815735	6.396233036	6.211220493	6.530564071	6.200172266
ENSDARG00000058358	13.96812945	13.82489237	13.85391042	14.11713047	14.09828531	13.92710449	14.20847892	13.9805439	13.9805439	14.19628453	14.11713047	13.98664152	14.27647155	14.0179603	14.03928483
ENSDARG00000058365	9.578326832	9.705226152	9.502411921	9.674901102	9.756258387	9.457346229	9.969195648	9.558099563	9.492220917	9.861699383	9.846774651	9.56498249	10.08775737	9.662207441	9.75938095
ENSDARG00000058366	8.609683099	8.366910676	8.580970612	8.401799649	8.386590271	8.313955305	8.570161508	8.303098694	8.438910413	8.592840837	8.191741936	8.012208403	8.671646853	8.482912658	8.488122968
ENSDARG00000058367	6.626134228	7.168950274	6.97178127	6.622322269	6.855215708	6.677235085	6.593438583	7.125072291	6.875605651	6.544305632	7.001663994	6.969504017	6.705972334	6.770589127	6.888642526
ENSDARG00000058369	9.786036003	10.22123493	10.41760918	9.768555411	9.942926278	10.23070544	9.857312798	10.024515	10.14772061	9.719719887	10.07922391	10.20197674	9.635206195	10.09964473	10.03557814
ENSDARG00000058370	4.504770382	5.011559446	5.10478241	4.89800534	4.954114612	5.028358747	5.24405377	5.30541125	4.522046803	5.118722575	4.652615755	5.106668528	5.399564743	4.771101808	4.696133705
ENSDARG00000058371	16.91877359	16.78259046	16.82820382	16.67525324	16.60680437	16.78259046	16.91877359	16.67525324	16.86198528	16.99699036	16.67525324	16.86198528	16.99699036	16.60680437	16.91877359
ENSDARG00000058379	7.007833669	7.848782046	8.335205458	7.066971939	7.897669011	8.353144379	7.124317936	7.808598255	7.966214042	6.678001899	7.666279813	7.676483738	5.950289836	8.152963967	7.580677238
ENSDARG00000058381	9.752425174	9.31388053	9.298080856	9.475450866	9.347880631	9.371608145	9.538635007	9.2029605	9.333448556	9.679748679	9.394739484	9.195011251	9.939127646	9.285349783	9.3532869
ENSDARG00000058389	5.864644628	5.102571286	5.445670557	5.704427277	5.500641861	4.989603366	5.699746952	5.906669534	5.175267539	6.73034135	5.183005072	5.297243862	6.31160421	5.432473708	5.663254427
ENSDARG00000058390	6.148381234	5.909877602	5.737601984	4.89800534	5.587511926	5.679243041	5.605099443	5.59179151	5.892245397	5.27079981	5.457308128	5.217096842	5.467942913	4.926546546	4.901058919
ENSDARG00000058392	6.54527227	7.053384211	6.982432469	6.874066646	6.790358548	7.030345488	6.748850421	6.821408281	6.905361478	6.656609517	7.008856082	6.957124531	5.897305715	6.5466752	6.621401882
ENSDARG00000058394	9.003816181	9.064455614	9.092686194	8.949647712	8.922437118	8.989238814	8.802595196	8.853323127	8.949227524	8.991984504	8.883590609	8.769632417	8.913137306	8.816162886	8.822505802
ENSDARG00000058410	5.354690828	5.402352755	5.445670557	4.780934316	5.24405377	5.10478241	4.89800534	5.30541125	5.10478241	4.710911812	5.703295699	5.402352755	5.205453357	5.504219203	5.570435706
ENSDARG00000058419	11.66805226	11.7598016	11.72232433	11.84274915	11.9180044	11.63111689	12.00113402	11.83555527	11.89485871	11.92223445	11.89988572	11.97451851	11.97259424	11.78103627	11.82260536
ENSDARG00000058421	7.483103553	7.859395745	7.832004963	7.479548007	7.334834107	7.96147165	7.419111674	7.718305959	7.697531796	7.334834107	7.752470245	7.953389148	7.110176591	7.753222352	7.580677238
ENSDARG00000058425	8.228928164	7.859395745	8.009849348	8.151797797	7.818546158	7.948047768	8.177779683	8.056472732	8.081323742	8.044752628	7.933173655	8.012208403	8.24171861	7.974111134	8.165683352
ENSDARG00000058444	7.135499709	7.039714688	7.412940994	7.173955982	6.347873276	7.234028171	7.017814056	6.58303046	7.087237115	6.522037133	7.13427743	7.040469042	7.423661431	6.561202199	7.286597219
ENSDARG00000058445	8.56489857	7.662105445	7.890387274	8.51468453	8.266708256	7.872835001	8.616962608	7.83717996	8.001377341	8.426890934	7.694266542	8.430309093	8.413691054	8.110365699	8.393778046
ENSDARG00000058448	7.507486343	7.312092327	7.477113135	7.308074933	7.434246248	7.475167519	7.356724087	7.293609662	7.634825036	6.941914952	7.532801273	7.571176753	7.321739136	7.359143184	7.223469787
ENSDARG00000058452	8.816075846	9.006559799	9.090250825	8.788532647	8.909577663	9.0800422	8.794518579	8.865601203	8.984594824	8.685661077	8.779795873	8.994167019	8.561443217	9.064957305	8.980030532
ENSDARG00000058454	11.86610825	11.73323056	11.89988572	11.5149169	11.48910217	11.83038569	11.46376674	11.43641668	11.73323056	11.42768012	11.52816789	11.48628936	11.54372984	11.54837743	11.49124514
ENSDARG00000058459	7.369058972	7.569948917	7.342615965	7.377558794	7.271799754	7.340755014	7.428008156	7.787183521	7.31045663	7.503782654	7.421844103	7.465053301	7.321739136	7.669902783	7.660427626
ENSDARG00000058462	12.09453844	11.69432935	11.99718476	12.18295375	12.28322342	12.08851173	12.05612936	12.10451615	12.08005789	12.20216124	11.91388087	12.35940804	12.11751973	12.15278828	12.26376576
ENSDARG00000058463	10.63556192	10.26877853	10.31808666	10.38085362	10.25740274	10.3553793	10.40815861	10.21061387	10.44967677	10.53097478	10.29813988	10.22777203	10.53295916	10.16557764	10.38699277
ENSDARG00000058464	6.490064589	5.274174881	5.338405273	5.571999638	5.399564743	5.302912936	5.011559446	4.973594447	5.137987884	4.89800534	4.987556681	5.258891527	5.974674674	5.060013113	4.954114612
ENSDARG00000058470	6.300666328	6.933728684	6.491373177	6.338822064	6.733204036	6.472224509	6.374759631	6.291956926	6.646185761	6.462443941	6.55394539	6.426158988	6.516263959	6.561202199	6.789923343
ENSDARG00000058471	8.785959777	8.605040491	8.64475863	7.992124612	8.105381696	8.353144379	8.229378379	8.240651949	8.498982937	8.418346344	8.344767629	8.367717914	8.389680438	8.385216103	8.600771944
ENSDARG00000058473	6.080279763	6.138148161	6.532976226	6.144248903	5.983779573	5.78963499	5.669601621	6.327944853	6.361752456	5.897305715	6.377815735	6.538549586	5.712711088	6.473057238	5.375423093
ENSDARG00000058475	6.750429678	6.465589404	6.215779876	6.622322269	6.398324832	6.378782373	6.526787763	6.783886586	6.510937665	6.715819308	6.795597679	6.748003018	6.896818719	6.315037725	6.426158988
ENSDARG00000058476	8.303647029	8.404137579	9.052418683	8.882847917	8.895285592	8.831133993	8.644041503	8.686978376	8.620866689	8.317011738	8.496747897	8.585524613	8.150790749	8.647651576	8.443278224
ENSDARG00000058480	7.135499709	7.053384211	6.845172574	6.478090571	6.68463463	6.855215708	6.491373177	6.498356679	6.80549922	6.333720925	6.83645139	6.921138529	6.406668824	6.576385865	6.888642526
ENSDARG00000058492	4.504770382	4.398009203	4.085851009	4.262164661	4.593225763	4.89800534	4.332438978	4.62508167	3.937023841	5.118722575	4.567556472	4.245177068	4.642085052	4.926546546	4.628135249
ENSDARG00000058494	10.74866975	10.16923425	10.38089045	10.89696062	10.67348871	10.61099844	10.72740111	10.56733131	10.52281546	10.93315928	10.56242905	10.49917568	10.93315928	10.47163544	10.54853618
ENSDARG00000058498	6.470897872	6.398324832	6.532976226	6.498356679	6.444013904	6.207310358	6.702757573	6.892414304	6.168188048	6.02166	6.010332205	6.315037725	5.922669726	6.516263959	6.067415111
ENSDARG00000058502	6.930919972	6.379977167	6.24864527	6.604382428	6.316232519	6.866928716	6.526787763	6.515083825	6.693051187	6.764711586	6.330237053	6.396233036	6.885041606	6.171334807	6.814733558
ENSDARG00000058504	9.879639387	9.798234599	9.966518068	9.637684947	9.655624939	10.01540759	9.618349	9.550815744	9.991224977	9.747117821	9.660020004	9.7599081	9.686850254	9.614551576	9.952237976
ENSDARG00000058508	8.303647029	7.6889212	7.770543142	8.327168136	8.017160931	8.235177226	8.235729063	8.409698797	8.329152753	8.336465038	7.892285591	8.309615734	8.502212807	8.120540925	7.634825036
ENSDARG00000058522	7.882686371	7.342615965	7.489609465	7.68819348	7.558656301	7.565801393	7.458355129	7.513822705	7.628899922	7.973120537	7.350580384	7.323624847	7.901337051	7.396751487	7.507486343
ENSDARG00000058528	8.295306936	8.205461017	8.323211553	8.180567045	8.049599988	8.2476478	8.109239976	8.113317039	8.209737419	8.018751308	8.391912003	8.309615734	8.096158684	7.997992791	8.037152583
ENSDARG00000058533	8.111138063	8.335614117	8.3156177	7.357532963	7.957872428	8.200683539	7.823960667	7.740193848	8.247174185	7.461279452	8.25543193	8.126325935	7.879101939	7.887955793	8.415230201
ENSDARG00000058538	10.27324672	10.26049895	10.06339057	10.03712348	10.06691939	10.05300342	10.01693705	10.08107231	10.03827229	10.21824481	10.28400795	9.970666547	10.3726067	9.944032324	10.19618159
ENSDARG00000058543	10.64539712	10.6133963	10.6349169	10.62389637	10.59079746	10.47089873	10.77761766	10.62859704	10.52145828	10.73472403	10.78188729	10.59019339	10.90722743	10.70183688	10.69224655
ENSDARG00000058548	8.334775829	8.39285285	8.233478087	8.21090097	8.079201143	8.308680566	8.458378588	8.228258932	8.458936294	8.477891176	8.286762906	8.103756104	8.161442956	8.436550005	8.393778046
ENSDARG00000058551	7.244332884	7.303747148	7.134751225	7.110176591	7.005482044	6.964243856	7.366971849	7.147012095	7.221487156	7.313602824	7.100283374	7.154810878	7.110176591	7.007548268	7.125072291
ENSDARG00000058553	6.239019809	5.431539895	5.624804889	4.578064196	5.137987884	5.333902423	5.669601621	5.621128786	5.7916599	6.73034135	5.238458938	5.965593178	6.247241162	5.626343797	5.806925645
ENSDARG00000058556	9.170186976	8.484562606	8.636309311	8.57804006	8.509994603	8.974493527	9.06226478	8.926065747	8.993700128	9.059006149	8.850447971	8.719074057	9.316904054	8.552251447	8.837338776
ENSDARG00000058558	7.54111495	8.327168136	8.090397594	7.795410078	7.8591365	8.334775829	7.646547115	7.808598255	7.807628662	7.546474345	8.183369636	8.108863538	7.348287859	7.910919661	7.688654774
ENSDARG00000058560	10.40143215	10.19744227	10.08677248	10.45574897	10.29399684	10.10527342	10.44435593	10.19704524	10.25713904	10.33315726	10.16654744	10.07484705	10.351948	10.2071655	10.18762267
ENSDARG00000058561	5.605099443	6.188693333	5.758951426	5.099310646	5.983779573	5.74101005	5.814034654	6.140876178	5.770985124	5.926817563	6.148381234	5.621128786	5.504219203	6.078811343	5.743983737
ENSDARG00000058562	7.184813559	6.912276503	7.289890026	7.006853827	6.68463463	7.051244446	7.076345248	6.809321853	7.178308617	7.009482662	6.492267878	7.040469042	7.065480751	6.845603875	7.118267709
ENSDARG00000058563	7.194573427	6.763092797	7.163294621	7.524437048	7.036081103	7.340755014	7.345533365	7.221487156	7.195075672	7.313602824	7.075979544	6.872328959	7.432721031	7.294314278	7.176344041
ENSDARG00000058565	6.031310433	6.351334158	6.621401882	5.928356471	6.056259614	6.240131725	5.926817563	6.547889558	6.497482762	6.02166	6.661330149	6.647236916	5.922669726	6.444013904	6.406217273
ENSDARG00000058566	6.239019809	5.978004194	5.846494998	6.19000192	5.500641861	6.347873276	5.669601621	5.502546471	5.835817474	5.766113829	5.994156071	5.766113829	6.394828928	5.766113829	5.806925645
ENSDARG00000058567	4.108665772	4.62508167	5.208162823	4.262164661	4.118340219	5.360954495	4.332438978	3.91269072	4.574910482	3.917890887	4.41467656	4.154534342	3.673680516	3.668613746	4.258238415
ENSDARG00000058571	6.124683065	5.926817563	5.867592463	5.571999638	5.399564743	5.769421192	5.551171769	5.272487346	5.605099443	5.373261661	5.542996793	5.643651794	5.043094169	5.432473708	5.597214274
ENSDARG00000058578	4.258238415	3.485367468	4.332438978	3.554865811	4.332438978	4.522046803	4.89800534	4.448472636	4.340903836	4.94904433	4.457170631	4.154534342	4.696133705	3.752194656	4.427519565
ENSDARG00000058579	5.565674237	5.274174881	5.208162823	4.951679554	5.014268911	4.696133705	5.367398481	5.192587751	5.175267539	5.27079981	5.183005072	5.43340752	5.362172024	4.873093544	5.407101903
ENSDARG00000058585	7.962633667	7.833646593	7.997385192	7.78155586	7.881344647	8.007184387	7.800070978	7.787183521	8.018341882	7.747103379	7.632698544	7.620805638	7.665425609	7.887955793	7.814365605
ENSDARG00000058593	9.863664043	9.500818535	9.423586276	9.319919047	9.195137223	9.404781262	9.281096684	9.422449794	9.311018792	9.369159433	9.542827333	9.311140618	9.394387979	9.259314681	9.399931766
ENSDARG00000058597	10.27943532	10.05219101	10.06209058	10.24545323	10.10908971	10.13122244	10.23024865	9.939127646	10.21003573	10.38089045	10.08552645	10.11377412	10.42371608	10.14703574	10.22777203
ENSDARG00000058598	7.173955982	7.244332884	7.197750155	7.006853827	7.197070437	7.003365805	7.148717202	7.125072291	7.053384211	6.876262171	7.214483164	7.053384211	7.312092327	6.770589127	7.223469787
ENSDARG00000058601	7.658015331	8.014290272	8.123810077	7.997992791	7.897669011	8.205122951	7.808925954	7.94671246	8.043646028	7.515399101	7.740379166	7.941321114	7.468170657	8.062203789	7.740564483
ENSDARG00000058603	8.398138549	8.591570471	8.149080732	8.792976311	8.841351385	8.341079917	9.04420108	8.893264525	8.57804006	9.071845711	8.909662403	8.870623427	8.873486327	8.796315746	8.380070524
ENSDARG00000058605	7.818546158	7.514928472	7.391252972	7.855957637	7.788828121	7.593343448	7.866094314	7.385014536	7.87265981	7.980202508	7.658731383	7.384418994	8.166795232	7.844778465	7.603710558
ENSDARG00000058606	10.44610557	10.55013721	10.28018266	10.80443953	10.45574897	10.46196593	11.13625768	10.78373453	10.36007907	10.85910516	10.71042284	10.61902462	11.01817238	10.66427667	10.52493542
ENSDARG00000058608	7.184813559	7.191959977	7.428589303	7.275875399	7.380841872	7.303747148	7.545463886	7.211661412	7.366971849	7.388736809	7.326372975	7.659891195	7.58755952	7.336618371	7.159573919
ENSDARG00000058630	8.57427963	8.939677602	8.824715808	8.902478958	8.850998737	8.802505893	8.691655049	9.035883347	8.968773854	8.952645437	8.947300849	8.823188234	8.6521023	9.037137222	8.863777841
ENSDARG00000058631	6.507109733	6.050788501	6.407120375	6.498356679	6.316232519	6.441806221	6.776662197	6.477072787	6.21697467	6.779262214	6.601990643	6.581144524	6.847187043	6.632126894	6.426158988
ENSDARG00000058638	6.994189395	6.586871707	6.349675096	7.019735168	6.891659949	6.855215708	7.076345248	6.745827399	6.635074111	7.36747673	6.753926006	7.040469042	7.391252972	6.782929567	7.274833456
ENSDARG00000058644	7.911526415	7.855575213	7.883547471	7.816175361	8.043001732	7.818546158	8.183576474	8.028063308	7.773786835	7.957152447	7.610515722	7.815781988	8.037152583	7.904568317	7.651245427
ENSDARG00000058646	9.847261107	10.35282493	10.63311973	10.20093588	10.31103828	10.61509622	9.969195648	10.42071869	10.3852911	9.649356952	10.23626896	10.40658299	9.42602441	10.3480756	10.16923425
ENSDARG00000058647	5.029752753	5.431539895	5.365600678	5.632416173	4.817714697	5.570435706	5.897305715	5.238458938	5.040222921	5.793198808	5.321404274	4.89800534	5.628606952	5.30541125	4.574910482
ENSDARG00000058649	6.944664922	7.554693291	7.468438567	7.286277684	7.285511308	7.379940395	6.85612737	7.420859851	7.490646716	6.847187043	7.391252972	7.428008156	6.705972334	7.683102697	7.339817441
ENSDARG00000058650	8.413571279	8.091145875	8.252689473	8.085422785	8.091145875	8.14829079	7.953148096	8.120229157	8.240815799	8.037448977	8.136077195	7.998296676	8.384361899	7.985961901	8.110365699
ENSDARG00000058656	12.85846508	12.65906457	12.78456083	13.05390171	12.81830073	12.92685084	13.03584617	12.69364679	13.08594361	13.06984376	12.83289844	12.92685084	13.13784273	12.59299813	12.87976312
ENSDARG00000058658	5.605099443	5.583326606	5.14552388	5.632416173	4.954114612	5.360954495	5.331114412	5.47462977	4.963009783	5.429222201	5.632416173	4.406572428	5.043094169	5.858891359	5.14226324
ENSDARG00000058660	10.23240539	10.27685528	10.38650123	10.18187171	10.13224457	10.45468935	10.04581949	10.23650482	10.40106574	10.13131264	10.22434975	10.25060278	10.16854084	10.18918386	10.27662185
ENSDARG00000058666	8.967620384	8.404137579	8.061901783	8.69689457	8.498305514	8.393290475	8.575079115	8.345087695	8.394746735	8.679265137	8.43136756	8.353652354	8.903680106	8.504166938	8.633713274
ENSDARG00000058678	6.171334807	5.715696333	5.998308635	6.528675877	5.814034654	6.363061043	6.135251028	6.116599202	5.91337543	6.315037725	5.679243041	5.922669726	6.118860179	5.837108495	6.295594715
ENSDARG00000058679	6.793194543	6.744328517	7.051244446	7.053384211	6.68463463	7.117606678	6.80549922	6.857583508	7.125072291	6.981647324	6.740614959	6.994189395	7.008856082	6.782929567	7.159573919
ENSDARG00000058690	8.00468862	7.966654224	8.036568838	7.973794232	8.049599988	8.086217944	8.135318934	8.255787493	7.975203474	8.157405689	8.096495566	7.922527258	8.295306936	8.317318531	8.043646028
ENSDARG00000058692	7.060681731	7.582708412	7.613906627	7.264901796	7.358635638	7.449982691	7.740564483	7.580677238	7.524887539	7.162042615	7.281695459	7.354470764	7.222191772	7.176921698	7.29633017
ENSDARG00000058693	12.55206394	12.71442567	12.42881103	12.85452019	12.77368341	12.55206394	12.87192909	12.71133212	12.62298148	12.92411857	12.77368341	12.57004862	12.91600053	12.67944269	12.6395449
ENSDARG00000058695	5.833499779	5.715696333	5.867592463	5.632416173	5.628606952	5.710913284	6.080279763	6.116599202	5.91337543	6.462443941	5.511765073	5.842660452	5.628606952	6.315037725	5.979495381
ENSDARG00000058696	9.705010746	9.703734859	9.786398996	9.933117418	9.909823129	9.87079961	9.888057789	9.976021794	9.819046342	9.91348315	9.726994408	9.768369595	9.675294279	9.738361397	9.751563017
ENSDARG00000058699	8.170271576	8.60271997	8.564996016	8.411127324	8.612924713	8.627329069	8.337827607	8.458657441	8.516900011	8.17365521	8.448707559	8.452290562	7.950962274	8.673109347	8.341702661
ENSDARG00000058701	5.640153966	6.586871707	6.364270866	5.770985124	6.316232519	6.347873276	5.195741465	5.906669534	6.330237053	5.3245099	6.441806221	6.462443941	5.362172024	6.078811343	5.443968218
ENSDARG00000058702	3.907193243	4.436728293	4.332438978	4.504770382	4.011175051	4.336211214	4.542076694	4.94245487	4.522046803	4.645345692	4.457170631	4.332438978	4.258238415	4.182575521	4.015867673
ENSDARG00000058710	6.994189395	6.542880722	6.909153064	6.239019809	6.056259614	6.454718882	6.452434414	5.960065762	6.387184861	6.379977167	6.42490172	6.462443941	6.689919223	6.247241162	6.635617505
ENSDARG00000058716	4.108665772	5.331114412	5.14552388	4.427519565	4.754008341	5.205453357	5.577870561	4.737644238	5.137987884	4.027196006	4.947229404	4.526322159	4.855858942	4.258238415	4.804587903
ENSDARG00000058719	6.956476854	7.265562118	7.081361244	6.849073342	6.821408281	7.146024432	7.186728842	7.039714688	6.885399153	6.911478327	7.124317936	7.078988285	6.785528644	6.957124531	7.06924995
ENSDARG00000058728	7.866924851	7.898383759	7.920622969	7.941321114	8.043001732	7.889621398	8.023252771	7.524037132	8.058634646	7.910712822	7.873010192	8.05344086	8.037152583	7.571176753	8.061901783
ENSDARG00000058732	6.454718882	5.926817563	5.926817563	6.19000192	5.922669726	5.814034654	5.897305715	5.375423093	5.85535697	6.379977167	5.703295699	5.965593178	6.020793493	5.926817563	5.853740467
ENSDARG00000058733	6.300666328	6.236483349	6.056259614	6.957124531	6.600008317	6.223599896	6.674660384	6.684151311	5.91337543	6.678001899	6.118255268	6.818665581	6.689919223	6.416525302	6.166042567
ENSDARG00000058734	9.06621187	8.223932528	8.187226819	8.311380857	8.336024519	8.412241688	8.552396953	7.893565654	8.481852084	8.708952832	8.414668755	8.691548301	8.78981943	8.487485424	8.726322507
ENSDARG00000058736	6.490064589	6.503456691	6.215779876	6.574158353	6.491373177	6.17000817	6.607065517	6.770589127	6.118255268	6.275785638	6.601990643	6.492267878	6.289762429	6.346970173	5.926817563
ENSDARG00000058738	4.504770382	4.62508167	5.50586334	4.188782815	4.427519565	4.89800534	4.027196006	4.504770382	4.477101761	4.027196006	5.080133388	4.477101761	4.522046803	4.873093544	4.901058919
