	SANT_10-4_A	SANT_10-4_B	SANT_10-4_C	SANT_10-3_B	SANT_10-3_C	SANT_10-2_A	SANT_10-2_B	SANT_10-2_C	SANT_10-1_A	SANT_10-1_B	SANT_10-1_C	SANT_3uM_A	SANT_3uM_B	SANT_3uM_C
ENSDARG00000001969	8.90475938	8.931693726	8.883409954	8.777495513	9.043694025	9.148639663	8.815442406	8.78482468	9.09529208	8.924250252	8.928528532	9.087168918	8.884731778	8.866899658
ENSDARG00000001971	4.710551505	4.541565532	4.757822293	4.511255388	4.710551505	4.905968975	5.615153025	4.583437303	4.551387213	5.15418115	5.028563075	5.850074914	4.30822858	4.642931212
ENSDARG00000001975	9.329030574	9.547766276	9.280725947	9.366169243	9.434049095	9.210305406	9.481125037	9.311604607	9.464634312	9.636680951	9.34781736	9.528381539	9.464920182	9.45795405
ENSDARG00000001976	8.728528886	8.637683231	8.678483764	8.514008815	8.635602317	8.854467365	8.596952938	8.736552782	9.180918163	8.65982414	8.824387461	8.574681796	8.776201939	8.563279171
ENSDARG00000001993	8.169967998	8.250305674	8.023597615	8.020527917	8.120152418	8.099742754	9.254777393	8.056883834	8.448887506	8.406642518	8.12454361	8.387700052	7.158536465	8.110482865
ENSDARG00000001994	12.83450355	13.11325511	12.99541928	13.3203725	13.04618369	12.26684592	13.17631419	12.97760881	12.53010682	12.83197919	13.03572353	12.09041012	13.31567685	12.85964422
ENSDARG00000001999	7.858988242	7.800057935	8.166775439	8.004660794	7.864807191	7.667309323	7.885906907	7.925299055	7.554215175	7.81379345	7.800968027	7.260294222	8.199294177	7.945703663
ENSDARG00000002002	7.47177048	7.191699702	7.081635428	7.043010376	7.090007307	7.922812379	7.050597202	7.349821587	7.634542633	7.270189301	7.379560437	8.161033	7.090007307	7.221965769
ENSDARG00000002006	9.260629771	9.164977163	9.185967351	9.297049401	9.406972789	9.2733697	9.301124815	9.393231008	9.380660201	9.334224284	9.345921392	9.380392138	9.495684763	9.347413858
ENSDARG00000002013	7.906260729	8.297501323	7.858988242	7.677728314	7.49203139	8.012100693	8.025501246	7.389215303	7.895038571	8.080833111	7.567334266	7.555227175	7.765368447	7.651446308
ENSDARG00000002016	8.651460268	8.631463725	8.776879194	8.687677951	8.798603538	8.842745193	8.575410297	8.847415061	8.760302567	8.62754479	8.621434536	8.920812722	8.756324593	8.825341774
ENSDARG00000002020	8.693950018	8.606249742	8.724015424	8.720889458	8.506486197	8.132583837	8.371365414	8.418926489	8.082854994	8.309139741	8.724959217	8.117169896	8.595545006	8.625695234
ENSDARG00000002021	9.457465802	9.576737094	9.597372433	9.379447832	9.366401257	9.621286947	9.711115533	9.452326238	9.592111572	9.520499826	9.502883621	9.555027529	9.257123798	9.49644517
ENSDARG00000002026	7.28632053	8.080184536	7.264362412	7.951950511	7.430716329	6.717516381	7.404435502	6.950340549	7.150481765	7.222566643	7.016360854	5.998870797	7.535181545	6.920679747
ENSDARG00000002031	8.654496494	8.79930096	9.044086186	8.879646933	8.913369879	8.335737191	8.935428033	8.727681583	8.54425393	8.647832515	8.914793873	8.387700052	9.031239238	8.848385354
ENSDARG00000002037	7.91282758	7.888547349	8.009386897	7.934474904	7.92864303	7.67633332	7.809982452	7.858988242	8.072598504	7.951950511	8.13702106	8.117169896	8.164360445	8.128921269
ENSDARG00000002060	5.307806756	4.872703508	5.093123673	5.378374161	5.085240481	4.703016281	5.284679201	4.917501842	5.170842548	5.581088793	5.699861333	5.850074914	5.561186554	5.803286488
ENSDARG00000002071	9.681018742	9.5649584	9.594862115	9.576178302	9.476856016	9.512490001	9.379865071	9.185221369	9.415535434	9.640287067	9.022145219	9.703731755	9.584590954	9.818913486
ENSDARG00000002077	7.102935209	7.248569694	7.059091939	7.221176523	7.303238198	7.258275027	7.160307808	7.136702848	7.0802272	7.330873257	7.416993694	7.361545792	7.279855751	7.347895663
ENSDARG00000002084	10.83121928	10.53815803	10.81508987	10.59532924	10.76245771	10.75639233	10.44119804	10.51819111	10.72576751	10.77621811	10.58669413	10.95560775	10.61047702	10.95535544
ENSDARG00000002128	8.061534318	8.35709899	8.07025935	8.12454361	8.243448089	8.328160783	8.452359219	8.120903184	8.289968176	8.281706185	8.316362458	8.236744464	8.397141409	8.407812096
ENSDARG00000002131	10.59825489	10.9081114	10.68658726	10.86456027	10.696692	10.17030545	10.64201432	10.43100265	10.36830274	10.46968488	10.37199864	9.914981597	10.68748305	10.43937929
ENSDARG00000002165	7.455303128	7.106615743	7.394029119	7.44599936	7.426305888	8.15887969	7.522422479	7.751802891	7.575073172	7.602194172	7.536206545	8.148661085	7.063426791	7.560705002
ENSDARG00000002167	8.509390347	8.776201939	8.502777389	8.646947156	8.547909366	8.236105798	8.426952422	8.295121526	8.293380498	8.321529718	8.193082335	7.555227175	8.48050734	8.467746706
ENSDARG00000002168	9.576485493	9.731723069	9.875394973	9.783170676	9.78645458	9.424361552	9.81434174	9.824205875	9.721109724	9.716480499	9.862058091	9.601318175	9.936402708	9.82534077
ENSDARG00000002172	8.038566102	7.894523912	7.85375246	7.811963345	7.783542267	8.261492189	8.012100693	8.038401748	8.104432059	7.81379345	8.173084258	8.236744464	8.026763121	8.043067423
ENSDARG00000002174	7.202469015	7.149731675	7.176693315	7.166035405	7.272095209	7.13303898	7.234083808	7.292786419	7.337242304	7.464169359	7.379560437	7.189493238	7.386837801	7.543567708
ENSDARG00000002184	9.280725947	9.278033474	9.406141306	9.305374183	9.395996124	9.245814473	9.252316114	9.393231008	9.255477992	9.352555837	9.265814297	9.459501141	9.509382885	9.363481966
ENSDARG00000002190	10.38465615	10.30999043	10.47874429	10.37611755	10.4807376	10.77144766	10.38997543	10.58669413	10.52928007	10.47762697	10.37041935	10.80534724	10.20775443	10.56758512
ENSDARG00000002192	7.614238257	7.184386796	7.394029119	7.206661223	7.284456444	7.846641108	7.419417515	7.187438144	7.554215175	7.73073842	7.334035756	8.155242732	7.193470508	7.672865973
ENSDARG00000002193	15.46715452	15.44877377	15.50736619	15.41459206	15.49420333	15.17947642	15.79608556	15.30937956	15.39294552	15.5200902	15.60744571	15.09726334	15.95557498	15.49420333
ENSDARG00000002196	9.196571519	8.744905236	8.588003647	8.527772739	8.682136771	9.722652598	8.823146765	8.616560064	9.265117034	8.733496641	8.682003803	9.504939635	7.995167735	8.582254306
ENSDARG00000002197	10.17913931	9.949616565	9.820738363	9.633679452	10.1174121	10.52087858	10.10415619	10.22351837	10.62536788	10.16667568	10.14462325	10.0671454	8.756324593	9.405522596
ENSDARG00000002204	10.14709221	9.888022575	9.602817807	9.986644835	9.711865349	10.30413058	9.847329298	9.943727507	10.16600815	10.00479986	9.673897298	10.15600646	9.905199897	9.665496343
ENSDARG00000002210	8.444939896	8.348192199	8.206073328	8.484900291	8.478311711	8.360338341	8.449033262	8.518763931	8.336371357	8.530066712	8.250027123	8.18998291	8.455777546	8.110482865
ENSDARG00000002213	6.223667656	5.858465981	6.541850534	6.071130534	6.129302367	6.583437119	6.073021406	6.473800524	6.405781537	6.143025565	6.297033867	6.70563719	6.582628883	6.317535334
ENSDARG00000002215	8.957591383	8.924250252	9.242134496	9.042135463	9.077817678	8.735364861	9.059196303	9.170014161	8.920812722	9.073416634	9.179845214	8.957591383	9.45935642	9.382649616
ENSDARG00000002216	9.22352547	9.056220498	9.129856543	9.189954099	9.305070487	9.076730351	9.117428904	9.202662825	9.124981097	9.136983382	9.173247416	9.107534861	9.319277185	9.220460856
ENSDARG00000002217	10.62941767	10.58318559	10.72588003	10.70563318	10.70353718	10.36802478	10.68658726	10.68556852	10.4101118	10.46052572	10.75334397	10.37984931	10.87262453	10.67854773
ENSDARG00000002219	6.450743415	7.298504492	6.142393351	6.416121009	6.143025565	6.363083775	7.324660207	6.517698166	6.990841527	6.706492379	5.957645051	6.769178921	6.429433725	6.234286689
ENSDARG00000002220	8.660047589	8.662505036	8.813451661	8.760946018	8.664324884	8.479449464	8.741913047	8.842745193	8.860133193	8.845166458	8.654822086	8.570375432	8.703977504	8.694469591
ENSDARG00000002231	5.150687607	5.523140592	5.003393607	4.759766857	4.008144741	5.266511572	5.215642008	4.522730187	4.765090401	5.212818554	4.267632745	4.775675465	4.413767856	4.642931212
ENSDARG00000002235	9.544054004	9.582969975	9.762219231	9.38409	9.678238709	9.975674795	9.552362097	9.619281183	9.633187952	9.679447238	9.738571017	9.950506554	9.312816948	9.842289337
ENSDARG00000002241	4.924420523	5.207406589	4.907273471	5.043401287	4.413767856	4.379423743	4.961375849	4.522730187	3.220718863	4.014034895	4.19589631	4.161320544	4.727103668	4.583437303
ENSDARG00000002249	9.185047446	8.862336813	8.682003803	8.659344668	8.865006543	9.39583722	8.698903781	8.934328432	9.303549441	8.651202966	9.000208128	9.305070487	8.603448986	8.848385354
ENSDARG00000002255	9.989911273	10.12169094	10.15871409	10.31497106	10.01182259	9.655064505	10.1098319	9.921481437	9.904726732	10.07204526	10.17504367	9.388906267	10.42485134	10.03090174
ENSDARG00000002259	7.202469015	6.717516381	7.1169943	6.385168957	7.230071062	7.565424772	7.095841927	7.313800373	6.858652065	6.616771518	7.136702848	7.906492302	5.310554909	7.373899506
ENSDARG00000002264	8.712442068	8.538201027	8.800464571	8.646947156	8.717001302	8.884731778	8.569152938	9.016196956	8.639244518	8.697408213	8.721095764	9.083193559	8.852364261	8.731114952
ENSDARG00000002267	9.558645657	9.371095783	9.578585759	9.415763275	9.520791464	9.69241062	9.470607607	9.678479156	9.669067189	9.638784098	9.492671117	9.831136114	9.500210905	9.514214614
ENSDARG00000002271	11.91216678	11.89967786	11.44891414	11.95454175	11.65774903	12.04792095	11.83669454	11.704337	11.86231458	11.91254942	11.67631983	11.95712983	11.98180427	11.71046692
ENSDARG00000002293	4.546593342	4.872703508	4.008144741	5.043401287	4.413767856	4.967945729	4.50667465	3.10808392	5.079715508	4.275601289	3.676393628	5.115981789	4.675125975	4.710551505
ENSDARG00000002295	6.688155179	7.520022771	6.956340734	7.811963345	7.105807507	6.113820544	6.963941805	7.059091939	6.093939547	6.568738584	7.15515272	5.912281422	7.451181601	7.025018471
ENSDARG00000002298	6.601678788	6.093939547	6.142393351	6.579537936	6.545180312	6.501998922	6.073021406	6.841583809	6.464033061	6.583437119	6.492205384	6.842029914	6.253516122	6.528528978
ENSDARG00000002299	6.403342122	7.092355678	7.232517487	6.559298763	6.887958375	6.844142793	6.699888725	6.800485392	6.858652065	6.737947669	6.62506518	6.412424305	6.102635795	6.769178921
ENSDARG00000002300	4.841627271	4.596598538	4.805393627	4.092696411	4.25635759	5.36604756	4.388016188	4.522730187	4.907273471	4.275601289	4.775675465	5.115981789	3.252973389	4.872703508
ENSDARG00000002304	6.725192649	6.413737057	7.024163282	6.769178921	6.694931596	6.682238827	7.050597202	6.713843195	6.568738584	6.843315319	7.007540842	7.315629492	7.285816619	6.959919504
ENSDARG00000002305	10.88645558	10.65720745	10.87428473	10.83464347	10.78629071	10.91761549	10.77963343	10.80795314	10.87370055	10.74888062	10.74185835	11.06159328	10.82530918	10.87619692
ENSDARG00000002311	6.300458985	6.093939547	7.429453746	6.717516381	7.212544101	6.544469613	6.940269875	6.887500373	6.758417486	7.034330274	7.277280623	7.328225305	7.414760496	7.560705002
ENSDARG00000002330	6.071130534	6.205843733	6.142393351	6.321234807	6.175289927	5.409883047	6.280848884	6.433086642	5.547675832	5.975084272	6.071130534	5.652652565	6.253516122	5.966407634
ENSDARG00000002332	8.40307017	8.509233498	8.402111129	8.188998831	8.559765229	8.69334354	8.492883162	8.455365297	8.764551225	8.537736855	8.539642408	8.582824413	8.521875903	8.414802309
ENSDARG00000002333	8.012100693	8.449033262	7.710142241	8.394389767	7.995917534	7.799280199	8.185640637	7.997045893	7.751802891	8.028617125	7.904258186	7.176693315	8.308973263	7.811061221
ENSDARG00000002336	9.470084506	9.400070588	9.726111784	9.453915914	9.603821728	9.70704298	9.463707815	9.545968335	9.795635788	9.620222322	9.824993165	9.755416249	9.828585603	9.89569124
ENSDARG00000002339	7.747988331	7.665052073	7.906081512	8.020527917	7.835662794	8.250157401	7.687306603	8.221626086	8.348388484	7.827761563	8.022282203	8.207403867	8.167310819	7.977498863
ENSDARG00000002353	5.178738548	4.475409571	5.518949456	4.571900277	4.546593342	4.631219244	4.121760713	4.917501842	5.284679201	5.15418115	4.016979972	5.652652565	4.872703508	5.284679201
ENSDARG00000002355	4.267632745	4.714937258	4.757822293	4.282039905	4.25635759	3.914816436	4.330547706	3.914816436	3.770892309	4.364400915	3.437032519	3.557334392	3.676393628	3.827814253
ENSDARG00000002365	8.839853879	8.727299432	8.820371408	8.725466126	8.979614108	8.998686804	8.938952429	8.802359367	8.785833826	8.651202966	8.840284958	9.133707315	8.595545006	8.884731778
ENSDARG00000002369	11.18145931	10.94046157	10.91604092	10.98760461	10.94046157	11.53793965	10.94312076	11.11899595	11.44421481	10.99500208	10.91456046	11.5019395	10.73345028	10.80187271
ENSDARG00000002377	8.62917206	8.647723927	8.407511219	8.614861593	8.436040343	8.388876511	8.657152562	8.444194387	8.35709899	8.718644041	8.312359178	8.89204857	8.55234498	8.614150188
ENSDARG00000002385	8.230666902	8.39773882	8.377436013	8.088371902	8.144962205	8.316912573	8.099134459	8.13702106	8.254600315	8.153945227	8.01129554	8.213990779	8.213990779	8.426837025
ENSDARG00000002391	7.651771386	7.520022771	7.385153518	7.494491603	7.685633997	8.236105798	7.366342664	7.740160636	7.981553986	7.918132422	7.379560437	8.201735881	6.718364531	7.426608087
ENSDARG00000002394	7.22969904	7.184386796	7.254557221	7.118364015	6.780393777	7.119082133	7.426608087	7.127234031	6.695793941	6.968658894	7.037122197	7.792318159	6.253516122	6.896622298
ENSDARG00000002396	10.44878393	9.80571152	9.129856543	9.893018355	9.343101535	10.85097693	10.05910878	9.409149887	10.83384844	10.18635592	9.526311316	10.78509316	10.06035391	9.540989278
ENSDARG00000002401	7.400804463	6.955177447	7.672362062	7.438041159	7.60099923	8.164997188	7.562824282	7.727612014	7.650369307	7.924516477	7.742878324	8.129592675	7.126669374	7.977498863
ENSDARG00000002402	8.914613874	8.754999221	8.936803725	8.848784351	8.900355727	8.901631539	8.865441886	9.099657598	8.809559196	8.914007402	8.789702884	9.035408166	8.805142032	8.934590239
ENSDARG00000002403	8.794016372	8.559079907	9.099399234	9.012240043	8.910976829	8.622271678	9.156010871	8.910782896	8.701058773	9.192708457	9.077901527	8.81078105	9.483976712	9.419379126
ENSDARG00000002405	8.316005266	7.73418883	7.375673034	7.824799704	7.677510449	8.791450916	7.838340294	7.512512925	8.472794554	8.147813066	7.696326382	8.865778368	8.193814865	7.883039637
ENSDARG00000002406	4.967945729	4.658411127	5.344108908	5.083604635	5.231340251	5.122139953	4.555772966	5.261319056	4.551387213	4.879722873	5.071247014	5.215642008	5.031734083	5.330854944
ENSDARG00000002411	5.998870797	6.299146233	6.234286689	6.194783043	6.101355659	5.759608275	6.269473926	6.306734695	6.371165797	5.920623092	6.363083775	6.074644269	5.826369037	6.122336511
ENSDARG00000002445	8.094007466	8.173775625	8.100344856	8.199512966	8.120152418	8.335737191	7.940302892	8.099742754	8.184358046	8.286236081	8.333913814	8.265909426	8.13702106	8.345025902
ENSDARG00000002463	6.878762229	6.844592794	6.845353312	6.194783043	6.728054524	6.829265874	6.514439141	6.873690419	6.877171021	6.568738584	6.176794328	6.53702652	6.44585304	6.68124317
ENSDARG00000002467	8.675449697	8.260554488	8.436040343	8.553578363	8.46608679	8.795634604	8.520487029	8.637683231	8.879321209	8.663083973	8.498660657	8.839853879	8.526552516	8.553465246
ENSDARG00000002479	7.296021729	7.231412497	7.85375246	7.73418883	7.638420059	7.429453746	7.572608891	7.427831479	7.188743783	7.670324716	7.66379243	7.545323599	7.811061221	7.945703663
ENSDARG00000002483	4.349701597	4.768362093	5.734316322	4.282039905	4.592850866	5.310554909	4.50667465	4.639042084	4.859127566	4.579395623	3.557334392	4.859127566	4.30822858	4.313514336
ENSDARG00000002487	9.377740943	9.400070588	9.379588379	9.19709963	9.409307576	9.604101938	9.325610312	9.477324624	9.523850728	9.480016328	9.333375427	9.587088426	9.086723808	9.283559045
ENSDARG00000002494	8.274738117	8.306755834	8.296995999	8.153606944	8.086942446	8.771603293	8.255232224	8.295121526	8.444324009	8.27141707	8.218521815	8.865778368	8.12855389	8.509233498
ENSDARG00000002506	9.201957028	9.034568327	9.34972056	9.482292352	9.340230225	9.40952938	9.25036035	9.490921577	9.265117034	9.389437348	9.387188863	9.582634564	9.566416968	9.480546682
ENSDARG00000002507	7.71353345	7.718605953	7.543567708	7.793763013	7.594641382	7.928854631	7.892656217	7.712038102	7.702835274	7.85027591	7.606072164	8.220148133	7.914341167	7.751186541
ENSDARG00000002508	8.530846351	8.704756735	7.792721485	8.574116855	7.986636702	8.184060644	8.673526318	8.154711334	8.55018663	8.718644041	8.515345302	8.213990779	8.805142032	8.137768098
ENSDARG00000002509	5.05359166	4.267632745	4.50667465	4.364400915	4.546593342	4.765090401	4.200924119	4.703016281	4.859127566	4.647137904	4.50667465	5.652652565	4.57564795	4.983265118
ENSDARG00000002510	5.876145765	5.732459521	5.582945594	6.071130534	5.646116295	5.615153025	5.705991798	5.958894153	5.697691787	5.713139867	5.307806756	5.215642008	6.085878338	5.615153025
ENSDARG00000002523	10.9620096	10.84113939	11.09283132	10.87120761	10.92937338	11.107625	11.00767459	11.15724496	10.96624703	11.03860563	11.03657707	11.13766363	10.94421825	11.03657707
ENSDARG00000002533	4.200924119	4.541565532	4.848991092	4.282039905	4.546593342	4.303842827	4.200924119	3.417389158	4.062693684	4.710551505	4.727103668	3.400457787	4.826701336	3.1300431
ENSDARG00000002536	9.742457619	9.685485484	9.847683781	9.539279335	9.787452862	9.680787571	9.607440511	9.674721438	9.630826237	9.624284264	9.608576734	9.611392159	9.552362097	9.724017289
ENSDARG00000002546	9.666037422	9.919714873	9.640761134	10.0101646	9.728249359	8.993661755	9.89669512	9.637402731	9.423017038	9.762095521	9.827403426	9.024335912	9.904228155	9.482599268
ENSDARG00000002549	8.484613644	8.673196655	8.512106931	8.509233498	8.401262587	8.764551225	8.594471228	8.727681583	8.529929129	8.530066712	8.627176222	8.678483764	8.609647887	8.490434606
ENSDARG00000002552	9.979443577	9.619338979	9.992222048	9.783170676	9.998435603	10.10578957	9.81308758	9.879194633	10.08288275	9.955321162	9.918065349	10.11996966	9.834722451	10.07370624
ENSDARG00000002564	9.785403728	10.02410289	9.823562769	9.991418832	9.90242494	9.522239874	9.898427646	9.759211824	9.513765996	9.770512231	9.698827433	9.239831969	9.856052455	9.503977042
ENSDARG00000002571	7.47177048	7.779948722	7.510130248	7.520616719	7.464169359	7.373899506	7.528427507	7.167303123	7.488193268	7.278832186	6.907581189	7.129128709	7.406501381	7.13367706
ENSDARG00000002576	8.577687807	8.159182332	8.023597615	8.361696064	8.173431812	8.479449464	8.295959253	8.179040298	8.683928177	8.406642518	8.12454361	8.673637244	8.73689338	8.117548923
ENSDARG00000002582	8.535983243	8.243916966	8.502777389	8.134423185	8.368269306	8.703977504	8.271740617	8.255837738	8.813071282	8.467907973	8.484613644	8.907610088	8.48050734	8.604875531
ENSDARG00000002587	11.69199407	11.8490005	11.94230488	12.05138253	11.84366856	11.24493253	11.94503417	11.81414224	11.43058078	11.79609538	11.8490005	11.13194007	12.09470024	11.8850592
