#NAME	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12
ENSDARG00000061651	6	8	2	0	19	1	14	3	9	0	18	1	0	14	17	20	10	13
ENSDARG00000061654	41	53	60	0	36	10	69	78	74	0	57	6	11	7	29	23	28	29
ENSDARG00000061656	55	52	111	4	96	19	51	45	75	1	76	12	15	20	47	16	17	24
ENSDARG00000061660	173	174	231	10	231	34	154	156	213	42	129	50	17	65	238	77	58	137
ENSDARG00000061664	15	8	17	0	18	8	25	0	13	0	16	4	0	0	19	15	2	6
ENSDARG00000061665	70	79	144	3	115	31	74	44	132	1	42	11	0	54	76	43	42	102
ENSDARG00000061672	9	18	29	0	59	0	25	0	35	0	0	0	0	5	13	5	4	12
ENSDARG00000061682	6	57	51	0	15	0	68	70	68	9	16	6	0	13	30	14	15	19
ENSDARG00000061684	24	55	37	0	15	7	22	5	35	1	18	2	3	6	35	39	17	8
ENSDARG00000061685	22	12	35	0	13	1	10	24	10	5	15	10	5	3	17	7	2	17
ENSDARG00000061687	49	92	133	0	121	3	140	47	124	13	112	12	1	21	74	56	50	114
ENSDARG00000061688	347	264	554	2	339	41	365	344	283	21	608	151	25	80	235	174	95	265
ENSDARG00000061690	18	20	13	0	31	4	27	10	48	0	14	5	2	0	20	24	6	20
ENSDARG00000061691	86	75	104	0	52	32	137	55	99	12	57	16	6	49	40	70	31	67
ENSDARG00000061692	7	2	9	0	2	3	3	11	0	0	0	6	0	4	0	0	5	0
ENSDARG00000061697	8	2	7	0	8	0	8	0	7	0	8	0	1	0	0	2	0	14
ENSDARG00000061699	148	162	257	0	179	50	260	225	283	16	204	65	29	134	158	168	63	175
ENSDARG00000061710	0	8	0	0	2	3	0	0	9	0	0	12	0	0	0	5	0	0
ENSDARG00000061713	8	45	45	0	44	7	56	21	42	0	48	0	3	10	39	11	15	30
ENSDARG00000061714	12	12	30	0	8	0	16	6	21	0	7	2	1	7	13	7	0	0
ENSDARG00000061717	0	12	7	0	3	0	12	3	7	0	11	0	0	0	9	0	0	0
ENSDARG00000061718	48	89	156	0	85	9	149	79	88	1	95	0	12	30	48	22	42	72
ENSDARG00000061719	41	124	68	3	111	32	95	55	81	2	84	17	13	25	75	38	28	73
ENSDARG00000061723	28	34	25	0	33	22	37	26	43	0	35	0	0	11	55	36	26	16
ENSDARG00000061725	0	41	8	0	14	12	18	4	0	0	5	0	23	9	5	0	0	3
ENSDARG00000061728	0	0	10	0	0	0	13	0	11	0	10	0	0	0	0	0	0	0
ENSDARG00000061732	197	112	165	2	104	7	92	18	127	18	104	11	0	21	96	76	60	107
ENSDARG00000061735	97	123	298	4	203	49	331	202	260	15	95	37	60	89	173	80	80	94
ENSDARG00000061736	588	711	700	5	1195	171	1146	744	841	46	1083	199	13	209	836	646	179	528
ENSDARG00000061737	30	12	33	4	84	9	19	28	67	0	31	5	8	2	175	27	12	10
ENSDARG00000061738	7	35	56	0	6	15	40	22	14	0	48	6	3	2	20	32	11	22
ENSDARG00000061741	115	222	148	0	152	34	224	150	120	99	99	8	0	141	111	70	23	87
ENSDARG00000061742	61	37	112	2	115	1	137	51	131	0	38	52	13	45	43	29	18	91
ENSDARG00000061746	41	68	91	0	124	17	115	73	49	14	96	9	3	27	46	6	22	90
ENSDARG00000061747	0	0	0	0	22	0	0	0	0	0	0	0	0	0	5	0	0	0
ENSDARG00000061749	3	0	1	0	8	0	0	0	3	0	0	0	0	0	12	7	0	0
ENSDARG00000061752	22	52	108	0	55	16	57	30	68	0	20	27	7	32	45	36	0	39
ENSDARG00000061757	110	203	261	1	162	26	263	97	184	26	192	24	13	50	141	109	44	122
ENSDARG00000061758	47	43	50	0	51	0	56	45	51	2	29	7	15	25	25	34	17	73
ENSDARG00000061759	136	121	176	13	150	11	107	113	155	17	78	13	121	75	99	94	39	94
ENSDARG00000061761	6	13	41	0	28	9	21	25	11	0	16	9	0	2	20	18	7	11
ENSDARG00000061762	9	7	10	0	0	0	10	7	6	27	6	0	0	0	6	0	0	4
ENSDARG00000061763	18	27	25	0	41	0	38	22	41	1	24	5	10	17	10	16	13	16
ENSDARG00000061764	8667	13491	17219	357	14831	3082	22863	11098	18724	1428	15317	2311	1485	4424	11350	7473	5199	9107
ENSDARG00000061769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000061770	15	6	55	0	13	27	64	31	26	1	4	6	6	3	52	7	9	21
ENSDARG00000061773	17	23	0	0	0	1	0	0	0	9	10	0	0	0	8	0	5	0
ENSDARG00000061774	46	37	70	0	66	19	72	34	30	4	50	8	10	6	37	27	26	24
ENSDARG00000061778	151	147	298	4	178	33	233	125	186	22	130	23	20	88	159	171	97	123
ENSDARG00000061784	0	24	0	0	40	0	9	0	15	0	10	0	0	7	0	4	0	3
ENSDARG00000061786	0	0	9	0	37	2	30	3	1	0	25	0	0	0	19	0	1	6
ENSDARG00000061789	15	83	105	4	55	22	71	40	14	0	20	5	9	12	40	22	3	58
ENSDARG00000061791	13	2	24	0	18	0	14	17	12	0	12	0	2	3	29	8	0	21
ENSDARG00000061794	137	139	202	0	199	44	209	125	134	3	191	35	21	13	117	90	33	68
ENSDARG00000061796	6	37	8	8	37	9	38	9	16	7	10	4	5	7	21	14	9	11
ENSDARG00000061797	10	10	8	0	22	0	3	5	17	0	6	0	0	0	2	1	0	0
ENSDARG00000061798	114	187	304	0	253	66	395	139	238	31	188	64	24	46	177	90	32	135
ENSDARG00000061800	0	6	6	0	14	0	10	0	0	0	12	0	0	4	0	11	0	20
ENSDARG00000061802	69	76	205	2	128	58	69	59	87	13	136	9	3	69	64	31	79	45
ENSDARG00000061804	49	91	195	0	144	29	71	45	133	17	108	23	19	38	76	73	19	70
ENSDARG00000061806	0	0	13	0	0	0	0	14	0	11	1	0	0	0	0	1	0	0
ENSDARG00000061810	25	29	32	0	14	11	52	28	11	5	16	2	1	3	36	7	23	24
ENSDARG00000061817	326	429	542	17	511	73	475	363	498	68	405	59	86	85	470	339	250	412
ENSDARG00000061818	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSDARG00000061819	18	34	73	4	70	8	24	31	45	16	53	4	23	12	70	14	3	38
ENSDARG00000061829	63	87	154	2	70	14	172	131	56	4	66	27	24	30	57	35	11	112
ENSDARG00000061830	31	31	41	0	27	1	57	34	8	1	12	2	0	23	32	16	3	26
ENSDARG00000061832	12	3	57	0	39	0	14	21	17	0	3	1	0	0	4	5	5	0
ENSDARG00000061835	6	4	12	0	9	0	0	0	0	0	3	0	0	6	7	0	0	0
ENSDARG00000061836	58	130	150	1	131	13	114	84	161	19	169	31	13	44	110	36	44	110
ENSDARG00000061841	37	76	116	0	102	15	136	35	118	27	84	2	1	11	56	81	15	97
ENSDARG00000061844	197	203	352	2	342	75	601	295	354	31	300	42	16	86	344	218	159	275
ENSDARG00000061845	26	40	28	0	25	6	45	32	40	2	22	6	0	0	36	13	6	20
ENSDARG00000061846	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSDARG00000061848	42	89	130	0	93	22	97	107	86	4	89	18	24	12	51	19	38	75
ENSDARG00000061850	77	17	19	0	17	2	32	10	33	0	3	1	4	1	30	2	2	6
ENSDARG00000061852	34	8	17	0	0	6	27	15	39	0	28	0	0	5	38	11	4	25
ENSDARG00000061854	68	67	110	2	69	12	115	62	77	14	76	6	2	19	51	29	13	40
ENSDARG00000061858	31	39	43	6	77	2	27	2	23	6	31	12	0	16	39	12	20	3
ENSDARG00000061862	553	354	540	2	414	131	502	346	417	41	361	61	53	125	361	215	173	390
ENSDARG00000061864	190	222	336	0	320	28	359	187	479	10	244	13	18	73	181	114	139	195
ENSDARG00000061865	13	29	127	21	32	25	59	33	97	0	63	18	6	12	18	38	6	90
ENSDARG00000061873	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	5	0	0
ENSDARG00000061883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000061885	24	25	45	0	26	0	49	65	71	0	23	3	0	16	25	14	3	44
ENSDARG00000061889	8	9	5	0	20	0	7	7	17	0	0	0	2	0	0	4	0	0
ENSDARG00000061890	0	18	10	0	0	6	7	0	12	0	8	0	0	21	8	2	3	0
ENSDARG00000061895	99	158	276	2	204	17	189	133	244	24	128	29	18	46	156	95	56	131
ENSDARG00000061896	5	16	14	0	12	5	51	15	18	8	12	0	0	0	6	13	5	11
ENSDARG00000061899	0	1	0	0	1	0	10	9	1	0	0	0	2	0	0	0	0	31
ENSDARG00000061901	37	72	85	0	67	14	93	33	77	1	65	10	7	0	29	24	11	16
ENSDARG00000061903	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0
ENSDARG00000061904	159	66	184	1	222	87	192	72	140	23	245	10	7	90	77	30	60	72
ENSDARG00000061908	10	13	16	1	14	6	34	7	7	5	28	0	2	0	27	18	9	11
ENSDARG00000061909	106	99	213	0	192	43	171	83	121	0	88	36	18	65	71	76	32	83
ENSDARG00000061915	50	54	40	0	12	10	94	43	49	3	32	4	0	6	32	12	22	16
ENSDARG00000061916	10	7	7	0	7	0	0	13	4	0	10	0	0	0	0	0	2	2
ENSDARG00000061918	319	343	666	3	516	128	474	303	367	64	359	115	84	171	329	246	175	427
ENSDARG00000061921	5	12	27	0	12	0	3	0	18	0	8	0	0	5	18	5	0	2
ENSDARG00000061923	253	429	502	27	459	74	452	208	286	19	191	29	12	97	804	210	95	182
ENSDARG00000061936	33	45	66	0	49	0	0	7	52	5	45	0	0	2	16	10	11	30
ENSDARG00000061940	6	16	28	0	40	3	14	11	0	0	7	0	0	3	4	1	4	32
ENSDARG00000061941	24	26	48	0	30	4	37	15	20	0	49	4	2	2	19	16	4	4
ENSDARG00000061946	14	3	2	0	0	0	17	1	4	0	1	0	1	0	5	0	0	0
ENSDARG00000061948	65	61	119	0	80	29	116	87	93	0	57	14	14	11	110	26	36	60
ENSDARG00000061951	598	650	1237	21	839	138	949	538	998	75	870	121	100	194	601	460	309	615
ENSDARG00000061952	37	36	133	0	88	0	81	0	71	0	156	0	0	0	111	58	43	106
ENSDARG00000061956	6	1	0	0	3	0	8	8	1	1	2	0	0	6	2	3	11	2
ENSDARG00000061960	147	41	109	0	64	21	64	49	82	13	82	12	40	23	99	58	23	57
ENSDARG00000061963	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0
ENSDARG00000061968	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	14	0	16
ENSDARG00000061970	12	0	40	0	13	0	38	9	4	0	12	14	5	1	15	21	0	5
ENSDARG00000061974	32	50	32	0	27	8	73	12	42	0	52	19	1	9	45	30	6	22
ENSDARG00000061976	2	14	10	3	18	5	24	37	45	0	18	0	0	15	14	0	23	19
ENSDARG00000061977	11	55	59	0	54	14	15	36	78	1	79	41	12	3	8	38	2	40
ENSDARG00000061981	12	27	7	0	21	9	15	7	31	0	61	4	13	6	29	6	10	12
ENSDARG00000061985	149	165	171	2	260	45	241	172	249	17	182	29	29	101	370	119	51	145
ENSDARG00000061986	12	28	53	1	29	6	16	15	37	6	16	5	7	13	42	18	14	17
ENSDARG00000061989	5	11	36	1	13	16	15	11	36	1	9	14	3	1	8	4	8	18
ENSDARG00000061990	34	17	47	2	43	15	99	37	71	9	51	5	13	3	50	5	12	35
ENSDARG00000061992	54	72	118	0	121	16	105	80	164	4	124	37	27	27	104	46	75	74
ENSDARG00000061993	0	2	0	0	21	0	23	0	0	0	16	0	0	0	0	14	7	0
ENSDARG00000061994	352	714	898	15	766	90	750	518	693	63	746	96	87	208	584	382	238	468
ENSDARG00000062000	9	0	20	0	0	0	6	3	11	0	30	0	7	0	14	8	3	10
ENSDARG00000062002	142	4	97	0	156	31	66	16	144	0	131	11	5	29	100	90	4	31
ENSDARG00000062003	340	344	783	8	502	135	346	280	740	42	459	44	29	206	508	476	119	310
ENSDARG00000062008	43	89	95	9	50	34	41	65	78	25	103	17	3	9	101	60	19	35
ENSDARG00000062009	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000062016	0	17	12	0	23	0	30	0	13	7	8	8	0	0	29	17	0	3
ENSDARG00000062017	44	55	64	0	36	7	60	30	58	13	32	7	0	32	60	42	17	15
ENSDARG00000062019	75	119	146	0	118	13	67	59	65	0	79	0	0	41	44	30	11	14
ENSDARG00000062020	162	178	437	11	324	53	317	228	245	12	266	29	34	76	248	158	105	186
ENSDARG00000062021	7	0	15	0	18	0	1	4	1	0	1	0	11	0	0	0	0	15
ENSDARG00000062023	86	154	152	1	200	9	157	121	129	9	129	17	6	50	177	67	37	122
ENSDARG00000062024	332	712	630	14	947	62	397	346	843	24	524	143	98	120	483	446	402	286
ENSDARG00000062025	26	26	18	0	18	8	33	8	4	0	25	0	2	8	23	4	4	0
ENSDARG00000062030	10	0	21	9	0	0	7	5	0	0	11	5	0	8	0	10	3	3
ENSDARG00000062040	3	34	40	0	18	0	69	22	47	0	63	7	0	11	35	24	2	32
ENSDARG00000062042	0	4	14	0	6	0	14	2	3	0	6	2	2	0	5	6	5	12
ENSDARG00000062045	36	31	63	0	25	30	48	49	83	0	11	3	5	21	22	100	66	17
ENSDARG00000062049	1	33	10	0	25	0	24	28	27	0	25	0	0	4	20	13	3	4
ENSDARG00000062052	37	69	89	0	44	8	70	45	32	54	48	6	3	11	21	22	25	9
ENSDARG00000062053	29	18	45	0	54	0	66	18	89	8	44	0	7	17	61	28	0	45
ENSDARG00000062054	77	163	163	3	180	38	204	97	129	40	108	13	15	32	117	62	73	70
ENSDARG00000062055	71	91	69	0	45	8	69	46	41	1	68	9	3	7	37	32	28	47
ENSDARG00000062056	299	370	778	15	498	90	300	324	403	69	414	83	67	84	420	245	247	416
ENSDARG00000062057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000062058	89	157	233	4	160	8	207	139	200	18	241	2	36	84	103	86	42	106
ENSDARG00000062059	39	87	66	4	50	11	59	68	41	10	54	6	9	19	79	32	16	35
ENSDARG00000062060	33	50	80	7	56	11	69	36	49	0	20	14	9	14	46	14	20	55
ENSDARG00000062063	42	45	52	0	51	17	70	18	46	0	25	2	5	7	49	62	21	53
ENSDARG00000062077	28	60	28	0	45	10	32	28	14	5	33	3	12	8	42	48	1	29
ENSDARG00000062080	3	21	22	0	39	4	37	27	16	1	23	8	8	0	27	24	2	16
ENSDARG00000062081	58	79	76	0	55	18	169	42	89	37	89	16	4	4	58	31	34	39
ENSDARG00000062082	220	297	575	1	419	38	346	231	397	60	226	63	32	148	270	169	218	198
ENSDARG00000062083	14	17	4	4	27	5	40	2	35	0	10	31	4	12	8	8	12	9
ENSDARG00000062084	10	13	49	0	42	11	23	20	24	3	11	2	10	0	20	13	9	24
ENSDARG00000062085	13	19	18	0	8	0	14	11	10	7	2	0	1	14	3	22	16	2
ENSDARG00000062086	39	26	79	0	30	6	42	39	57	1	83	4	8	10	22	41	6	55
ENSDARG00000062087	1	16	2	0	19	1	18	7	4	0	0	0	0	0	0	0	0	3
ENSDARG00000062089	0	78	96	4	146	24	78	52	121	0	176	51	12	0	8	57	32	33
ENSDARG00000062096	26	53	56	0	30	2	83	75	101	6	53	0	1	7	24	21	13	16
ENSDARG00000062101	20	3	11	0	4	0	174	7	17	1	9	0	0	0	39	36	6	4
ENSDARG00000062103	16	28	34	0	7	5	37	21	14	0	21	5	0	10	30	6	0	8
ENSDARG00000062106	5	4	2	0	14	0	3	1	0	0	5	0	0	0	0	2	0	1
ENSDARG00000062108	25	48	70	4	20	48	44	46	85	42	36	10	13	113	41	50	45	75
ENSDARG00000062109	36	23	19	0	9	13	30	32	42	0	44	7	0	5	13	1	13	9
ENSDARG00000062111	0	0	1	0	0	0	0	0	0	0	2	0	0	0	9	0	0	12
ENSDARG00000062114	16	3	58	4	56	14	46	41	49	23	10	9	16	22	18	1	7	43
ENSDARG00000062116	31	47	58	0	44	18	129	49	85	2	104	0	0	10	66	9	2	22
ENSDARG00000062122	0	21	63	0	62	0	35	0	22	0	38	0	26	3	17	5	13	0
ENSDARG00000062123	258	321	384	0	285	41	364	271	429	37	280	44	64	133	303	134	86	225
ENSDARG00000062129	58	80	95	3	87	0	66	58	51	31	96	0	7	17	60	13	26	29
ENSDARG00000062132	18	89	49	0	146	8	92	4	59	0	46	0	0	7	113	39	39	45
ENSDARG00000062134	31	19	40	2	19	9	56	26	19	4	43	2	3	5	4	14	0	40
ENSDARG00000062135	44	80	81	12	111	8	96	34	77	4	51	7	7	15	55	43	10	63
ENSDARG00000062137	122	143	224	3	131	15	175	128	236	38	118	60	13	52	153	72	72	120
ENSDARG00000062138	65	17	107	7	134	0	102	42	70	9	66	14	6	66	51	38	51	32
ENSDARG00000062139	56	88	135	7	78	52	113	47	43	1	7	1	0	29	37	35	16	45
ENSDARG00000062142	9	0	28	0	0	0	16	0	0	0	0	0	0	0	0	23	0	11
ENSDARG00000062146	49	57	114	0	167	15	100	89	141	15	104	44	16	19	93	59	26	86
ENSDARG00000062147	6	13	33	0	5	2	0	3	0	0	3	0	0	0	3	4	0	0
ENSDARG00000062148	167	118	296	6	172	45	173	125	209	6	191	50	34	44	150	62	52	107
ENSDARG00000062152	75	117	161	0	113	20	195	94	141	12	166	18	7	15	162	63	25	56
ENSDARG00000062154	89	108	223	0	62	10	116	188	131	4	20	21	0	44	193	23	46	81
ENSDARG00000062156	15	46	32	0	26	7	31	9	8	1	67	1	85	10	25	3	5	15
ENSDARG00000062164	102	81	119	13	93	28	149	172	117	19	41	10	0	73	83	56	58	100
ENSDARG00000062165	59	40	101	0	55	13	45	25	305	5	76	18	2	16	98	42	70	80
ENSDARG00000062168	0	6	4	0	0	0	0	0	9	0	0	0	0	3	22	0	0	0
ENSDARG00000062171	0	0	9	0	6	0	26	26	20	0	1	0	0	20	10	17	11	0
ENSDARG00000062173	98	144	179	0	218	45	217	105	153	25	78	64	54	40	95	24	97	139
ENSDARG00000062174	124	137	182	8	162	7	90	93	136	13	123	58	25	47	82	85	47	134
ENSDARG00000062177	26	53	76	1	72	27	76	21	82	5	40	15	0	24	42	11	33	43
ENSDARG00000062178	57	63	60	0	61	11	99	30	46	10	45	15	0	34	63	27	11	36
ENSDARG00000062181	8	0	1	0	0	0	2	0	3	0	10	0	0	2	0	2	4	3
ENSDARG00000062182	0	0	2	0	0	0	15	12	7	0	30	0	0	6	8	0	0	0
ENSDARG00000062187	19	23	44	20	47	9	38	24	37	2	30	17	6	0	25	43	30	39
ENSDARG00000062190	75	72	126	5	165	15	156	99	159	20	84	23	12	32	100	68	52	86
ENSDARG00000062192	89	51	165	1	108	18	81	70	99	1	100	7	16	17	69	12	28	52
ENSDARG00000062195	34	58	52	0	32	12	41	63	23	0	41	0	2	0	28	45	9	28
ENSDARG00000062198	168	105	198	0	166	20	253	201	197	21	206	35	16	28	151	82	86	192
ENSDARG00000062199	37	15	47	0	76	1	84	29	59	19	49	16	17	3	42	51	30	32
ENSDARG00000062204	18	37	38	1	22	2	39	13	46	0	51	1	0	9	13	17	1	3
ENSDARG00000062206	27	38	256	1	69	3	56	35	100	9	87	12	12	18	47	26	26	65
ENSDARG00000062208	41	21	51	0	69	4	41	89	58	5	22	4	21	45	59	38	22	23
ENSDARG00000062209	69	68	193	6	123	13	56	56	67	14	27	2	2	20	57	36	44	60
ENSDARG00000062216	1	25	29	0	15	3	12	7	24	14	3	1	0	1	8	3	4	0
ENSDARG00000062217	5	24	17	0	24	11	31	34	3	0	34	2	0	1	28	23	18	29
ENSDARG00000062220	16	0	27	0	52	0	47	18	43	0	41	12	0	17	17	19	0	23
ENSDARG00000062221	18	21	32	0	19	0	37	86	128	4	54	9	2	4	22	11	20	19
ENSDARG00000062222	23	74	71	0	136	12	92	56	11	1	45	14	1	17	74	20	10	30
ENSDARG00000062226	67	79	102	0	94	37	72	142	71	13	103	16	38	52	122	52	9	101
ENSDARG00000062228	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
ENSDARG00000062231	27	40	38	0	51	0	24	38	49	14	23	5	13	16	19	12	3	13
ENSDARG00000062235	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0
ENSDARG00000062237	35	21	106	0	49	8	45	30	82	10	27	1	6	8	50	14	18	12
ENSDARG00000062241	0	2	0	0	0	0	1	3	2	0	0	0	0	0	1	0	0	10
ENSDARG00000062244	678	605	954	12	843	160	764	619	766	93	458	109	102	233	388	369	272	478
ENSDARG00000062248	156	186	295	8	142	48	245	155	242	5	184	47	48	96	180	74	96	138
ENSDARG00000062251	3	9	7	0	3	0	17	8	23	0	4	4	0	0	8	5	4	0
ENSDARG00000062258	10	11	4	0	81	0	17	0	41	0	29	0	4	0	74	0	4	10
ENSDARG00000062262	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ENSDARG00000062263	41	75	103	3	91	6	127	129	130	15	78	28	19	21	65	26	39	63
ENSDARG00000062266	55	69	89	3	47	14	81	117	64	6	81	10	0	2	52	43	20	51
ENSDARG00000062267	515	205	265	4	281	61	582	139	445	11	275	60	20	71	151	179	84	852
ENSDARG00000062268	110	131	147	2	115	17	180	121	169	8	134	24	13	43	111	81	64	122
ENSDARG00000062269	8	0	21	1	39	6	40	6	4	0	0	0	0	8	7	0	0	10
ENSDARG00000062271	0	4	1	0	0	0	4	0	1	0	0	0	0	0	0	0	12	0
ENSDARG00000062272	95	121	173	0	75	16	140	91	107	9	103	15	15	32	99	103	63	85
ENSDARG00000062277	21	39	67	1	24	0	38	41	14	0	0	0	4	42	5	22	0	2
ENSDARG00000062278	0	2	0	0	9	0	2	5	2	0	0	0	0	0	4	0	0	10
ENSDARG00000062280	28	19	130	1	43	14	50	27	39	24	81	27	0	29	26	25	12	45
ENSDARG00000062289	1	6	0	0	7	0	18	14	9	0	11	0	0	7	2	4	0	6
ENSDARG00000062293	0	7	14	0	0	0	1	0	9	0	13	6	0	0	0	0	0	2
ENSDARG00000062297	14	5	5	0	20	0	0	9	0	0	15	3	0	1	14	0	3	0
ENSDARG00000062302	44	49	94	0	74	27	116	36	63	11	85	8	16	21	57	56	13	44
ENSDARG00000062304	30	83	110	0	81	0	69	42	72	1	63	8	9	3	56	43	25	18
ENSDARG00000062305	28	18	28	0	55	6	33	60	19	1	9	8	1	13	39	8	0	15
ENSDARG00000062307	7	7	4	0	21	4	17	18	16	1	20	6	5	1	0	17	4	13
ENSDARG00000062309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000062310	13	28	32	0	95	9	109	42	60	6	80	5	9	44	34	40	54	33
ENSDARG00000062314	19	0	12	0	0	2	0	0	0	0	5	0	0	0	0	4	0	5
ENSDARG00000062315	158	391	222	1	189	43	250	148	231	22	238	96	42	61	187	174	109	175
ENSDARG00000062319	48	47	117	0	34	1	92	25	81	7	38	3	11	4	64	18	26	50
ENSDARG00000062323	176	168	342	0	200	36	237	135	86	11	146	42	15	72	200	52	74	136
ENSDARG00000062325	90	97	131	0	202	15	161	94	144	7	126	39	17	37	102	74	49	132
ENSDARG00000062326	226	222	438	0	300	52	301	234	324	36	228	37	26	99	267	224	85	199
ENSDARG00000062328	0	0	0	0	5	0	16	0	0	0	9	0	0	0	5	0	4	0
ENSDARG00000062329	13	9	27	0	41	8	5	1	17	3	15	6	1	6	24	15	8	9
ENSDARG00000062330	611	572	874	14	697	118	754	473	723	82	627	98	47	214	479	451	223	507
ENSDARG00000062335	23	37	34	0	28	22	16	30	44	5	29	7	15	10	16	12	2	26
ENSDARG00000062338	268	151	307	8	536	143	260	359	378	40	435	72	2	124	248	182	212	201
ENSDARG00000062341	38	53	36	2	59	2	45	16	83	5	46	7	4	3	25	7	23	28
ENSDARG00000062346	33	65	59	0	93	7	69	12	54	14	48	28	31	70	63	1	25	57
ENSDARG00000062347	153	157	282	6	240	15	162	174	207	12	143	15	20	68	171	114	81	98
ENSDARG00000062349	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
ENSDARG00000062350	83	111	0	0	75	15	131	88	80	11	82	10	42	9	15	19	12	141
ENSDARG00000062352	58	91	160	0	68	3	117	129	101	6	108	23	7	18	127	60	51	40
ENSDARG00000062355	11	22	34	0	19	0	7	11	8	7	4	0	0	5	48	1	0	27
ENSDARG00000062357	4	0	11	0	15	0	27	2	18	0	37	0	0	2	0	2	0	6
ENSDARG00000062359	45	24	118	0	66	58	122	59	32	1	19	18	23	2	65	143	36	25
ENSDARG00000062361	12	15	158	0	17	10	117	79	127	0	86	6	36	14	75	12	37	54
ENSDARG00000062362	7	14	18	0	29	10	61	51	30	3	17	0	20	2	4	56	0	8
ENSDARG00000062363	61	41	47	0	66	41	43	63	95	0	59	8	4	31	44	17	15	35
ENSDARG00000062370	54	55	93	3	83	6	71	56	86	12	75	19	21	4	105	27	49	70
ENSDARG00000062372	23	30	45	0	19	9	49	27	23	1	8	0	1	9	3	8	2	18
ENSDARG00000062374	18	0	6	0	17	0	20	8	46	0	26	0	0	0	12	0	4	0
ENSDARG00000062376	95	99	86	5	77	41	47	75	89	20	78	19	5	26	115	105	54	52
ENSDARG00000062377	3	0	2	0	4	0	0	0	0	0	5	0	0	0	3	0	0	8
ENSDARG00000062379	53	70	83	0	53	22	76	27	34	2	16	2	0	10	35	46	24	55
ENSDARG00000062381	10	18	36	0	8	0	5	31	27	12	8	0	0	21	3	4	4	28
ENSDARG00000062382	18	12	47	0	50	4	46	28	41	8	67	3	5	7	28	18	14	29
ENSDARG00000062385	0	0	49	0	21	61	7	68	12	0	18	39	0	0	0	8	0	7
ENSDARG00000062390	13	14	103	7	69	13	84	5	62	3	81	22	0	16	19	5	5	40
ENSDARG00000062396	55	97	56	0	24	58	68	17	60	3	48	2	1	37	96	53	50	29
ENSDARG00000062397	28	58	29	6	74	2	31	36	28	0	41	11	4	14	26	21	15	9
ENSDARG00000062401	63	54	126	1	104	6	106	79	128	17	100	24	9	14	69	75	46	70
ENSDARG00000062402	26	44	144	0	71	1	87	15	56	3	35	15	13	11	67	39	22	22
ENSDARG00000062415	97	140	146	6	181	22	112	158	79	21	59	22	19	51	133	83	99	143
ENSDARG00000062418	17	12	35	0	58	0	59	77	26	7	22	6	30	4	82	35	8	74
ENSDARG00000062420	34	67	111	1	74	5	99	68	157	6	73	17	17	12	96	59	17	47
ENSDARG00000062421	5	7	12	0	7	0	9	0	3	0	2	0	0	0	3	0	0	0
ENSDARG00000062423	5	11	11	17	22	0	16	1	14	0	4	14	0	0	17	13	2	0
ENSDARG00000062425	5	12	10	1	15	12	21	14	12	0	30	0	0	0	0	24	0	0
ENSDARG00000062427	0	1	16	0	11	0	12	0	7	0	24	7	2	10	0	11	17	2
ENSDARG00000062429	3	1	16	0	18	0	12	3	5	0	4	0	0	0	4	1	2	0
ENSDARG00000062430	44	57	52	0	79	24	78	8	45	0	46	6	0	14	30	51	31	66
ENSDARG00000062442	0	0	0	0	0	0	10	0	0	0	5	0	0	0	1	0	350	0
ENSDARG00000062445	0	85	55	2	30	0	56	33	55	0	63	24	6	4	42	0	0	16
ENSDARG00000062446	0	4	0	0	5	0	1	2	1	0	8	0	0	0	4	23	0	0
ENSDARG00000062447	41	70	151	0	129	18	43	95	67	5	96	14	16	26	60	34	31	90
ENSDARG00000062448	23	28	33	0	40	6	16	14	31	2	49	4	7	19	6	21	6	60
ENSDARG00000062449	120	132	108	0	145	22	146	97	99	8	149	14	10	39	77	44	65	82
ENSDARG00000062450	9	13	71	0	43	5	47	7	51	4	27	8	0	20	11	23	23	11
ENSDARG00000062457	48	44	50	2	46	3	80	73	74	0	41	11	12	21	54	25	21	7
ENSDARG00000062460	25	60	46	8	71	10	98	27	78	14	44	8	9	25	57	45	52	60
