#NAME	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12
ENSDARG00000007277	18	0	9	0	5	5	2	12	5	0	0	0	0	0	0	2	0	1
ENSDARG00000007278	8	42	31	3	75	0	68	31	56	1	52	6	20	32	59	46	7	20
ENSDARG00000007279	4	50	32	0	47	9	20	10	20	0	13	0	0	3	12	14	10	11
ENSDARG00000007285	1	8	34	0	13	0	7	1	17	0	22	10	0	0	8	4	3	3
ENSDARG00000007289	0	5	6	0	0	0	8	0	11	0	0	0	0	0	0	0	0	0
ENSDARG00000007294	606	607	948	13	915	164	892	486	807	76	485	95	117	145	561	482	290	502
ENSDARG00000007302	55	21	83	0	40	12	40	45	53	2	33	10	1	13	41	56	9	23
ENSDARG00000007315	16	8	52	0	26	14	30	6	25	1	22	13	3	2	13	35	8	23
ENSDARG00000007320	516	741	797	1	862	66	813	487	868	141	869	50	66	267	810	428	260	404
ENSDARG00000007323	55	78	148	4	81	17	92	65	127	9	92	14	6	37	105	47	42	74
ENSDARG00000007329	1	0	1	0	1	0	5	0	0	6	0	0	0	0	0	0	7	0
ENSDARG00000007344	25	36	32	0	39	0	44	37	5	1	48	5	2	3	31	34	7	31
ENSDARG00000007347	8	22	23	0	29	6	42	7	35	1	37	1	2	5	18	9	4	16
ENSDARG00000007349	0	19	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0
ENSDARG00000007356	0	12	0	0	17	0	0	3	5	0	10	0	0	0	3	2	0	2
ENSDARG00000007358	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	2	0	0
ENSDARG00000007359	9	25	32	0	26	3	22	16	9	5	21	0	1	26	11	2	11	20
ENSDARG00000007362	29	53	27	0	30	14	39	38	49	0	43	1	3	6	33	14	14	37
ENSDARG00000007366	2	0	2	0	0	0	2	0	3	0	13	0	0	0	6	0	0	2
ENSDARG00000007369	78	111	79	5	82	7	106	73	76	4	62	8	3	35	73	54	18	25
ENSDARG00000007370	60	114	137	12	144	29	84	84	84	1	92	19	19	2	101	80	32	63
ENSDARG00000007371	0	1	8	0	0	0	0	0	0	0	0	0	0	3	9	0	0	0
ENSDARG00000007377	48	28	49	14	69	0	87	32	58	4	64	12	3	11	30	12	15	20
ENSDARG00000007382	44	47	76	0	37	3	80	34	39	10	35	7	0	18	20	21	44	13
ENSDARG00000007383	19	21	21	2	20	12	15	8	33	0	32	0	0	17	33	19	10	2
ENSDARG00000007385	393	510	792	3	617	94	602	317	580	87	558	45	101	146	519	284	163	375
ENSDARG00000007387	33	15	33	0	17	8	73	11	45	0	20	6	2	17	41	50	27	11
ENSDARG00000007396	13	67	36	0	11	2	37	24	18	1	7	6	2	0	36	22	11	11
ENSDARG00000007398	69	38	132	0	52	0	88	31	60	0	82	6	0	23	48	92	30	43
ENSDARG00000007405	54	79	72	5	79	25	48	30	49	2	59	24	0	22	56	28	23	7
ENSDARG00000007406	3	10	17	0	18	1	15	23	22	0	8	1	10	10	4	4	4	4
ENSDARG00000007407	6	0	4	0	2	0	1	0	4	2	9	0	0	0	10	0	0	0
ENSDARG00000007409	2	13	54	0	20	0	28	33	66	5	11	3	0	0	22	8	0	13
ENSDARG00000007412	103	101	190	6	116	19	175	95	161	11	165	18	9	33	90	136	61	82
ENSDARG00000007413	156	160	337	0	261	58	193	118	192	26	135	53	34	44	233	184	74	209
ENSDARG00000007418	2	23	0	0	3	4	0	0	6	0	28	0	0	0	0	0	2	8
ENSDARG00000007421	7	11	57	0	53	1	49	38	46	14	45	10	0	0	26	11	0	17
ENSDARG00000007425	9	0	2	0	6	0	8	5	2	0	0	0	0	0	0	4	0	0
ENSDARG00000007429	10	2	6	0	6	0	22	3	20	0	13	0	0	0	8	11	0	0
ENSDARG00000007430	22	17	22	0	33	1	11	26	26	1	42	9	6	9	27	19	12	18
ENSDARG00000007436	0	7	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	7
ENSDARG00000007438	50	45	32	0	16	4	54	29	39	4	48	0	12	17	40	14	13	45
ENSDARG00000007443	0	2	2	0	9	1	21	6	15	0	17	0	0	1	20	17	0	8
ENSDARG00000007444	18	32	35	0	51	4	56	57	52	13	22	5	14	9	26	37	31	25
ENSDARG00000007449	38	58	52	0	38	14	37	21	44	9	57	5	0	31	20	5	1	43
ENSDARG00000007461	99	169	186	0	277	14	202	112	188	24	98	13	11	68	118	81	53	64
ENSDARG00000007465	0	0	4	0	0	0	0	0	0	2	3	0	3	0	7	0	1	0
ENSDARG00000007467	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSDARG00000007477	11	25	68	0	25	6	44	19	28	0	12	7	3	10	15	46	18	31
ENSDARG00000007480	254	359	573	10	386	111	692	377	544	59	519	107	101	208	449	392	176	404
ENSDARG00000007485	45	54	120	0	86	0	220	71	88	11	99	1	15	37	49	14	45	42
ENSDARG00000007490	0	5	9	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0
ENSDARG00000007494	13	28	73	0	41	0	21	27	32	10	13	0	2	0	37	7	14	12
ENSDARG00000007496	46	66	59	1	89	1	91	62	85	21	51	13	6	22	81	34	8	23
ENSDARG00000007523	228	148	372	7	239	37	295	174	203	36	238	33	23	101	125	152	68	190
ENSDARG00000007526	134	177	223	5	177	6	184	74	222	0	138	63	46	42	273	76	58	63
ENSDARG00000007531	9	15	17	0	7	0	1	3	7	4	0	4	0	0	8	10	2	7
ENSDARG00000007534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000007553	50	46	64	4	32	0	80	72	66	4	35	7	0	17	38	23	17	90
ENSDARG00000007560	35	85	122	2	97	12	105	71	44	4	162	3	21	38	48	43	27	25
ENSDARG00000007561	30	26	39	0	10	7	45	21	41	3	45	1	5	11	23	17	17	36
ENSDARG00000007566	53	30	139	0	78	13	105	68	109	8	62	13	3	9	65	63	22	39
ENSDARG00000007576	1405	1214	2492	65	2408	347	504	725	638	86	824	227	232	265	1446	582	594	1089
ENSDARG00000007582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000007597	3	10	13	0	20	0	10	8	18	1	6	0	0	0	9	0	9	3
ENSDARG00000007601	54	64	159	0	147	39	116	74	153	2	51	20	6	16	39	25	41	80
ENSDARG00000007603	33	39	89	0	64	12	77	35	79	4	51	7	7	16	27	25	8	29
ENSDARG00000007614	15	3	88	0	23	0	19	3	3	0	1	1	0	4	16	0	1	0
ENSDARG00000007624	5	10	0	0	3	0	17	10	17	0	6	0	0	5	10	0	2	4
ENSDARG00000007630	26	30	30	0	34	0	14	46	17	3	42	10	9	0	32	19	3	19
ENSDARG00000007639	87	104	468	7	148	11	145	97	270	21	147	7	27	16	122	91	69	104
ENSDARG00000007654	675	652	1392	16	1219	216	932	708	851	73	727	121	128	223	616	409	376	873
ENSDARG00000007655	0	0	31	0	6	5	0	2	17	0	5	6	1	0	5	0	0	0
ENSDARG00000007657	9	11	18	0	14	1	30	17	6	0	20	7	6	1	1	9	15	1
ENSDARG00000007663	140	146	226	7	213	62	210	167	242	23	164	50	40	84	151	168	102	137
ENSDARG00000007671	53	171	101	0	107	13	184	39	81	19	97	7	6	50	77	45	37	59
ENSDARG00000007678	215	344	477	11	466	112	292	270	416	32	273	55	61	169	304	277	157	386
ENSDARG00000007682	36	82	77	8	88	21	117	90	116	8	71	15	29	12	64	27	34	62
ENSDARG00000007691	62	202	110	0	58	22	96	56	121	18	100	93	79	129	70	192	41	41
ENSDARG00000007693	22	57	102	0	32	2	29	61	64	0	28	14	3	24	20	58	14	2
ENSDARG00000007697	157	136	262	2	174	23	172	117	195	17	166	30	29	42	165	169	37	97
ENSDARG00000007708	441	909	1463	30	994	125	1072	840	1039	57	794	89	106	319	671	380	320	540
ENSDARG00000007709	11	0	0	0	0	0	2	0	0	0	0	0	0	2	17	23	0	0
ENSDARG00000007711	9	10	0	0	11	0	13	1	2	9	7	1	0	5	14	0	0	7
ENSDARG00000007715	57	103	93	1	160	13	29	21	34	0	18	7	7	29	40	32	22	75
ENSDARG00000007720	10	1	0	0	8	2	0	18	5	0	10	11	0	0	22	0	3	0
ENSDARG00000007722	0	35	21	0	34	1	36	17	6	2	17	1	0	14	9	1	3	4
ENSDARG00000007723	0	0	0	2	0	0	0	0	0	19	0	0	0	0	0	0	0	0
ENSDARG00000007727	24	48	35	0	48	16	58	26	22	3	14	3	2	4	25	13	13	9
ENSDARG00000007734	1	6	19	2	7	4	13	9	10	0	20	6	0	0	3	4	0	1
ENSDARG00000007737	135	53	66	0	68	47	96	35	229	0	51	12	6	43	49	13	45	39
ENSDARG00000007739	54	62	157	4	117	9	159	91	67	3	82	31	1	25	111	60	11	48
ENSDARG00000007743	9	0	8	0	7	0	6	6	4	0	0	0	0	3	13	0	4	30
ENSDARG00000007744	97	65	114	0	92	12	142	53	80	30	73	3	1	36	80	26	53	99
ENSDARG00000007745	140	102	222	0	151	23	221	113	191	18	167	25	16	65	168	91	30	124
ENSDARG00000007751	0	3	1	0	17	0	0	2	7	0	0	6	0	0	0	0	8	2
ENSDARG00000007753	22	16	33	0	17	0	29	53	46	2	21	6	0	4	28	3	42	53
ENSDARG00000007755	9	40	20	0	11	0	33	20	12	0	21	0	1	1	43	15	4	26
ENSDARG00000007760	13	23	86	1	64	14	56	27	35	14	39	7	0	7	24	25	10	16
ENSDARG00000007764	39	25	187	0	45	18	50	21	46	6	44	4	2	27	24	20	16	61
ENSDARG00000007769	1	7	12	0	0	0	13	10	11	0	11	0	2	0	5	0	0	2
ENSDARG00000007774	79	96	127	1	105	19	144	83	189	31	157	34	17	125	107	39	55	46
ENSDARG00000007783	0	0	0	0	8	0	0	0	14	0	1	0	0	3	0	1	0	0
ENSDARG00000007786	89	98	128	0	69	11	79	56	73	19	32	7	4	22	40	61	25	33
ENSDARG00000007787	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	5
ENSDARG00000007788	134	125	298	2	202	20	369	241	102	25	163	21	9	18	156	298	84	207
ENSDARG00000007791	141	215	287	8	260	50	224	118	199	7	147	40	32	97	210	152	78	132
ENSDARG00000007795	32	64	113	3	56	10	125	74	89	10	97	14	9	16	55	36	24	66
ENSDARG00000007804	1	21	20	0	27	5	24	17	34	0	11	0	15	0	27	12	3	10
ENSDARG00000007807	25	56	121	2	32	0	78	45	32	11	53	0	13	25	53	46	14	40
ENSDARG00000007808	39	65	59	0	60	9	87	44	57	12	71	21	7	17	29	56	24	48
ENSDARG00000007812	57	72	211	3	226	24	162	147	206	19	78	28	1	38	41	46	47	112
ENSDARG00000007813	7	36	15	0	20	1	63	12	33	13	10	6	0	10	8	2	24	3
ENSDARG00000007818	124	139	176	9	147	22	172	81	175	25	147	45	31	17	125	59	49	52
ENSDARG00000007823	13	4	8	0	24	3	22	0	22	0	10	1	0	0	7	7	12	4
ENSDARG00000007824	239	287	459	2	439	81	273	196	330	34	311	67	26	146	222	153	135	372
ENSDARG00000007825	67	128	204	11	164	17	211	129	151	23	181	21	4	51	84	119	33	147
ENSDARG00000007836	353	540	725	29	570	64	593	352	579	53	540	68	46	155	519	254	230	277
ENSDARG00000007842	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
ENSDARG00000007856	0	10	21	0	10	0	10	0	11	0	0	0	0	4	0	0	1	0
ENSDARG00000007863	132	97	240	8	227	28	324	122	251	25	118	46	28	71	119	79	57	128
ENSDARG00000007864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000007867	122	139	220	0	141	40	117	93	174	24	127	16	1	50	95	63	57	100
ENSDARG00000007869	87	120	211	5	144	11	105	75	134	19	91	28	3	45	127	75	46	90
ENSDARG00000007885	10	0	3	0	5	9	13	0	0	0	8	0	3	0	3	0	1	0
ENSDARG00000007886	6	34	12	0	11	0	10	41	27	0	2	3	3	0	38	21	4	1
ENSDARG00000007891	6	14	8	0	1	3	4	5	34	0	9	0	7	2	26	0	3	1
ENSDARG00000007892	0	2	2	0	6	0	10	6	1	0	14	0	18	0	4	0	0	0
ENSDARG00000007901	53	63	102	0	41	26	98	28	81	10	64	10	10	17	93	41	15	52
ENSDARG00000007906	205	598	502	2	403	106	589	365	693	23	368	58	10	151	334	224	83	318
ENSDARG00000007912	23	20	48	0	26	2	83	44	41	0	34	12	0	3	58	36	20	19
ENSDARG00000007916	23	2	33	0	14	0	54	14	8	0	65	0	0	6	2	13	0	2
ENSDARG00000007918	26	24	69	0	48	4	24	14	57	0	22	22	12	23	34	44	38	24
ENSDARG00000007923	50	82	84	6	77	7	96	71	76	1	55	6	23	20	104	77	32	68
ENSDARG00000007941	20	11	18	2	30	1	33	1	19	1	12	0	0	2	13	11	5	27
ENSDARG00000007943	7	91	38	0	86	0	76	33	68	3	36	18	15	32	66	50	23	45
ENSDARG00000007944	21	0	4	0	3	0	3	15	27	8	4	2	0	0	10	10	5	2
ENSDARG00000007950	6	23	5	0	14	4	17	14	4	0	27	0	2	12	5	1	0	11
ENSDARG00000007955	137	168	285	6	199	27	254	164	198	17	162	21	30	33	153	90	57	67
ENSDARG00000007959	38	45	97	0	114	32	70	17	110	9	55	5	7	49	54	56	28	26
ENSDARG00000007960	740	916	1421	20	1009	156	1186	708	1128	177	871	197	96	354	982	589	426	686
ENSDARG00000007971	1	6	0	0	9	0	22	9	3	0	10	0	0	9	0	5	1	7
ENSDARG00000007975	17	18	48	0	37	0	22	25	26	0	25	0	0	15	42	22	3	19
ENSDARG00000007976	156	172	252	17	469	33	294	111	289	11	192	25	22	52	131	74	140	180
ENSDARG00000007982	44	72	81	9	56	21	41	37	71	16	71	10	9	23	44	49	28	77
ENSDARG00000007988	0	36	25	0	4	4	15	2	10	0	10	0	0	5	0	0	7	5
ENSDARG00000007989	6	1	6	1	12	4	10	20	20	3	14	2	8	7	10	14	8	6
ENSDARG00000007990	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSDARG00000007996	187	92	236	2	145	49	161	93	122	17	152	45	19	106	154	60	19	129
ENSDARG00000008010	0	0	5	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000008014	4	13	53	0	22	0	1	13	1	1	21	0	0	1	6	1	42	17
ENSDARG00000008019	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	4	0	0
ENSDARG00000008020	2	6	16	0	3	1	18	3	3	0	15	1	0	0	8	5	0	0
ENSDARG00000008022	9	4	58	0	22	0	66	14	22	11	0	0	0	7	23	23	1	18
ENSDARG00000008026	21	74	42	0	13	10	192	146	157	18	37	10	0	17	110	96	51	62
ENSDARG00000008029	42	51	98	0	28	34	80	31	51	1	51	8	0	23	61	40	14	26
ENSDARG00000008030	68	91	219	9	114	12	122	54	106	18	140	6	5	28	94	87	20	53
ENSDARG00000008032	90	116	227	0	103	53	199	70	140	8	171	32	1	67	104	111	55	69
ENSDARG00000008034	194	165	224	9	159	15	189	139	249	12	107	9	13	52	169	93	108	147
ENSDARG00000008049	10	31	48	2	23	6	65	27	27	10	33	0	7	7	35	37	9	32
ENSDARG00000008060	7	10	18	0	18	4	28	22	21	14	15	0	1	8	10	7	1	8
ENSDARG00000008068	0	17	5	0	2	1	6	19	1	1	12	5	0	4	8	4	1	0
ENSDARG00000008075	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000008095	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000008097	36	70	35	0	63	0	9	24	42	0	25	2	15	4	27	21	11	18
ENSDARG00000008098	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000008100	102	71	185	0	122	58	143	115	156	12	91	16	18	37	105	73	44	94
ENSDARG00000008105	0	6	2	0	15	0	17	3	19	6	26	17	0	1	24	16	4	11
ENSDARG00000008107	69	28	41	0	74	17	99	71	67	0	62	13	0	13	90	39	13	39
ENSDARG00000008119	47	36	58	3	20	15	55	21	50	2	24	8	4	0	51	5	15	47
ENSDARG00000008127	54	46	160	3	250	21	144	680	54	19	54	9	11	31	90	27	43	71
ENSDARG00000008131	35	2	20	0	10	4	6	30	4	3	9	1	3	6	8	5	1	7
ENSDARG00000008133	5	13	7	5	3	0	23	3	11	0	7	0	0	12	0	0	1	11
ENSDARG00000008140	5	0	19	0	20	2	19	2	24	1	16	4	0	8	3	18	3	23
ENSDARG00000008141	30	56	86	2	72	2	58	32	62	5	30	10	7	31	35	44	13	33
ENSDARG00000008142	56	42	69	0	40	0	47	76	34	2	44	5	8	19	54	18	0	23
ENSDARG00000008153	124	127	198	5	144	28	192	117	162	16	95	24	42	70	132	87	110	98
ENSDARG00000008155	36	51	94	0	55	1	50	45	68	4	66	9	30	14	42	34	41	32
ENSDARG00000008164	0	0	19	0	0	7	2	7	1	0	4	10	0	0	1	3	0	4
ENSDARG00000008165	13	38	21	3	41	10	71	18	28	0	40	1	0	11	24	7	2	19
ENSDARG00000008170	21	13	5	0	14	11	30	24	63	0	93	1	2	5	38	1	0	12
ENSDARG00000008174	19	20	11	0	0	0	0	0	1	0	0	0	8	1	0	5	0	0
ENSDARG00000008182	0	3	2	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0
ENSDARG00000008184	159	268	378	7	453	36	389	246	460	40	216	40	56	95	255	142	125	161
ENSDARG00000008186	16	55	25	0	56	4	59	17	11	8	35	3	1	30	36	12	13	28
ENSDARG00000008188	134	143	198	0	297	29	310	181	453	15	331	20	31	101	182	122	36	150
ENSDARG00000008191	0	4	3	5	14	0	9	9	9	0	9	3	0	4	12	22	0	3
ENSDARG00000008192	9	25	39	0	61	19	57	13	66	0	19	3	1	9	52	17	31	30
ENSDARG00000008200	80	37	83	0	76	0	19	92	8	7	135	15	3	3	25	2	8	59
ENSDARG00000008203	22	6	12	0	8	2	1	2	2	0	7	0	0	0	15	8	0	9
ENSDARG00000008209	194	139	255	2	286	48	226	181	216	36	216	28	34	56	182	146	34	196
ENSDARG00000008212	5	5	0	0	1	0	5	3	0	0	2	0	0	0	0	0	3	0
ENSDARG00000008218	62	54	53	5	41	6	118	16	44	13	46	7	0	5	22	62	2	15
ENSDARG00000008219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000008224	179	208	349	3	270	34	296	113	232	32	204	13	16	66	147	120	64	148
ENSDARG00000008235	32	13	51	0	30	3	31	38	82	3	79	1	2	10	18	7	42	29
ENSDARG00000008237	111	99	193	5	110	27	96	93	143	42	141	1	53	69	72	79	20	67
ENSDARG00000008238	2	22	23	1	18	6	12	21	34	0	17	11	0	5	3	0	23	43
ENSDARG00000008239	2	3	20	0	4	6	10	10	8	0	12	0	6	5	12	1	0	8
ENSDARG00000008243	95	224	221	8	290	29	244	101	244	20	138	22	36	78	209	57	42	162
ENSDARG00000008247	80	34	65	2	107	9	72	98	120	4	59	33	22	10	127	43	45	44
ENSDARG00000008249	26	23	31	1	9	12	65	21	26	1	3	0	0	24	15	8	9	22
ENSDARG00000008255	161	162	300	0	243	33	253	154	244	17	265	31	36	63	215	112	114	110
ENSDARG00000008263	21	14	28	0	20	8	7	10	0	0	12	1	1	10	1	2	4	4
ENSDARG00000008275	53	57	134	2	157	29	122	103	168	13	116	4	6	55	95	44	23	106
ENSDARG00000008278	48	55	59	0	27	2	83	41	47	20	29	1	29	17	19	18	3	22
ENSDARG00000008279	28	40	66	0	56	13	70	31	44	16	31	6	7	7	13	14	8	65
ENSDARG00000008287	16	19	21	0	16	6	20	3	21	4	16	0	1	30	17	1	7	6
ENSDARG00000008292	201	315	531	21	561	133	571	359	630	53	450	35	15	80	260	320	110	319
ENSDARG00000008305	19	57	37	0	36	0	17	14	31	4	25	3	0	7	13	9	9	12
ENSDARG00000008306	27	23	48	0	9	3	81	84	54	5	48	13	4	21	39	19	22	120
ENSDARG00000008310	130	147	185	5	166	29	228	87	238	11	114	7	18	39	162	75	50	114
ENSDARG00000008322	60	161	181	11	110	25	127	73	207	22	156	10	22	77	156	81	39	139
ENSDARG00000008329	35	37	50	0	19	2	28	39	53	1	42	4	7	7	28	28	21	28
ENSDARG00000008333	10	15	5	0	15	0	0	4	0	0	2	0	0	3	9	1	0	0
ENSDARG00000008363	67	81	129	4	75	28	168	69	96	7	126	10	16	30	71	50	14	95
ENSDARG00000008370	102	223	270	6	210	36	219	167	278	9	220	17	26	45	148	149	73	147
ENSDARG00000008372	86	84	116	0	113	41	134	90	102	6	132	24	18	28	106	54	45	63
ENSDARG00000008377	159	205	245	11	165	28	199	152	267	53	182	130	27	89	160	213	76	189
ENSDARG00000008380	57	80	104	2	75	18	102	49	66	6	57	18	28	11	71	32	16	46
ENSDARG00000008383	106	214	145	9	137	18	169	126	73	29	156	25	13	19	127	78	33	80
ENSDARG00000008384	19	25	31	0	36	4	93	44	41	17	20	6	2	6	68	21	5	21
ENSDARG00000008388	41	60	138	0	54	19	122	31	90	18	28	0	4	35	63	54	10	44
ENSDARG00000008395	12	13	20	0	30	10	18	9	22	0	26	0	0	1	19	9	14	2
ENSDARG00000008396	0	13	0	0	0	0	35	0	35	0	0	0	0	12	3	5	0	0
ENSDARG00000008398	127	184	250	2	207	42	205	186	201	3	128	10	12	78	108	79	46	152
ENSDARG00000008403	0	29	21	0	19	1	30	9	19	0	37	1	4	6	18	0	20	4
ENSDARG00000008407	148	86	115	9	138	19	110	88	150	9	88	23	29	56	87	80	55	79
ENSDARG00000008413	314	687	433	1	459	75	394	433	272	13	157	39	20	103	188	293	244	243
ENSDARG00000008414	3	14	19	0	24	0	7	6	16	1	14	0	0	0	6	5	4	5
ENSDARG00000008433	38	196	190	2	29	59	144	52	92	16	40	5	3	138	102	60	10	181
ENSDARG00000008434	32	73	176	4	43	28	77	49	50	5	32	12	12	25	64	51	41	69
ENSDARG00000008439	5	0	16	0	13	0	23	0	16	0	4	0	0	3	0	0	9	0
ENSDARG00000008447	134	205	264	3	192	37	150	132	227	20	187	43	24	46	197	118	33	109
ENSDARG00000008450	4	38	12	0	10	3	10	8	16	0	24	1	0	5	6	13	18	9
ENSDARG00000008454	0	0	4	0	0	0	2	0	7	0	0	0	0	0	4	0	0	0
ENSDARG00000008457	22	57	14	0	56	3	22	37	38	5	25	0	0	10	27	32	6	0
ENSDARG00000008461	11	46	64	0	41	12	58	31	30	4	23	0	5	19	3	34	8	20
ENSDARG00000008472	8	7	0	0	28	1	3	9	7	3	8	0	0	8	19	4	6	0
ENSDARG00000008473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000008480	4	20	16	0	16	0	2	14	19	5	47	6	0	21	20	9	7	9
ENSDARG00000008485	31	41	98	0	57	15	34	29	45	12	35	4	5	19	42	6	26	42
ENSDARG00000008487	645	997	1166	7	2759	96	960	645	927	92	1321	62	402	456	477	401	280	435
ENSDARG00000008490	70	97	126	10	135	98	217	103	130	4	142	16	25	35	83	112	57	61
ENSDARG00000008491	67	95	99	8	97	1	44	20	58	11	25	0	0	36	76	25	5	18
ENSDARG00000008494	8	5	3	0	13	10	14	11	26	0	25	7	0	14	11	13	0	2
ENSDARG00000008502	166	203	236	8	212	29	280	169	178	41	165	18	11	30	135	92	106	103
ENSDARG00000008503	17	55	17	6	38	2	66	36	24	6	29	8	0	22	29	34	8	16
ENSDARG00000008540	28	11	19	0	36	1	24	32	42	4	14	1	0	13	28	13	3	39
ENSDARG00000008541	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSDARG00000008542	19	70	51	1	45	6	116	23	55	1	52	17	3	13	48	13	18	54
ENSDARG00000008548	117	61	144	4	89	31	150	89	93	3	58	20	0	35	49	37	55	85
ENSDARG00000008551	22	8	39	0	14	8	33	30	20	0	21	0	0	1	20	8	12	8
ENSDARG00000008553	6	21	33	0	11	0	3	0	18	6	26	2	0	7	31	0	2	5
ENSDARG00000008560	29	75	112	0	93	5	124	58	95	8	34	22	15	18	76	33	4	53
ENSDARG00000008568	30	81	69	1	123	42	50	64	55	4	47	15	15	26	72	23	52	22
ENSDARG00000008573	12	54	54	0	50	45	40	107	27	3	28	0	9	9	19	18	8	9
ENSDARG00000008575	65	96	153	0	167	0	124	111	143	9	50	36	51	20	94	52	53	64
ENSDARG00000008592	19	10	45	0	24	2	13	51	15	0	33	0	0	41	41	7	1	22
ENSDARG00000008593	218	198	278	1	397	20	260	284	229	16	162	44	33	49	196	114	73	101
ENSDARG00000008623	46	90	91	0	94	27	123	54	113	30	66	25	7	28	84	35	25	51
ENSDARG00000008637	163	314	352	15	305	88	351	93	370	27	199	75	9	45	305	148	45	131
ENSDARG00000008639	242	264	420	0	311	40	450	230	237	21	192	42	34	38	265	93	120	245
ENSDARG00000008660	115	313	180	2	89	23	124	56	129	1	104	22	7	78	104	36	22	55
ENSDARG00000008662	45	25	36	0	26	12	40	30	34	0	31	5	46	21	26	12	12	62
ENSDARG00000008678	50	62	90	8	103	32	144	23	85	1	63	3	5	17	49	58	26	51
ENSDARG00000008697	80	180	211	6	230	24	322	117	221	22	190	35	11	57	133	97	53	68
ENSDARG00000008703	34	30	68	0	44	13	45	21	22	4	34	1	6	1	19	24	22	24
ENSDARG00000008706	13	61	45	0	67	9	48	28	21	1	39	3	4	6	45	25	25	22
ENSDARG00000008720	78	93	195	1	89	10	70	157	149	9	74	54	27	47	81	61	32	77
ENSDARG00000008723	27	35	127	0	52	14	19	75	67	0	35	16	0	18	49	38	57	40
ENSDARG00000008727	30	34	58	4	84	15	38	32	34	1	22	1	10	12	82	26	5	57
ENSDARG00000008732	75	79	117	0	106	26	172	104	125	2	70	12	13	7	64	80	22	36
ENSDARG00000008735	93	78	164	0	94	9	81	33	69	5	98	7	27	63	44	33	66	80
ENSDARG00000008740	53	33	76	0	69	7	64	50	38	19	50	7	14	16	52	34	24	45
ENSDARG00000008748	141	223	231	3	193	29	197	201	228	21	208	9	43	76	167	126	120	118
ENSDARG00000008757	14	32	20	0	24	0	26	25	22	0	31	6	5	11	27	2	2	15
ENSDARG00000008765	7	19	27	0	0	11	29	11	19	8	14	0	0	5	16	6	11	7
ENSDARG00000008767	32	20	18	5	31	33	89	14	20	0	94	0	13	19	2	2	14	27
ENSDARG00000008772	43	32	28	0	39	3	29	15	39	9	58	0	8	17	51	34	30	18
ENSDARG00000008784	160	127	262	0	205	47	320	168	309	62	243	39	33	118	140	124	72	154
ENSDARG00000008785	136	261	366	6	203	26	266	143	318	44	207	23	18	91	163	108	73	128
ENSDARG00000008788	55	78	169	7	150	19	175	70	128	12	90	13	14	35	86	28	68	78
ENSDARG00000008790	32	27	22	0	30	24	23	26	33	3	32	2	27	18	39	1	17	14
ENSDARG00000008796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000008803	165	164	307	8	276	26	198	205	193	26	232	31	53	82	189	150	97	240
ENSDARG00000008805	11	48	7	0	22	2	78	8	12	1	12	5	0	5	8	11	3	16
ENSDARG00000008807	0	5	8	0	16	3	6	1	15	0	13	2	5	0	13	0	0	1
ENSDARG00000008808	34	37	55	4	72	6	43	43	59	0	20	4	18	40	36	155	41	14
ENSDARG00000008811	3	3	4	0	0	0	10	2	0	0	3	0	0	0	1	2	0	4
ENSDARG00000008816	80	44	185	0	52	10	193	43	167	53	106	29	6	33	98	36	74	25
ENSDARG00000008818	68	62	127	0	114	24	67	48	88	8	127	27	10	36	69	25	40	101
ENSDARG00000008829	30	43	55	2	100	3	26	18	70	8	56	6	2	21	40	22	21	16
ENSDARG00000008832	26	34	46	1	37	30	25	35	13	0	49	10	4	16	42	10	12	13
ENSDARG00000008835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000008840	18	15	11	0	15	0	45	3	8	0	23	0	2	7	41	1	1	6
