	F10	F11	F12	F7	F8	F9	F4	F5	F6	F1	F2	F3	E10	E11	E12	E7	E8	E9
30467	187	124	276	50	69	215	20	235	55	320	254	369	7	271	59	197	258	351
30468	59	45	113	7	49	92	15	92	25	185	119	93	7	162	25	60	111	205
30470	42	10	8	0	24	42	13	70	3	49	66	78	0	99	3	20	45	108
30471	300	167	328	45	238	467	81	443	65	682	380	463	15	584	115	787	458	661
30472	20	38	115	12	41	72	0	70	26	181	66	102	3	126	11	75	103	124
30473	31	42	87	5	4	47	15	62	13	70	65	72	8	65	1	34	39	47
30474	1	0	12	0	0	2	0	0	0	5	0	8	0	9	0	1	17	5
30475	34	28	26	1	18	8	12	56	0	70	22	39	0	55	1	57	73	53
30476	0	0	15	10	0	30	2	12	0	20	10	13	0	20	0	3	17	35
30477	175	67	193	48	106	249	22	283	59	413	248	360	3	238	22	180	177	402
30478	2	0	0	0	2	0	0	7	0	21	19	6	0	0	0	0	5	24
30479	4	0	26	3	2	28	0	9	6	10	13	25	0	36	16	10	3	35
30480	20	16	66	0	8	64	0	44	3	56	56	16	0	60	17	22	42	63
30481	0	0	0	0	0	5	0	7	0	4	5	0	0	0	0	6	4	0
30482	6	11	2	0	1	27	2	43	1	16	14	31	0	59	2	15	27	49
30483	0	0	7	0	8	9	1	8	0	5	1	6	0	7	0	17	16	22
30485	87	168	126	21	97	177	30	167	34	210	178	189	5	216	37	153	186	261
30486	13	41	36	18	9	167	0	74	0	17	81	63	0	115	10	18	99	32
30488	66	26	40	35	27	42	3	88	8	138	29	63	0	125	9	65	66	124
30489	0	3	0	0	0	12	0	0	0	18	0	5	0	0	0	11	0	0
30491	193	34	71	6	120	351	26	289	23	414	202	292	7	302	71	238	378	514
30493	48	20	88	0	9	111	8	88	25	70	57	141	6	99	4	61	107	141
30496	180	104	257	42	169	323	38	401	66	403	198	320	26	500	53	287	354	644
30497	332	145	395	49	187	573	81	486	48	805	374	649	23	567	65	515	528	634
30498	117	48	135	24	49	112	22	132	21	266	141	137	3	230	34	162	97	237
30499	0	0	7	0	0	0	0	0	0	11	0	11	0	0	0	0	5	4
30500	17	12	18	3	16	18	21	23	11	28	37	16	0	23	12	19	0	94
30501	138	155	147	39	68	195	45	335	28	182	128	206	8	218	32	149	139	284
30502	53	17	128	20	36	131	33	199	11	174	145	146	8	177	24	66	52	196
30503	359	249	382	80	132	593	81	460	51	727	364	556	23	721	102	360	551	733
30505	8	0	25	0	0	5	0	2	0	6	0	15	2	0	0	0	4	10
30509	0	0	7	0	0	0	0	7	0	3	0	3	0	2	0	0	0	9
30510	163	189	205	39	191	191	25	214	27	280	378	259	2	421	41	209	377	270
30511	3	1	5	0	0	0	0	5	0	27	0	22	0	0	0	0	5	0
30512	67	9	49	12	36	90	0	58	4	95	42	102	0	77	23	66	40	165
30513	23	6	15	1	4	53	4	58	4	41	36	32	6	80	0	21	50	70
30516	11139	6390	10778	1699	5920	17463	2104	18951	2694	22269	14941	23286	606	22790	3306	13756	18745	25699
30517	204	145	264	36	140	307	58	364	47	373	295	518	5	409	56	247	221	546
30518	0	0	0	0	0	0	0	0	0	0	7	1	11	591	16	92	789	336
30519	14	38	0	2	0	51	15	49	0	105	1	78	0	11	0	2	0	27
30520	51	17	55	10	39	111	2	129	48	107	55	69	0	150	5	95	69	116
30523	58	25	33	2	28	77	5	61	20	119	69	88	1	115	18	51	82	133
30525	21	6	4	18	35	15	0	18	0	46	12	52	0	66	6	8	14	84
30526	37	10	13	8	12	34	1	8	11	29	10	34	3	40	3	41	56	27
30527	3	0	7	0	7	11	0	13	1	8	4	4	0	0	0	3	8	6
30529	57	18	41	7	46	37	17	66	9	61	72	101	0	70	29	39	40	81
30530	97	88	75	4	106	189	30	156	39	165	81	169	0	196	45	192	155	241
30531	1	3	5	0	0	13	2	4	0	22	7	17	0	0	0	7	9	3
30532	5	0	14	3	4	12	1	17	6	20	14	34	0	28	0	1	26	19
30534	1	2	13	0	0	0	0	0	2	21	6	18	0	11	4	3	2	12
30536	3	1	5	0	0	12	0	26	0	12	7	9	0	0	0	3	3	1
30537	19	5	29	0	17	18	1	32	20	31	10	21	0	28	1	41	7	43
30538	0	1	16	6	0	6	3	4	2	13	3	9	0	24	7	27	8	1
30539	0	0	0	12	0	11	0	0	0	0	3	4	0	3	0	0	0	5
30541	1	0	14	0	7	12	4	7	6	11	31	2	1	6	4	21	0	11
30542	26	21	15	14	11	16	3	26	4	49	7	34	0	54	5	22	23	8
30543	0	2	0	0	2	0	7	2	0	4	7	15	0	10	3	4	25	12
30546	0	0	6	0	0	11	7	10	2	4	2	12	0	4	3	16	16	9
30547	24	8	8	0	2	33	0	23	0	10	5	15	0	7	2	7	6	20
30548	25	2	24	9	7	15	2	26	6	52	15	10	0	32	0	1	29	21
30549	1	9	0	0	21	5	0	4	0	0	0	8	0	17	0	1	7	6
30553	21	11	18	0	12	27	0	26	1	31	27	16	0	39	11	36	18	40
30554	7	23	12	8	14	9	7	28	0	49	36	18	0	25	2	6	22	39
30556	54	18	25	3	35	73	4	62	8	106	73	76	5	82	7	78	111	79
30557	2	0	8	0	0	0	1	0	0	9	3	20	0	0	0	0	7	4
30558	11	0	16	3	3	8	6	13	0	19	16	11	0	13	9	26	21	39
30559	14	0	11	0	0	4	0	19	1	2	7	7	4	26	7	4	12	16
30560	7	9	0	0	4	0	6	18	1	27	16	5	0	28	6	3	9	23
30561	2	0	0	4	3	25	4	27	0	24	31	20	0	25	1	10	23	12
30564	80	43	119	12	42	110	30	161	32	148	107	212	0	224	5	99	189	214
30567	266	62	192	9	60	182	25	216	20	424	224	234	4	243	25	172	134	341
30568	9	1	9	7	2	1	0	6	1	11	13	25	0	8	3	14	21	5
30569	23	22	41	1	13	39	18	79	6	47	32	67	0	61	5	37	69	106
30572	307	175	324	44	121	407	46	403	114	574	323	485	20	419	99	339	388	616
30573	3194	2165	3940	630	2006	7453	697	5931	777	7749	4664	7762	260	8303	1278	4824	6151	8827
30574	7	2	12	0	6	9	1	44	0	5	4	15	0	23	9	22	2	12
30575	436	76	263	21	113	200	81	162	80	283	213	282	12	414	37	417	376	608
30576	72	102	135	93	77	170	8	135	26	211	156	216	0	181	29	128	124	300
30577	52	49	127	28	42	129	7	100	20	121	104	133	6	204	71	111	143	165
30578	142	131	182	48	49	259	50	223	35	247	228	222	2	297	30	199	213	291
30579	128	133	338	45	52	290	25	349	57	478	254	349	8	378	46	274	201	410
30580	134	160	225	35	77	230	37	258	39	617	219	383	15	363	109	194	270	486
30582	2899	1713	2990	541	1160	3908	551	3123	677	4794	3161	4309	93	4887	574	2646	3165	5123
30583	9	10	40	0	18	53	8	39	4	57	39	33	0	49	0	36	93	75
30585	15	10	16	1	10	35	1	25	17	79	7	54	4	58	5	25	5	34
30586	19	2	0	4	5	10	0	19	0	4	2	2	0	5	9	14	18	5
30587	32	10	5	4	17	11	16	55	0	62	16	69	0	40	0	9	5	87
30590	6	9	1	5	10	12	3	16	0	62	2	23	0	86	0	3	23	37
30591	103	28	31	3	34	130	14	201	18	98	109	107	1	115	11	69	118	228
30592	7	0	4	0	0	5	0	0	0	5	1	4	0	25	2	8	7	9
30597	2	15	1	0	2	5	4	10	0	28	0	2	0	7	0	0	3	6
30598	47	70	88	20	39	86	0	104	18	165	50	140	1	95	14	100	68	92
30600	12	2	7	0	4	12	0	6	4	24	16	33	0	17	2	2	17	17
30601	7	5	0	0	5	32	0	21	1	9	11	18	0	41	4	25	38	40
30602	193	110	327	28	95	359	54	343	58	362	252	367	10	374	76	264	191	418
30603	144	103	137	36	63	164	24	211	37	217	178	250	5	267	47	232	110	302
30604	0	10	0	6	0	0	0	0	6	114	19	101	0	15	16	41	0	0
30606	56	11	51	3	22	81	3	126	9	130	194	99	0	183	55	47	87	53
30607	36	79	53	15	29	56	6	56	23	105	71	46	0	56	21	36	43	112
30608	61	40	115	8	58	165	23	137	31	72	106	135	4	228	25	101	155	210
30612	58	17	45	13	19	40	2	89	16	70	55	105	3	40	15	31	63	67
30615	76	60	54	5	45	78	21	81	17	247	115	219	7	268	45	59	85	218
30616	324	179	456	53	265	591	86	721	86	550	571	657	12	692	139	437	627	856
30617	2	6	12	8	0	7	0	10	5	5	29	20	13	12	0	5	26	21
30619	37	40	56	4	22	96	5	128	19	92	45	88	0	85	0	65	159	165
30620	57	34	50	1	13	94	6	98	2	112	52	106	0	56	9	52	76	86
30622	14	13	45	12	17	40	4	48	0	54	29	39	0	16	4	50	45	32
30625	114	109	217	32	45	149	23	106	25	275	149	188	0	204	56	110	96	179
30627	30	0	0	5	27	6	0	0	3	39	37	39	2	47	20	25	27	13
30628	17	11	21	9	11	26	0	14	12	37	0	51	0	59	10	30	38	83
30629	16	0	5	0	2	6	1	1	9	19	16	24	0	8	17	16	10	16
30630	72	51	88	14	44	110	31	125	4	152	69	121	2	209	54	76	73	219
30631	5	0	10	0	10	0	0	1	0	16	9	11	0	2	0	8	10	0
30632	0	0	0	0	3	5	0	0	0	25	19	12	0	19	0	0	4	21
30634	419	96	230	50	165	239	35	224	80	283	176	331	0	385	12	255	293	490
30635	48	15	6	4	20	32	7	27	0	103	61	46	2	71	23	84	20	95
30636	30	31	24	8	12	46	22	39	9	80	33	54	4	46	11	34	65	126
30637	7	29	56	17	38	50	15	59	3	124	7	57	0	92	33	41	52	35
30639	81	40	82	14	58	109	11	134	18	115	99	143	0	109	26	137	107	190
30641	19	26	10	0	16	53	18	24	4	73	29	45	0	46	2	17	25	45
30643	10	10	8	21	2	10	0	24	0	25	2	25	1	27	1	11	11	60
30644	7	13	17	6	5	51	0	27	0	40	23	25	0	20	2	6	36	64
30646	123	182	287	56	130	324	44	362	63	329	251	353	21	580	47	251	334	631
30647	6	0	9	0	7	6	0	8	0	6	8	1	0	0	0	2	0	0
30648	0	0	5	5	2	20	0	0	0	4	11	3	0	4	0	0	8	7
30649	50	2	35	0	5	32	0	31	8	89	5	88	1	24	19	18	37	46
30650	3	0	1	0	0	2	2	6	0	0	4	0	0	4	0	4	0	0
30651	0	2	2	0	0	1	0	4	0	0	13	1	0	13	0	8	18	2
30652	2	3	1	0	3	26	0	17	14	52	18	16	0	30	3	12	13	14
30654	130	86	124	20	51	118	6	153	17	190	161	176	9	202	14	132	83	272
30655	73	33	72	20	12	65	4	64	7	90	21	87	0	84	21	61	46	102
30656	133	145	364	57	164	455	7	286	53	313	383	253	2	386	56	219	238	376
30657	1	10	10	0	5	21	0	17	0	29	25	16	0	23	1	24	30	14
30659	24	0	25	2	2	0	0	38	0	37	28	20	2	38	0	15	16	67
30661	7	19	9	4	0	7	0	17	0	26	5	7	0	26	0	25	0	15
30663	8	9	8	0	1	11	0	31	0	23	19	30	0	9	6	7	14	11
30664	64	40	104	24	39	110	40	87	9	189	76	209	0	131	31	90	67	186
30667	0	0	0	0	0	0	0	4	0	14	7	17	0	3	5	12	0	0
30669	0	0	3	0	0	5	0	9	0	8	7	4	0	7	0	0	0	24
30670	80	10	85	8	10	48	2	62	5	115	50	77	4	96	38	30	19	84
30671	20	18	12	4	5	37	0	32	10	5	18	7	0	21	7	43	52	42
30672	54	117	55	15	13	80	13	184	13	120	89	162	2	142	21	56	82	118
30674	246	202	404	109	203	562	53	636	61	923	482	763	10	798	67	368	544	1100
30676	119	81	151	26	51	111	11	137	15	185	112	184	2	203	21	113	263	237
30677	90	61	47	10	57	51	5	96	15	87	59	169	0	83	10	50	143	150
30678	273	206	280	104	254	516	50	598	90	584	347	657	14	423	94	288	433	552
30679	60	19	59	13	50	64	13	99	16	129	135	103	8	155	3	115	48	180
30680	57	97	47	4	44	93	2	40	4	95	65	68	0	93	10	22	79	57
30681	34	19	31	1	7	31	0	69	15	83	32	59	2	19	1	19	51	27
30682	20	5	6	0	1	20	0	16	6	23	22	3	0	13	3	9	10	17
30685	2	0	0	0	0	0	6	1	0	5	2	20	0	5	3	0	0	11
30686	44	30	92	28	25	73	15	93	14	196	124	150	2	119	13	75	123	137
30687	13	12	31	0	10	40	1	58	1	52	24	96	0	52	10	8	30	41
30688	59	54	152	6	42	130	29	104	22	178	128	181	0	104	29	85	175	198
30689	0	20	0	9	0	0	0	0	0	45	17	5	0	0	0	12	0	0
30691	38	5	5	1	24	42	14	36	4	53	53	36	10	65	4	19	24	41
30692	12	16	11	7	8	13	1	4	1	13	35	11	0	23	10	19	12	27
30697	3	0	2	3	0	8	0	3	1	9	13	4	3	14	0	3	2	13
30699	9	6	14	19	10	22	0	30	0	32	9	28	0	21	0	6	24	35
30700	9	0	15	0	8	50	0	18	0	28	13	27	0	26	0	13	41	40
30701	53	59	89	10	68	71	13	84	54	145	45	142	0	88	19	54	91	259
30703	73	36	79	10	39	132	17	70	14	175	120	79	1	100	46	72	97	138
30704	166	70	204	60	125	171	13	298	33	175	179	278	16	368	22	186	231	371
30705	104	69	102	24	30	184	35	170	32	237	84	252	0	177	20	118	163	276
30707	144	28	110	17	30	132	26	99	7	73	59	93	0	106	21	84	81	148
30708	178	36	85	4	66	415	23	302	5	373	115	302	5	492	34	222	337	420
30709	34	19	50	8	18	41	7	106	11	98	36	65	5	90	8	52	89	106
30710	4	16	14	4	5	31	6	14	3	84	87	42	0	49	17	37	62	39
30711	182	165	165	52	43	283	31	251	56	292	231	337	8	305	23	227	194	415
30712	419	331	610	80	176	609	90	661	116	529	407	625	14	775	177	544	682	1109
30714	0	0	5	0	0	5	0	4	0	9	1	2	0	0	0	0	0	2
30716	0	11	9	0	0	31	3	52	2	36	11	44	0	19	0	49	36	41
30718	96	85	158	11	40	104	12	81	37	187	109	198	8	172	44	132	91	156
30719	8	11	44	2	14	15	0	11	0	59	46	26	0	72	3	36	22	49
30721	0	0	5	0	0	14	0	1	0	12	1	9	0	1	0	0	0	11
30722	405	379	569	63	354	965	134	1053	107	1137	662	1127	5	1069	103	647	885	1195
30723	753	593	934	185	504	1318	187	1552	250	2049	1041	1889	13	1446	246	711	1344	2058
30724	11	4	4	6	10	33	41	22	4	16	0	30	0	26	0	43	15	18
30725	28	20	17	1	27	40	5	46	0	86	106	98	0	74	4	32	84	60
30726	33	37	0	0	58	0	13	22	0	32	0	79	0	0	0	0	108	54
30728	416	198	351	87	192	571	89	461	82	674	294	645	31	543	55	383	472	682
30731	53	3	88	36	21	32	10	52	0	131	66	53	0	26	8	45	63	133
30732	684	489	851	151	415	904	173	802	226	1159	784	1308	32	1216	191	998	752	1458
30733	18	19	1	0	2	17	2	16	0	30	12	6	0	70	17	14	18	39
30735	212	152	328	82	173	415	46	438	94	694	348	635	0	770	101	246	351	476
30736	190	87	225	37	52	214	15	201	41	316	184	251	15	299	41	102	127	247
30737	777	691	1269	203	548	1359	135	1360	259	1605	1082	1422	29	1839	265	1205	1220	2142
30739	60	192	52	2	19	45	4	36	13	83	53	70	0	59	16	54	111	94
30740	23	18	37	41	29	93	42	85	11	126	114	103	0	96	8	113	78	133
30741	145	139	176	15	130	239	31	315	57	427	224	303	2	287	29	201	328	320
30742	20	52	54	17	29	67	5	62	31	113	44	109	0	125	13	41	95	119
30744	29	36	14	5	3	36	70	108	11	53	49	86	1	124	3	40	46	92
30746	48	23	47	0	34	57	25	54	41	61	81	88	15	141	4	37	194	201
30747	0	14	0	0	0	2	0	7	3	0	14	6	0	10	0	9	0	2
30749	21	8	11	7	11	49	0	23	11	49	22	55	1	38	11	41	63	48
30750	18	20	12	6	10	22	0	40	0	42	50	56	0	114	2	5	61	45
30751	126	131	154	51	57	186	22	170	23	306	189	365	16	331	47	130	235	346
30754	29	19	42	31	18	44	38	87	9	46	45	40	0	93	4	36	35	65
30765	9	8	1	6	4	9	0	8	0	21	8	18	0	12	2	9	21	1
30766	63	63	70	4	29	98	3	129	16	147	58	49	0	129	21	58	76	136
30767	101	36	63	19	34	186	12	223	13	253	164	179	3	180	54	108	122	202
30768	111	86	116	22	62	166	17	197	34	279	124	197	9	196	10	133	202	160
30769	93	72	76	32	53	100	3	96	17	162	499	165	0	229	26	152	188	731
30770	133	115	136	32	108	189	24	178	26	232	171	216	0	298	52	133	179	285
30771	7	5	16	2	16	17	8	12	2	5	26	23	0	21	2	25	52	23
30967	200	172	284	44	133	387	32	304	58	472	235	479	20	430	77	304	439	576
317636	0	0	3	0	0	6	0	0	0	6	0	4	0	0	0	4	0	0
317637	111	82	259	18	21	177	34	141	27	205	119	198	1	220	9	135	113	208
317638	9	6	15	0	7	9	11	7	0	9	3	10	0	1	0	14	14	20
317639	4	25	57	0	4	10	11	15	2	106	24	27	0	16	0	16	47	28
317640	44	38	24	12	23	34	0	22	22	24	14	57	0	48	4	26	24	69
317641	52	16	66	4	22	49	0	44	12	60	70	56	13	66	26	48	94	99
317643	2	10	2	0	0	2	0	2	0	6	0	0	0	13	0	21	12	21
317644	25	8	19	6	4	15	11	49	2	37	34	44	0	24	4	30	56	19
317678	29	3	46	0	0	0	0	3	0	0	19	0	0	0	18	13	24	0
317679	33	40	49	6	54	74	24	43	9	30	47	60	3	85	27	51	29	67
317731	44593	29663	54902	9680	25009	54345	7085	59859	12040	71853	61832	90644	2137	90978	15976	57817	83279	102054
317732	85	54	64	20	34	107	43	147	7	180	121	201	16	236	44	155	194	146
317733	5	0	2	0	2	6	9	23	8	2	19	17	2	39	0	4	11	26
317734	2	6	0	0	0	0	0	4	0	1	0	20	0	11	0	5	0	14
317736	7	0	4	0	2	4	0	4	0	0	0	0	0	2	0	4	0	6
317737	36	74	25	6	33	98	53	106	29	193	43	167	0	52	10	80	44	185
317738	0	6	34	6	40	47	0	43	7	52	33	40	5	25	5	41	29	50
317739	103	86	105	32	53	127	29	154	28	204	158	238	1	136	39	110	145	181
317740	162	86	202	19	118	219	25	272	18	278	190	340	1	303	60	190	220	332
317741	124	65	97	16	37	212	25	141	28	236	170	219	4	173	13	148	220	212
317743	483	264	508	68	332	799	74	1157	115	1202	673	1275	47	1188	91	663	968	1445
317744	39	8	5	1	24	10	7	45	0	31	21	59	0	21	0	42	29	35
317745	20	10	10	4	6	44	0	58	0	63	26	30	0	17	12	24	18	26
317746	55	33	108	5	38	96	10	123	27	184	50	140	0	203	20	93	127	231
317747	166	53	211	83	110	214	39	259	49	352	220	381	6	269	38	157	247	391
317763	34	6	65	23	35	49	2	52	6	68	29	80	0	50	24	50	29	66
317764	246	220	233	114	192	527	41	533	93	536	464	613	8	540	75	355	451	559
317765	5	3	0	0	0	4	0	0	0	9	0	9	0	0	0	0	0	0
321031	33	64	88	41	56	102	33	157	17	249	107	151	0	263	33	136	190	191
321033	31	32	34	28	50	61	22	92	12	91	50	76	0	40	36	36	87	151
321035	380	252	414	78	180	575	59	553	118	565	490	703	9	834	136	445	484	836
321046	333	95	286	14	249	742	31	753	59	905	526	1009	26	944	120	710	894	921
321051	161	166	162	52	110	254	41	357	14	252	229	318	32	326	23	238	301	523
321053	4779	3164	6063	867	3081	7108	813	7129	1175	8821	6850	9700	179	11691	1894	6217	9205	11518
321058	42	16	65	5	43	33	1	36	11	35	34	65	0	24	27	34	32	74
321059	91	60	144	30	32	125	18	140	57	107	169	117	7	205	39	138	213	221
321061	25	37	52	0	24	50	0	92	10	53	76	57	0	105	15	69	126	84
321064	165	124	286	40	105	341	46	510	84	519	345	636	12	501	62	300	469	513
321065	117	51	129	51	27	145	23	220	53	344	164	145	5	155	12	101	151	242
321070	123	100	376	66	28	161	43	475	96	607	369	707	0	358	127	417	465	345
321084	90	69	55	10	35	166	12	106	21	171	144	82	6	105	27	66	72	144
321099	96	19	13	0	32	136	9	102	0	72	72	68	0	143	0	63	11	139
321107	44	22	38	6	44	57	19	115	5	90	26	81	2	55	3	49	93	81
321113	78	139	196	24	104	284	32	203	38	202	158	248	9	376	48	187	318	468
321114	10	2	13	4	2	21	0	4	3	32	2	21	0	14	1	0	5	26
321119	45	24	26	5	24	83	6	53	2	116	22	66	0	38	7	63	90	136
321127	70	53	112	23	44	152	25	119	18	154	96	153	4	96	40	108	114	224
321129	35	19	31	14	23	36	7	54	10	61	43	80	2	8	13	45	31	48
321130	113	18	120	35	34	107	28	75	5	150	140	108	0	106	25	116	79	168
321133	40	25	57	1	13	73	16	66	10	133	67	55	0	83	8	51	74	91
321155	29	9	43	17	27	22	1	29	16	78	56	73	0	105	27	48	133	96
321166	4769	2139	2931	104	3589	9081	730	8846	1222	11087	5859	9454	287	12159	1573	4445	9962	12088
321177	2	10	0	1	6	25	3	23	6	26	21	30	0	9	0	1	6	31
321183	7	12	24	0	12	15	0	45	0	52	22	22	5	43	6	49	21	8
321193	56	37	38	6	12	55	29	43	17	115	87	135	0	67	9	67	173	85
321195	148	30	92	4	123	347	8	306	15	510	122	424	0	319	72	127	449	518
321202	11	19	39	6	7	35	0	30	9	32	17	15	0	27	14	20	45	19
321203	8	8	4	7	1	3	1	34	3	22	7	19	0	76	1	25	10	42
321212	175	133	192	40	115	424	23	271	27	422	258	359	40	466	77	347	501	577
321217	7	23	24	1	3	36	5	16	2	52	28	11	0	14	11	25	29	32
321218	12	15	17	19	21	17	0	47	4	43	7	33	0	37	0	19	15	48
321220	5	87	29	2	43	84	32	49	17	169	63	230	0	68	18	16	77	167
321224	47	13	19	8	32	49	0	33	3	41	20	55	0	75	6	21	63	51
321232	14	11	17	0	4	26	2	29	0	24	12	15	0	55	2	36	25	33
321239	108	85	141	31	104	405	28	298	45	392	238	542	11	375	77	184	335	435
321240	7	0	8	1	6	0	2	8	0	24	2	7	0	10	2	1	28	27
321243	260	194	427	55	231	532	17	543	99	815	426	666	2	525	94	358	535	774
321245	89	168	280	66	136	271	69	428	41	366	219	524	8	352	17	200	344	512
321247	33	33	40	5	14	101	4	87	7	54	78	45	0	98	30	39	46	172
321248	25	21	37	21	59	65	11	62	8	85	64	88	0	110	19	53	90	51
321250	240	82	17	11	13	69	4	320	8	70	45	59	6	84	3	58	65	98
321264	18	1	8	0	8	9	1	18	3	23	16	21	0	16	3	15	3	15
321277	110	30	164	16	78	184	13	147	32	170	95	190	19	172	27	148	187	200
321283	44	19	33	3	19	64	32	42	16	74	132	60	27	138	20	64	76	157
321289	14	32	24	4	17	56	4	44	7	56	52	136	0	43	11	58	113	80
321294	4	4	0	2	8	23	0	25	0	33	8	4	0	18	8	26	26	18
321298	162	32	31	9	49	34	7	106	29	99	121	144	3	62	1	50	24	90
321314	45	9	16	2	10	8	0	20	3	73	14	32	0	24	4	4	67	22
321315	83	62	86	28	78	167	5	174	30	281	119	189	3	157	48	176	257	330
321324	2	1	17	0	0	10	0	2	0	3	1	12	0	13	5	0	25	34
321330	135	61	228	56	97	155	10	262	23	305	185	281	11	317	31	147	140	290
321346	50	4	47	11	22	140	19	80	26	91	47	129	1	113	21	41	80	138
321357	281	120	255	47	182	513	108	401	70	676	347	466	10	644	63	272	616	611
321362	119	65	173	35	64	159	3	248	30	256	132	309	0	289	54	117	225	195
321364	1	9	9	0	1	5	4	20	0	12	10	15	0	27	1	13	12	45
321378	21	23	31	3	9	36	8	29	6	63	2	16	1	10	3	55	27	60
321383	212	100	260	45	186	319	32	330	64	371	236	367	31	395	121	296	347	532
321390	12	8	11	13	5	19	0	39	0	51	28	34	0	80	10	12	37	37
321421	188	100	106	51	103	186	51	268	51	307	241	272	5	314	48	239	277	418
321442	0	1	2	0	0	6	0	5	0	6	1	4	0	3	0	5	11	8
321449	8	25	21	1	10	37	7	17	0	108	46	69	8	86	12	101	60	144
321452	99	0	78	0	0	0	0	194	0	140	108	39	0	0	0	63	0	184
321453	254	230	277	46	155	519	53	540	68	593	352	579	29	570	64	353	540	725
321460	79	43	105	27	43	193	39	184	9	277	176	131	0	231	22	88	155	247
321461	36	19	40	0	26	50	1	88	12	90	79	138	1	80	1	27	44	60
321464	72	23	54	0	29	63	9	43	13	101	58	123	2	47	17	40	31	85
321465	77	52	188	45	102	165	15	166	56	275	147	203	1	232	38	112	240	241
321466	589	426	686	96	354	982	177	871	197	1186	708	1128	20	1009	156	740	916	1421
321485	25	32	38	5	13	98	19	84	20	55	32	88	0	57	8	40	65	43
321491	125	41	75	5	48	145	18	108	23	181	98	213	0	164	10	85	110	130
321496	192	82	165	18	72	238	16	221	27	409	194	391	8	239	27	161	184	345
321502	14	1	0	0	2	0	0	12	10	12	28	6	0	35	9	0	12	18
321504	5	34	15	6	11	80	5	27	5	27	26	38	0	118	4	34	29	49
321505	13	1	8	4	8	10	1	15	5	25	20	20	0	62	6	15	21	56
321541	301	138	277	41	155	416	23	417	79	684	403	539	11	501	89	395	427	660
321544	30	42	22	0	52	85	0	44	2	82	61	81	0	47	14	58	34	182
321545	55	16	18	0	12	121	3	68	5	121	49	73	0	166	14	45	74	78
321550	153	109	197	36	103	327	29	222	54	432	243	371	14	520	133	249	340	384
321552	2004	1474	2264	0	1377	4797	0	4879	427	5281	3241	4790	0	4845	900	3793	3619	6718
321555	129	89	142	41	78	235	13	250	24	200	155	298	7	254	62	166	177	290
321556	25	56	38	36	13	71	4	21	6	86	66	41	0	119	14	55	31	78
321564	111	63	166	58	54	247	31	260	65	323	156	209	10	349	28	200	231	361
321575	59	22	98	12	37	98	6	81	18	174	147	159	1	113	14	100	118	165
321577	18	9	13	2	10	14	2	11	9	15	13	11	0	14	4	8	13	47
321585	20	33	33	0	8	74	17	39	11	135	48	37	2	96	2	91	86	110
321587	23	32	14	0	13	29	2	49	6	108	60	40	0	55	34	31	51	22
321590	27	11	118	14	33	107	16	49	7	123	119	44	3	122	15	144	113	82
321602	10	55	6	0	0	77	0	22	0	32	21	8	0	29	12	19	51	34
321611	39	25	55	8	51	108	11	137	26	87	148	138	0	110	12	103	101	154
321614	29	39	14	1	11	25	14	39	4	61	43	63	0	27	11	46	52	42
321618	151	106	312	29	149	269	29	327	44	289	220	362	10	479	68	229	243	493
321619	0	0	10	0	0	0	0	0	0	3	348	9	0	0	0	2	0	23
321621	82	97	87	6	74	194	30	227	36	142	154	136	3	254	44	160	207	387
321622	64	46	96	24	46	111	21	209	25	180	144	203	1	172	17	157	129	229
321636	26	16	44	6	17	67	11	68	18	96	47	105	0	62	5	56	79	155
321652	8	8	4	0	23	45	0	3	0	25	5	12	0	25	11	7	39	53
321658	172	105	190	38	93	288	17	167	43	285	255	212	8	342	43	202	241	314
321659	250	262	420	239	518	533	33	984	68	1248	1130	593	17	808	131	300	326	484
321664	711	422	593	27	492	1412	105	1480	135	1555	950	1803	17	1660	168	786	1336	1699
321676	91	42	59	34	29	139	24	155	10	205	104	136	1	90	13	73	92	197
321681	28	10	24	0	34	42	4	28	0	50	44	47	0	32	5	22	40	56
321686	6	41	58	3	7	46	35	8	0	30	36	48	0	23	0	38	41	44
321689	28	41	39	40	12	103	20	88	23	83	73	109	0	198	51	17	99	126
321690	60	31	27	0	19	13	45	29	0	60	14	17	0	35	18	38	11	75
321695	44	49	103	16	52	170	2	80	15	148	121	171	0	123	27	72	102	136
321696	16	9	6	0	0	5	0	1	3	3	4	11	0	0	1	2	20	1
321700	85	93	165	15	27	103	21	106	18	155	103	187	4	122	17	49	118	211
321704	34	130	46	28	96	40	5	49	5	63	54	66	0	126	19	62	61	178
321707	64	31	94	22	33	92	2	65	32	123	99	143	0	171	26	93	60	180
321709	82	86	192	16	28	151	21	206	35	253	201	197	0	166	20	168	105	198
321714	153	43	156	36	43	218	27	256	30	284	146	246	3	169	35	160	183	220
321718	13	6	2	0	0	14	0	0	0	0	0	0	0	32	1	17	6	18
321720	57	42	113	29	34	65	22	133	11	127	109	77	0	144	30	91	138	153
321724	103	39	80	14	52	80	5	47	22	96	14	106	0	90	22	53	60	57
321726	75	51	126	16	51	125	25	84	7	89	73	200	4	124	24	125	100	146
321729	200	250	291	46	119	382	48	455	89	508	230	447	34	469	120	228	309	498
321732	2	10	12	0	12	28	0	32	6	67	36	22	0	51	4	13	9	71
