	E4	E5	E6	E1	E2	E3	D10	D11	D12	D7	D8	D9	D4	D5	D6	D1	D2	D3
100002825	32	5	16	15	12	10	11	12	7	34	11	0	5	15	17	0	17	22
100002838	61	4	20	2	18	14	6	18	0	9	18	4	4	28	39	0	14	5
100002865	78	8	25	12	6	23	9	14	0	34	14	3	6	36	18	0	0	29
100002872	220	128	202	101	49	137	76	64	2	93	87	23	76	265	80	0	158	109
100002875	79	16	197	87	78	176	38	24	5	132	34	5	6	152	19	0	40	14
100002876	96	7	59	44	24	74	32	8	8	57	14	12	16	94	28	0	29	39
100002878	14	7	8	9	1	0	7	11	0	4	1	0	4	22	8	0	3	12
100002885	47	10	25	6	31	37	14	6	0	27	21	0	0	39	13	0	19	19
100002901	11	3	22	6	0	0	0	0	0	3	0	1	0	0	4	0	1	0
100002904	18	4	6	11	16	15	7	15	0	9	11	0	2	34	9	0	25	1
100002907	9	0	2	2	0	0	0	0	0	5	0	0	0	5	0	0	5	0
100002916	7	5	15	13	5	3	8	11	0	10	6	0	6	21	14	0	6	14
100002917	4	0	2	0	0	0	0	0	0	3	3	0	0	1	4	0	0	3
100002919	9	5	13	33	14	0	12	4	1	8	3	0	0	27	7	0	17	18
100002920	14	6	6	5	1	2	1	1	0	14	1	0	3	8	0	0	1	0
100002928	900	197	552	311	125	248	181	300	11	493	312	78	111	450	236	0	359	268
100002938	290	43	178	133	37	72	33	80	1	156	76	11	34	210	72	0	151	101
100002945	81	10	51	23	27	26	37	20	0	21	23	2	16	80	24	0	49	20
100002946	5	5	1	1	0	0	0	5	1	0	5	0	3	6	0	0	1	0
100002948	11	3	8	3	9	5	1	7	0	8	5	0	6	14	16	0	8	14
100002956	134	21	99	45	22	56	27	29	8	78	34	6	14	99	43	0	64	37
100002960	4	0	19	0	2	2	0	8	0	4	3	0	5	21	5	0	21	7
100002967	20	4	5	2	9	10	6	3	0	2	14	1	4	9	1	0	4	8
100002993	37	2	3	8	10	16	7	1	0	1	5	5	0	18	6	0	7	5
100003007	47	0	25	20	8	24	6	15	0	23	1	0	12	39	18	0	34	12
100003014	27	0	8	10	0	7	0	3	0	4	0	0	0	6	1	0	0	0
100003020	3	0	0	8	3	0	0	0	0	6	0	0	0	8	10	0	2	1
100003026	325	42	87	89	61	75	67	80	14	86	42	9	30	198	95	0	163	100
100003029	6	0	12	6	0	3	0	0	0	3	0	0	0	17	3	0	0	0
100003036	249	55	96	75	55	40	33	40	0	76	71	12	32	161	76	0	116	43
100003037	72	6	34	9	2	11	1	27	0	27	24	0	5	48	19	0	31	17
100003048	370	44	82	46	52	102	35	31	0	214	52	5	56	153	20	0	118	88
100003049	151	16	100	101	32	49	29	30	6	55	17	71	26	54	24	0	45	40
100003066	3	2	9	0	0	0	6	0	0	5	0	0	1	4	8	0	2	6
100003080	26	15	31	25	5	23	20	14	0	23	14	0	4	45	9	0	24	13
100003100	8	2	10	3	1	4	3	6	0	5	9	0	1	12	3	0	5	16
100003103	230	50	175	137	47	92	40	62	2	142	115	9	31	226	41	0	120	92
100003113	17	7	21	8	2	8	7	14	0	4	0	0	11	12	2	0	19	16
100003123	130	33	83	35	35	41	50	20	6	79	35	19	11	145	43	0	69	73
100003132	5	0	0	3	0	0	4	5	0	0	1	9	0	0	7	0	2	1
100003133	3	4	0	4	0	0	0	1	0	3	0	0	0	1	0	0	0	4
100003139	47	5	11	37	17	9	9	32	3	10	8	2	14	38	3	0	39	5
100003142	107	34	86	71	26	74	50	67	3	136	83	30	33	168	56	0	110	92
100003148	43	3	33	16	18	40	6	18	0	32	32	6	15	72	25	0	47	42
100003157	271	28	160	70	15	113	28	202	0	78	24	77	30	176	64	0	86	98
100003205	12	0	2	7	6	21	4	5	0	11	4	0	2	26	14	0	5	1
100003206	183	22	92	43	23	56	42	34	9	73	58	11	19	139	47	0	78	82
100003209	10	3	7	4	5	6	0	0	0	1	3	1	5	2	9	0	17	2
100003220	92	24	42	41	29	16	10	15	0	30	24	0	8	62	8	0	39	30
100003223	340	42	224	192	59	71	62	91	5	171	96	19	44	278	84	0	163	130
100003238	27	5	4	9	3	7	3	1	1	2	0	0	0	35	6	0	22	19
100003245	634	135	320	180	130	221	133	141	14	242	123	40	52	358	112	0	245	184
100003254	211	40	93	43	32	67	63	22	8	40	38	36	0	123	52	0	61	62
100003272	428	74	292	277	118	143	116	133	7	242	94	100	39	372	168	0	151	203
100003277	18	1	13	2	1	2	3	5	0	14	1	16	8	6	11	0	6	1
100003278	18	9	32	10	0	13	3	3	0	14	0	1	1	39	11	0	9	1
100003291	78	16	19	1	14	13	2	16	3	17	19	5	0	34	16	0	20	18
100003313	86	9	53	16	12	10	19	23	0	22	23	0	9	70	16	0	52	40
100003326	2	2	5	1	6	2	8	1	0	5	0	0	0	15	0	0	1	13
100003329	82	38	47	23	30	26	19	30	1	28	21	0	17	52	15	0	39	21
100003330	7	1	9	5	2	11	6	2	0	3	5	0	0	4	6	0	12	0
100003333	104	29	53	31	15	48	35	61	1	33	30	3	26	63	24	0	35	36
100003342	31	0	24	1	13	7	13	25	0	9	4	5	3	17	10	0	12	24
100003349	2	0	4	4	0	5	0	2	0	0	1	0	0	10	10	0	0	1
100003353	56	25	8	2	0	7	3	17	0	19	18	1	3	32	17	0	3	7
100003354	121	19	77	106	28	31	29	41	2	55	89	1	32	119	34	0	39	62
100003363	48	14	8	28	28	9	3	16	7	20	6	2	1	64	29	0	41	13
100003376	57	14	46	26	24	28	2	24	3	47	20	10	9	71	17	0	31	5
100003383	10	2	3	1	3	0	1	4	0	0	16	0	1	3	1	0	6	2
100003386	46	19	14	90	9	8	2	23	0	18	7	7	11	53	8	0	33	18
100003387	28	0	9	0	9	17	12	14	4	13	1	9	0	26	11	0	27	4
100003412	83	13	22	48	8	14	7	8	0	3	42	0	6	63	20	0	11	20
100003413	815	298	380	292	158	300	229	208	127	562	432	32	92	493	198	0	394	212
100003419	35	19	26	26	13	14	6	11	0	0	2	6	6	41	3	0	13	21
100003431	41	3	16	13	9	9	1	10	1	14	6	0	9	15	6	0	42	14
100003436	91	23	75	64	14	31	3	37	3	45	46	7	7	77	34	0	67	31
100003438	31	50	18	16	0	108	31	29	31	174	0	10	49	49	0	0	82	115
100003444	4	2	14	0	3	2	2	3	0	2	1	0	0	4	20	0	3	1
100003446	92	12	90	39	15	16	14	23	8	55	27	0	23	46	26	0	26	16
100003450	19	1	15	1	2	8	0	8	3	5	0	0	1	10	2	0	13	4
100003476	70	8	21	9	30	13	13	17	8	54	22	5	8	23	18	0	34	22
100003481	280	24	130	77	68	76	48	82	1	85	69	20	57	170	101	0	74	92
100003493	14	6	21	4	5	12	2	22	0	10	1	0	2	23	13	0	20	15
100003503	38	0	20	6	5	9	1	2	0	7	0	0	0	5	8	0	5	5
100003514	23	2	11	4	0	1	0	3	0	9	0	0	0	4	0	0	22	9
100003520	69	25	40	10	13	30	11	20	2	54	20	13	3	77	24	0	37	12
100003524	38	2	5	3	2	2	1	0	0	0	1	0	0	24	9	0	2	5
100003539	0	1	11	0	5	19	5	5	0	2	3	0	0	6	14	0	5	9
100003546	122	7	41	58	17	48	17	27	0	44	34	1	2	24	24	0	44	51
100003553	88	24	42	59	35	16	30	54	0	145	49	26	14	86	105	0	23	83
100003558	162	31	73	46	34	25	34	25	0	30	44	7	30	70	49	0	68	67
100003562	87	14	17	20	0	1	5	11	0	16	13	0	0	36	25	0	30	24
100003563	60	20	56	20	35	39	26	20	0	34	29	3	4	75	49	0	94	37
100003564	55	5	12	7	0	17	7	21	2	12	3	1	5	16	18	0	26	7
100003570	91	15	36	32	38	58	10	35	0	54	40	2	30	71	48	0	59	12
100003572	6772	1253	3614	2269	1369	1584	1167	1515	150	2947	1818	402	969	5692	2340	0	3782	1946
100003583	5	10	0	2	0	5	0	0	0	5	0	0	0	9	0	0	4	0
100003587	100	16	37	25	11	23	28	21	3	60	37	3	13	80	31	0	50	46
100003594	188	25	91	74	40	97	79	66	1	126	47	9	77	183	44	0	85	60
100003595	51	18	35	19	31	12	14	23	0	29	28	0	7	88	17	0	41	19
100003596	29	4	29	34	0	9	11	0	0	5	7	0	2	39	6	0	13	3
100003615	177	39	76	57	31	74	40	64	3	42	35	10	32	128	58	0	116	57
100003640	77	10	13	22	9	9	4	29	0	21	26	0	14	22	12	0	43	16
100003642	0	0	0	2	0	7	0	0	0	11	0	0	1	15	0	0	11	15
100003644	122	74	79	41	29	34	22	19	4	43	44	3	15	93	23	0	74	58
100003659	75	34	48	20	19	24	20	22	2	26	20	12	2	97	21	0	67	31
100003660	327	61	138	137	56	73	61	145	1	139	69	39	40	239	127	0	147	93
100003661	53	16	2	44	11	38	1	0	0	70	2	0	3	7	3	0	12	5
100003662	47	0	7	0	3	5	0	4	0	7	11	0	6	20	5	0	20	0
100003663	89	12	47	13	13	23	19	76	0	45	34	3	18	65	18	0	42	31
100003675	30	20	32	29	11	0	0	10	0	2	41	0	0	19	4	0	24	22
100003679	45	20	47	23	14	25	15	15	0	45	14	20	6	85	22	0	16	39
100003680	317	69	166	126	62	149	66	73	0	177	79	17	14	314	163	0	157	128
100003690	35	10	25	8	0	7	15	19	0	22	27	1	4	41	3	0	17	22
100003691	42	9	1	5	11	10	0	0	0	13	13	0	2	19	12	0	17	20
100003699	22	16	26	14	0	2	1	5	0	16	7	0	3	31	9	0	14	5
100003708	355	79	227	132	73	127	80	139	15	239	140	15	89	290	139	0	187	146
100003714	2390	633	1649	1269	634	587	558	669	46	1124	735	177	425	2325	1008	2	1908	1064
100003720	32	6	7	14	5	6	10	10	0	8	9	0	1	18	0	0	8	5
100003721	1774	189	834	592	152	408	200	423	32	670	504	82	186	929	448	0	905	394
100003733	93	9	26	20	8	16	13	4	0	27	11	2	2	36	12	0	18	23
100003734	62	13	57	34	9	12	3	24	6	10	8	0	3	34	15	0	27	20
100003741	32	12	0	3	9	11	11	15	0	15	0	0	2	32	26	2	50	11
100003744	54	2	28	20	3	23	15	31	0	30	21	4	6	46	23	0	30	26
100003745	95	2	7	23	0	5	1	5	0	38	7	0	6	28	11	0	13	17
100003752	146	20	109	61	21	48	45	70	0	68	22	22	25	171	71	0	94	63
100003763	29	3	22	9	11	4	10	1	0	12	8	2	0	29	4	0	16	19
100003770	581	159	492	119	37	178	23	217	56	443	83	49	27	165	460	0	106	70
100003782	61	12	32	19	15	25	4	13	0	11	24	9	3	46	24	0	28	12
100003785	76	15	24	15	26	4	4	13	2	20	28	2	7	22	10	0	25	21
100003787	219	24	72	128	48	56	46	52	6	77	91	18	28	84	40	0	81	92
100003790	152	44	134	6	65	78	41	0	0	25	46	0	40	165	74	0	59	89
100003801	37	18	10	0	2	15	6	5	0	8	2	3	2	15	29	0	16	4
100003805	55	13	8	3	2	22	12	9	0	15	17	3	1	25	24	0	25	47
100003830	1	1	1	9	6	0	0	0	0	0	20	0	4	6	6	0	7	4
100003844	362	53	171	188	62	147	52	133	31	174	159	25	43	314	105	0	221	110
100003846	157	0	0	10	8	0	0	0	0	5	0	0	1	22	0	0	17	5
100003848	5	0	3	0	3	1	8	1	0	2	4	0	0	3	0	0	0	0
100003849	7	2	6	0	5	2	17	4	0	6	3	0	1	14	1	0	6	9
100003850	51	8	10	12	6	20	5	11	0	22	6	0	0	27	21	0	11	5
100003859	2	1	11	0	5	1	0	0	0	9	0	0	0	1	5	0	3	4
100003863	0	10	20	7	0	0	0	0	0	0	0	0	0	4	0	0	7	0
100003866	287	37	126	83	47	97	47	44	5	118	55	7	10	189	74	0	129	109
100003877	70	17	42	51	23	21	30	16	0	56	18	7	6	59	19	0	55	16
100003889	426	176	279	299	102	169	111	236	13	379	166	37	107	489	174	0	364	105
100003895	96	8	47	27	15	18	23	17	0	46	51	6	2	56	20	0	42	10
100003902	28	30	41	18	15	40	5	36	2	48	9	0	0	17	6	0	12	14
100003903	27	2	10	15	5	8	6	8	0	24	2	0	0	25	2	0	4	13
100003906	1522	280	758	832	266	574	312	392	22	781	555	128	180	1237	545	5	1305	505
100003913	32	2	29	28	8	9	9	13	4	16	27	14	12	85	30	0	39	27
100003922	75	7	7	29	38	11	6	4	0	56	3	0	7	19	15	0	30	9
100003928	2	2	0	8	0	0	0	2	0	0	8	0	0	0	0	0	20	0
100003937	58	9	25	14	12	6	9	29	4	22	33	2	144	49	50	0	48	17
100003938	156	29	76	73	28	70	13	42	6	36	44	27	36	98	41	0	79	56
100003955	11	0	8	6	1	8	0	4	0	10	5	0	1	8	1	0	4	3
100003956	534	58	227	167	106	151	95	118	28	234	112	29	47	396	170	0	258	164
100003958	130	10	57	32	16	13	10	12	3	23	12	3	32	63	19	0	37	27
100003959	12	9	11	7	9	2	0	7	0	7	17	0	0	10	3	0	1	0
100003969	1622	442	1495	430	351	531	386	289	10	770	533	120	248	2105	679	1	1156	882
100003975	57	11	20	3	6	12	14	6	0	29	23	2	0	25	17	0	35	9
100003989	63	11	19	11	13	36	12	13	0	29	20	0	11	47	19	0	16	20
100003994	36	6	19	14	6	6	19	18	0	24	18	3	7	26	17	0	6	12
100003996	53	6	37	16	14	22	11	15	1	21	4	0	12	36	22	0	23	5
100003999	283	89	153	130	88	109	62	228	12	425	189	48	85	619	256	0	329	229
100004011	16	8	28	18	18	30	2	16	0	22	23	6	18	52	15	0	26	18
100004012	6	0	3	0	5	3	7	7	1	8	4	5	0	3	0	0	5	4
100004014	2	0	14	0	0	5	6	0	0	2	8	0	0	0	3	0	3	5
100004018	39	0	26	0	0	0	0	0	0	0	33	0	4	0	21	0	0	0
100004024	580	132	264	205	96	163	101	136	7	255	157	31	66	418	190	0	251	137
100004030	17	1	7	13	3	4	0	0	0	0	6	3	1	6	0	0	8	7
100004031	46	19	31	16	8	8	7	1	0	18	12	0	0	29	16	0	4	25
100004076	2	0	13	0	0	0	5	4	0	6	1	2	3	1	3	0	5	8
100004079	36	0	19	73	7	29	0	3	0	15	46	1	0	151	5	0	25	7
100004091	35	5	10	11	1	7	0	7	0	22	0	0	0	32	0	0	21	1
100004116	41	14	75	23	10	26	8	9	1	57	12	3	18	43	5	0	26	17
100004118	534	124	183	152	96	164	61	104	20	147	178	33	49	259	116	0	190	181
100004124	39	10	25	39	2	6	4	7	0	13	1	7	7	30	12	0	56	7
100004133	293	61	220	78	39	111	28	116	4	72	122	18	33	268	90	0	86	139
100004136	282	62	147	104	72	121	62	104	0	197	99	14	31	189	52	0	112	78
100004144	78	12	33	60	12	19	14	19	0	24	20	4	6	29	36	0	34	37
100004155	57	18	41	34	14	20	6	59	0	27	28	5	10	39	24	0	31	26
100004161	15	0	8	1	3	5	0	0	1	0	8	0	0	5	5	0	0	8
100004173	12	2	3	0	0	0	2	9	0	4	3	0	0	0	0	0	5	0
100004175	10	11	21	15	0	4	1	11	0	8	0	0	7	24	10	0	25	4
100004177	25	4	1	10	9	1	5	2	0	0	18	0	3	20	2	0	12	11
100004180	9	6	7	19	9	1	10	1	0	8	1	0	3	19	0	0	3	5
100004181	20	8	1	11	1	0	5	5	0	1	5	0	11	13	2	0	9	4
100004199	1	1	4	3	2	0	4	0	0	12	9	0	2	2	1	0	1	1
100004228	86	15	74	45	21	26	4	27	1	53	65	1	16	88	58	0	53	16
100004252	53	10	31	20	2	12	13	27	0	20	19	0	3	51	5	0	39	14
100004261	106	11	64	32	31	45	13	36	4	50	32	5	8	35	15	0	44	46
100004265	106	14	7	11	7	7	6	11	0	10	16	2	0	68	18	0	27	12
100004270	74	31	43	22	16	12	7	3	0	23	24	13	3	35	14	0	10	21
100004272	247	27	55	81	33	71	33	54	1	125	52	17	19	166	86	0	167	115
100004274	1	0	22	28	4	3	0	8	0	6	1	8	6	5	16	0	20	4
100004299	998	145	537	403	167	331	201	285	19	499	278	56	127	751	289	0	464	302
100004307	28	6	2	2	4	5	7	6	0	12	9	0	1	7	2	0	13	8
100004330	21	6	10	16	3	10	5	26	0	9	3	0	3	25	6	0	12	20
100004331	109	1	44	50	21	15	35	17	0	44	14	6	3	70	20	0	53	17
100004336	71	39	84	44	31	39	17	6	4	82	54	5	22	171	66	0	69	72
100004342	63	27	30	6	12	35	1	15	0	37	20	1	26	35	17	0	21	47
100004357	45	6	13	63	25	30	3	10	0	16	3	0	8	56	31	0	36	12
100004361	139	11	79	15	6	22	38	56	0	53	15	0	0	42	43	0	34	46
100004382	81	14	45	60	27	46	3	22	0	60	21	9	17	102	65	0	75	37
100004384	5	0	1	0	0	8	6	0	0	27	3	0	1	8	2	0	4	1
100004398	66	11	38	37	17	14	4	7	0	14	8	0	4	60	12	0	40	21
100004402	62	22	91	10	11	33	13	25	0	21	51	0	0	75	27	0	76	24
100004411	11	10	4	7	0	3	0	0	0	5	2	0	0	9	7	0	3	0
100004419	47	15	20	7	8	11	23	16	0	7	2	0	1	26	3	0	3	6
100004427	8	0	10	2	2	1	1	2	0	8	4	0	0	0	3	0	3	2
100004428	209	64	120	76	33	66	66	116	6	124	45	17	25	202	77	0	89	51
100004431	44	2	0	8	17	0	7	0	0	14	19	0	0	4	3	0	26	6
100004437	1139	178	467	344	179	280	179	290	22	474	280	80	144	626	330	0	450	241
100004439	115	25	62	32	18	9	26	32	4	54	56	9	10	47	18	0	55	22
100004456	9	0	0	3	2	4	2	2	0	5	2	0	1	17	3	0	3	0
100004460	126	24	94	33	21	39	27	7	0	41	25	12	14	77	62	0	109	54
100004462	2	90	4	2	0	6	0	0	0	2	1	0	1	2	0	0	9	0
100004469	61	1	23	13	6	13	6	25	0	5	14	7	6	40	10	0	46	18
100004499	19	8	6	6	0	0	5	2	0	7	1	1	5	10	0	0	8	0
100004503	187	60	91	19	5	7	2	27	0	120	0	18	12	40	63	0	148	54
100004510	1	0	11	0	0	0	6	0	0	1	2	1	5	10	1	0	4	5
100004517	2	3	10	6	1	2	0	1	0	7	4	0	0	3	8	0	4	7
100004528	6	0	11	20	0	0	9	0	0	2	0	0	0	13	16	0	3	1
100004536	64	10	20	17	2	12	12	5	0	6	2	1	7	53	18	1	13	28
100004555	123	16	4	28	16	6	0	43	0	46	0	0	12	30	9	0	13	36
100004557	1	0	3	0	0	2	0	0	0	0	2	0	0	8	6	0	1	3
100004566	180	29	81	97	75	47	38	47	0	54	25	7	20	159	32	0	120	52
100004576	1041	160	482	390	178	331	152	257	20	429	315	55	137	716	238	0	454	309
100004582	103	14	44	26	7	12	4	12	1	24	16	1	4	39	18	0	47	36
100004590	8	0	7	0	0	7	0	1	0	10	0	0	0	3	0	0	12	13
100004597	134	20	45	26	29	59	33	39	13	57	28	17	9	114	44	0	58	47
100004603	48	3	34	30	0	28	3	43	3	20	20	1	5	38	29	0	53	26
100004607	1048	56	364	343	52	231	65	139	8	445	233	76	52	455	234	0	447	341
100004610	30	3	2	1	0	3	2	2	0	3	10	3	0	7	0	0	0	16
100004611	159	31	80	73	36	86	33	63	0	101	66	12	16	183	59	0	137	105
100004613	176	31	141	95	50	87	18	29	20	84	61	20	33	175	81	0	114	62
100004617	32	8	17	13	6	8	3	17	1	4	13	6	4	70	15	0	29	19
100004621	965	115	362	241	163	255	131	194	25	312	222	53	78	431	237	0	246	162
100004652	37	8	29	26	4	3	3	16	0	12	11	10	0	18	10	0	9	5
100004663	4	2	7	2	0	0	0	1	2	2	3	0	10	13	7	0	7	0
100004668	42	0	7	15	0	21	0	0	0	18	0	0	6	13	0	0	0	6
100004674	0	0	9	0	0	0	0	4	0	4	0	0	0	25	0	0	5	7
100004683	20	2	14	2	7	3	3	1	0	8	29	0	0	7	26	0	10	5
100004700	80	17	44	17	17	30	1	19	0	62	15	0	6	37	22	0	106	38
100004703	59	8	28	12	9	19	1	15	0	18	42	0	0	47	34	0	24	30
100004718	22	6	46	13	8	21	14	18	8	10	29	0	7	12	4	0	12	11
100004727	9	6	0	6	0	0	0	17	0	0	0	0	0	10	20	0	16	2
100004729	67	11	25	23	17	17	8	3	0	40	20	17	4	39	6	0	16	14
100004744	67	10	33	42	19	35	9	48	0	52	74	6	16	62	44	0	54	39
100004768	64	8	82	27	10	23	53	15	1	38	28	2	5	83	30	0	41	47
100004770	19	8	1	4	1	5	1	3	0	12	5	0	6	2	9	0	0	5
100004793	60	0	25	32	7	28	14	22	0	13	20	2	0	35	0	0	19	19
100004801	3	0	12	5	4	6	0	4	0	1	3	0	2	21	7	0	2	6
100004809	28	7	14	24	17	13	3	8	0	5	0	7	1	31	15	0	12	26
100004810	41	5	35	27	2	12	9	7	0	21	4	4	5	20	23	0	39	11
100004850	251	35	88	90	64	102	54	83	1	91	73	36	21	161	99	0	165	103
100004856	11	2	3	0	0	0	6	6	0	0	0	0	0	3	2	0	1	5
100004870	53	8	124	44	65	45	42	54	0	81	24	12	39	100	85	0	49	122
100004874	30	5	52	16	2	11	21	7	2	10	10	6	0	17	16	0	14	2
100004913	79	45	70	33	8	36	7	21	0	61	32	0	3	83	36	0	62	30
100004922	26	3	12	2	0	7	1	7	0	7	6	3	0	27	2	0	4	12
100004929	349	25	249	102	68	45	59	46	6	68	59	12	24	176	147	0	131	79
100004931	55	31	39	23	4	13	10	25	1	17	37	0	4	23	27	0	17	8
100004941	76	30	51	31	12	28	13	12	0	35	27	1	3	84	48	0	25	23
100004946	120	32	67	51	6	42	26	47	0	68	56	10	17	85	44	0	77	57
100004951	181	10	0	62	51	56	9	23	0	36	15	0	7	35	9	0	18	15
100004956	27	10	32	39	16	30	10	19	0	32	25	12	10	71	14	0	42	37
100004969	13	7	11	12	8	10	8	7	0	12	3	5	1	23	11	0	27	11
100004977	38	7	0	2	0	12	18	5	0	17	13	8	9	20	14	0	12	9
100004990	177	6	36	22	22	19	5	39	43	36	27	4	5	24	49	0	18	16
100005000	244	172	80	124	103	53	104	49	1	81	53	11	20	240	52	0	100	103
100005008	55	12	37	17	12	10	19	8	0	28	35	2	0	10	14	0	23	17
100005014	69	17	48	22	3	23	4	22	0	18	32	6	12	43	19	0	19	48
100005019	390	67	280	92	112	97	42	102	22	151	63	35	45	334	88	0	141	139
100005026	123	23	82	33	23	27	13	20	0	84	57	3	22	121	33	0	50	36
100005030	19	7	4	2	2	3	8	4	0	4	0	0	0	3	2	0	8	2
100005033	151	42	94	49	34	49	14	21	2	73	50	0	9	145	63	0	100	60
100005036	138	34	88	36	26	49	30	35	0	87	51	8	29	68	25	0	39	31
100005049	14	4	16	29	6	0	1	4	0	16	3	0	1	16	8	0	25	0
100005054	13	4	13	2	2	3	6	11	4	10	7	0	0	3	25	0	11	0
100005064	154	15	54	45	20	58	9	25	4	65	37	10	13	68	27	0	36	30
100005065	4	3	1	3	3	2	0	0	0	3	5	0	0	5	0	0	2	1
100005067	0	0	0	9	0	0	1	0	0	0	4	0	0	24	2	0	6	5
100005069	199	43	132	129	40	101	27	99	2	151	92	14	38	146	82	0	117	57
100005075	203	38	149	109	29	68	54	71	7	60	69	15	30	188	107	0	117	70
100005083	32	1	22	2	7	4	1	0	0	19	10	0	4	6	4	0	7	2
100005086	20	7	2	15	3	2	1	5	0	10	5	0	4	22	7	0	12	10
100005105	86	7	27	15	2	6	11	4	1	26	29	1	5	51	3	0	22	14
100005106	200	6	37	8	14	116	10	15	2	35	14	2	65	18	15	0	58	66
100005108	84	22	14	38	35	62	7	35	6	30	40	0	16	74	59	0	50	30
100005110	13	0	1	15	9	0	0	0	0	10	5	0	0	4	0	0	2	0
100005114	19	6	9	19	0	3	1	6	0	13	0	1	5	4	10	0	10	11
100005116	62	13	38	18	15	24	15	25	3	35	45	2	13	77	16	0	53	8
100005118	187	34	79	43	15	49	39	61	8	59	52	9	4	76	55	0	55	44
100005128	74	18	59	26	19	60	25	86	7	72	73	3	33	58	83	0	97	19
100005148	32	10	25	21	16	7	0	15	0	7	8	1	14	27	24	0	34	0
100005158	34	2	16	15	12	0	20	13	0	0	25	3	0	43	13	0	1	8
100005161	10	6	10	10	1	12	16	3	0	7	4	0	1	1	13	0	2	3
100005174	1092	148	541	386	92	272	202	323	21	381	219	70	88	592	319	0	364	319
100005176	2	9	1	0	2	0	2	0	2	8	0	0	2	11	0	0	9	2
100005183	94	69	46	44	11	33	7	37	1	71	33	16	65	87	33	0	32	40
100005187	32	5	10	12	3	21	12	8	0	15	10	0	2	38	0	0	14	15
100005189	146	23	38	39	20	22	6	38	7	15	74	1	29	65	42	0	34	31
100005195	174	38	43	79	43	45	23	44	4	60	92	12	21	140	38	0	51	42
100005208	416	18	157	74	42	70	85	65	5	141	179	10	32	122	45	0	143	130
100005210	51	19	47	17	13	41	21	22	1	55	13	4	8	108	16	0	53	18
100005214	354	91	168	83	44	108	46	111	0	168	54	12	32	250	176	0	113	83
100005227	16	2	2	0	0	0	0	3	0	9	0	0	0	0	3	0	2	3
100005257	29	0	11	2	0	11	6	12	0	6	2	0	0	23	5	0	15	4
100005261	22	3	24	6	10	8	15	3	0	35	2	0	0	56	18	0	26	8
100005267	12	7	20	10	9	14	7	1	1	20	3	0	22	43	15	0	13	1
100005268	141	19	72	34	17	23	21	40	3	55	32	1	0	89	31	0	92	65
100005273	33	3	10	6	16	6	2	1	0	12	3	1	9	29	10	0	32	4
100005283	19	0	0	4	0	0	0	1	0	4	7	0	0	0	0	0	20	0
100005291	114	12	46	38	10	28	30	23	0	32	36	7	17	77	18	0	26	14
100005295	31	10	20	14	0	4	10	4	0	5	15	3	16	12	6	0	22	1
100005297	18	5	2	17	0	0	0	4	2	29	1	0	5	1	3	0	4	23
100005300	8	2	3	1	0	6	0	3	0	3	8	0	7	11	0	0	9	0
100005301	42	2	17	5	11	9	0	11	1	10	35	11	7	22	8	0	10	9
100005325	124	17	52	42	17	52	33	36	9	22	31	2	14	82	35	0	76	45
100005341	7	1	0	6	0	0	0	0	0	2	0	0	0	2	0	0	5	2
100005344	18	14	2	0	0	0	0	3	1	1	6	0	0	3	2	0	1	3
100005357	33	17	33	27	2	12	12	34	1	33	10	0	4	30	40	0	15	32
100005358	40	12	19	18	12	1	15	18	0	5	27	5	7	21	15	0	16	9
100005359	12	4	9	5	5	13	2	2	0	3	14	0	8	8	2	0	4	6
100005372	79	12	52	21	8	21	10	33	0	18	36	4	5	36	20	0	52	15
100005373	111	17	77	58	14	24	44	20	5	165	33	4	39	237	50	0	161	82
100005375	67	4	15	5	3	28	8	13	0	22	12	0	3	35	20	0	13	12
100005387	59	9	5	6	8	4	9	21	3	10	14	2	4	26	7	0	17	10
100005391	53	1	29	14	8	9	15	5	0	11	10	3	10	36	17	0	31	16
100005402	20	0	9	15	4	2	5	0	0	19	2	0	4	18	0	0	0	3
100005403	128	33	90	24	20	14	24	22	4	45	32	26	12	63	44	0	67	26
100005419	143	26	92	91	40	46	66	54	2	61	68	9	31	86	45	0	72	68
100005423	20	13	12	7	9	6	4	12	0	6	11	1	2	6	1	0	7	7
100005449	224	26	110	104	34	51	33	56	3	74	91	10	22	155	51	0	110	54
100005455	16	0	9	3	2	0	0	0	0	10	2	9	0	3	3	0	3	0
100005466	42	7	26	25	9	29	22	14	0	16	20	0	0	45	22	0	10	25
100005469	129	38	103	63	80	77	26	45	0	156	66	53	42	121	62	0	94	83
100005471	43	2	34	20	4	15	2	16	13	31	16	0	2	58	14	0	27	10
100005476	25	1	3	4	4	4	1	8	0	3	24	7	1	25	11	0	4	2
100005482	52	24	27	27	24	12	0	23	7	34	43	0	7	77	33	0	43	22
100005485	47	19	137	81	91	15	70	11	9	27	19	3	65	32	15	0	10	8
100005490	81	4	52	19	12	30	2	27	0	19	13	4	7	38	25	0	35	82
100005496	138	21	79	87	20	47	25	46	0	128	44	2	18	94	47	0	64	39
100005501	136	26	102	64	17	34	33	44	12	54	86	7	19	139	34	1	116	51
100005514	212	20	72	58	23	58	20	32	6	37	60	2	28	109	48	0	95	38
100005518	207	58	83	126	56	86	24	61	4	73	54	11	35	232	63	0	119	65
