	DHEC_10-4_A	DHEC_10-4_C	DHEC_10-3_A	DHEC_10-3_B	DHEC_10-3_C	DHEC_10-2_A	DHEC_10-2_B	DHEC_10-2_C	DHEC_10-1_A	DHEC_10-1_B	DHEC_10-1_C	DHEC_3uM_A	DHEC_3uM_B	DHEC_3uM_C
ENSDARG00000001993	7.95932039	6.495831065	6.858312194	7.015275209	7.255224073	7.324922145	6.915514882	7.044230328	7.369872568	6.777523303	6.879276711	7.060526212	6.612110029	6.27255234
ENSDARG00000001994	12.92520294	13.04899945	12.90434266	13.19741503	13.32276441	12.89137095	12.90875647	13.00385475	13.00724313	13.09784732	13.00099686	12.94813883	13.15149554	12.99477499
ENSDARG00000001999	7.998490663	7.885483897	7.995740142	7.753104023	7.910964318	8.178027935	7.892201039	7.751670662	7.982717231	7.916430395	7.829783233	7.983329247	8.074699172	7.897236722
ENSDARG00000002002	7.103660566	7.400708889	7.157596546	7.585752235	7.240564121	6.972387245	7.58416649	7.248000714	7.248619633	7.483838502	7.192428591	6.898289267	7.085640304	7.33552437
ENSDARG00000002006	9.223319659	9.34496174	9.489814747	9.487021039	9.532809274	9.425072699	9.441203608	9.404296811	9.347828672	9.546565201	9.583591645	9.240934432	9.378770827	9.481465487
ENSDARG00000002013	7.880702426	7.662532652	7.977845691	7.897597667	7.537648822	7.689254455	8.037383615	7.791047812	7.758390937	7.752602478	7.676791399	7.544241447	7.653373868	7.683124102
ENSDARG00000002016	8.966666599	8.622312606	8.730275535	8.732002928	8.57024194	8.824359304	8.654198796	8.628986332	8.846974226	8.701809611	8.739232782	8.846974226	8.54067028	8.966869498
ENSDARG00000002020	8.285719729	8.628986332	8.633654952	8.793834763	8.65801808	8.630719552	8.772466152	8.643016712	8.361889769	8.706214339	8.778653432	8.535881144	8.700535184	8.713946862
ENSDARG00000002021	9.327321432	9.417815662	9.419641926	9.032951305	9.373724053	9.259063766	9.109755596	9.272634272	9.307060594	9.001990523	9.302830127	9.222492987	9.121762739	9.208439704
ENSDARG00000002026	7.115534917	7.458973806	7.437810667	7.549080834	7.728746389	7.40721162	7.073512659	7.147833527	7.352753377	7.444296752	6.795877023	7.229559833	7.427144111	7.260894068
ENSDARG00000002031	8.823704196	8.88204335	8.7761928	8.683466586	8.887037841	8.782709244	8.704704053	8.946259852	8.907669441	8.721562867	8.786445694	8.706701335	8.797546438	8.74713108
ENSDARG00000002037	8.408065083	8.340515458	8.049256934	8.122861298	8.390603556	8.10961527	7.990891471	8.149640651	8.133961239	8.060505689	8.291565669	8.32870833	7.952068803	8.290126765
ENSDARG00000002060	5.344619061	4.938758819	5.048270257	4.977327375	5.155966868	5.111677455	4.791896511	5.501220757	4.935682481	4.985332994	5.342188868	5.146889178	5.075399487	5.345891343
ENSDARG00000002071	9.653083457	9.464309244	9.129703379	9.516930513	9.396254416	9.448705901	9.375109934	9.438510404	9.243140486	9.468987205	9.032634413	9.133511952	9.340880872	9.063016948
ENSDARG00000002077	7.361438448	7.181525692	7.403164182	7.221816635	6.983357632	7.170469403	7.299541374	7.071430939	7.169703231	7.009990346	7.203627689	7.073512659	7.074653435	7.292196151
ENSDARG00000002084	10.81032907	10.63526385	10.49255829	10.47779232	10.64944709	10.58871273	10.57659486	10.68954086	10.65358212	10.65896845	10.31259236	10.59792424	10.52276278	10.33579603
ENSDARG00000002128	8.484787536	8.360083414	8.217492864	8.23798281	8.283141164	8.097169244	8.223300207	8.567519394	8.253546314	8.325124391	8.266092645	8.132159409	8.280131801	8.355947873
ENSDARG00000002131	10.49819601	10.53580597	10.61183813	10.76920692	10.74609474	10.73227821	10.54598252	10.37384318	10.62459851	10.53180627	10.37437626	10.44733562	10.64070999	10.40990687
ENSDARG00000002165	7.103660566	7.345428447	7.289044328	6.68588694	6.983357632	7.510619347	7.129485449	7.45615125	6.825329356	7.174903065	7.083539275	7.216789985	7.272001152	7.072115657
ENSDARG00000002167	8.364931773	8.600776063	8.280808062	8.634001337	8.686634288	8.355947873	8.170740918	8.328977741	8.499032419	8.493641769	8.122484516	8.127683767	8.412919298	8.207323162
ENSDARG00000002168	9.832630357	9.850307751	9.870107647	9.897974173	9.822088059	9.885521005	9.69242449	9.71188081	9.892709085	9.735642319	9.836627726	9.831602537	9.727815079	9.801331446
ENSDARG00000002172	7.848766142	8.08831467	7.540250049	8.191863014	8.082283136	7.721587291	8.223300207	8.255261375	7.875474812	7.996994497	7.933368152	8.006464787	7.837211418	7.908694918
ENSDARG00000002174	7.188305982	7.466116753	6.944220537	7.037373656	6.952272176	7.276497617	7.117600206	7.418682084	7.271302508	7.210434157	7.159762314	7.452641184	6.983357632	7.457592253
ENSDARG00000002184	9.491881671	9.297033257	9.340575662	9.328563259	9.314354893	9.403242133	9.216087019	9.171207934	9.439651477	9.38209798	9.374139629	9.3208732	9.287855143	9.408068573
ENSDARG00000002190	10.42116678	10.38258078	10.40448433	10.24776678	10.07205489	10.44958109	10.5278587	10.48579661	10.26519787	10.30419483	10.2902932	10.36909584	10.19917171	10.24376842
ENSDARG00000002192	7.354590572	6.568477192	6.507983181	6.334931464	6.604259507	6.641158474	6.304390181	6.708419815	6.509097242	6.185331208	6.366302439	6.436603851	6.537208759	6.384922872
ENSDARG00000002193	15.61378437	15.78716678	15.53858145	15.81964954	16.12282857	15.73039545	15.65688969	15.73039545	15.73039545	15.78716678	15.91912697	15.65688969	15.84389236	15.76445509
ENSDARG00000002196	8.416597897	9.026885765	8.501407472	8.593317067	8.51864336	8.54041001	8.957363236	9.16631869	8.189717583	8.698390267	8.88127625	8.448040427	8.588231804	8.847831266
ENSDARG00000002197	10.22332978	9.796913602	10.04422695	10.09638749	9.530444873	10.12472184	10.48622006	10.17768168	10.24264941	10.26094371	10.0509957	10.0376598	10.24910612	9.438172627
ENSDARG00000002204	9.718345144	10.09746473	9.904218691	9.925140843	9.698510982	9.846554458	10.23585698	10.03830009	10.11754603	10.036249	9.92211396	10.17948017	9.825623652	10.32135287
ENSDARG00000002210	8.31940256	8.790687122	8.168462017	8.329596915	8.486050647	8.339911851	8.627690403	8.643016712	8.342722945	8.374332192	8.446367511	8.333632085	8.443607775	8.481713348
ENSDARG00000002213	6.048332249	6.200268524	6.367551541	6.388502788	6.159779402	5.991542229	6.331319017	6.495831065	6.410308529	5.891151331	5.988106922	6.004747741	5.917174455	6.317481082
ENSDARG00000002215	9.28007477	8.98046353	9.154298058	8.721673554	9.029233971	8.960080141	8.840119673	9.036266091	9.120065258	8.830219972	9.018010198	9.243140486	8.86290719	8.76279681
ENSDARG00000002216	9.266228755	9.266228755	9.2619227	9.341354602	9.359194053	9.321260161	9.323219347	9.236535047	9.352397807	9.388056196	9.286292187	9.467273788	9.423731703	9.265562476
ENSDARG00000002217	10.70125779	10.70407442	10.71984885	10.67571713	10.74057178	10.64005022	10.6064113	10.63563479	10.62539443	10.81459735	10.79687474	10.74034639	10.74503726	10.78159444
ENSDARG00000002219	6.193033188	6.062479684	6.494611528	6.062479684	5.918850096	6.055721561	5.810096496	5.985067944	6.674844522	6.084035202	6.156916728	6.451436407	6.146604885	6.438863072
ENSDARG00000002220	8.7661405	8.721784241	8.690590419	8.64448472	8.704250265	8.665713189	8.569543907	8.744985864	8.622312606	8.65801808	8.732104857	8.80666378	8.641538879	8.74713108
ENSDARG00000002230	12.50635549	12.66125495	12.60874552	12.75355493	12.75355493	12.73124087	12.64060726	12.54608131	12.65373319	12.74791185	12.68662381	12.69461019	12.73124087	12.70079255
ENSDARG00000002231	4.948687786	4.510953728	4.389782512	4.457354204	4.324134706	4.339242142	4.791896511	3.966039234	4.501987236	4.001326404	3.95422028	4.594127918	4.664518397	3.48418609
ENSDARG00000002235	9.656115528	9.172350476	9.288101017	9.129443817	9.199816483	9.422274837	9.2619227	9.20237459	9.312226295	9.301870394	9.014722632	9.311539746	9.320558704	8.927260056
ENSDARG00000002240	10.66665598	10.57243323	10.76408148	10.58995768	10.44448231	10.5224234	10.57298195	10.77665696	10.68401645	10.53620495	10.65014971	10.78789847	10.60854328	10.67204732
ENSDARG00000002241	4.264548067	4.278334161	4.938758819	4.791896511	4.394810321	4.560063142	4.935682481	4.055991721	4.618746991	4.249767689	4.990912758	4.168360562	4.324134706	4.70845913
ENSDARG00000002249	8.867680148	8.869692026	8.907669441	9.047768613	8.804078996	9.123206429	9.150337722	8.879661221	8.981899772	8.857001329	9.170179596	9.04464815	9.089965279	9.168137828
ENSDARG00000002255	9.96223001	10.18914251	10.06914645	10.23551646	10.47132364	10.11754603	10.09120445	10.13143194	10.15783465	10.19137608	10.31429572	10.12092582	10.26739787	10.36898413
ENSDARG00000002259	6.531205959	6.495831065	6.436603851	6.895440908	5.489201862	7.031808911	6.731747658	7.157596546	6.541559748	6.819669401	5.88684685	6.734695001	6.386157015	6.080396847
ENSDARG00000002264	8.713946862	8.786445694	8.700535184	8.544561339	8.51864336	8.369926483	8.690590419	8.721562867	8.777829281	8.568066149	8.770667459	8.81994252	8.628349551	8.925127584
ENSDARG00000002267	9.708939413	9.373083291	9.6444053	9.428096182	9.467132952	9.509531355	9.418632167	9.615085867	9.634318725	9.334804777	9.539225456	9.590876312	9.426918693	9.481465487
ENSDARG00000002271	11.51640756	11.93870471	11.79369603	11.86174298	11.82640842	11.67885389	12.03301401	12.04618323	11.86962421	12.0138625	11.96899884	11.91944019	12.00921827	11.97389955
ENSDARG00000002285	8.803971987	8.584400537	8.914885235	8.842844359	8.734911908	8.865431948	8.797546438	8.703424258	8.65393489	8.748756729	8.840468881	8.837074053	8.877047033	8.823582531
ENSDARG00000002293	5.046732089	3.877134844	4.856837495	4.384754703	4.510953728	4.339242142	4.080305367	4.890608473	4.977327375	3.807427757	4.492986673	5.10531132	4.031313395	4.457354204
ENSDARG00000002295	6.449515602	6.73266366	5.717667805	5.177943429	7.389802201	6.218585869	5.620654987	6.722307344	6.345077703	5.868292679	6.201009901	5.595224665	6.331319017	6.384922872
ENSDARG00000002298	6.110790318	6.004747741	6.579419566	5.473401407	5.519224749	6.610016183	6.331319017	6.303198842	6.479636399	5.936942564	5.824017822	6.923198897	5.726054089	5.893906652
ENSDARG00000002299	6.110790318	6.450780031	6.313172739	6.316200946	6.494611528	6.100212279	6.660561522	6.431901856	6.123626542	6.228553173	6.243003846	5.793606881	6.235328039	6.505683069
ENSDARG00000002300	4.693143473	4.624318599	3.715960483	4.742560397	3.822326801	3.836614273	4.651854297	4.564269834	4.501987236	3.900320717	3.856723809	4.062239067	4.568850573	5.035864748
ENSDARG00000002304	7.24087545	6.707023128	6.588864443	6.58777396	6.494611528	7.045008065	6.812469842	7.071430939	6.811607497	6.5735899	6.548002564	7.290392092	6.537208759	6.91874374
ENSDARG00000002305	11.06933705	10.81646952	10.84383211	10.95257995	10.84027184	10.94177495	10.87857558	10.87002319	10.87384377	10.86394786	10.78924024	10.92019942	10.79234105	10.70995816
ENSDARG00000002311	7.478160227	6.843951867	7.141446216	6.450780031	6.480814122	7.334408483	6.502279469	7.083164548	7.038875426	6.795105112	6.838516016	7.327947983	6.561248664	6.758755627
ENSDARG00000002330	5.843982776	6.13932207	5.823105854	6.368864293	6.260846243	5.820518245	6.154400952	6.062479684	6.062479684	5.978637857	5.652988467	6.159779402	6.062479684	6.255560065
ENSDARG00000002332	8.484787536	8.505123477	8.298078359	8.65322424	8.486050647	8.380424456	8.486870727	8.477958203	8.405705185	8.530121539	8.427374929	8.677961235	8.510141038	8.404695181
ENSDARG00000002333	8.118897061	8.340515458	8.093802945	8.519987313	8.393906467	8.150847836	8.271611113	8.097551618	8.316868694	8.155265016	7.908889719	8.107457988	8.37446247	8.162318724
ENSDARG00000002336	9.802272231	9.79566404	9.622274639	9.566159581	9.633688824	9.673639324	9.773483424	9.804510006	9.785482651	9.688036983	9.8950955	9.844586254	9.775843883	9.836932236
ENSDARG00000002339	8.03503434	8.11251621	7.98931132	8.168097382	8.108484662	7.835722085	7.915111872	8.199398337	7.85177579	8.118140999	8.257092037	8.076917437	7.915111872	8.36464592
ENSDARG00000002344	14.08271713	14.00031883	14.08872094	14.00031883	13.9658461	13.96105451	14.0164775	14.06588306	14.03186663	13.97575711	14.00941628	14.10845843	14.00941628	14.17694081
ENSDARG00000002353	4.264548067	4.624318599	5.258560713	3.715960483	4.510953728	4.560063142	4.184217829	5.532925546	4.780931859	4.746602077	5.217228888	5.313212329	4.441027231	5.238233612
ENSDARG00000002355	4.568850573	4.055991721	4.606112865	4.004881249	3.347714389	3.723070174	3.95422028	4.055991721	3.9275619	3.807427757	4.624318599	3.850833655	4.178932073	3.336857026
ENSDARG00000002362	10.18732923	10.41378037	10.44436986	10.45771594	10.53580597	10.41227155	10.60482387	10.5637867	10.42304456	10.54675647	10.63501453	10.53600546	10.58439614	10.62656289
ENSDARG00000002365	8.700535184	8.685651708	8.964091895	8.38204386	8.551392178	8.757489516	8.876628914	8.558542574	8.588641353	8.602714907	8.501407472	8.641538879	8.584400537	8.481713348
ENSDARG00000002369	11.06005637	11.08696333	11.09882471	11.00829678	11.02970019	11.0457267	11.32302654	11.22748244	11.07806645	11.23232732	11.24959655	11.08574562	11.16147881	11.28802782
ENSDARG00000002377	8.234166578	8.240198948	8.439865832	8.405705185	8.244827318	8.403574396	8.210245325	8.255261375	8.462378456	8.423125462	8.252527353	8.527169998	8.481713348	8.155975052
ENSDARG00000002385	8.126615548	8.34865871	8.118897061	8.306447896	8.044744129	8.2371682	8.105682932	8.28617031	8.014851287	8.087976247	7.835722085	7.864923825	8.044354526	8.100935305
ENSDARG00000002391	7.50787896	7.444296752	7.829783233	7.239128977	6.895054953	7.59531571	7.414597706	7.447505087	7.510619347	7.281077839	6.984448114	7.715744645	7.202295669	7.152791684
ENSDARG00000002394	7.52249446	6.159779402	7.120841627	5.98358519	5.786667692	6.918363481	6.583698406	6.337517276	7.115534917	6.401988165	6.811607497	6.788326694	6.355388913	6.637723052
ENSDARG00000002396	9.285220136	10.90556141	9.509940886	10.78273198	10.87278566	9.499947824	10.91041474	10.94948188	9.57511888	10.87970491	10.97286344	9.497785008	10.7264988	11.02497153
ENSDARG00000002401	7.592756304	7.308437747	7.585752235	7.395773452	6.905193715	7.396632959	7.701696913	7.537648822	7.103660566	7.427144111	7.278522852	7.216789985	7.248000714	7.418682084
ENSDARG00000002402	8.951179897	8.878991605	8.933805108	8.805757473	8.786855438	8.993535876	8.818593299	8.842944505	8.930945719	8.800443943	8.867477891	8.946259852	8.584400537	8.736420864
ENSDARG00000002403	9.081850833	9.057495179	9.128458651	8.544561339	8.757924417	8.956982299	8.526196532	9.162972629	8.963982151	9.015594557	8.878348135	9.051237721	8.853618185	8.974458588
ENSDARG00000002405	7.880702426	8.721784241	7.937700786	8.173222682	8.734911908	7.909537486	8.470881405	8.770774691	7.720207012	8.443885163	8.798671514	7.823945077	8.471986874	8.823582531
ENSDARG00000002406	4.693143473	5.326035064	5.078475824	4.457354204	5.569934185	4.420445227	4.860585168	4.99418445	5.019675622	4.889022969	4.938758819	5.55911046	5.699814601	5.20408863
ENSDARG00000002411	5.933507257	5.806381689	6.187430827	5.595224665	5.87262465	5.792832057	5.955427228	5.840630608	6.145922427	5.820518245	5.531944092	6.399858828	5.43007774	5.87262465
ENSDARG00000002445	8.212256248	8.011133531	8.329596915	7.950923857	8.087976247	8.198397745	8.004894722	8.180771208	8.143319906	8.055294935	8.118140999	8.12180364	8.127683767	8.011706322
ENSDARG00000002463	6.812038669	6.479636399	6.579419566	6.368864293	6.672750183	6.420917323	6.583698406	6.509097242	6.479636399	6.349236809	6.135379469	6.185331208	6.431901856	6.333667035
ENSDARG00000002467	8.529012745	8.792905989	8.521746957	8.57099044	8.618624134	8.507846864	8.77740553	8.898037019	8.457206002	8.701809611	8.613459935	8.58022896	8.7661405	8.775979226
ENSDARG00000002479	7.910964318	7.728509493	7.591711231	7.387538038	7.231853487	7.42588402	7.177722246	7.72611499	7.418682084	7.290392092	7.487100222	7.803505731	7.379840003	7.597944518
ENSDARG00000002483	4.746602077	4.510953728	4.606112865	4.932303502	4.132973672	4.664518397	4.935682481	4.441027231	4.618746991	4.889022969	3.219580181	4.228568855	4.568850573	4.510953728
ENSDARG00000002487	9.367453973	9.414701883	9.422343859	9.492918582	9.278780206	9.338330114	9.527822403	9.492280412	9.277672526	9.283906664	9.377150139	9.500394152	9.365112662	9.409677718
ENSDARG00000002494	8.606952867	8.481713348	8.47505268	7.897597667	8.0322041	8.226329522	8.42676869	8.374002959	8.282520236	7.959135381	8.222012069	8.427374929	8.233338245	8.476191111
ENSDARG00000002506	9.406716679	9.219188159	9.433920538	9.284867737	9.396254416	9.330005152	9.311455624	9.449123145	9.476188544	9.406861978	9.307827236	9.456067638	9.256268543	9.453752883
ENSDARG00000002507	7.710484577	7.525906591	7.222161283	7.395773452	7.862851716	7.518497318	7.571659137	7.668669129	7.271302508	7.530879506	7.309367754	7.248000714	7.485785725	6.897854456
ENSDARG00000002508	8.118897061	8.441340663	8.322327387	9.365411443	9.102291304	8.585655441	9.243140486	8.697083509	8.487012865	8.998180431	8.940633009	8.604157206	9.250328251	8.932371034
ENSDARG00000002509	4.394810321	4.278334161	4.560063142	3.914204863	4.324134706	4.109017218	4.572466721	4.99418445	3.715960483	4.889022969	4.938758819	4.660476716	4.761044884	4.64015226
ENSDARG00000002510	5.253060494	5.730810437	6.159779402	6.13932207	6.078892446	6.138704999	6.123001991	5.840630608	6.495831065	5.978637857	6.110790318	6.004747741	6.386157015	5.981909549
ENSDARG00000002523	11.131174	10.9674383	10.97808376	10.80149592	10.82700354	10.93315238	11.05284047	11.05360745	10.93124397	10.90234819	10.99257373	10.94948188	10.88303841	10.94948188
ENSDARG00000002533	4.506372989	3.096087874	3.906568063	4.384754703	4.510953728	4.723753376	3.95422028	3.815676129	4.560063142	5.027053322	4.492986673	4.228568855	4.25687738	3.48418609
ENSDARG00000002536	9.653083457	9.692811566	9.722762115	9.579688072	9.635637055	9.548843404	9.596480688	9.749494892	9.556298145	9.614434625	9.510391022	9.57538993	9.668982405	9.368095911
ENSDARG00000002538	9.674809949	9.50193959	9.590876312	9.380989793	9.52976368	9.575971989	9.496648972	9.530733741	9.68010092	9.601680185	9.517293981	9.704558621	9.53746122	9.490965927
ENSDARG00000002546	9.699697992	9.867310613	9.783581741	9.907100427	10.04826675	9.720867506	9.7435282	9.825332962	9.698938182	9.76651442	9.875581957	9.669775162	9.829773643	9.875581957
ENSDARG00000002549	8.537200332	8.656930253	8.698145605	8.401771943	8.755412685	8.672408904	8.77740553	8.711227935	8.618624134	8.501264941	8.786445694	8.593317067	8.420641333	8.681004673
ENSDARG00000002552	10.0654279	10.01297003	9.997910638	9.789073692	9.80847813	9.940058355	9.852842614	9.99231936	9.844151497	10.01233035	9.919423296	9.881180752	9.984045648	9.895724189
ENSDARG00000002564	9.838643911	9.946263541	10.08310736	10.19112421	10.14969385	10.06855905	10.06572797	9.676673817	9.874084895	9.941693132	9.810777024	9.851014465	10.04351549	9.934471993
ENSDARG00000002571	7.49996582	7.239128977	7.553368619	7.471135408	7.62424714	7.354590572	7.498202898	7.157596546	7.328632701	7.546406703	7.050688395	6.988205698	7.444296752	7.301372029
ENSDARG00000002576	8.060150956	8.804874268	8.624815399	8.837957189	8.939010258	8.693834498	8.82769848	8.901201839	8.507846864	8.731131801	9.153442822	8.874516158	8.936329212	9.117099335
ENSDARG00000002582	8.547910101	8.198016784	8.495298162	8.345596472	8.044744129	8.258258758	8.46156923	8.157434133	8.420767775	8.509194215	8.323426002	8.522822479	8.14585429	8.055489002
