Identifier,BPAF-CC-C
ENSDARG00000040396,7
ENSDARG00000102832,69
ENSDARG00000014673,0
ENSDARG00000094317,0
ENSDARG00000085536,0
ENSDARG00000080093,0
ENSDARG00000055534,1
ENSDARG00000055524,45
ENSDARG00000067730,0
ENSDARG00000035966,0
ENSDARG00000010654,0
ENSDARG00000110038,0
ENSDARG00000021584,17
ENSDARG00000011693,6
ENSDARG00000086034,4
ENSDARG00000105447,1
ENSDARG00000117367,0
ENSDARG00000077911,1
ENSDARG00000061338,75
ENSDARG00000010514,0
ENSDARG00000055054,2
ENSDARG00000108221,0
ENSDARG00000117486,1
ENSDARG00000061328,20
ENSDARG00000113774,0
ENSDARG00000104383,0
ENSDARG00000092178,0
ENSDARG00000095386,0
ENSDARG00000068250,0
ENSDARG00000104251,8
ENSDARG00000054864,160
ENSDARG00000061173,17
ENSDARG00000061168,4
ENSDARG00000040358,17
ENSDARG00000020454,33
ENSDARG00000061159,21
ENSDARG00000040362,12
ENSDARG00000020405,9
ENSDARG00000068219,0
ENSDARG00000034941,0
ENSDARG00000017126,13
ENSDARG00000078983,3
ENSDARG00000061124,30
ENSDARG00000067601,8
ENSDARG00000102234,6
ENSDARG00000058202,0
ENSDARG00000098482,0
ENSDARG00000107054,0
ENSDARG00000017058,7
ENSDARG00000116947,0
ENSDARG00000117394,0
ENSDARG00000068242,1
ENSDARG00000054978,13
ENSDARG00000007990,0
ENSDARG00000094920,0
ENSDARG00000013931,158
ENSDARG00000030753,9
ENSDARG00000074750,9
ENSDARG00000055043,4
ENSDARG00000018904,13
ENSDARG00000117489,0
ENSDARG00000088030,932
ENSDARG00000061233,32
ENSDARG00000007813,7
ENSDARG00000103462,0
ENSDARG00000033899,11
ENSDARG00000009825,0
ENSDARG00000004492,1
ENSDARG00000111942,0
ENSDARG00000092624,0
ENSDARG00000096829,15
ENSDARG00000097473,1
ENSDARG00000007383,0
ENSDARG00000097821,0
ENSDARG00000094522,0
ENSDARG00000017246,206
ENSDARG00000097368,6
ENSDARG00000068199,0
ENSDARG00000012788,2
ENSDARG00000005468,12
ENSDARG00000061103,0
ENSDARG00000021462,1
ENSDARG00000017429,5
ENSDARG00000082074,0
ENSDARG00000098984,2
ENSDARG00000061031,0
ENSDARG00000105882,2
ENSDARG00000040319,0
ENSDARG00000074258,2
ENSDARG00000116487,1
ENSDARG00000094406,0
ENSDARG00000020841,9
ENSDARG00000041098,0
ENSDARG00000083818,0
ENSDARG00000113833,1
ENSDARG00000115903,1
ENSDARG00000117712,0
ENSDARG00000038191,0
ENSDARG00000024431,3
ENSDARG00000054632,7
ENSDARG00000114107,0
ENSDARG00000088484,0
ENSDARG00000090866,0
ENSDARG00000089060,0
ENSDARG00000090635,0
ENSDARG00000086248,0
ENSDARG00000093207,0
ENSDARG00000091232,0
ENSDARG00000061014,1
ENSDARG00000117008,0
ENSDARG00000041006,0
ENSDARG00000074371,0
ENSDARG00000041011,8
ENSDARG00000103679,9
ENSDARG00000078458,15
ENSDARG00000054584,5
ENSDARG00000105050,0
ENSDARG00000111043,0
ENSDARG00000015064,0
ENSDARG00000099137,4
ENSDARG00000098044,6
ENSDARG00000092142,9
ENSDARG00000060927,2
ENSDARG00000040505,13
ENSDARG00000054363,3
ENSDARG00000105687,0
ENSDARG00000040503,3
ENSDARG00000039500,0
ENSDARG00000012005,7
ENSDARG00000077007,3
ENSDARG00000040274,19
ENSDARG00000054451,32
ENSDARG00000026247,8
ENSDARG00000096262,1
ENSDARG00000003061,4
ENSDARG00000105004,0
ENSDARG00000040286,11
ENSDARG00000100342,2
ENSDARG00000100766,10
ENSDARG00000101677,4
ENSDARG00000100991,2
ENSDARG00000104016,0
ENSDARG00000105281,1
ENSDARG00000105740,3
ENSDARG00000103032,4
ENSDARG00000117626,2
ENSDARG00000117772,0
ENSDARG00000103369,1
ENSDARG00000089354,1
ENSDARG00000074431,9
ENSDARG00000103288,0
ENSDARG00000110545,0
ENSDARG00000117740,0
ENSDARG00000102443,0
ENSDARG00000011777,6
ENSDARG00000099803,3
ENSDARG00000112691,5
ENSDARG00000039960,0
ENSDARG00000098674,0
ENSDARG00000112431,0
ENSDARG00000076623,0
ENSDARG00000098197,0
ENSDARG00000101559,0
ENSDARG00000098912,2
ENSDARG00000059373,19
ENSDARG00000014569,51
ENSDARG00000067975,63
ENSDARG00000078529,15
ENSDARG00000098377,1
ENSDARG00000103887,0
ENSDARG00000036924,2
ENSDARG00000036929,8
ENSDARG00000076393,6
ENSDARG00000020176,0
ENSDARG00000105003,5
ENSDARG00000063713,0
ENSDARG00000094908,0
ENSDARG00000036940,0
ENSDARG00000036942,14
ENSDARG00000036943,5
ENSDARG00000111238,0
ENSDARG00000036944,2
ENSDARG00000009779,51
ENSDARG00000063718,6
ENSDARG00000075592,2
ENSDARG00000002748,2
ENSDARG00000099528,6
ENSDARG00000086107,7
ENSDARG00000117245,2
ENSDARG00000079610,10
ENSDARG00000042643,0
ENSDARG00000042641,18
ENSDARG00000029043,3
ENSDARG00000042637,6
ENSDARG00000068387,4
ENSDARG00000018621,12
ENSDARG00000091560,1
ENSDARG00000063682,9
ENSDARG00000042620,95
ENSDARG00000024381,7
ENSDARG00000071250,1
ENSDARG00000059354,8
ENSDARG00000063690,4
ENSDARG00000071251,15
ENSDARG00000006640,11
ENSDARG00000059363,1
ENSDARG00000075606,0
ENSDARG00000102381,0
ENSDARG00000102325,2
ENSDARG00000058830,2
ENSDARG00000103817,0
ENSDARG00000099747,8
ENSDARG00000059361,3
ENSDARG00000117378,0
ENSDARG00000100821,4
ENSDARG00000099753,6
ENSDARG00000103503,4
ENSDARG00000100514,18
ENSDARG00000098855,9
ENSDARG00000099138,1
ENSDARG00000099438,0
ENSDARG00000104981,0
ENSDARG00000063215,0
ENSDARG00000101445,2
ENSDARG00000078797,9
ENSDARG00000100456,2
ENSDARG00000021864,2094
ENSDARG00000021048,7
ENSDARG00000011648,45
ENSDARG00000076406,1
ENSDARG00000079456,6
ENSDARG00000077855,5
ENSDARG00000074505,0
ENSDARG00000100529,9
ENSDARG00000099596,5
ENSDARG00000086326,0
ENSDARG00000013828,5
ENSDARG00000030402,9
ENSDARG00000092160,0
ENSDARG00000028222,0
ENSDARG00000011870,3
ENSDARG00000005186,45
ENSDARG00000024416,16
ENSDARG00000114159,1
ENSDARG00000076659,11
ENSDARG00000101218,0
ENSDARG00000026762,5
ENSDARG00000078912,2
ENSDARG00000067717,41
ENSDARG00000102318,0
ENSDARG00000075271,1
ENSDARG00000077516,6
ENSDARG00000110186,1
ENSDARG00000099500,0
ENSDARG00000100060,4
ENSDARG00000101259,7
ENSDARG00000096274,0
ENSDARG00000063627,7
ENSDARG00000035695,2
ENSDARG00000008818,14
ENSDARG00000078522,31
ENSDARG00000092300,0
ENSDARG00000014222,42
ENSDARG00000035694,98
ENSDARG00000092099,19
ENSDARG00000071224,74
ENSDARG00000071223,0
ENSDARG00000059254,0
ENSDARG00000092749,0
ENSDARG00000094796,0
ENSDARG00000018327,0
ENSDARG00000094882,0
ENSDARG00000063613,0
ENSDARG00000095424,0
ENSDARG00000071216,0
ENSDARG00000036912,5
ENSDARG00000103658,46
ENSDARG00000071205,0
ENSDARG00000095731,1
ENSDARG00000089878,6
ENSDARG00000089204,25
ENSDARG00000112881,0
ENSDARG00000099249,0
ENSDARG00000100539,2
ENSDARG00000103618,1
ENSDARG00000100450,0
ENSDARG00000102992,0
ENSDARG00000102913,0
ENSDARG00000105283,0
ENSDARG00000100046,0
ENSDARG00000101034,1
ENSDARG00000104403,2
ENSDARG00000101222,8
ENSDARG00000100698,3
ENSDARG00000098228,42
ENSDARG00000089402,1
ENSDARG00000102533,2
ENSDARG00000103395,0
ENSDARG00000101490,0
ENSDARG00000104701,39
ENSDARG00000113654,0
ENSDARG00000103765,0
ENSDARG00000101216,24
ENSDARG00000099509,2
ENSDARG00000102143,0
ENSDARG00000102018,1
ENSDARG00000105241,0
ENSDARG00000100909,0
ENSDARG00000104315,5
ENSDARG00000099049,0
ENSDARG00000099118,0
ENSDARG00000116004,0
ENSDARG00000103106,9
ENSDARG00000104563,0
ENSDARG00000112306,0
ENSDARG00000090098,0
ENSDARG00000116478,0
ENSDARG00000079654,0
ENSDARG00000084932,0
ENSDARG00000079310,0
ENSDARG00000075567,3
ENSDARG00000063726,14
ENSDARG00000076280,25
ENSDARG00000017809,9
ENSDARG00000011076,19
ENSDARG00000063535,87
ENSDARG00000014287,69
ENSDARG00000097492,1
ENSDARG00000025012,14
ENSDARG00000002696,449
ENSDARG00000075545,14
ENSDARG00000000503,338
ENSDARG00000001572,0
ENSDARG00000092359,11
ENSDARG00000059109,20
ENSDARG00000023082,51
ENSDARG00000090268,635
ENSDARG00000036834,121
ENSDARG00000036832,869
ENSDARG00000092947,1613
ENSDARG00000094041,429
ENSDARG00000036830,811
ENSDARG00000110208,0
ENSDARG00000012688,230
ENSDARG00000096336,0
ENSDARG00000059067,0
ENSDARG00000006712,8
ENSDARG00000109567,0
ENSDARG00000059056,0
ENSDARG00000078547,0
ENSDARG00000059054,56
ENSDARG00000059049,15
ENSDARG00000092388,0
ENSDARG00000079372,3
ENSDARG00000110796,0
ENSDARG00000078151,4
ENSDARG00000110380,0
ENSDARG00000111980,0
ENSDARG00000029501,6
ENSDARG00000071150,42
ENSDARG00000111117,0
ENSDARG00000063417,7
ENSDARG00000036816,23
ENSDARG00000018259,191
ENSDARG00000063390,1
ENSDARG00000084373,0
ENSDARG00000040036,0
ENSDARG00000086931,0
ENSDARG00000099070,0
ENSDARG00000076134,1
ENSDARG00000087674,2
ENSDARG00000071097,2
ENSDARG00000089503,2
ENSDARG00000089953,1
ENSDARG00000001710,44
ENSDARG00000001015,40
ENSDARG00000001558,7
ENSDARG00000003251,0
ENSDARG00000000729,4
ENSDARG00000110523,0
ENSDARG00000079402,4
ENSDARG00000092731,0
ENSDARG00000045011,1
ENSDARG00000075963,0
ENSDARG00000001303,0
ENSDARG00000001656,0
ENSDARG00000031885,0
ENSDARG00000000656,0
ENSDARG00000036787,0
ENSDARG00000022280,54
ENSDARG00000001169,3
ENSDARG00000012422,147
ENSDARG00000109804,0
ENSDARG00000093755,0
ENSDARG00000078954,9
ENSDARG00000016721,87
ENSDARG00000008946,2
ENSDARG00000063319,0
ENSDARG00000107337,0
ENSDARG00000063310,18
ENSDARG00000058806,13
ENSDARG00000058800,6
ENSDARG00000018574,10
ENSDARG00000007943,7
ENSDARG00000071026,110
ENSDARG00000004866,20
ENSDARG00000106283,0
ENSDARG00000063258,6
ENSDARG00000112968,0
ENSDARG00000019222,19
ENSDARG00000095692,0
ENSDARG00000063252,17
ENSDARG00000063249,7
ENSDARG00000063244,4
ENSDARG00000071015,19
ENSDARG00000095056,0
ENSDARG00000096369,0
ENSDARG00000093628,9
ENSDARG00000071014,20
ENSDARG00000036773,5
ENSDARG00000036772,13
ENSDARG00000058690,5
ENSDARG00000036767,3
ENSDARG00000058685,0
ENSDARG00000071010,0
ENSDARG00000063219,37
ENSDARG00000036764,9
ENSDARG00000058678,0
ENSDARG00000019299,9
ENSDARG00000083576,0
ENSDARG00000007971,5
ENSDARG00000071001,0
ENSDARG00000092878,0
ENSDARG00000091951,0
ENSDARG00000058672,0
ENSDARG00000092728,0
ENSDARG00000094886,0
ENSDARG00000086613,0
ENSDARG00000105592,22
ENSDARG00000075958,2
ENSDARG00000014675,15
ENSDARG00000107213,0
ENSDARG00000030326,18
ENSDARG00000037425,20
ENSDARG00000058650,13
ENSDARG00000058649,2
ENSDARG00000033804,13
ENSDARG00000037427,3
ENSDARG00000023298,833
ENSDARG00000013704,2
ENSDARG00000103224,0
ENSDARG00000034668,47
ENSDARG00000106113,0
ENSDARG00000058089,8
ENSDARG00000058094,46
ENSDARG00000070985,15
ENSDARG00000030449,3
ENSDARG00000104154,0
ENSDARG00000016765,10
ENSDARG00000062900,0
ENSDARG00000094631,0
ENSDARG00000070981,109
ENSDARG00000036412,0
ENSDARG00000041243,16
ENSDARG00000062954,17
ENSDARG00000070972,20
ENSDARG00000027192,0
ENSDARG00000036438,97
ENSDARG00000062962,25
ENSDARG00000097956,1
ENSDARG00000070964,1
ENSDARG00000079901,2
ENSDARG00000070960,0
ENSDARG00000117353,2
ENSDARG00000080038,0
ENSDARG00000081044,0
ENSDARG00000070959,151
ENSDARG00000031283,130
ENSDARG00000062976,2
ENSDARG00000030716,22
ENSDARG00000070952,1
ENSDARG00000062084,1
ENSDARG00000070950,1
ENSDARG00000094748,0
ENSDARG00000013295,39
ENSDARG00000062995,1
ENSDARG00000094472,0
ENSDARG00000077877,0
ENSDARG00000036457,7
ENSDARG00000020450,13
ENSDARG00000063006,3
ENSDARG00000086207,6
ENSDARG00000107453,0
ENSDARG00000116952,0
ENSDARG00000063014,12
ENSDARG00000036698,82
ENSDARG00000063144,27
ENSDARG00000019842,39
ENSDARG00000011740,44
ENSDARG00000058578,1
ENSDARG00000093684,6
ENSDARG00000009637,145
ENSDARG00000070931,6
ENSDARG00000079847,18
ENSDARG00000020798,50
ENSDARG00000020455,0
ENSDARG00000058557,0
ENSDARG00000077337,0
ENSDARG00000088408,0
ENSDARG00000076574,6
ENSDARG00000063111,0
ENSDARG00000019093,0
ENSDARG00000058547,0
ENSDARG00000036728,0
ENSDARG00000015445,80
ENSDARG00000020228,27
ENSDARG00000106333,0
ENSDARG00000094230,0
ENSDARG00000092259,0
ENSDARG00000096311,0
ENSDARG00000063088,0
ENSDARG00000058535,0
ENSDARG00000087828,0
ENSDARG00000028973,0
ENSDARG00000058502,7
ENSDARG00000063079,2
ENSDARG00000058498,1
ENSDARG00000036722,0
ENSDARG00000063037,7
ENSDARG00000096273,0
ENSDARG00000036721,13
ENSDARG00000101160,0
ENSDARG00000102004,126
ENSDARG00000098513,0
ENSDARG00000104952,0
ENSDARG00000101029,39
ENSDARG00000101295,37
ENSDARG00000100396,2
ENSDARG00000100535,0
ENSDARG00000103322,4
ENSDARG00000101721,0
ENSDARG00000074930,0
ENSDARG00000005162,104
ENSDARG00000096894,0
ENSDARG00000040380,6
ENSDARG00000095458,0
ENSDARG00000034210,6
ENSDARG00000112698,0
ENSDARG00000089983,2
ENSDARG00000005230,49
ENSDARG00000062820,0
ENSDARG00000062828,0
ENSDARG00000101686,0
ENSDARG00000071116,5
ENSDARG00000107753,0
ENSDARG00000087647,29
ENSDARG00000075984,1
ENSDARG00000112922,0
ENSDARG00000035961,0
ENSDARG00000017522,3
ENSDARG00000084173,0
ENSDARG00000075405,1
ENSDARG00000034178,12
ENSDARG00000087145,1
ENSDARG00000075616,27
ENSDARG00000004017,10
ENSDARG00000012040,28
ENSDARG00000106545,0
ENSDARG00000021140,111
ENSDARG00000114781,0
ENSDARG00000113630,0
ENSDARG00000032575,143
ENSDARG00000056307,45
ENSDARG00000061974,3
ENSDARG00000011334,20
ENSDARG00000035987,8
ENSDARG00000035986,21
ENSDARG00000030954,0
ENSDARG00000004280,16
ENSDARG00000070555,1
ENSDARG00000035985,15
ENSDARG00000112380,0
ENSDARG00000070553,11
ENSDARG00000031348,2
ENSDARG00000087198,9
ENSDARG00000089791,34
ENSDARG00000108589,0
ENSDARG00000102690,28
ENSDARG00000100560,9
ENSDARG00000117596,1
ENSDARG00000098845,20
ENSDARG00000105293,60
ENSDARG00000104274,2
ENSDARG00000099283,52
ENSDARG00000103112,0
ENSDARG00000104292,7
ENSDARG00000111201,0
ENSDARG00000098813,23
ENSDARG00000101323,7
ENSDARG00000098075,46
ENSDARG00000100462,0
ENSDARG00000104097,3
ENSDARG00000099609,0
ENSDARG00000103024,0
ENSDARG00000101878,1
ENSDARG00000102756,0
ENSDARG00000104837,35
ENSDARG00000101576,5
ENSDARG00000101891,37
ENSDARG00000105034,0
ENSDARG00000011797,16
ENSDARG00000093404,0
ENSDARG00000113313,0
ENSDARG00000110398,0
ENSDARG00000041660,0
ENSDARG00000015552,35
ENSDARG00000070578,0
ENSDARG00000075928,23
ENSDARG00000056532,13
ENSDARG00000009161,0
ENSDARG00000016999,0
ENSDARG00000056509,6
ENSDARG00000007186,0
ENSDARG00000024619,1
ENSDARG00000035990,37
ENSDARG00000030700,5
ENSDARG00000081580,0
ENSDARG00000081082,1
ENSDARG00000081931,0
ENSDARG00000034215,9
ENSDARG00000080410,0
ENSDARG00000062060,9
ENSDARG00000083417,0
ENSDARG00000092638,15
ENSDARG00000096247,0
ENSDARG00000094436,0
ENSDARG00000117498,0
ENSDARG00000107793,0
ENSDARG00000004169,113
ENSDARG00000056450,7
ENSDARG00000100114,26
ENSDARG00000116649,34
ENSDARG00000117203,0
ENSDARG00000099527,1
ENSDARG00000009285,1038
ENSDARG00000009594,29
ENSDARG00000021163,18
ENSDARG00000107952,1
ENSDARG00000034195,82
ENSDARG00000094637,0
ENSDARG00000057986,8
ENSDARG00000004405,1
ENSDARG00000003860,73
ENSDARG00000019810,6
ENSDARG00000104170,0
ENSDARG00000117531,0
ENSDARG00000111897,1
ENSDARG00000096641,0
ENSDARG00000101612,1
ENSDARG00000104089,0
ENSDARG00000105193,0
ENSDARG00000099183,0
ENSDARG00000100572,1
ENSDARG00000100392,848
ENSDARG00000099258,2
ENSDARG00000099289,0
ENSDARG00000116617,49
ENSDARG00000103340,6
ENSDARG00000105009,9
ENSDARG00000098782,2
ENSDARG00000105273,9
ENSDARG00000112208,0
ENSDARG00000113464,0
ENSDARG00000110189,1
ENSDARG00000104542,9
ENSDARG00000102905,0
ENSDARG00000103434,0
ENSDARG00000114702,0
ENSDARG00000104451,18
ENSDARG00000117338,0
ENSDARG00000102973,0
ENSDARG00000098317,26
ENSDARG00000104254,2
ENSDARG00000103318,14
ENSDARG00000098689,0
ENSDARG00000100831,0
ENSDARG00000099793,9
ENSDARG00000098919,8
ENSDARG00000062530,4
ENSDARG00000074216,0
ENSDARG00000036245,0
ENSDARG00000100791,2
ENSDARG00000099002,0
ENSDARG00000102551,0
ENSDARG00000098288,22
ENSDARG00000116588,0
ENSDARG00000102906,7
ENSDARG00000107770,0
ENSDARG00000100087,0
ENSDARG00000099365,1
ENSDARG00000101052,0
ENSDARG00000100312,1
ENSDARG00000101330,0
ENSDARG00000104162,0
ENSDARG00000105013,4
ENSDARG00000099559,0
ENSDARG00000100358,0
ENSDARG00000103862,21
ENSDARG00000102501,0
ENSDARG00000104307,0
ENSDARG00000036227,6
ENSDARG00000095636,0
ENSDARG00000033251,3
ENSDARG00000086762,1
ENSDARG00000029761,11
ENSDARG00000036222,21
ENSDARG00000074359,0
ENSDARG00000027599,0
ENSDARG00000062695,0
ENSDARG00000007863,65
ENSDARG00000096834,9
ENSDARG00000010266,92
ENSDARG00000062688,72
ENSDARG00000062664,0
ENSDARG00000070831,4
ENSDARG00000036214,0
ENSDARG00000036212,10
ENSDARG00000083332,0
ENSDARG00000057649,2
ENSDARG00000062640,3
ENSDARG00000018602,61
ENSDARG00000062634,17
ENSDARG00000003205,5
ENSDARG00000014499,30
ENSDARG00000028431,16
ENSDARG00000036190,16
ENSDARG00000003931,17
ENSDARG00000096358,0
ENSDARG00000083996,0
ENSDARG00000117749,0
ENSDARG00000005026,40
ENSDARG00000096417,1
ENSDARG00000070809,6
ENSDARG00000036186,97
ENSDARG00000111408,0
ENSDARG00000085427,0
ENSDARG00000005522,0
ENSDARG00000096383,0
ENSDARG00000057586,6
ENSDARG00000062521,2
ENSDARG00000036168,4
ENSDARG00000062502,0
ENSDARG00000102035,0
ENSDARG00000070800,4
ENSDARG00000077227,27
ENSDARG00000096359,82
ENSDARG00000062590,359
ENSDARG00000002549,7
ENSDARG00000085290,0
ENSDARG00000036159,0
ENSDARG00000036158,5
ENSDARG00000109130,0
ENSDARG00000091116,7
ENSDARG00000040004,2
ENSDARG00000005510,0
ENSDARG00000002013,15
ENSDARG00000085027,0
ENSDARG00000070774,0
ENSDARG00000094710,0
ENSDARG00000092249,0
ENSDARG00000111332,0
ENSDARG00000116558,0
ENSDARG00000115374,0
ENSDARG00000116021,0
ENSDARG00000114586,0
ENSDARG00000114964,0
ENSDARG00000115706,0
ENSDARG00000110131,0
ENSDARG00000116970,0
ENSDARG00000093154,0
ENSDARG00000113206,0
ENSDARG00000115724,0
ENSDARG00000095442,0
ENSDARG00000092089,0
ENSDARG00000115670,0
ENSDARG00000115246,0
ENSDARG00000114139,0
ENSDARG00000070740,0
ENSDARG00000116095,0
ENSDARG00000094339,0
ENSDARG00000114744,0
ENSDARG00000057227,0
ENSDARG00000057234,33
ENSDARG00000080384,0
ENSDARG00000062382,28
ENSDARG00000045094,0
ENSDARG00000057913,105
ENSDARG00000069150,6
ENSDARG00000069147,0
ENSDARG00000117562,0
ENSDARG00000070705,2
ENSDARG00000070704,4
ENSDARG00000116036,0
ENSDARG00000021444,0
ENSDARG00000113890,0
ENSDARG00000110781,0
ENSDARG00000115439,0
ENSDARG00000109428,0
ENSDARG00000070702,34
ENSDARG00000062352,10
ENSDARG00000094074,0
ENSDARG00000012060,1
ENSDARG00000036109,6
ENSDARG00000036107,84
ENSDARG00000012044,3
ENSDARG00000117416,0
ENSDARG00000098950,1
ENSDARG00000036105,0
ENSDARG00000036104,0
ENSDARG00000057010,4
ENSDARG00000084209,0
ENSDARG00000081895,0
ENSDARG00000016623,85
ENSDARG00000036100,13
ENSDARG00000097873,3
ENSDARG00000078841,0
ENSDARG00000004498,0
ENSDARG00000076820,9
ENSDARG00000039996,0
ENSDARG00000117766,0
ENSDARG00000039997,23
ENSDARG00000101183,0
ENSDARG00000103700,0
ENSDARG00000100012,11
ENSDARG00000062305,1
ENSDARG00000103928,0
ENSDARG00000008503,6
ENSDARG00000076008,0
ENSDARG00000002613,13
ENSDARG00000077084,3
ENSDARG00000092086,0
ENSDARG00000062278,1
ENSDARG00000080225,0
ENSDARG00000036092,8
ENSDARG00000014490,10
ENSDARG00000016375,1
ENSDARG00000007597,6
ENSDARG00000036090,5
ENSDARG00000062268,3
ENSDARG00000055206,2
ENSDARG00000112877,0
ENSDARG00000008859,12
ENSDARG00000031751,2
ENSDARG00000114729,0
ENSDARG00000016811,5
ENSDARG00000056847,2
ENSDARG00000033599,13
ENSDARG00000077776,72
ENSDARG00000031494,65
ENSDARG00000107267,0
ENSDARG00000008832,2
ENSDARG00000092150,0
ENSDARG00000087611,4
ENSDARG00000062208,1
ENSDARG00000062206,7
ENSDARG00000004343,14
ENSDARG00000103949,1
ENSDARG00000070658,2
ENSDARG00000015290,1
ENSDARG00000009511,0
ENSDARG00000016667,9
ENSDARG00000114164,0
ENSDARG00000007136,25
ENSDARG00000036071,0
ENSDARG00000036070,1
ENSDARG00000036069,4
ENSDARG00000036065,6
ENSDARG00000056717,5
ENSDARG00000036063,7
ENSDARG00000091932,10
ENSDARG00000095427,11
ENSDARG00000115154,0
ENSDARG00000116097,0
ENSDARG00000111586,0
ENSDARG00000116175,0
ENSDARG00000004472,13
ENSDARG00000079705,4
ENSDARG00000093704,0
ENSDARG00000087363,0
ENSDARG00000089515,0
ENSDARG00000094497,0
ENSDARG00000092887,0
ENSDARG00000092498,0
ENSDARG00000115108,4
ENSDARG00000094407,0
ENSDARG00000014588,6
ENSDARG00000062114,0
ENSDARG00000020509,4
ENSDARG00000056665,6
ENSDARG00000079276,31
ENSDARG00000070623,19
ENSDARG00000036051,0
ENSDARG00000056594,9
ENSDARG00000085894,0
ENSDARG00000056583,54
ENSDARG00000070607,21
ENSDARG00000011506,5
ENSDARG00000056572,1
ENSDARG00000082818,0
ENSDARG00000096312,1
ENSDARG00000096389,0
ENSDARG00000004588,131
ENSDARG00000095192,8
ENSDARG00000117259,1
ENSDARG00000092592,0
ENSDARG00000108806,0
ENSDARG00000070463,6
ENSDARG00000075323,23
ENSDARG00000005625,25
ENSDARG00000004311,8
ENSDARG00000035895,4
ENSDARG00000082530,0
ENSDARG00000035715,844
ENSDARG00000015427,83
ENSDARG00000017445,144
ENSDARG00000077037,14
ENSDARG00000056213,2
ENSDARG00000044980,2
ENSDARG00000117526,0
ENSDARG00000070475,100
ENSDARG00000070479,10
ENSDARG00000070480,9
ENSDARG00000032651,29
ENSDARG00000007065,24
ENSDARG00000031795,76
ENSDARG00000056165,1
ENSDARG00000077531,7
ENSDARG00000117127,0
ENSDARG00000070491,25
ENSDARG00000080804,0
ENSDARG00000117694,0
ENSDARG00000081497,0
ENSDARG00000035907,101
ENSDARG00000032876,2
ENSDARG00000034956,11
ENSDARG00000035909,15
ENSDARG00000035913,13
ENSDARG00000061804,8
ENSDARG00000117432,0
ENSDARG00000035944,0
ENSDARG00000029058,48
ENSDARG00000035918,18
ENSDARG00000093668,0
ENSDARG00000056021,4
ENSDARG00000095601,1
ENSDARG00000061818,0
ENSDARG00000033182,10
ENSDARG00000094105,0
ENSDARG00000010728,6
ENSDARG00000035949,2
ENSDARG00000056034,1
ENSDARG00000056566,8
ENSDARG00000061723,0
ENSDARG00000035957,9
ENSDARG00000035954,2
ENSDARG00000061728,2
ENSDARG00000093406,194
ENSDARG00000061752,4
ENSDARG00000020278,7
ENSDARG00000070537,54
ENSDARG00000070538,10
ENSDARG00000093430,0
ENSDARG00000077101,10
ENSDARG00000061713,2
ENSDARG00000061718,5
ENSDARG00000055875,11
ENSDARG00000103948,0
ENSDARG00000008920,28
ENSDARG00000017299,87
ENSDARG00000017111,0
ENSDARG00000061687,1
ENSDARG00000091466,0
ENSDARG00000016160,5
ENSDARG00000035879,5
ENSDARG00000035890,15
ENSDARG00000035889,2
ENSDARG00000055798,0
ENSDARG00000035887,5
ENSDARG00000035875,0
ENSDARG00000018397,43
ENSDARG00000110948,0
ENSDARG00000035883,2
ENSDARG00000011312,10
ENSDARG00000035882,23
ENSDARG00000095638,0
ENSDARG00000035871,1066
ENSDARG00000035870,85
ENSDARG00000014159,78
ENSDARG00000033367,9
ENSDARG00000035869,111
ENSDARG00000035880,16
ENSDARG00000035868,15
ENSDARG00000031383,0
ENSDARG00000003320,27
ENSDARG00000032859,0
ENSDARG00000110963,8
ENSDARG00000004436,1
ENSDARG00000070419,0
ENSDARG00000076296,11
ENSDARG00000003680,43
ENSDARG00000088316,0
ENSDARG00000102705,9
ENSDARG00000098904,7
ENSDARG00000098753,95
ENSDARG00000107847,0
ENSDARG00000098942,11
ENSDARG00000077407,9
ENSDARG00000082677,0
ENSDARG00000012745,3
ENSDARG00000083005,0
ENSDARG00000055490,1
ENSDARG00000093432,0
ENSDARG00000061042,1
ENSDARG00000017199,5
ENSDARG00000070407,2
ENSDARG00000018162,6
ENSDARG00000054340,0
ENSDARG00000054331,0
ENSDARG00000032849,42
ENSDARG00000093129,0
ENSDARG00000035680,0
ENSDARG00000035679,37
ENSDARG00000070403,1
ENSDARG00000035678,28
ENSDARG00000035677,0
ENSDARG00000028533,46
ENSDARG00000006290,96
ENSDARG00000097137,4
ENSDARG00000060926,1
ENSDARG00000005926,40
ENSDARG00000110453,0
ENSDARG00000060917,5
ENSDARG00000035676,28
ENSDARG00000060893,0
ENSDARG00000045364,17
ENSDARG00000108999,0
ENSDARG00000053906,0
ENSDARG00000001559,11
ENSDARG00000099988,0
ENSDARG00000082439,0
ENSDARG00000091988,5
ENSDARG00000117031,0
ENSDARG00000070362,0
ENSDARG00000023989,12
ENSDARG00000070358,5
ENSDARG00000070357,0
ENSDARG00000108301,0
ENSDARG00000055459,3
ENSDARG00000014591,75
ENSDARG00000092945,24
ENSDARG00000061479,14
ENSDARG00000083712,0
ENSDARG00000111821,0
ENSDARG00000033447,14
ENSDARG00000083868,0
ENSDARG00000082164,0
ENSDARG00000061458,11
ENSDARG00000106996,0
ENSDARG00000061446,3
ENSDARG00000024492,169
ENSDARG00000080276,0
ENSDARG00000111597,0
ENSDARG00000009194,7
ENSDARG00000025667,0
ENSDARG00000117548,0
