Identifier,EE2-CC-A
ENSDARG00000070675,15
ENSDARG00000021611,0
ENSDARG00000036993,6
ENSDARG00000070657,63
ENSDARG00000092807,4143
ENSDARG00000034714,0
ENSDARG00000004372,15
ENSDARG00000029146,17
ENSDARG00000056150,12
ENSDARG00000078574,4
ENSDARG00000094688,0
ENSDARG00000034568,8
ENSDARG00000030650,1
ENSDARG00000021494,9
ENSDARG00000111751,0
ENSDARG00000070644,15
ENSDARG00000086471,5
ENSDARG00000003113,84
ENSDARG00000077882,1
ENSDARG00000112846,0
ENSDARG00000037155,0
ENSDARG00000037140,0
ENSDARG00000056037,1
ENSDARG00000056122,64
ENSDARG00000037153,15
ENSDARG00000056075,22
ENSDARG00000094399,0
ENSDARG00000095512,1
ENSDARG00000104197,1
ENSDARG00000098968,17
ENSDARG00000101869,3
ENSDARG00000086159,11
ENSDARG00000079307,4
ENSDARG00000089429,53
ENSDARG00000076564,11
ENSDARG00000085149,0
ENSDARG00000037267,4
ENSDARG00000014386,1
ENSDARG00000027797,4
ENSDARG00000108672,0
ENSDARG00000076030,0
ENSDARG00000115007,0
ENSDARG00000004218,17
ENSDARG00000025766,0
ENSDARG00000037284,36
ENSDARG00000037285,81
ENSDARG00000015902,10
ENSDARG00000057062,0
ENSDARG00000005775,31
ENSDARG00000093100,0
ENSDARG00000094330,0
ENSDARG00000005350,14
ENSDARG00000011298,5
ENSDARG00000003383,18
ENSDARG00000078401,2
ENSDARG00000014179,19
ENSDARG00000094977,3
ENSDARG00000084441,0
ENSDARG00000006584,11
ENSDARG00000070539,12
ENSDARG00000040925,0
ENSDARG00000055554,0
ENSDARG00000037071,501
ENSDARG00000037068,7
ENSDARG00000037067,2
ENSDARG00000004745,14
ENSDARG00000037062,0
ENSDARG00000037060,9
ENSDARG00000018968,21
ENSDARG00000018179,2
ENSDARG00000055638,6
ENSDARG00000100606,0
ENSDARG00000115868,1
ENSDARG00000078800,0
ENSDARG00000055585,1
ENSDARG00000061520,0
ENSDARG00000093089,3
ENSDARG00000094837,0
ENSDARG00000009899,13
ENSDARG00000055655,0
ENSDARG00000003469,20
ENSDARG00000033738,116
ENSDARG00000093306,1
ENSDARG00000011549,0
ENSDARG00000088398,5
ENSDARG00000016782,52
ENSDARG00000083425,0
ENSDARG00000081815,0
ENSDARG00000007149,12
ENSDARG00000108300,0
ENSDARG00000055739,1
ENSDARG00000055754,8
ENSDARG00000055760,13
ENSDARG00000031649,18
ENSDARG00000007988,1
ENSDARG00000080245,0
ENSDARG00000111652,0
ENSDARG00000055770,8
ENSDARG00000028322,16
ENSDARG00000085038,0
ENSDARG00000085725,0
ENSDARG00000093890,0
ENSDARG00000037030,3
ENSDARG00000093492,3
ENSDARG00000098029,0
ENSDARG00000004452,52
ENSDARG00000093804,1
ENSDARG00000015343,27
ENSDARG00000037020,94
ENSDARG00000037017,34
ENSDARG00000055893,0
ENSDARG00000091906,1
ENSDARG00000105748,2
ENSDARG00000055899,10
ENSDARG00000031720,185
ENSDARG00000111139,0
ENSDARG00000038954,14
ENSDARG00000003250,2
ENSDARG00000008010,0
ENSDARG00000077307,6
ENSDARG00000100857,1
ENSDARG00000039931,27
ENSDARG00000074985,17
ENSDARG00000062129,14
ENSDARG00000097185,0
ENSDARG00000095919,0
ENSDARG00000010515,0
ENSDARG00000060498,4
ENSDARG00000053857,18
ENSDARG00000053854,0
ENSDARG00000077428,27
ENSDARG00000092307,0
ENSDARG00000081294,0
ENSDARG00000011196,11
ENSDARG00000041080,4
ENSDARG00000036956,15
ENSDARG00000053820,2
ENSDARG00000097796,0
ENSDARG00000074030,32
ENSDARG00000079423,0
ENSDARG00000036952,5
ENSDARG00000076964,0
ENSDARG00000053804,1
ENSDARG00000078244,0
ENSDARG00000110139,0
ENSDARG00000060484,0
ENSDARG00000086679,0
ENSDARG00000036930,0
ENSDARG00000036903,3
ENSDARG00000094345,1
ENSDARG00000015970,17
ENSDARG00000036754,92
ENSDARG00000076153,3
ENSDARG00000094050,12
ENSDARG00000036878,8
ENSDARG00000036876,5
ENSDARG00000036875,1312
ENSDARG00000081654,0
ENSDARG00000081875,0
ENSDARG00000012397,7
ENSDARG00000036869,1
ENSDARG00000036868,2
ENSDARG00000036865,4
ENSDARG00000025522,29
ENSDARG00000116953,0
ENSDARG00000092056,0
ENSDARG00000036776,4
ENSDARG00000107921,0
ENSDARG00000036778,15
ENSDARG00000053666,6
ENSDARG00000060394,5
ENSDARG00000020887,1
ENSDARG00000086703,0
ENSDARG00000093702,2
ENSDARG00000073899,2
ENSDARG00000058022,13
ENSDARG00000103255,0
ENSDARG00000074675,7
ENSDARG00000036855,29
ENSDARG00000016463,9
ENSDARG00000078654,21
ENSDARG00000031698,0
ENSDARG00000025147,93
ENSDARG00000030641,0
ENSDARG00000000887,0
ENSDARG00000092792,2
ENSDARG00000105912,0
ENSDARG00000000796,11
ENSDARG00000103681,0
ENSDARG00000000588,9
ENSDARG00000060626,6
ENSDARG00000036831,19
ENSDARG00000079525,0
ENSDARG00000036826,4
ENSDARG00000026806,16
ENSDARG00000097071,1
ENSDARG00000097446,0
ENSDARG00000109390,0
ENSDARG00000095268,10
ENSDARG00000117366,1
ENSDARG00000060372,2
ENSDARG00000114686,0
ENSDARG00000116022,0
ENSDARG00000080504,0
ENSDARG00000081646,0
ENSDARG00000026864,0
ENSDARG00000108431,0
ENSDARG00000036785,25
ENSDARG00000026907,2
ENSDARG00000079291,5
ENSDARG00000006353,4
ENSDARG00000082556,0
ENSDARG00000075972,7
ENSDARG00000060306,18
ENSDARG00000011570,13
ENSDARG00000007867,55
ENSDARG00000092856,5
ENSDARG00000003219,10
ENSDARG00000017811,7
ENSDARG00000015460,1
ENSDARG00000093922,0
ENSDARG00000104767,0
ENSDARG00000092645,0
ENSDARG00000103364,160
ENSDARG00000094469,2
ENSDARG00000070393,0
ENSDARG00000099667,57
ENSDARG00000060288,10
ENSDARG00000080256,0
ENSDARG00000024954,16
ENSDARG00000098048,1
ENSDARG00000024895,49
ENSDARG00000089004,10
ENSDARG00000113050,0
ENSDARG00000008237,41
ENSDARG00000003206,19
ENSDARG00000105452,8
ENSDARG00000117356,0
ENSDARG00000004018,1
ENSDARG00000061272,12
ENSDARG00000091127,22
ENSDARG00000105015,0
ENSDARG00000098252,1
ENSDARG00000030830,17
ENSDARG00000104936,1
ENSDARG00000116857,0
ENSDARG00000075172,21
ENSDARG00000096989,6
ENSDARG00000076486,19
ENSDARG00000091073,0
ENSDARG00000036704,25
ENSDARG00000017525,31
ENSDARG00000033760,19
ENSDARG00000055216,582
ENSDARG00000001889,247
ENSDARG00000045367,22
ENSDARG00000028625,27
ENSDARG00000028628,2
ENSDARG00000015997,8
ENSDARG00000097383,0
ENSDARG00000031161,0
ENSDARG00000034117,48
ENSDARG00000082534,0
ENSDARG00000070348,11
ENSDARG00000095755,0
ENSDARG00000036695,10
ENSDARG00000094148,0
ENSDARG00000070353,2
ENSDARG00000070352,0
ENSDARG00000070351,2
ENSDARG00000096956,0
ENSDARG00000070339,10
ENSDARG00000083309,0
ENSDARG00000097150,0
ENSDARG00000092809,5
ENSDARG00000070346,5
ENSDARG00000093797,1
ENSDARG00000070343,5
ENSDARG00000070340,5
ENSDARG00000082918,0
ENSDARG00000070338,0
ENSDARG00000094560,1
ENSDARG00000070337,4
ENSDARG00000061187,75
ENSDARG00000036675,116
ENSDARG00000020606,0
ENSDARG00000116736,0
ENSDARG00000017844,38
ENSDARG00000061174,5
ENSDARG00000095396,0
ENSDARG00000026348,1
ENSDARG00000075314,15
ENSDARG00000101441,15
ENSDARG00000080147,0
ENSDARG00000101982,8
ENSDARG00000082871,0
ENSDARG00000090833,1
ENSDARG00000031020,19
ENSDARG00000036616,1
ENSDARG00000019265,8
ENSDARG00000099874,4
ENSDARG00000114281,0
ENSDARG00000088792,0
ENSDARG00000074554,40
ENSDARG00000055740,1
ENSDARG00000084219,0
ENSDARG00000063594,0
ENSDARG00000108194,0
ENSDARG00000061161,3
ENSDARG00000075990,0
ENSDARG00000097943,0
ENSDARG00000113353,0
ENSDARG00000025212,7
ENSDARG00000052537,5
ENSDARG00000052535,0
ENSDARG00000044325,0
ENSDARG00000059705,0
ENSDARG00000097111,0
ENSDARG00000052528,0
ENSDARG00000052527,0
ENSDARG00000070222,4
ENSDARG00000117697,0
ENSDARG00000116457,2
ENSDARG00000111739,0
ENSDARG00000038891,0
ENSDARG00000111188,6
ENSDARG00000001929,12
ENSDARG00000059700,3
ENSDARG00000116112,0
ENSDARG00000059699,2
ENSDARG00000055856,0
ENSDARG00000090741,0
ENSDARG00000026895,0
ENSDARG00000101752,6
ENSDARG00000088187,0
ENSDARG00000002601,3
ENSDARG00000054968,0
ENSDARG00000091015,0
ENSDARG00000061240,6
ENSDARG00000095280,0
ENSDARG00000092691,0
ENSDARG00000082215,0
ENSDARG00000061228,58
ENSDARG00000026296,0
ENSDARG00000088123,11
ENSDARG00000117759,0
ENSDARG00000113348,0
ENSDARG00000082906,0
ENSDARG00000079201,5
ENSDARG00000061147,0
ENSDARG00000044485,5
ENSDARG00000115869,4
ENSDARG00000100927,0
ENSDARG00000117396,0
ENSDARG00000099038,0
ENSDARG00000008107,16
ENSDARG00000011809,14
ENSDARG00000008788,13
ENSDARG00000078859,4
ENSDARG00000022648,4
ENSDARG00000075468,18
ENSDARG00000078924,7
ENSDARG00000016095,0
ENSDARG00000101619,53
ENSDARG00000102199,8
ENSDARG00000076056,0
ENSDARG00000077341,27
ENSDARG00000104435,8
ENSDARG00000054847,0
ENSDARG00000104500,2
ENSDARG00000095788,0
ENSDARG00000102026,1
ENSDARG00000101595,2
ENSDARG00000005913,13
ENSDARG00000112258,0
ENSDARG00000054641,10
ENSDARG00000084142,0
ENSDARG00000027495,36
ENSDARG00000075455,1
ENSDARG00000094447,0
ENSDARG00000094198,0
ENSDARG00000094460,1
ENSDARG00000089981,39
ENSDARG00000085799,0
ENSDARG00000075960,0
ENSDARG00000111776,0
ENSDARG00000088040,1
ENSDARG00000067808,0
ENSDARG00000095001,0
ENSDARG00000092956,0
ENSDARG00000041644,8
ENSDARG00000115013,0
ENSDARG00000076768,0
ENSDARG00000117747,0
ENSDARG00000117352,1
ENSDARG00000070227,2
ENSDARG00000108259,0
ENSDARG00000011490,2
ENSDARG00000107663,0
ENSDARG00000074827,0
ENSDARG00000046021,0
ENSDARG00000086856,22
ENSDARG00000087798,7
ENSDARG00000093240,8
ENSDARG00000102356,5
ENSDARG00000019025,1
ENSDARG00000096846,0
ENSDARG00000026248,0
ENSDARG00000112217,0
ENSDARG00000113498,0
ENSDARG00000091511,0
ENSDARG00000070271,5
ENSDARG00000101404,0
ENSDARG00000102805,6
ENSDARG00000103766,1
ENSDARG00000104540,9
ENSDARG00000103456,0
ENSDARG00000098803,3
ENSDARG00000106940,0
ENSDARG00000102292,0
ENSDARG00000098890,0
ENSDARG00000099003,3
ENSDARG00000104811,1
ENSDARG00000103347,0
ENSDARG00000085946,0
ENSDARG00000094287,0
ENSDARG00000092072,0
ENSDARG00000107356,0
ENSDARG00000117411,0
ENSDARG00000013524,1
ENSDARG00000110366,0
ENSDARG00000091584,0
ENSDARG00000023840,5
ENSDARG00000038123,22
ENSDARG00000060849,13
ENSDARG00000117217,0
ENSDARG00000093939,1
ENSDARG00000103586,7
ENSDARG00000096947,0
ENSDARG00000070157,16
ENSDARG00000117576,0
ENSDARG00000094316,1
ENSDARG00000077571,2
ENSDARG00000107514,0
ENSDARG00000038113,10
ENSDARG00000004114,0
ENSDARG00000103868,1
ENSDARG00000103725,0
ENSDARG00000111412,0
ENSDARG00000099199,5
ENSDARG00000100939,2
ENSDARG00000104508,5
ENSDARG00000077810,4
ENSDARG00000007216,27
ENSDARG00000090152,10
ENSDARG00000054548,0
ENSDARG00000009524,5
ENSDARG00000088882,1
ENSDARG00000076011,21
ENSDARG00000095911,0
ENSDARG00000012125,7
ENSDARG00000070127,2
ENSDARG00000095873,0
ENSDARG00000101281,0
ENSDARG00000043918,0
ENSDARG00000107169,0
ENSDARG00000117337,2
ENSDARG00000015068,0
ENSDARG00000117592,1
ENSDARG00000074572,42
ENSDARG00000098477,1
ENSDARG00000095969,0
ENSDARG00000060597,4
ENSDARG00000035771,16
ENSDARG00000095809,0
ENSDARG00000039385,1
ENSDARG00000027112,2
ENSDARG00000015835,15
ENSDARG00000095799,0
ENSDARG00000088985,0
ENSDARG00000034107,0
ENSDARG00000075024,16
ENSDARG00000002240,55
ENSDARG00000039005,40
ENSDARG00000099967,0
ENSDARG00000087392,0
ENSDARG00000099607,0
ENSDARG00000088091,384
ENSDARG00000039007,406
ENSDARG00000116713,6
ENSDARG00000039008,3
ENSDARG00000092799,4
ENSDARG00000054448,3
ENSDARG00000086481,0
ENSDARG00000099203,185
ENSDARG00000054218,0
ENSDARG00000095832,11
ENSDARG00000054211,3
ENSDARG00000076317,19
ENSDARG00000095963,15
ENSDARG00000095962,0
ENSDARG00000095861,0
ENSDARG00000103727,0
ENSDARG00000070119,2
ENSDARG00000053990,314
ENSDARG00000039901,2
ENSDARG00000039900,0
ENSDARG00000027381,0
ENSDARG00000077405,83
ENSDARG00000100962,1
ENSDARG00000114104,0
ENSDARG00000099425,7
ENSDARG00000036897,0
ENSDARG00000036894,34
ENSDARG00000100797,7
ENSDARG00000023062,7
ENSDARG00000095817,0
ENSDARG00000095843,0
ENSDARG00000044169,5
ENSDARG00000101212,0
ENSDARG00000092260,1
ENSDARG00000053966,0
ENSDARG00000077799,3
ENSDARG00000076310,15
ENSDARG00000102845,0
ENSDARG00000102585,0
ENSDARG00000062262,0
ENSDARG00000033955,0
ENSDARG00000102005,0
ENSDARG00000112923,3
ENSDARG00000099483,0
ENSDARG00000007751,0
ENSDARG00000012946,28
ENSDARG00000043046,12
ENSDARG00000095825,0
ENSDARG00000100075,7
ENSDARG00000102050,0
ENSDARG00000105093,0
ENSDARG00000099479,3
ENSDARG00000103134,17
ENSDARG00000103042,0
ENSDARG00000069904,1
ENSDARG00000053940,1
ENSDARG00000096304,0
ENSDARG00000101407,1
ENSDARG00000098990,14
ENSDARG00000100598,1
ENSDARG00000017649,0
ENSDARG00000088466,0
ENSDARG00000090039,1
ENSDARG00000042259,4
ENSDARG00000045465,6
ENSDARG00000076373,0
ENSDARG00000077245,0
ENSDARG00000109959,0
ENSDARG00000085507,0
ENSDARG00000059410,0
ENSDARG00000026417,0
ENSDARG00000021909,0
ENSDARG00000106476,0
ENSDARG00000100958,1
ENSDARG00000074715,7
ENSDARG00000059411,1
ENSDARG00000076005,5
ENSDARG00000006617,0
ENSDARG00000097429,0
ENSDARG00000076791,11
ENSDARG00000116324,0
ENSDARG00000045463,14
ENSDARG00000059412,0
ENSDARG00000096936,0
ENSDARG00000077878,0
ENSDARG00000096447,1
ENSDARG00000071863,23
ENSDARG00000102153,30
ENSDARG00000071864,0
ENSDARG00000095432,2
ENSDARG00000092319,0
ENSDARG00000101358,0
ENSDARG00000117691,5
ENSDARG00000109809,0
ENSDARG00000110804,2
ENSDARG00000013965,17
ENSDARG00000012642,3
ENSDARG00000063701,18
ENSDARG00000090649,0
ENSDARG00000094832,0
ENSDARG00000045453,0
ENSDARG00000071860,19
ENSDARG00000091247,2
ENSDARG00000112662,0
ENSDARG00000101110,10
ENSDARG00000104576,4
ENSDARG00000098589,53
ENSDARG00000100251,0
ENSDARG00000105040,9
ENSDARG00000106273,0
ENSDARG00000102412,22
ENSDARG00000104801,0
ENSDARG00000098245,3
ENSDARG00000012671,16
ENSDARG00000102341,0
ENSDARG00000059391,101
ENSDARG00000059388,3
ENSDARG00000075369,10
ENSDARG00000045447,19
ENSDARG00000019976,40
ENSDARG00000074611,11
ENSDARG00000097918,0
ENSDARG00000071823,4
ENSDARG00000117682,0
ENSDARG00000117496,0
ENSDARG00000028000,23
ENSDARG00000084074,0
ENSDARG00000029072,62
ENSDARG00000094547,1
ENSDARG00000114445,0
ENSDARG00000063677,2
ENSDARG00000116895,0
ENSDARG00000045444,11
ENSDARG00000045442,175
ENSDARG00000045443,0
ENSDARG00000015567,25
ENSDARG00000031307,2
ENSDARG00000077468,1
ENSDARG00000011821,8
ENSDARG00000055629,1
ENSDARG00000058585,2
ENSDARG00000092898,1
ENSDARG00000061221,0
ENSDARG00000095333,0
ENSDARG00000095245,0
ENSDARG00000061203,2
ENSDARG00000055575,6
ENSDARG00000113632,0
ENSDARG00000055566,3
ENSDARG00000116862,0
ENSDARG00000034883,14
ENSDARG00000010155,16
ENSDARG00000017910,12
ENSDARG00000095609,0
ENSDARG00000055520,0
ENSDARG00000016505,3
ENSDARG00000110504,0
ENSDARG00000055506,0
ENSDARG00000096932,1
ENSDARG00000015537,77
ENSDARG00000010186,7
ENSDARG00000079278,4
ENSDARG00000055476,1
ENSDARG00000013976,49
ENSDARG00000077134,11
ENSDARG00000082329,0
ENSDARG00000104295,7
ENSDARG00000109429,0
ENSDARG00000074528,0
ENSDARG00000031248,2
ENSDARG00000076826,0
ENSDARG00000093011,0
ENSDARG00000089794,0
ENSDARG00000008790,2
ENSDARG00000013933,0
ENSDARG00000079312,83
ENSDARG00000063636,12
ENSDARG00000015174,14
ENSDARG00000059362,20
ENSDARG00000011640,75
ENSDARG00000008164,2
ENSDARG00000078297,1
ENSDARG00000018461,28
ENSDARG00000076055,1
ENSDARG00000079560,3
ENSDARG00000079401,5
ENSDARG00000038876,15
ENSDARG00000015686,5
ENSDARG00000009342,23
ENSDARG00000113426,0
ENSDARG00000111747,6
ENSDARG00000104791,0
ENSDARG00000071774,7
ENSDARG00000045437,7
ENSDARG00000059279,51
ENSDARG00000110836,31
ENSDARG00000059287,1
ENSDARG00000045413,2
ENSDARG00000116385,0
ENSDARG00000045414,24
ENSDARG00000113258,0
ENSDARG00000045415,19
ENSDARG00000045416,1
ENSDARG00000113438,0
ENSDARG00000094618,1
ENSDARG00000037415,2
ENSDARG00000097146,0
ENSDARG00000059337,22
ENSDARG00000100872,0
ENSDARG00000059333,13
ENSDARG00000094667,0
ENSDARG00000092172,20
ENSDARG00000045427,0
ENSDARG00000078261,8
ENSDARG00000063588,4
ENSDARG00000059322,0
ENSDARG00000106397,0
ENSDARG00000090230,8
ENSDARG00000023028,72
ENSDARG00000063573,12
ENSDARG00000092885,0
ENSDARG00000095281,0
ENSDARG00000093216,0
ENSDARG00000078638,0
ENSDARG00000092924,0
ENSDARG00000045424,0
ENSDARG00000045423,0
ENSDARG00000086362,5
ENSDARG00000107850,0
ENSDARG00000073931,10
ENSDARG00000045422,0
ENSDARG00000095829,0
ENSDARG00000071724,3
ENSDARG00000098036,0
ENSDARG00000045695,25
ENSDARG00000093108,1
ENSDARG00000095733,0
ENSDARG00000045417,18
ENSDARG00000084053,0
ENSDARG00000039729,23
ENSDARG00000071727,0
ENSDARG00000114677,0
ENSDARG00000102732,0
ENSDARG00000109069,0
ENSDARG00000113628,0
ENSDARG00000090548,2
ENSDARG00000007418,8
ENSDARG00000009178,8
ENSDARG00000071735,0
ENSDARG00000038814,21
ENSDARG00000094422,21
ENSDARG00000045411,5
ENSDARG00000040133,3
ENSDARG00000084290,0
ENSDARG00000040309,5
ENSDARG00000040310,31
ENSDARG00000052131,12
ENSDARG00000094942,0
ENSDARG00000110936,0
ENSDARG00000092528,2
ENSDARG00000022970,9
ENSDARG00000011404,15
ENSDARG00000103898,0
ENSDARG00000099738,0
ENSDARG00000100235,0
ENSDARG00000099575,0
ENSDARG00000105010,15
ENSDARG00000094941,0
ENSDARG00000110005,0
ENSDARG00000005220,19
ENSDARG00000069260,1
ENSDARG00000041492,2
ENSDARG00000096451,2
ENSDARG00000063882,2
ENSDARG00000041493,3
ENSDARG00000075113,0
ENSDARG00000041828,0
ENSDARG00000020956,57
ENSDARG00000002165,4
ENSDARG00000108683,0
ENSDARG00000009868,10
ENSDARG00000115898,0
ENSDARG00000045355,10
ENSDARG00000045360,16
ENSDARG00000026801,164
ENSDARG00000058730,21
ENSDARG00000094794,1
ENSDARG00000110160,0
ENSDARG00000058710,1
ENSDARG00000088842,3
ENSDARG00000110491,0
ENSDARG00000031875,0
ENSDARG00000110016,3
ENSDARG00000014259,61
ENSDARG00000026500,0
ENSDARG00000019137,38
ENSDARG00000017929,25
ENSDARG00000081993,0
ENSDARG00000045371,0
ENSDARG00000094442,0
ENSDARG00000093645,0
ENSDARG00000045372,10
ENSDARG00000045373,99
ENSDARG00000063049,5
ENSDARG00000092995,0
ENSDARG00000058603,2
ENSDARG00000110233,0
ENSDARG00000058601,8
ENSDARG00000045378,0
ENSDARG00000077275,0
ENSDARG00000063032,0
ENSDARG00000045391,0
ENSDARG00000004131,0
ENSDARG00000115878,0
ENSDARG00000058565,0
ENSDARG00000116720,0
ENSDARG00000077151,22
ENSDARG00000016897,1
ENSDARG00000110114,0
ENSDARG00000071596,5
ENSDARG00000093743,0
ENSDARG00000071594,1
ENSDARG00000096457,22
ENSDARG00000096455,2
ENSDARG00000096436,0
ENSDARG00000058821,14
ENSDARG00000111426,0
ENSDARG00000103141,0
ENSDARG00000084965,0
ENSDARG00000045398,12
ENSDARG00000045399,119
ENSDARG00000073786,12
ENSDARG00000001930,7
ENSDARG00000008292,356
ENSDARG00000074453,8
ENSDARG00000071626,83
ENSDARG00000027088,347
ENSDARG00000032098,6
ENSDARG00000018459,16
ENSDARG00000074708,0
ENSDARG00000003776,18
ENSDARG00000045401,33
ENSDARG00000045402,15
ENSDARG00000006010,7
ENSDARG00000020158,0
ENSDARG00000117494,0
ENSDARG00000097929,0
ENSDARG00000018491,26
ENSDARG00000010571,17
ENSDARG00000007691,10
ENSDARG00000096996,0
ENSDARG00000096926,0
ENSDARG00000058969,37
ENSDARG00000116293,0
ENSDARG00000115131,0
ENSDARG00000116030,0
ENSDARG00000038040,1
ENSDARG00000108243,0
ENSDARG00000018637,270
ENSDARG00000058966,2
ENSDARG00000089205,2
ENSDARG00000087804,9
ENSDARG00000101443,14
ENSDARG00000108928,0
ENSDARG00000100236,4
ENSDARG00000063474,21
ENSDARG00000096479,0
ENSDARG00000012013,4
ENSDARG00000071692,6
ENSDARG00000095034,4
ENSDARG00000115708,0
ENSDARG00000038428,17
ENSDARG00000071685,10
ENSDARG00000038429,3
ENSDARG00000100303,5
ENSDARG00000112015,5
ENSDARG00000059166,2
ENSDARG00000096121,0
ENSDARG00000096080,0
ENSDARG00000092007,0
ENSDARG00000027500,21
ENSDARG00000116940,0
ENSDARG00000010169,1
ENSDARG00000002396,22
ENSDARG00000074219,1
ENSDARG00000004687,12
ENSDARG00000075825,2
ENSDARG00000059123,14
ENSDARG00000001909,1
ENSDARG00000071673,26
ENSDARG00000081224,0
ENSDARG00000059070,49
ENSDARG00000005139,22
ENSDARG00000019125,0
ENSDARG00000079547,0
ENSDARG00000059097,59
ENSDARG00000063387,1
ENSDARG00000059058,1
ENSDARG00000109572,0
ENSDARG00000087238,19
ENSDARG00000093044,39
ENSDARG00000110153,0
ENSDARG00000028164,3
ENSDARG00000045352,58
ENSDARG00000045351,8
ENSDARG00000063344,13
ENSDARG00000016360,14
ENSDARG00000089919,7
ENSDARG00000032131,3
ENSDARG00000016093,4
ENSDARG00000027851,0
ENSDARG00000003899,0
ENSDARG00000076238,5
ENSDARG00000076318,10
ENSDARG00000027825,26
ENSDARG00000077431,7
ENSDARG00000097532,0
ENSDARG00000074335,68
ENSDARG00000109194,0
ENSDARG00000004647,0
ENSDARG00000088232,0
ENSDARG00000112474,0
ENSDARG00000077492,20
ENSDARG00000077955,8
ENSDARG00000096446,0
ENSDARG00000016496,10
ENSDARG00000062948,20
ENSDARG00000062934,0
ENSDARG00000078109,10
ENSDARG00000113148,0
ENSDARG00000010516,896
ENSDARG00000105958,0
ENSDARG00000071583,0
ENSDARG00000029177,11
ENSDARG00000045342,12
ENSDARG00000002779,3
ENSDARG00000071579,5
ENSDARG00000058503,0
ENSDARG00000031637,13
ENSDARG00000019371,2
ENSDARG00000062758,0
ENSDARG00000116575,1
ENSDARG00000062837,5
ENSDARG00000058318,7
ENSDARG00000058394,21
ENSDARG00000058390,0
ENSDARG00000058352,6
ENSDARG00000109043,0
ENSDARG00000032272,2
ENSDARG00000026444,17
ENSDARG00000092476,0
ENSDARG00000114335,0
ENSDARG00000110278,0
ENSDARG00000058370,2
ENSDARG00000058357,0
ENSDARG00000000069,63
ENSDARG00000062415,27
ENSDARG00000112184,0
ENSDARG00000111279,0
ENSDARG00000086010,0
ENSDARG00000095252,0
ENSDARG00000097983,0
ENSDARG00000092045,0
ENSDARG00000027915,18
ENSDARG00000094602,1
ENSDARG00000117315,0
ENSDARG00000117234,0
ENSDARG00000112322,0
ENSDARG00000117354,0
ENSDARG00000062421,1
ENSDARG00000075542,205
ENSDARG00000084789,0
ENSDARG00000117487,0
ENSDARG00000071565,8
ENSDARG00000077532,5
ENSDARG00000057624,24
ENSDARG00000106560,0
ENSDARG00000057632,1
ENSDARG00000086944,0
ENSDARG00000062460,17
ENSDARG00000030999,2
ENSDARG00000003941,13
ENSDARG00000045308,20
ENSDARG00000058011,2
ENSDARG00000058005,61
ENSDARG00000019332,128
ENSDARG00000097915,0
ENSDARG00000090346,12
ENSDARG00000034528,3
ENSDARG00000057789,45
ENSDARG00000062519,0
ENSDARG00000016207,0
ENSDARG00000005332,0
ENSDARG00000001829,33
ENSDARG00000045316,23
ENSDARG00000057912,111
ENSDARG00000087483,4
ENSDARG00000057927,4
ENSDARG00000010555,4
ENSDARG00000057939,2
ENSDARG00000097984,1
ENSDARG00000081423,0
ENSDARG00000058039,11
ENSDARG00000013861,2
ENSDARG00000045304,1
ENSDARG00000045305,20
ENSDARG00000058147,4
ENSDARG00000058158,6
ENSDARG00000027657,6
ENSDARG00000058162,2
ENSDARG00000014527,0
ENSDARG00000045306,14
ENSDARG00000092334,0
ENSDARG00000058178,0
ENSDARG00000033965,6
ENSDARG00000016794,2
ENSDARG00000075222,15
ENSDARG00000074843,17
ENSDARG00000096452,0
ENSDARG00000058200,1
ENSDARG00000091835,0
ENSDARG00000058260,2
ENSDARG00000086254,3
ENSDARG00000088680,0
ENSDARG00000030750,1
ENSDARG00000088137,2
ENSDARG00000096465,0
ENSDARG00000018066,3
ENSDARG00000062363,4
ENSDARG00000057577,19
ENSDARG00000045302,13
ENSDARG00000074480,1
ENSDARG00000019342,11
ENSDARG00000111102,21
ENSDARG00000008275,30
ENSDARG00000075853,7
ENSDARG00000013310,8
ENSDARG00000117117,0
ENSDARG00000094511,2
ENSDARG00000077372,2
ENSDARG00000090646,1
ENSDARG00000103972,0
ENSDARG00000032246,0
ENSDARG00000083247,0
ENSDARG00000081087,0
ENSDARG00000062228,0
ENSDARG00000088514,121
ENSDARG00000045296,101
ENSDARG00000108475,40
ENSDARG00000057437,38
ENSDARG00000007271,12
ENSDARG00000062235,1
ENSDARG00000057392,4
ENSDARG00000022904,0
ENSDARG00000079167,13
ENSDARG00000074696,0
ENSDARG00000030723,6
ENSDARG00000079231,0
ENSDARG00000010244,256
ENSDARG00000017235,510
ENSDARG00000009031,25
ENSDARG00000116503,0
ENSDARG00000057125,6
ENSDARG00000057117,0
ENSDARG00000062023,2
ENSDARG00000115549,0
ENSDARG00000062087,4
ENSDARG00000057241,11
ENSDARG00000039430,19
ENSDARG00000062137,7
ENSDARG00000062146,22
ENSDARG00000062154,10
ENSDARG00000057249,39
ENSDARG00000012353,0
ENSDARG00000092324,0
ENSDARG00000117213,0
ENSDARG00000093608,12
ENSDARG00000032993,0
ENSDARG00000113230,0
ENSDARG00000094002,2
ENSDARG00000093570,1
ENSDARG00000099782,0
ENSDARG00000100520,0
ENSDARG00000093098,0
ENSDARG00000078205,0
ENSDARG00000092283,32
ENSDARG00000084068,0
ENSDARG00000071499,0
