Identifier,TGSH-10ug/L-C
ENSDARG00000003414,0
ENSDARG00000078970,0
ENSDARG00000062003,29
ENSDARG00000100892,0
ENSDARG00000104765,3
ENSDARG00000069767,0
ENSDARG00000087165,8
ENSDARG00000089088,0
ENSDARG00000091730,0
ENSDARG00000103447,0
ENSDARG00000069769,0
ENSDARG00000099325,0
ENSDARG00000103444,0
ENSDARG00000098463,0
ENSDARG00000099735,0
ENSDARG00000075757,0
ENSDARG00000098772,0
ENSDARG00000006666,4
ENSDARG00000091888,1
ENSDARG00000044612,1
ENSDARG00000095627,0
ENSDARG00000044613,0
ENSDARG00000069775,4
ENSDARG00000091119,1
ENSDARG00000056619,4
ENSDARG00000056625,0
ENSDARG00000056630,4
ENSDARG00000000349,0
ENSDARG00000044619,29
ENSDARG00000044622,0
ENSDARG00000088690,0
ENSDARG00000044625,32
ENSDARG00000044626,5
ENSDARG00000044627,1
ENSDARG00000044629,4
ENSDARG00000059774,4
ENSDARG00000006782,2
ENSDARG00000069441,1
ENSDARG00000015918,59
ENSDARG00000018738,8
ENSDARG00000008880,8
ENSDARG00000061749,0
ENSDARG00000089212,6
ENSDARG00000007184,20
ENSDARG00000056181,4
ENSDARG00000110410,0
ENSDARG00000117523,0
ENSDARG00000031075,0
ENSDARG00000085364,0
ENSDARG00000117689,0
ENSDARG00000044642,2
ENSDARG00000078435,9
ENSDARG00000074184,2
ENSDARG00000101796,0
ENSDARG00000107168,0
ENSDARG00000069467,0
ENSDARG00000081177,0
ENSDARG00000061794,26
ENSDARG00000056244,5
ENSDARG00000056267,8
ENSDARG00000061865,8
ENSDARG00000104326,2
ENSDARG00000056248,295
ENSDARG00000101767,0
ENSDARG00000014274,10
ENSDARG00000090899,0
ENSDARG00000090469,0
ENSDARG00000103687,53
ENSDARG00000042970,10
ENSDARG00000056239,3
ENSDARG00000091512,3
ENSDARG00000044655,0
ENSDARG00000105820,0
ENSDARG00000094515,0
ENSDARG00000105762,0
ENSDARG00000105719,0
ENSDARG00000105835,0
ENSDARG00000056277,0
ENSDARG00000105754,0
ENSDARG00000009771,34
ENSDARG00000008155,5
ENSDARG00000073707,16
ENSDARG00000086553,2
ENSDARG00000073781,0
ENSDARG00000089836,18
ENSDARG00000087753,0
ENSDARG00000020811,10
ENSDARG00000087666,1
ENSDARG00000079373,0
ENSDARG00000069494,2
ENSDARG00000078256,0
ENSDARG00000079908,2
ENSDARG00000094217,14
ENSDARG00000069495,0
ENSDARG00000069497,3
ENSDARG00000069498,3
ENSDARG00000091669,3
ENSDARG00000069501,0
ENSDARG00000069503,23
ENSDARG00000095025,3
ENSDARG00000015955,6
ENSDARG00000009544,15
ENSDARG00000009215,6
ENSDARG00000006580,0
ENSDARG00000069505,2
ENSDARG00000069507,0
ENSDARG00000025567,6
ENSDARG00000069766,2
ENSDARG00000024026,9
ENSDARG00000006524,39
ENSDARG00000010977,0
ENSDARG00000006316,602
ENSDARG00000082891,0
ENSDARG00000002391,1
ENSDARG00000059365,4
ENSDARG00000032714,4
ENSDARG00000107795,0
ENSDARG00000097511,0
ENSDARG00000054911,46
ENSDARG00000054916,19
ENSDARG00000077860,47
ENSDARG00000097025,2
ENSDARG00000054929,9
ENSDARG00000077938,0
ENSDARG00000088207,0
ENSDARG00000012399,11
ENSDARG00000092480,0
ENSDARG00000003175,3
ENSDARG00000044534,0
ENSDARG00000069266,3
ENSDARG00000055064,57
ENSDARG00000055076,24
ENSDARG00000037008,0
ENSDARG00000009553,88
ENSDARG00000098328,0
ENSDARG00000037009,47
ENSDARG00000037012,23
ENSDARG00000074057,94
ENSDARG00000098766,42
ENSDARG00000055132,11
ENSDARG00000044540,18
ENSDARG00000044541,9
ENSDARG00000055154,11
ENSDARG00000087993,3
ENSDARG00000044544,1
ENSDARG00000044545,13
ENSDARG00000079905,5
ENSDARG00000078317,8
ENSDARG00000088601,0
ENSDARG00000005945,17
ENSDARG00000044550,1
ENSDARG00000084957,0
ENSDARG00000020676,6
ENSDARG00000079095,0
ENSDARG00000012723,8
ENSDARG00000013755,304
ENSDARG00000001767,0
ENSDARG00000055278,5
ENSDARG00000005616,1
ENSDARG00000090730,0
ENSDARG00000075169,2
ENSDARG00000055338,1
ENSDARG00000044556,0
ENSDARG00000021241,0
ENSDARG00000097270,0
ENSDARG00000019501,0
ENSDARG00000061454,7
ENSDARG00000080427,0
ENSDARG00000107215,0
ENSDARG00000062328,0
ENSDARG00000055518,18
ENSDARG00000055523,2
ENSDARG00000083285,0
ENSDARG00000094912,0
ENSDARG00000095273,144
ENSDARG00000055536,10
ENSDARG00000055539,57
ENSDARG00000117105,0
ENSDARG00000077818,0
ENSDARG00000067591,10
ENSDARG00000015557,7
ENSDARG00000080922,0
ENSDARG00000078865,52
ENSDARG00000094085,1
ENSDARG00000004988,34
ENSDARG00000087457,2
ENSDARG00000077257,3
ENSDARG00000040178,2
ENSDARG00000083339,0
ENSDARG00000091692,1
ENSDARG00000103260,2
ENSDARG00000100964,0
ENSDARG00000011317,0
ENSDARG00000098587,0
ENSDARG00000116369,1
ENSDARG00000110627,0
ENSDARG00000109968,0
ENSDARG00000112176,0
ENSDARG00000115841,0
ENSDARG00000069362,0
ENSDARG00000110355,0
ENSDARG00000102728,0
ENSDARG00000099580,0
ENSDARG00000109332,2
ENSDARG00000097564,0
ENSDARG00000114310,0
ENSDARG00000098684,0
ENSDARG00000044567,4
ENSDARG00000075526,8
ENSDARG00000114922,0
ENSDARG00000044566,99
ENSDARG00000077116,4
ENSDARG00000086705,0
ENSDARG00000015033,2
ENSDARG00000014536,21
ENSDARG00000107769,0
ENSDARG00000031246,6
ENSDARG00000005551,20
ENSDARG00000055999,4
ENSDARG00000056005,6
ENSDARG00000045127,11
ENSDARG00000069428,0
ENSDARG00000004956,17
ENSDARG00000055955,0
ENSDARG00000055926,1
ENSDARG00000116832,0
ENSDARG00000069422,4
ENSDARG00000069421,1
ENSDARG00000056453,0
ENSDARG00000019060,47
ENSDARG00000020645,28
ENSDARG00000019312,2
ENSDARG00000074719,1
ENSDARG00000110266,0
ENSDARG00000105039,2
ENSDARG00000092044,9
ENSDARG00000019693,17
ENSDARG00000032746,0
ENSDARG00000032263,0
ENSDARG00000003344,0
ENSDARG00000014017,17
ENSDARG00000030006,0
ENSDARG00000061560,0
ENSDARG00000092398,3
ENSDARG00000004301,2
ENSDARG00000044596,0
ENSDARG00000044597,4
ENSDARG00000074222,0
ENSDARG00000044514,10
ENSDARG00000016789,0
ENSDARG00000044513,11
ENSDARG00000069373,3
ENSDARG00000033361,2
ENSDARG00000044512,1
ENSDARG00000106726,0
ENSDARG00000011171,23
ENSDARG00000090676,0
ENSDARG00000102482,13
ENSDARG00000107312,0
ENSDARG00000073961,2
ENSDARG00000012932,6
ENSDARG00000089078,3
ENSDARG00000092576,0
ENSDARG00000005908,7
ENSDARG00000079283,7
ENSDARG00000077364,1
ENSDARG00000044094,2
ENSDARG00000003127,35
ENSDARG00000094924,0
ENSDARG00000073704,28
ENSDARG00000075930,2
ENSDARG00000008255,30
ENSDARG00000054667,0
ENSDARG00000054658,1
ENSDARG00000117308,3
ENSDARG00000060200,0
ENSDARG00000103925,0
ENSDARG00000111106,32
ENSDARG00000104924,0
ENSDARG00000010238,17
ENSDARG00000103606,19
ENSDARG00000036629,497
ENSDARG00000036628,0
ENSDARG00000110481,1
ENSDARG00000089914,7
ENSDARG00000093099,0
ENSDARG00000069196,4
ENSDARG00000091943,1
ENSDARG00000092635,1
ENSDARG00000032373,7
ENSDARG00000033444,3
ENSDARG00000111280,0
ENSDARG00000022378,2
ENSDARG00000006408,40
ENSDARG00000060837,3
ENSDARG00000054374,0
ENSDARG00000010132,9
ENSDARG00000003845,7
ENSDARG00000007217,2
ENSDARG00000026236,1
ENSDARG00000044484,9
ENSDARG00000044491,2
ENSDARG00000094753,2
ENSDARG00000007108,5
ENSDARG00000090202,0
ENSDARG00000079393,1
ENSDARG00000021408,7
ENSDARG00000054510,1
ENSDARG00000069184,4
ENSDARG00000054542,0
ENSDARG00000044492,9
ENSDARG00000054530,9
ENSDARG00000074819,4
ENSDARG00000083084,0
ENSDARG00000098573,11
ENSDARG00000093449,1
ENSDARG00000081032,0
ENSDARG00000079257,0
ENSDARG00000109961,8
ENSDARG00000020043,16
ENSDARG00000076041,4
ENSDARG00000108299,0
ENSDARG00000117130,2
ENSDARG00000044402,11
ENSDARG00000032157,2
ENSDARG00000089800,0
ENSDARG00000069113,9
ENSDARG00000054307,2
ENSDARG00000091187,6
ENSDARG00000085249,0
ENSDARG00000060695,31
ENSDARG00000069105,15
ENSDARG00000060705,19
ENSDARG00000054164,4
ENSDARG00000079508,8
ENSDARG00000054172,28
ENSDARG00000115557,211
ENSDARG00000054191,126
ENSDARG00000078335,3
ENSDARG00000117731,0
ENSDARG00000102367,10
ENSDARG00000105287,28
ENSDARG00000099096,10
ENSDARG00000108937,5
ENSDARG00000079102,0
ENSDARG00000054103,1
ENSDARG00000054096,0
ENSDARG00000044387,3
ENSDARG00000060661,0
ENSDARG00000080423,0
ENSDARG00000018757,3
ENSDARG00000044375,17
ENSDARG00000033089,0
ENSDARG00000054060,20
ENSDARG00000109167,0
ENSDARG00000026680,5
ENSDARG00000077746,0
ENSDARG00000044380,5
ENSDARG00000044381,2
ENSDARG00000077870,12
ENSDARG00000054032,1
ENSDARG00000073686,0
ENSDARG00000022295,11
ENSDARG00000104045,0
ENSDARG00000100505,8
ENSDARG00000117542,0
ENSDARG00000117478,0
ENSDARG00000038964,1
ENSDARG00000029381,5
ENSDARG00000053831,14
ENSDARG00000053853,15
ENSDARG00000044362,46
ENSDARG00000053875,614
ENSDARG00000053877,0
ENSDARG00000094675,3
ENSDARG00000082168,0
ENSDARG00000095185,1
ENSDARG00000075551,0
ENSDARG00000087088,0
ENSDARG00000060566,1
ENSDARG00000026595,43
ENSDARG00000073988,6
ENSDARG00000010385,7
ENSDARG00000005172,25
ENSDARG00000017843,25
ENSDARG00000017813,1
ENSDARG00000019702,221
ENSDARG00000086169,2
ENSDARG00000069082,1
ENSDARG00000089101,0
ENSDARG00000007040,3
ENSDARG00000046012,5
ENSDARG00000060051,0
ENSDARG00000114306,0
ENSDARG00000008020,11
ENSDARG00000077691,0
ENSDARG00000076448,4
ENSDARG00000069048,19
ENSDARG00000054609,8
ENSDARG00000079294,0
ENSDARG00000018521,0
ENSDARG00000094235,0
ENSDARG00000044343,0
ENSDARG00000044748,0
ENSDARG00000053813,1
ENSDARG00000035048,0
ENSDARG00000105792,0
ENSDARG00000094505,0
ENSDARG00000092406,0
ENSDARG00000068937,0
ENSDARG00000044338,0
ENSDARG00000053779,2
ENSDARG00000044337,0
ENSDARG00000022319,0
ENSDARG00000044336,0
ENSDARG00000053817,0
ENSDARG00000105799,0
ENSDARG00000106963,0
ENSDARG00000013014,0
ENSDARG00000108118,0
ENSDARG00000074955,8
ENSDARG00000080775,0
ENSDARG00000080188,0
ENSDARG00000015221,6
ENSDARG00000098955,1
ENSDARG00000102272,0
ENSDARG00000099229,1
ENSDARG00000098304,53
ENSDARG00000099791,0
ENSDARG00000104207,0
ENSDARG00000102392,0
ENSDARG00000101523,0
ENSDARG00000014966,12
ENSDARG00000032296,26
ENSDARG00000053771,2
ENSDARG00000019651,0
ENSDARG00000003022,1
ENSDARG00000069017,0
ENSDARG00000007279,9
ENSDARG00000020102,0
ENSDARG00000069031,0
ENSDARG00000019280,12
ENSDARG00000101023,2
ENSDARG00000101011,0
ENSDARG00000102975,34
ENSDARG00000100499,99
ENSDARG00000083345,0
ENSDARG00000103922,10
ENSDARG00000102206,1
ENSDARG00000104280,4
ENSDARG00000105114,2
ENSDARG00000069003,7
ENSDARG00000113268,0
ENSDARG00000083360,0
ENSDARG00000099221,3
ENSDARG00000030665,2
ENSDARG00000021252,77
ENSDARG00000043905,6
ENSDARG00000020122,5
ENSDARG00000053665,9
ENSDARG00000097196,19
ENSDARG00000068989,19
ENSDARG00000058736,1
ENSDARG00000100032,5
ENSDARG00000084687,0
ENSDARG00000101925,0
ENSDARG00000103251,5
ENSDARG00000101894,2
ENSDARG00000105872,0
ENSDARG00000089216,0
ENSDARG00000096879,2
ENSDARG00000079499,1
ENSDARG00000002587,82
ENSDARG00000053547,17
ENSDARG00000085431,0
ENSDARG00000094609,0
ENSDARG00000010085,3
ENSDARG00000004754,5
ENSDARG00000091092,2
ENSDARG00000001857,6
ENSDARG00000114616,0
ENSDARG00000094181,1
ENSDARG00000077861,0
ENSDARG00000032606,14
ENSDARG00000033046,0
ENSDARG00000094503,0
ENSDARG00000068958,0
ENSDARG00000060390,7
ENSDARG00000044327,1
ENSDARG00000044328,20
ENSDARG00000014531,3
ENSDARG00000086551,0
ENSDARG00000090164,2
ENSDARG00000060400,0
ENSDARG00000023940,2
ENSDARG00000013210,0
ENSDARG00000090870,0
ENSDARG00000094392,0
ENSDARG00000116512,0
ENSDARG00000093353,0
ENSDARG00000093255,0
ENSDARG00000077547,0
ENSDARG00000016484,29
ENSDARG00000111793,0
ENSDARG00000110554,0
ENSDARG00000083089,0
ENSDARG00000115970,0
ENSDARG00000083150,0
ENSDARG00000083826,0
ENSDARG00000068973,1
ENSDARG00000092985,0
ENSDARG00000053624,1
ENSDARG00000053619,5
ENSDARG00000053617,19
ENSDARG00000116139,9
ENSDARG00000004161,37
ENSDARG00000117075,0
ENSDARG00000021984,32
ENSDARG00000087492,0
ENSDARG00000019713,2
ENSDARG00000042811,1
ENSDARG00000087117,0
ENSDARG00000090883,0
ENSDARG00000091416,0
ENSDARG00000102241,1
ENSDARG00000098242,1
ENSDARG00000100774,0
ENSDARG00000103740,26
ENSDARG00000099922,0
ENSDARG00000113609,0
ENSDARG00000113857,0
ENSDARG00000068732,14
ENSDARG00000012892,19
ENSDARG00000005462,7
ENSDARG00000060282,16
ENSDARG00000044319,0
ENSDARG00000010945,0
ENSDARG00000090747,9
ENSDARG00000045132,86
ENSDARG00000096305,2
ENSDARG00000086612,0
ENSDARG00000038672,1
ENSDARG00000003151,81
ENSDARG00000053404,10
ENSDARG00000026035,6
ENSDARG00000053395,22
ENSDARG00000053389,2
ENSDARG00000117825,0
ENSDARG00000117307,0
ENSDARG00000117261,0
ENSDARG00000117754,0
ENSDARG00000105104,1
ENSDARG00000102926,0
ENSDARG00000102171,2
ENSDARG00000117229,0
ENSDARG00000113657,0
ENSDARG00000099648,0
ENSDARG00000043249,1
ENSDARG00000101021,0
ENSDARG00000103403,15
ENSDARG00000104375,1
ENSDARG00000109600,1
ENSDARG00000100409,8
ENSDARG00000099458,17
ENSDARG00000113250,0
ENSDARG00000099329,2
ENSDARG00000116608,2
ENSDARG00000110357,9
ENSDARG00000023820,31
ENSDARG00000101722,0
ENSDARG00000030213,21
ENSDARG00000103825,1
ENSDARG00000005335,0
ENSDARG00000094112,3
ENSDARG00000086848,0
ENSDARG00000090462,26
ENSDARG00000075768,103
ENSDARG00000059367,13
ENSDARG00000098070,1
ENSDARG00000102687,2
ENSDARG00000111644,0
ENSDARG00000115428,3
ENSDARG00000102924,1
ENSDARG00000112931,15
ENSDARG00000079475,0
ENSDARG00000040401,12
ENSDARG00000009477,1
ENSDARG00000074332,16
ENSDARG00000071558,0
ENSDARG00000087401,1
ENSDARG00000087545,0
ENSDARG00000098601,0
ENSDARG00000095217,0
ENSDARG00000112287,0
ENSDARG00000102414,45
ENSDARG00000111386,1
ENSDARG00000110596,0
ENSDARG00000020298,12
ENSDARG00000046002,4
ENSDARG00000114023,0
ENSDARG00000090145,6
ENSDARG00000031216,16
ENSDARG00000078657,5
ENSDARG00000078223,0
ENSDARG00000059315,0
ENSDARG00000091638,0
ENSDARG00000100252,5
ENSDARG00000019726,0
ENSDARG00000094388,1
ENSDARG00000000853,19
ENSDARG00000063661,2
ENSDARG00000027391,0
ENSDARG00000001057,17
ENSDARG00000046006,9
ENSDARG00000000229,10
ENSDARG00000046007,1
ENSDARG00000076554,1
ENSDARG00000059360,45
ENSDARG00000106914,0
ENSDARG00000018881,7
ENSDARG00000077982,0
ENSDARG00000006079,0
ENSDARG00000078686,13
ENSDARG00000078301,0
ENSDARG00000013279,2
ENSDARG00000042147,8
ENSDARG00000091131,10
ENSDARG00000071555,8
ENSDARG00000011890,4
ENSDARG00000030250,0
ENSDARG00000044241,9
ENSDARG00000021177,2
ENSDARG00000018516,0
ENSDARG00000114704,0
ENSDARG00000029457,5
ENSDARG00000044524,0
ENSDARG00000044525,0
ENSDARG00000095791,0
ENSDARG00000088584,2
ENSDARG00000095870,0
ENSDARG00000044526,9
ENSDARG00000059369,0
ENSDARG00000101567,6
ENSDARG00000101700,0
ENSDARG00000103883,0
ENSDARG00000100747,0
ENSDARG00000104718,0
ENSDARG00000098347,0
ENSDARG00000101986,1
ENSDARG00000101979,5
ENSDARG00000104491,1
ENSDARG00000106866,0
ENSDARG00000102371,0
ENSDARG00000102694,0
ENSDARG00000104894,0
ENSDARG00000095745,0
ENSDARG00000102363,0
ENSDARG00000040141,0
ENSDARG00000101044,4
ENSDARG00000116163,0
ENSDARG00000098681,8
ENSDARG00000099890,0
ENSDARG00000105056,0
ENSDARG00000102448,0
ENSDARG00000113365,0
ENSDARG00000104078,0
ENSDARG00000101926,7
ENSDARG00000111659,2
ENSDARG00000098664,2
ENSDARG00000101542,0
ENSDARG00000103078,0
ENSDARG00000098898,0
ENSDARG00000098609,0
ENSDARG00000100544,0
ENSDARG00000103936,0
ENSDARG00000103477,0
ENSDARG00000111614,0
ENSDARG00000100915,5
ENSDARG00000103571,0
ENSDARG00000115737,4
ENSDARG00000099317,0
ENSDARG00000099302,0
ENSDARG00000117185,0
ENSDARG00000102099,1
ENSDARG00000100808,0
ENSDARG00000101191,0
ENSDARG00000102258,0
ENSDARG00000101998,0
ENSDARG00000104479,0
ENSDARG00000098230,0
ENSDARG00000101425,2
ENSDARG00000099618,0
ENSDARG00000100196,0
ENSDARG00000100882,0
ENSDARG00000115890,0
ENSDARG00000109210,0
ENSDARG00000101955,0
ENSDARG00000112141,0
ENSDARG00000100127,0
ENSDARG00000099061,0
ENSDARG00000104065,4
ENSDARG00000104613,1
ENSDARG00000094109,0
ENSDARG00000101694,0
ENSDARG00000115326,0
ENSDARG00000103853,0
ENSDARG00000100468,0
ENSDARG00000100361,0
ENSDARG00000099428,2
ENSDARG00000101600,0
ENSDARG00000102606,0
ENSDARG00000104142,0
ENSDARG00000098800,5
ENSDARG00000102678,0
ENSDARG00000071790,0
ENSDARG00000071725,0
ENSDARG00000102601,1
ENSDARG00000098613,0
ENSDARG00000112145,0
ENSDARG00000103954,1
ENSDARG00000100755,0
ENSDARG00000103827,0
ENSDARG00000100192,1
ENSDARG00000099410,0
ENSDARG00000102053,0
ENSDARG00000099895,0
ENSDARG00000092765,0
ENSDARG00000099408,0
ENSDARG00000086744,0
ENSDARG00000092073,0
ENSDARG00000109263,0
ENSDARG00000094736,2
ENSDARG00000103582,0
ENSDARG00000105305,0
ENSDARG00000091896,0
ENSDARG00000074125,0
ENSDARG00000094563,2
ENSDARG00000092088,0
ENSDARG00000095617,0
ENSDARG00000092152,0
ENSDARG00000095449,0
ENSDARG00000071819,0
ENSDARG00000097261,0
ENSDARG00000095667,0
ENSDARG00000074868,5
ENSDARG00000093875,0
ENSDARG00000095350,0
ENSDARG00000095704,2
ENSDARG00000094410,0
ENSDARG00000093672,0
ENSDARG00000071741,1
ENSDARG00000014775,0
ENSDARG00000111899,0
ENSDARG00000073821,0
ENSDARG00000092849,0
ENSDARG00000116814,7
ENSDARG00000106808,0
ENSDARG00000095397,0
ENSDARG00000077078,2
ENSDARG00000092605,1
ENSDARG00000110100,0
ENSDARG00000078159,3
ENSDARG00000100883,1
ENSDARG00000094309,0
ENSDARG00000108441,0
ENSDARG00000084032,0
ENSDARG00000113666,0
ENSDARG00000077085,5
ENSDARG00000071833,2
ENSDARG00000039687,0
ENSDARG00000114349,1
ENSDARG00000094242,0
ENSDARG00000022905,0
ENSDARG00000101885,2
ENSDARG00000095455,1
ENSDARG00000092027,0
ENSDARG00000094343,3
ENSDARG00000093562,2
ENSDARG00000092246,0
ENSDARG00000071714,0
ENSDARG00000110106,0
ENSDARG00000071719,0
ENSDARG00000043279,0
ENSDARG00000018476,17
ENSDARG00000063559,6
ENSDARG00000059175,1
ENSDARG00000022413,5
ENSDARG00000043288,2
ENSDARG00000103139,0
ENSDARG00000101624,55
ENSDARG00000100588,967
ENSDARG00000102765,1
ENSDARG00000104938,4
ENSDARG00000059015,0
ENSDARG00000100132,0
ENSDARG00000100533,1
ENSDARG00000110077,0
ENSDARG00000074633,0
ENSDARG00000103522,14
ENSDARG00000053074,0
ENSDARG00000104717,0
ENSDARG00000094571,0
ENSDARG00000094263,1
ENSDARG00000059738,18
ENSDARG00000097145,0
ENSDARG00000113343,0
ENSDARG00000039164,0
ENSDARG00000059039,0
ENSDARG00000104911,0
ENSDARG00000099675,69
ENSDARG00000103409,6
ENSDARG00000102493,3
ENSDARG00000104771,13
ENSDARG00000098284,0
ENSDARG00000098237,3
ENSDARG00000112753,0
ENSDARG00000031387,2
ENSDARG00000106298,0
ENSDARG00000058984,12
ENSDARG00000103979,37
ENSDARG00000092732,0
ENSDARG00000112301,1
ENSDARG00000095493,0
ENSDARG00000076264,0
ENSDARG00000093574,0
ENSDARG00000092336,0
ENSDARG00000095120,0
ENSDARG00000095398,0
ENSDARG00000078519,0
ENSDARG00000094604,0
ENSDARG00000071653,0
ENSDARG00000092513,0
ENSDARG00000090673,2
ENSDARG00000021812,13
ENSDARG00000071684,30
ENSDARG00000074670,0
ENSDARG00000071683,24
ENSDARG00000071678,13
ENSDARG00000101362,11
ENSDARG00000071680,0
ENSDARG00000116752,0
ENSDARG00000071679,6
ENSDARG00000091867,0
ENSDARG00000086457,4
ENSDARG00000063412,17
ENSDARG00000058861,13
ENSDARG00000080548,0
ENSDARG00000082920,0
ENSDARG00000081769,0
ENSDARG00000074851,0
ENSDARG00000078313,11
ENSDARG00000102594,2
ENSDARG00000104399,0
ENSDARG00000098966,0
ENSDARG00000103696,0
ENSDARG00000094155,0
ENSDARG00000104592,0
ENSDARG00000105118,15
ENSDARG00000102798,11
ENSDARG00000058828,1
ENSDARG00000071670,89
ENSDARG00000015123,6
ENSDARG00000011376,4
ENSDARG00000079328,0
ENSDARG00000077631,1
ENSDARG00000043242,13
ENSDARG00000074111,0
ENSDARG00000092996,2
ENSDARG00000092124,38
ENSDARG00000002365,2
ENSDARG00000094694,0
ENSDARG00000077252,1
ENSDARG00000076358,0
ENSDARG00000071667,0
ENSDARG00000090694,0
ENSDARG00000095295,2
ENSDARG00000093686,1
ENSDARG00000071662,0
ENSDARG00000108395,0
ENSDARG00000089636,0
ENSDARG00000115511,0
ENSDARG00000092125,0
ENSDARG00000093852,1
ENSDARG00000058794,2
ENSDARG00000007067,0
ENSDARG00000093867,1
ENSDARG00000058791,0
ENSDARG00000071657,1
ENSDARG00000071656,0
ENSDARG00000095318,0
ENSDARG00000090882,0
ENSDARG00000095195,0
ENSDARG00000093862,0
ENSDARG00000115371,0
ENSDARG00000076983,0
ENSDARG00000095786,1
ENSDARG00000095918,0
ENSDARG00000112980,0
ENSDARG00000043196,0
ENSDARG00000095907,1
ENSDARG00000095454,0
ENSDARG00000095401,0
ENSDARG00000115582,0
ENSDARG00000071648,1
ENSDARG00000114588,0
ENSDARG00000043198,0
ENSDARG00000095966,1
ENSDARG00000095940,0
ENSDARG00000075248,0
ENSDARG00000095800,0
ENSDARG00000107007,0
ENSDARG00000071644,3
ENSDARG00000113198,0
ENSDARG00000095952,0
ENSDARG00000100000,1
ENSDARG00000071643,1
ENSDARG00000095782,0
ENSDARG00000113570,0
ENSDARG00000095851,0
ENSDARG00000093111,0
ENSDARG00000090847,0
ENSDARG00000095872,0
ENSDARG00000095148,0
ENSDARG00000109539,0
ENSDARG00000115732,0
ENSDARG00000094770,0
ENSDARG00000093788,0
ENSDARG00000110288,0
ENSDARG00000074085,0
ENSDARG00000117742,0
ENSDARG00000090167,0
ENSDARG00000090612,0
ENSDARG00000090601,0
ENSDARG00000090869,2
ENSDARG00000092230,0
ENSDARG00000100301,0
ENSDARG00000090310,0
ENSDARG00000071553,0
ENSDARG00000071554,0
ENSDARG00000058753,1
ENSDARG00000075027,0
ENSDARG00000104015,1
ENSDARG00000043180,8
ENSDARG00000019004,32
ENSDARG00000099158,0
ENSDARG00000101866,0
ENSDARG00000105115,0
ENSDARG00000114939,0
ENSDARG00000017314,298
ENSDARG00000099295,0
ENSDARG00000071636,1
ENSDARG00000104176,0
ENSDARG00000043175,0
ENSDARG00000095462,1
ENSDARG00000043173,0
ENSDARG00000043171,1
ENSDARG00000043168,3
ENSDARG00000099364,1
ENSDARG00000071629,3
ENSDARG00000093642,5
ENSDARG00000104640,4
ENSDARG00000113065,0
ENSDARG00000116984,1
ENSDARG00000013022,5
ENSDARG00000092890,3
ENSDARG00000077058,0
ENSDARG00000040640,0
ENSDARG00000077115,0
ENSDARG00000094821,0
ENSDARG00000079645,1
ENSDARG00000103183,0
ENSDARG00000099511,0
ENSDARG00000099023,2
ENSDARG00000100357,3
ENSDARG00000116833,3
ENSDARG00000106607,0
ENSDARG00000088198,0
ENSDARG00000089720,1
ENSDARG00000079145,1
ENSDARG00000086584,0
ENSDARG00000074844,2
ENSDARG00000084585,0
ENSDARG00000116207,0
ENSDARG00000111515,0
ENSDARG00000113120,0
ENSDARG00000110634,0
ENSDARG00000112069,0
ENSDARG00000093699,0
ENSDARG00000077263,0
ENSDARG00000099094,0
ENSDARG00000077415,0
ENSDARG00000092266,0
ENSDARG00000093345,0
ENSDARG00000090107,0
ENSDARG00000111423,2
ENSDARG00000116618,2
ENSDARG00000031731,0
ENSDARG00000091230,0
ENSDARG00000109368,0
ENSDARG00000111190,0
ENSDARG00000093538,0
ENSDARG00000055334,0
ENSDARG00000114409,0
ENSDARG00000052680,2
ENSDARG00000099577,2
ENSDARG00000104224,0
ENSDARG00000093787,0
ENSDARG00000055831,1
ENSDARG00000078289,0
ENSDARG00000055841,0
ENSDARG00000098740,0
ENSDARG00000079325,0
ENSDARG00000109109,0
ENSDARG00000111783,0
ENSDARG00000117520,0
ENSDARG00000108332,0
ENSDARG00000090600,1
ENSDARG00000086631,1
ENSDARG00000093024,0
ENSDARG00000074546,1
ENSDARG00000075476,0
ENSDARG00000071604,0
ENSDARG00000071618,0
ENSDARG00000068749,0
ENSDARG00000093964,0
ENSDARG00000093761,3
ENSDARG00000117571,1
ENSDARG00000077068,4
ENSDARG00000078169,5
ENSDARG00000074084,5
ENSDARG00000098754,5
ENSDARG00000090193,1
ENSDARG00000093402,2
ENSDARG00000100874,0
ENSDARG00000043131,0
ENSDARG00000116127,0
ENSDARG00000103309,0
ENSDARG00000087444,0
ENSDARG00000087999,0
ENSDARG00000112361,1
ENSDARG00000071590,0
ENSDARG00000093730,0
ENSDARG00000071589,2
ENSDARG00000071588,3
ENSDARG00000095643,1
ENSDARG00000079762,7
ENSDARG00000058566,1
ENSDARG00000078476,3
ENSDARG00000058562,3
ENSDARG00000094427,3
ENSDARG00000043126,1
ENSDARG00000074820,1
ENSDARG00000079236,0
ENSDARG00000076721,0
ENSDARG00000078234,3
ENSDARG00000086095,0
ENSDARG00000101939,0
ENSDARG00000116843,0
ENSDARG00000105075,1
ENSDARG00000109202,1
ENSDARG00000071581,1
ENSDARG00000087046,0
ENSDARG00000071578,0
ENSDARG00000093873,0
ENSDARG00000058537,1
ENSDARG00000113572,12
ENSDARG00000002917,2
ENSDARG00000008306,34
ENSDARG00000014171,10
ENSDARG00000032298,0
ENSDARG00000031954,2
ENSDARG00000011152,4
ENSDARG00000063195,17
ENSDARG00000021346,67
ENSDARG00000043095,0
