	H4	H5	H6	H1	H2	H3	G10	G11	G12	G7	G8	G9	G4	G5	G6	G1	G2	G3
406205	0	4	0	2	0	2	2	0	0	0	0	19	1	3	0	8	0	0
406206	2	0	4	0	0	0	13	0	0	11	0	4	0	0	0	4	11	0
406207	20	32	127	55	56	71	131	31	10	79	122	65	46	201	89	168	99	8
406239	277	367	750	368	350	420	1054	121	85	268	1193	655	133	1066	693	538	318	23
406240	49	46	118	79	61	73	215	40	2	40	168	106	42	183	83	191	66	13
406243	105	74	152	58	135	56	192	30	13	49	269	119	41	215	153	86	49	5
406245	78	36	97	70	110	107	239	64	13	87	240	94	35	187	191	76	55	21
406246	17	11	42	16	16	23	30	0	2	0	66	33	4	3	17	27	26	4
406247	25	0	1	0	0	0	2	0	0	0	6	9	5	4	0	5	0	0
406248	0	1	64	4	25	15	36	7	0	37	12	19	2	102	17	70	47	6
406249	41	43	63	37	62	45	127	4	0	48	176	58	61	76	73	52	62	0
406250	53	30	225	69	97	53	210	22	0	37	254	119	70	182	141	128	77	0
406251	321	259	370	277	426	286	806	134	44	156	834	412	114	500	654	344	200	33
406252	65	20	77	22	10	53	49	26	14	19	93	18	3	9	38	13	14	3
406253	19	11	53	98	35	77	121	40	0	103	67	24	9	160	35	52	16	15
406256	34	43	52	18	25	12	116	12	0	29	43	59	8	96	59	62	53	0
406258	10	9	52	12	25	7	60	2	0	41	39	19	0	54	47	91	49	1
406259	4	29	12	6	42	13	89	1	9	3	35	22	9	90	45	25	36	0
406260	72	85	129	45	119	138	162	32	19	31	156	148	52	199	137	108	49	0
406261	65	104	162	43	118	139	207	57	15	135	241	187	43	316	163	245	159	37
406263	96	68	348	114	130	73	466	76	42	136	289	209	27	529	283	307	167	34
406264	92	68	176	76	169	85	281	19	16	101	171	283	30	241	154	188	75	21
406265	10	0	10	0	20	5	43	2	0	0	8	6	0	10	7	32	14	9
406266	24	23	37	18	60	54	191	16	8	97	192	72	26	120	110	102	37	9
406267	165	84	199	192	131	74	344	17	25	151	495	156	47	190	231	131	168	38
406268	28	19	57	14	7	46	58	23	28	86	62	43	27	109	36	58	11	5
406269	53	32	83	38	67	44	124	10	11	74	197	111	18	177	68	108	54	16
406270	30	36	120	50	55	45	159	8	11	39	190	78	15	121	93	69	19	0
406271	86	26	203	26	84	59	161	38	18	125	143	90	89	250	107	209	86	21
406272	28	45	86	68	86	75	122	16	5	63	166	102	6	70	63	37	25	0
406273	92	27	92	52	111	26	56	18	0	19	172	123	30	83	127	49	45	2
406274	66	27	66	33	63	53	132	26	18	35	132	83	5	49	67	56	23	29
406275	43	63	134	60	35	131	252	11	3	77	91	90	51	187	188	270	33	22
406276	53	24	127	46	70	72	179	6	10	25	46	51	12	351	100	137	102	18
406277	53	37	135	76	68	44	220	25	36	30	223	98	20	197	90	109	45	12
406278	37	9	33	33	61	29	73	0	0	22	71	56	0	87	60	69	14	1
406280	18	2	20	12	46	10	91	17	5	154	69	12	31	304	76	188	42	14
406281	9	39	57	23	9	28	151	21	4	27	187	55	29	118	48	76	10	2
406282	32	15	39	4	8	81	100	14	1	25	61	36	3	42	97	68	29	5
406283	35	28	99	67	54	47	254	138	1	49	188	64	84	237	189	122	46	27
406285	9	16	18	2	13	2	11	1	0	22	5	5	0	16	6	18	0	0
406286	49	25	44	9	30	18	84	23	7	50	63	44	6	77	54	32	62	1
406287	19	8	44	17	38	56	61	0	3	10	38	41	3	20	21	25	15	2
406288	52	84	186	79	63	86	276	32	30	55	206	53	14	105	188	131	72	14
406289	7	9	64	24	17	31	83	9	5	55	43	30	4	135	53	93	35	0
406290	6	7	50	9	1	20	98	3	0	25	22	37	29	59	56	35	27	6
406291	89	101	157	64	73	72	237	11	0	116	156	128	19	198	154	61	63	17
406292	63	98	260	94	120	149	428	24	14	113	222	190	54	454	188	301	147	5
406293	44	19	91	17	66	83	102	14	0	72	57	95	12	136	73	32	54	2
406294	22	9	7	20	10	27	27	0	11	10	20	10	0	66	53	40	9	0
406296	112	45	97	49	31	54	188	22	19	46	135	47	29	136	53	152	55	13
406297	60	109	119	59	114	129	242	25	7	59	159	129	31	247	193	185	46	23
406298	16	12	32	13	7	16	47	0	8	15	46	13	5	23	17	27	1	9
406299	68	24	176	70	119	85	247	8	2	29	192	93	17	313	115	155	45	15
406300	28	29	32	24	19	4	55	12	8	23	37	25	3	61	29	38	8	0
406301	24	34	51	47	22	21	106	38	0	34	106	53	28	99	34	48	14	0
406303	184	204	435	212	292	330	609	220	49	171	541	374	108	506	441	247	91	26
406304	13	19	12	9	7	28	47	5	0	19	44	23	20	145	48	29	7	3
406306	18	20	58	23	45	22	109	9	2	66	63	41	24	157	75	74	51	19
406307	60	33	119	17	51	63	276	13	5	21	113	78	44	218	53	94	48	9
406308	53	58	146	46	36	91	135	31	21	94	274	80	14	236	170	91	103	12
406309	0	0	2	9	2	1	20	3	2	1	6	23	14	50	20	22	6	0
406310	3	4	17	4	2	0	24	0	0	0	33	11	0	15	10	24	2	3
406311	12	48	39	30	33	52	38	2	4	59	52	42	0	43	46	19	8	0
406312	44	46	53	53	53	85	187	35	27	67	170	72	7	101	79	73	51	17
406314	0	2	20	9	5	0	20	0	0	1	8	11	0	0	4	6	0	0
406315	13	34	39	10	4	12	35	1	13	0	48	30	4	7	7	13	2	0
406318	75	40	67	30	55	23	152	23	17	22	117	64	0	120	144	76	35	14
406319	9	18	2	21	1	4	22	0	18	0	8	4	0	10	12	5	8	0
406321	12	14	85	41	52	20	106	29	10	43	65	38	8	61	71	66	17	13
406323	10	6	72	20	8	4	46	13	0	54	32	4	15	67	27	16	33	0
406324	101	68	147	78	91	57	303	32	17	62	304	117	40	258	210	114	56	15
406325	5	4	42	34	0	17	80	6	0	2	21	23	22	60	16	65	17	0
406326	35	92	100	90	82	129	181	24	4	82	166	67	14	155	59	54	75	13
406327	0	39	28	8	30	0	70	2	0	35	44	1	24	225	43	91	0	4
406329	15	1	10	20	0	16	46	14	8	21	32	16	17	52	10	4	0	2
406330	255	179	1049	289	307	319	1322	138	85	476	623	677	148	958	537	583	169	66
406335	148	227	412	86	369	173	611	241	47	344	762	484	119	543	735	351	171	28
406336	61	52	136	27	52	22	123	17	17	74	116	98	20	96	40	89	26	7
406337	16	9	21	14	31	15	25	2	2	32	13	16	0	14	35	11	3	0
406338	83	106	478	158	90	135	720	183	5	398	381	310	204	571	138	563	191	48
406339	0	15	47	0	0	9	0	0	0	0	0	0	0	7	22	41	0	5
406340	18	18	37	10	23	101	86	2	13	15	76	17	61	102	34	44	50	9
406341	136	66	370	149	165	197	569	94	33	232	422	344	101	563	261	337	186	11
406342	3	8	1	13	6	0	19	48	1	15	24	19	1	20	2	15	109	78
406344	8	0	2	6	0	15	15	0	0	0	37	10	0	44	19	8	11	0
406346	65	65	136	42	16	8	78	6	0	18	59	56	14	84	55	67	10	5
406347	5	9	48	36	42	13	36	7	1	2	82	51	40	16	14	34	17	3
406349	74	53	169	102	116	115	336	95	5	103	270	133	28	430	169	167	57	5
406350	89	71	200	75	68	101	175	40	15	60	134	109	58	227	150	148	57	7
406351	0	15	16	2	1	3	17	1	2	3	5	6	0	8	19	24	7	8
406352	24	7	26	32	28	30	66	7	0	37	87	53	10	70	48	16	14	1
406353	0	6	8	5	3	8	23	6	9	13	18	13	10	16	11	14	10	0
406354	13	9	17	8	29	15	34	0	0	27	54	3	6	53	28	25	6	1
406356	4	5	13	17	0	0	18	0	0	6	0	4	0	27	0	21	0	0
406357	25	5	60	2	38	0	109	5	0	13	45	11	5	34	51	17	6	5
406358	4	0	2	10	4	4	34	0	0	19	31	12	21	35	4	1	11	1
406359	40	60	57	21	60	93	162	39	5	34	209	131	22	167	135	199	57	21
406360	6	5	36	22	9	40	56	26	0	28	28	49	31	73	32	21	16	9
406361	12	1	40	5	22	8	30	7	0	3	26	2	9	29	36	17	37	4
406363	20	1	39	9	8	29	101	3	2	15	121	21	2	76	16	39	5	5
406364	83	93	523	211	114	203	497	56	16	73	329	589	66	192	280	225	118	20
406367	152	155	367	200	148	192	480	55	26	252	528	439	92	544	522	343	161	69
406368	2	11	0	0	20	5	65	0	0	0	16	0	0	16	19	5	9	0
406369	18	8	51	30	45	74	84	3	10	32	61	77	5	104	120	42	37	1
406370	22	193	171	5	18	36	81	78	0	21	33	32	10	34	122	25	11	0
406372	25	34	44	20	59	14	73	6	12	22	64	38	18	106	71	57	30	0
406374	2	4	1	0	2	8	1	0	0	0	0	19	0	0	9	14	0	0
406376	7	10	50	10	29	9	28	2	0	4	13	3	6	83	11	24	4	1
406377	26	4	49	0	19	1	28	0	0	4	22	28	0	14	10	10	0	0
406378	53	73	28	33	22	43	114	5	23	50	145	98	10	152	101	89	31	5
406380	4	7	34	1	5	6	49	0	0	2	7	9	0	6	0	47	2	0
406382	3	3	26	77	18	4	0	0	0	0	16	17	6	4	7	0	12	0
406383	46	22	43	36	9	52	67	8	1	24	28	40	21	74	48	58	19	8
406384	20	8	65	14	11	26	81	22	2	11	34	20	0	35	10	19	63	7
406385	8	5	3	34	1	0	9	0	0	1	28	0	0	4	21	6	2	0
406386	6	7	5	3	6	3	26	0	0	0	13	29	3	0	0	12	7	0
406387	345	361	867	510	511	542	1746	130	71	531	1115	777	269	1710	1107	831	528	129
406389	24	12	53	30	9	61	40	2	0	6	36	36	5	37	21	4	6	0
406390	1	3	26	8	9	2	12	0	0	17	7	26	2	9	1	11	23	0
406391	85	73	160	82	104	119	276	61	22	85	356	139	14	234	226	116	91	3
406394	16	4	61	16	100	16	69	6	10	43	85	43	9	45	35	42	17	0
406397	6	0	1	0	0	0	8	2	1	1	0	2	82	0	4	27	0	0
406398	56	64	128	82	94	109	261	60	6	20	157	218	30	311	94	155	59	4
406399	14	10	6	0	6	7	51	0	0	11	27	1	3	21	8	16	7	2
406402	145	90	297	128	170	195	446	117	28	151	372	290	110	574	290	383	195	27
406403	0	0	14	23	1	25	49	2	12	12	26	16	0	29	15	8	13	0
406404	18	7	25	5	32	11	80	0	0	6	16	31	4	67	5	13	16	0
406405	136	116	318	144	229	106	461	79	21	253	246	214	134	411	297	335	145	41
406407	168	163	261	179	135	179	596	70	33	105	467	265	70	405	321	279	117	70
406408	24	21	60	7	27	32	59	4	1	51	67	21	10	51	36	42	25	0
406409	13	29	37	7	3	25	34	5	7	62	19	23	30	101	15	78	17	1
406411	81	49	164	140	93	139	300	66	6	120	309	146	27	287	141	172	90	25
406412	22	27	56	12	30	22	68	14	0	8	59	54	13	23	17	45	13	10
406413	59	56	89	50	59	44	160	21	5	28	90	49	46	226	100	151	8	0
406414	32	38	74	48	88	97	135	14	9	63	136	82	8	128	85	65	40	16
406415	7	1	10	5	3	0	9	14	0	11	11	30	5	19	9	6	3	1
406416	0	0	5	5	32	3	28	0	0	17	42	20	0	20	21	15	1	0
406417	12	17	43	25	29	27	105	18	4	44	101	108	14	158	82	29	16	0
406418	89	85	166	83	158	162	366	51	30	77	316	198	50	181	174	151	90	38
406419	183	245	401	198	234	264	673	128	26	194	500	358	75	804	397	475	295	37
406420	58	36	116	64	57	94	256	23	5	61	232	87	41	150	95	89	92	0
406421	31	8	34	19	3	20	31	0	2	47	8	40	8	44	29	6	19	0
406422	99	83	168	55	53	105	208	35	22	79	185	109	46	184	206	150	150	8
406424	11	20	68	31	41	24	60	5	4	48	46	32	10	73	43	51	22	1
406426	21	34	157	50	65	53	155	19	0	44	72	49	27	133	81	157	45	8
406428	71	58	182	67	77	103	317	14	0	80	205	81	56	347	140	218	104	2
406431	1	11	10	4	3	6	15	6	0	1	13	5	0	50	27	13	2	0
406432	10	11	25	22	63	39	79	6	0	15	87	29	14	108	53	58	2	7
406433	16	1	25	0	23	5	45	0	2	13	1	27	1	84	10	54	9	0
406435	1	5	45	11	0	5	5	3	0	0	32	18	16	21	3	30	14	0
406436	23	19	10	11	7	23	96	14	4	5	41	31	21	101	49	28	14	12
406437	62	21	40	26	21	34	69	4	8	13	43	27	4	68	10	64	12	0
406438	44	51	64	16	37	62	89	4	13	21	107	102	25	40	48	48	23	4
406439	22	37	18	33	29	5	46	3	0	4	41	31	5	47	22	20	0	7
406440	62	47	45	20	47	51	177	17	8	53	133	87	14	79	84	81	13	1
406442	73	44	85	61	25	85	179	10	0	54	162	94	17	139	163	76	28	9
406443	77	99	156	61	112	82	248	19	18	120	185	145	40	164	209	122	42	26
406444	20	31	33	33	50	11	53	2	12	22	2	25	0	32	20	17	14	2
406445	18	4	79	9	19	5	104	7	5	39	24	29	0	33	47	94	18	3
406446	214	189	286	121	264	206	703	86	22	145	490	395	84	458	385	225	119	36
406447	487	661	715	436	569	631	1512	262	159	437	1230	847	127	1453	853	938	543	73
406449	9	38	44	15	19	34	64	4	6	11	37	48	17	87	35	30	16	2
406452	2	1	50	21	3	12	71	10	0	8	142	44	55	77	104	24	11	0
406453	8	0	1	2	16	9	14	2	0	8	45	1	0	15	4	0	3	2
406454	8	28	38	30	20	18	118	2	0	45	80	39	20	163	0	52	19	18
406455	57	54	103	46	90	109	160	16	33	44	185	131	39	197	154	80	52	17
406457	1	0	17	1	16	9	11	0	0	0	0	12	0	13	22	2	1	7
406458	0	10	0	0	0	22	0	0	0	0	7	6	0	14	16	35	0	0
406459	8	5	28	27	3	21	36	1	5	0	21	9	2	6	21	34	6	0
406460	13	13	70	6	26	7	45	7	29	9	31	25	6	58	31	50	21	8
406462	1	1	9	0	6	2	19	0	0	0	12	9	0	18	11	5	1	0
406463	9	3	145	17	25	25	102	14	11	54	58	53	12	123	52	44	13	13
406464	412	264	620	296	248	386	1036	123	32	349	670	479	139	994	637	696	371	65
406465	2	2	10	0	5	0	22	7	0	3	15	3	3	18	12	15	5	0
406466	71	44	61	68	78	68	169	38	10	60	177	77	38	185	108	94	75	0
406467	60	40	66	83	47	112	219	15	9	38	99	47	10	58	46	103	87	12
406468	10	1	16	11	15	11	24	8	0	7	16	13	1	22	2	12	3	0
406470	0	6	49	5	15	11	34	6	1	19	21	29	0	50	3	19	16	0
406471	12	11	36	14	52	22	79	10	0	27	67	44	8	140	30	37	30	1
406472	6	15	73	35	23	37	73	6	3	13	24	70	26	88	59	52	15	14
406473	7	4	52	25	15	6	66	2	0	36	23	20	6	143	28	92	17	4
406474	14	4	47	23	29	21	94	12	2	17	52	58	1	40	27	35	30	2
406475	28	15	29	0	29	23	56	25	9	12	45	14	1	21	27	20	0	1
406477	0	1	1	2	4	25	6	0	0	1	0	1	16	2	6	5	32	0
406478	38	52	75	21	70	14	166	5	24	32	157	83	0	129	71	59	28	2
406479	3	10	0	0	19	3	22	0	0	0	4	0	0	13	0	8	5	0
406482	1	1	9	0	0	12	21	0	0	11	7	16	9	17	13	9	4	0
406483	626	644	800	479	551	373	1303	292	140	274	1372	789	159	645	575	427	325	63
406484	0	0	6	0	0	1	3	0	0	0	1	1	0	6	6	18	0	0
406486	14	8	24	10	19	27	27	7	1	14	35	38	6	26	25	36	2	4
406487	1	0	2	0	0	22	1	0	0	0	0	16	0	12	4	4	1	0
406489	309	318	1061	388	447	470	1386	151	53	523	1130	714	204	1284	735	857	485	74
406491	0	7	0	5	0	0	3	0	0	0	0	7	0	13	0	21	0	0
406492	0	1	12	1	17	5	16	9	3	2	53	6	3	3	6	32	1	0
406493	60	48	123	38	47	56	190	16	0	31	53	31	12	94	106	69	41	3
406495	10	11	18	31	17	14	46	3	13	22	60	30	17	90	30	7	24	1
406496	159	28	369	94	137	166	565	39	23	282	217	203	119	720	303	342	164	22
406500	260	265	174	165	152	116	237	25	27	22	336	153	13	179	313	175	48	7
406504	268	182	439	232	228	311	726	63	53	201	636	323	78	482	483	343	204	60
406507	16	6	45	23	5	27	24	0	6	6	17	10	0	29	20	19	13	1
406508	55	148	131	24	66	126	166	76	6	55	725	140	32	152	89	119	42	18
406509	19	18	39	10	35	38	6	0	0	10	50	21	4	44	22	14	9	0
406510	6	23	23	22	60	72	31	5	0	14	87	48	1	115	24	25	4	3
406511	67	40	136	18	96	206	192	81	7	26	92	31	5	52	43	54	21	1
406512	27	37	43	48	54	39	79	28	2	11	61	30	8	119	92	62	22	15
406513	90	46	197	102	144	32	186	31	30	67	171	112	27	40	124	27	28	14
406514	97	58	129	91	74	85	153	23	2	73	210	135	24	205	159	98	42	8
406516	203	228	374	105	219	289	612	85	21	118	492	266	37	575	375	153	141	17
406517	9	14	59	18	12	32	75	2	1	33	40	107	22	100	77	78	17	1
406519	0	1	25	0	13	2	15	0	0	10	18	0	0	6	15	5	21	0
406522	30	19	64	30	64	34	145	10	29	31	89	46	4	169	24	114	22	4
406523	33	48	76	17	25	34	118	15	9	25	59	61	12	65	55	81	28	9
406528	81	49	161	68	58	141	362	105	10	192	168	102	133	553	179	261	114	63
406529	203	148	606	205	396	324	1151	157	41	259	779	365	164	795	429	507	262	84
406531	8	5	20	1	16	0	15	3	0	15	24	10	2	25	2	9	18	4
406533	89	35	132	44	67	81	312	61	3	46	236	143	18	187	60	78	40	15
406536	0	0	0	0	2	12	18	0	1	0	2	16	0	0	0	7	12	0
406537	30	36	165	48	18	43	162	14	4	134	56	47	61	228	31	54	54	26
406539	56	38	356	58	127	129	613	24	15	485	179	168	181	554	344	292	123	5
406540	49	33	36	21	19	16	145	7	7	6	76	73	11	39	57	47	32	9
406541	20	44	22	18	8	30	32	11	0	70	101	40	12	80	38	0	16	2
406543	54	83	141	75	123	89	232	36	20	30	186	152	41	156	143	109	51	5
406544	3	12	6	0	9	0	11	0	0	5	48	15	0	2	13	0	9	0
406546	93	79	245	116	101	115	350	24	9	167	172	202	114	250	120	262	65	36
406548	67	41	73	35	45	45	139	11	1	32	55	68	13	86	65	60	35	11
406549	5	2	49	7	1	13	7	0	0	11	64	20	2	71	31	31	16	1
406550	215	145	280	120	390	153	340	130	34	62	544	273	61	430	261	191	85	18
406554	10	6	19	1	4	8	9	0	3	0	27	18	11	24	26	12	0	0
406555	98	108	294	80	157	125	348	42	30	73	286	221	25	340	187	234	49	10
406557	39	49	68	29	63	27	194	31	0	26	110	361	10	47	95	65	9	0
406558	6	1	3	0	3	10	6	7	0	27	70	14	18	46	5	3	0	0
406559	20	11	44	17	10	22	90	13	3	6	96	35	12	96	21	32	50	5
406560	41	61	118	67	127	175	244	23	6	89	180	89	47	229	132	114	61	29
406561	0	1	30	6	0	11	18	0	4	3	11	15	4	16	28	16	8	2
406562	167	329	473	267	380	265	878	81	53	284	620	515	92	437	601	531	210	23
406563	29	0	42	1	10	25	47	8	0	37	39	23	0	39	62	4	8	7
406564	396	120	273	182	517	365	550	136	140	106	841	587	56	422	538	217	101	35
406565	1869	1663	4988	2051	2786	2838	8730	1261	367	2952	6154	3898	1449	7638	5043	4636	2226	441
406566	258	276	283	218	261	285	696	142	87	187	430	321	52	278	415	303	141	11
406567	1	0	13	0	0	0	8	1	0	4	1	22	0	6	18	0	0	0
406569	115	52	196	53	129	104	305	59	27	78	262	148	52	207	148	100	58	10
406571	21	38	36	13	17	19	91	18	0	26	27	40	10	74	12	38	18	0
406575	0	0	0	0	0	8	10	0	0	22	1	0	12	9	0	52	0	0
406577	40	11	51	35	10	5	85	21	0	35	44	19	12	59	58	45	44	6
406578	2	3	17	18	8	20	43	7	0	25	101	16	3	127	49	24	32	2
406579	59	78	236	69	110	89	224	20	12	72	240	160	42	245	112	108	96	52
406581	14	11	90	36	37	21	48	10	19	14	44	51	3	42	77	6	5	4
406582	34	22	98	44	27	55	271	9	49	36	172	76	40	140	148	123	25	4
406584	13	8	10	28	31	0	22	0	1	0	17	30	7	56	0	21	3	0
406586	6	3	62	0	17	8	23	0	0	9	84	7	1	27	12	13	29	0
406587	10	0	7	0	6	5	41	0	0	11	10	18	7	13	42	18	0	2
406588	4	0	4	18	9	29	36	1	1	10	20	26	0	9	9	10	0	0
406589	30	0	8	0	0	2	6	1	0	13	10	5	0	29	32	15	5	0
406590	25	37	58	24	74	55	129	7	5	89	131	220	21	97	106	51	34	10
406591	97	99	133	119	95	224	301	41	6	80	266	166	57	120	177	102	59	8
406593	0	0	6	1	6	2	36	4	0	6	23	3	0	14	7	20	2	0
406594	130	77	186	153	111	163	365	12	9	100	288	233	32	389	181	171	103	22
406596	45	16	35	22	25	19	56	0	0	22	14	17	0	54	31	42	22	2
406598	30	4	55	1	19	43	41	7	12	31	47	27	6	16	28	40	41	1
406599	28	5	38	8	1	8	70	6	6	6	20	25	13	65	41	25	21	0
406600	82	71	197	33	101	89	269	17	3	99	208	140	21	137	141	123	79	7
406601	4	1	2	0	4	1	8	0	0	0	10	7	0	7	25	9	8	0
406602	0	0	7	0	3	0	4	0	0	5	0	0	0	0	0	3	0	0
406604	7	4	34	6	16	7	39	3	0	6	14	24	0	45	8	13	8	0
406605	16	12	7	11	6	8	21	2	0	3	66	39	0	42	1	24	4	2
406606	17	13	4	11	20	1	18	0	15	8	49	5	11	27	27	13	9	0
406608	12	11	20	11	11	38	29	17	4	9	26	10	0	3	5	32	4	0
406610	78	78	157	101	64	110	272	13	13	55	178	95	31	158	118	100	117	5
406611	44	65	62	53	71	43	82	43	7	31	105	113	33	116	91	81	63	10
406612	20	21	14	16	5	9	38	0	0	0	54	10	15	25	17	16	8	0
406614	58	27	110	53	56	51	181	28	9	34	114	74	11	169	37	74	50	1
406615	1	32	49	3	3	9	63	2	0	48	28	24	8	64	49	55	16	0
406618	25	46	172	51	84	75	147	8	0	32	101	51	0	92	103	83	35	5
406619	392	392	1017	409	681	519	1448	177	79	467	1153	702	292	1575	872	1227	411	77
406621	12	21	58	63	61	33	52	20	0	20	80	42	7	43	36	57	22	4
406622	11	2	24	6	1	8	73	1	0	9	25	27	10	28	46	18	12	4
406623	3	0	3	21	16	1	29	0	0	9	2	10	11	6	5	11	27	0
406624	1	0	12	1	6	0	8	0	4	4	2	0	3	7	0	8	2	2
406625	161	78	333	206	179	140	730	117	11	384	368	277	111	1096	382	407	233	56
406626	5	4	35	25	25	10	76	9	0	11	17	11	1	28	12	16	8	0
406627	16	14	49	12	37	27	58	2	4	15	58	41	2	24	20	50	6	3
406630	16	2	20	7	5	10	29	0	0	14	24	27	0	33	22	44	24	3
406632	13	0	12	8	3	0	29	2	0	14	6	40	4	13	7	2	19	4
406633	3	5	0	5	0	9	12	1	0	1	5	0	3	15	11	11	6	0
406635	21	23	49	27	205	43	40	31	49	32	67	17	18	55	38	43	21	3
406637	5	41	8	1	4	22	17	18	2	12	8	25	11	35	8	32	24	0
406640	92	117	199	93	181	145	264	67	21	100	294	178	68	211	102	154	77	9
406641	6	0	45	10	3	7	26	1	6	4	14	12	0	34	21	11	7	0
406642	255	208	387	249	218	228	352	130	92	126	638	479	95	543	589	198	109	29
406643	6	11	52	12	38	24	46	35	1	13	48	45	10	95	23	68	52	7
406645	15	33	152	38	67	36	133	42	8	81	194	92	34	319	131	87	34	13
406646	254	278	551	302	374	311	837	134	86	217	706	431	120	440	562	400	174	51
406647	30	40	69	19	19	13	110	6	10	34	69	30	12	85	20	48	37	18
406648	9	21	37	17	13	31	55	44	0	2	51	34	10	19	49	42	10	0
406650	6	3	7	27	2	5	43	2	0	19	13	4	8	21	10	34	14	0
406651	2	10	12	26	15	42	51	7	0	13	58	13	2	83	46	25	23	0
406652	1	11	36	10	30	5	69	8	0	14	37	29	20	66	32	16	12	5
406656	118	73	184	101	187	147	519	220	29	84	297	514	27	263	244	130	96	22
406658	16	38	63	40	9	28	81	9	5	20	36	19	11	88	28	28	64	0
406659	45	33	106	62	65	84	155	15	2	71	68	53	2	117	73	45	30	34
406660	241	208	612	249	346	299	765	133	55	258	660	419	182	576	413	349	215	89
406661	5	0	17	0	1	16	13	0	0	0	11	7	0	50	14	7	0	0
406662	30	0	15	3	0	14	59	0	0	6	20	23	9	29	31	55	10	1
406663	9	20	15	26	28	10	94	9	0	18	33	33	12	75	23	20	16	4
406666	45	96	81	37	98	266	192	98	9	70	152	139	42	202	142	53	104	27
406667	51	26	96	31	35	61	240	50	5	50	103	44	7	106	102	51	68	12
406669	73	82	294	80	160	142	361	51	21	74	283	217	86	280	180	283	88	13
406671	130	104	261	61	184	210	251	24	74	210	295	123	110	142	266	179	159	4
406672	17	5	53	13	20	35	127	0	0	49	80	49	8	37	45	50	51	4
406673	17	55	169	69	46	54	142	40	0	121	104	39	63	284	149	200	39	0
406674	22	45	80	92	84	48	115	29	14	42	45	21	11	90	89	50	52	8
406675	59	49	13	46	35	25	93	14	3	3	50	34	0	83	62	42	40	4
406676	0	15	0	0	0	0	8	0	0	2	4	5	0	15	0	7	0	0
406678	4	7	30	6	3	7	11	11	0	0	27	1	0	16	34	3	12	2
406679	6	2	13	8	26	9	7	8	1	9	6	8	0	8	24	9	0	0
406680	27	8	13	4	8	9	33	3	0	4	46	17	0	31	25	27	26	0
406681	36	64	154	108	113	114	210	8	8	113	151	143	40	188	135	120	67	8
406682	34	7	36	10	8	16	22	24	0	3	22	19	0	69	40	5	7	1
406683	113	15	114	67	48	36	71	7	0	29	115	77	8	48	35	84	97	18
406684	32	19	21	39	45	26	105	16	0	1	46	41	7	79	40	25	11	12
406685	55	31	198	90	55	128	254	38	25	145	289	62	53	223	134	186	69	15
406686	60	77	169	47	91	86	217	49	26	101	102	68	36	256	116	170	68	3
406687	3	25	62	40	3	30	67	5	0	43	37	39	14	67	46	22	26	11
406688	31	86	69	32	66	36	67	42	25	26	120	31	1	201	95	119	78	26
406689	40	25	61	10	24	54	48	9	5	30	64	60	9	60	43	55	16	0
406690	0	0	2	0	35	1	29	15	0	14	22	3	0	12	56	8	21	0
406691	95	172	306	150	227	136	295	57	42	64	342	208	18	211	205	147	112	12
406694	0	9	0	0	1	7	16	0	0	13	36	6	0	124	0	1	0	0
406695	2	0	21	1	0	13	1	0	4	9	14	0	8	11	35	16	6	0
406696	166	166	492	241	373	282	883	174	60	279	559	402	115	997	400	664	222	90
406697	0	2	14	4	11	34	14	16	0	33	23	16	12	43	12	2	1	0
406698	44	38	106	11	69	30	176	58	20	43	87	47	17	65	69	57	11	16
406701	140	103	178	42	143	95	136	51	8	62	399	226	12	33	207	66	49	0
406702	133	55	266	144	96	108	455	55	47	64	343	155	75	295	185	296	78	4
406703	75	21	123	25	47	18	287	20	37	139	232	166	62	543	191	474	56	22
406704	11	6	43	4	21	16	47	0	3	19	27	32	2	27	38	32	36	0
406705	119	143	156	103	173	141	401	64	36	87	330	179	27	242	204	175	64	0
406707	52	61	80	20	55	96	106	22	8	27	139	88	29	75	93	42	23	6
406710	95	104	175	116	126	194	372	76	18	133	367	226	62	232	177	151	69	40
406711	7	18	37	25	19	37	65	9	3	17	9	27	23	15	31	3	11	0
406712	13	29	53	17	52	58	56	4	0	28	87	40	37	37	77	32	32	0
406713	7	8	15	13	14	12	78	9	10	42	47	31	5	96	34	49	24	3
406714	15	2	4	50	14	8	11	0	0	10	22	2	0	14	73	5	0	0
406715	1	0	25	0	6	4	14	3	0	7	26	2	0	29	10	6	0	0
406716	34	124	128	21	61	51	158	3	6	32	136	83	13	164	86	96	74	21
406717	113	67	220	62	239	144	389	36	18	186	262	134	54	258	330	282	75	47
406719	23	3	9	13	4	6	41	9	2	0	36	14	2	20	24	10	0	0
406720	62	31	104	43	107	86	139	7	2	59	76	101	21	150	146	109	66	7
406723	279	339	80	55	174	79	167	31	332	352	472	126	5	345	106	119	235	13
406724	34	39	60	37	24	49	103	33	2	4	85	41	35	73	36	43	44	0
406725	0	28	14	7	11	3	61	6	22	24	22	22	10	41	5	31	10	0
406726	26	12	78	8	30	16	68	3	8	65	98	44	21	112	43	66	22	0
406727	0	0	2	8	0	1	18	0	0	4	1	3	0	1	0	11	4	0
406728	65	46	119	65	53	61	181	41	1	77	201	131	48	146	106	125	43	24
406729	16	22	12	5	9	3	72	2	0	31	3	21	1	17	16	25	25	1
