#NAME	B7	B8	B9	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10
#CLASS:DOSE	10000000	10000000	10000000	1000000	1000000	100000	100000	100000	10000	10000	10000	1000	1000	1000	0
ENSDARG00000097725	18	3	6	9	23	24	10	0	10	0	6	46	1	11	15
ENSDARG00000097726	10	0	7	0	3	0	0	0	2	1	0	5	0	0	0
ENSDARG00000097739	0	0	0	0	0	0	3	0	0	0	0	0	0	13	0
ENSDARG00000097740	7	0	31	0	25	7	3	9	6	0	0	12	0	9	0
ENSDARG00000097743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097746	17	6	12	0	0	2	0	0	3	11	0	0	0	0	0
ENSDARG00000097752	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ENSDARG00000097753	16	0	8	4	15	0	1	0	0	2	2	18	0	14	0
ENSDARG00000097766	0	1	0	15	0	3	0	0	0	0	0	12	0	0	2
ENSDARG00000097770	17	0	3	3	12	0	0	3	4	7	14	15	60	1	5
ENSDARG00000097772	130	27	87	273	34	86	46	20	65	13	59	96	231	49	107
ENSDARG00000097776	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSDARG00000097782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097784	0	0	4	0	0	0	4	1	0	0	0	1	1	0	0
ENSDARG00000097789	42	0	5	0	0	9	7	0	0	2	4	0	5	0	6
ENSDARG00000097790	9	0	6	0	4	3	6	0	0	1	7	0	17	3	11
ENSDARG00000097793	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSDARG00000097795	22	4	6	1	33	19	12	7	10	4	12	36	16	3	9
ENSDARG00000097797	0	1	6	0	0	6	0	0	0	1	4	3	7	0	4
ENSDARG00000097802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
ENSDARG00000097803	13	0	33	5	16	12	12	14	5	20	5	17	17	0	8
ENSDARG00000097804	56	2	7	6	21	18	8	5	18	1	36	26	26	3	4
ENSDARG00000097808	89	4	17	14	5	32	3	10	7	10	11	22	18	9	9
ENSDARG00000097809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097812	29	0	13	7	6	13	3	13	0	17	0	23	10	0	1
ENSDARG00000097816	1	4	1	11	10	8	0	0	2	0	5	0	7	0	0
ENSDARG00000097819	560	99	298	226	205	466	256	230	148	82	176	408	364	183	180
ENSDARG00000097824	40	1	11	2	32	7	13	18	0	13	4	0	0	0	10
ENSDARG00000097826	56	9	25	4	5	10	18	5	9	0	18	3	13	0	1
ENSDARG00000097827	2566	653	1448	1178	1946	1358	1623	1882	959	261	792	1809	1690	554	1366
ENSDARG00000097832	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
ENSDARG00000097837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097838	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097839	16	0	40	1	13	13	17	7	0	0	0	26	0	0	21
ENSDARG00000097840	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSDARG00000097842	34	40	12	29	36	37	12	27	20	0	25	44	84	4	24
ENSDARG00000097845	11	0	2	10	7	27	2	19	14	5	6	17	12	2	0
ENSDARG00000097846	1	0	0	0	1	0	5	0	0	0	0	0	0	0	0
ENSDARG00000097847	5	0	0	0	0	0	6	0	0	0	0	0	0	0	1
ENSDARG00000097855	51	36	39	24	29	23	32	23	22	9	17	39	54	23	29
ENSDARG00000097863	121	23	74	74	37	94	68	37	53	8	42	77	76	34	36
ENSDARG00000097869	23	4	29	10	4	27	31	20	0	4	10	29	13	0	18
ENSDARG00000097870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097871	0	0	0	0	0	4	0	6	7	2	4	2	1	1	0
ENSDARG00000097872	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097877	439	61	270	132	212	317	208	127	122	43	191	302	351	75	140
ENSDARG00000097889	4	1	5	9	0	0	0	1	0	5	28	8	3	5	23
ENSDARG00000097890	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSDARG00000097897	562	128	383	126	326	373	302	239	182	94	184	538	559	183	232
ENSDARG00000097901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097902	27	0	46	1	9	14	38	0	0	0	10	3	5	2	1
ENSDARG00000097909	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0
ENSDARG00000097917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097920	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0
ENSDARG00000097928	0	0	0	0	0	0	1	0	0	0	0	6	8	2	0
ENSDARG00000097934	28	3	14	13	4	18	10	0	3	1	0	12	8	8	7
ENSDARG00000097938	2	0	0	0	4	0	0	6	0	0	0	46	6	0	1
ENSDARG00000097940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000097947	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSDARG00000097952	0	3	0	0	0	0	3	0	0	0	1	3	7	0	3
ENSDARG00000097959	13	3	13	1	10	12	4	11	9	1	12	19	27	10	2
ENSDARG00000097964	7	6	53	8	7	12	52	0	13	1	19	18	21	5	4
ENSDARG00000097973	3	0	8	0	0	0	0	0	0	0	0	0	3	1	11
ENSDARG00000097979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSDARG00000097988	0	0	0	0	1	0	1	0	17	0	1	0	0	0	0
ENSDARG00000097993	0	0	0	0	13	0	0	0	0	0	0	0	0	0	1
ENSDARG00000097997	12	0	1	0	0	0	0	0	0	0	0	9	0	0	0
ENSDARG00000098004	11	0	0	0	8	0	0	0	0	0	1	9	0	0	0
ENSDARG00000098012	44	3	9	0	19	23	15	5	4	0	11	9	20	8	19
ENSDARG00000098013	48	5	12	7	7	21	13	23	13	0	12	14	31	10	5
ENSDARG00000098017	9	5	3	0	0	22	1	9	8	11	6	3	6	0	11
ENSDARG00000098021	26	11	18	2	18	3	10	0	7	5	0	13	30	0	35
ENSDARG00000098024	473	79	167	123	136	294	161	137	91	46	134	240	116	51	83
ENSDARG00000098026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098027	5	0	0	0	10	7	0	1	0	0	3	5	3	0	15
ENSDARG00000098029	0	0	13	0	0	0	0	5	0	0	0	35	3	0	0
ENSDARG00000098031	8	0	5	0	0	33	0	0	0	0	0	15	22	0	0
ENSDARG00000098032	22	7	15	4	1	4	9	17	10	1	5	18	10	3	10
ENSDARG00000098036	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098051	17	2	2	10	2	18	22	5	44	15	3	18	23	5	20
ENSDARG00000098057	568	130	398	158	345	541	321	275	271	184	384	734	546	142	201
ENSDARG00000098059	100	26	38	26	19	66	18	21	50	14	36	91	54	7	18
ENSDARG00000098063	0	0	21	5	3	8	7	5	18	11	14	13	22	0	0
ENSDARG00000098064	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ENSDARG00000098070	37	5	20	5	0	15	10	7	11	5	22	22	5	4	12
ENSDARG00000098071	24	2	21	0	5	0	5	8	0	0	0	0	0	0	0
ENSDARG00000098074	60	0	24	1	29	32	3	4	2	11	27	35	46	5	30
ENSDARG00000098075	184	49	74	53	58	99	31	61	60	10	42	100	120	19	87
ENSDARG00000098076	1	3	2	0	2	0	9	0	0	2	4	29	4	8	2
ENSDARG00000098077	1	15	10	0	0	6	0	0	7	0	4	11	7	6	0
ENSDARG00000098079	122	17	43	36	48	97	42	53	53	25	9	111	103	34	45
ENSDARG00000098080	213	50	48	122	36	134	125	46	76	31	69	136	93	35	50
ENSDARG00000098081	50	10	29	22	43	40	30	20	27	5	20	60	61	30	43
ENSDARG00000098087	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1
ENSDARG00000098089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098090	41	0	112	14	17	37	10	78	1	2	19	12	34	13	31
ENSDARG00000098094	1	2	5	0	0	2	1	16	0	0	0	6	1	6	2
ENSDARG00000098096	47	2	17	11	2	31	0	12	23	20	0	34	38	0	0
ENSDARG00000098097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098099	0	1	0	0	0	0	0	0	0	0	7	5	6	26	0
ENSDARG00000098103	309	46	132	88	104	275	64	178	103	45	61	207	166	8	110
ENSDARG00000098105	55	0	7	8	27	34	13	8	14	8	28	8	28	0	6
ENSDARG00000098106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098108	6	0	9	14	16	7	9	3	4	3	4	14	27	0	5
ENSDARG00000098110	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ENSDARG00000098112	25	0	5	20	2	0	4	5	0	0	5	0	16	1	6
ENSDARG00000098113	75	17	89	16	35	71	16	26	24	20	14	107	72	52	12
ENSDARG00000098114	55	17	51	29	17	13	4	25	54	13	20	27	20	7	0
ENSDARG00000098115	25	0	16	17	15	6	16	40	6	14	24	22	7	0	0
ENSDARG00000098118	118	27	54	22	47	118	25	38	43	40	36	136	111	78	28
ENSDARG00000098122	30	0	3	0	2	4	6	0	18	0	6	15	44	3	0
ENSDARG00000098123	13	0	19	19	11	4	5	11	12	0	3	9	24	0	3
ENSDARG00000098129	24	0	13	4	8	9	1	0	0	4	0	7	4	0	0
ENSDARG00000098130	1	9	1	0	10	11	16	2	1	0	1	17	1	0	2
ENSDARG00000098133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098135	209	113	86	52	118	100	100	64	62	82	87	183	272	47	65
ENSDARG00000098140	70	12	21	14	36	21	26	12	16	8	23	31	41	17	18
ENSDARG00000098141	66	11	18	18	9	92	22	2	15	7	20	25	38	3	2
ENSDARG00000098142	12	1	7	0	0	31	4	0	11	5	1	4	0	0	7
ENSDARG00000098143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098144	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
ENSDARG00000098145	0	0	3	7	0	0	11	0	0	0	0	0	0	4	0
ENSDARG00000098149	0	0	1	0	0	2	0	0	0	3	0	1	0	0	0
ENSDARG00000098153	23	12	19	0	5	4	3	15	12	16	1	30	3	0	18
ENSDARG00000098158	82	7	31	35	34	50	23	12	12	9	43	71	67	6	13
ENSDARG00000098161	118	35	82	49	89	75	21	43	0	17	26	97	74	28	59
ENSDARG00000098162	5	0	13	5	3	6	7	1	0	0	2	0	1	8	1
ENSDARG00000098163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098164	48	1	35	2	9	46	18	26	17	9	35	65	49	18	30
ENSDARG00000098167	26	2	7	9	0	9	14	39	18	0	0	0	11	0	0
ENSDARG00000098172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098174	85	4	33	13	6	25	14	4	11	22	2	25	13	18	12
ENSDARG00000098175	20	0	3	20	10	0	0	6	0	0	4	29	19	0	8
ENSDARG00000098176	19	1	6	9	16	22	2	12	18	0	25	17	17	2	6
ENSDARG00000098177	0	0	3	0	12	0	14	10	1	0	0	2	0	11	28
ENSDARG00000098178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098179	3	0	1	0	0	2	8	0	0	0	0	4	14	0	20
ENSDARG00000098181	63	2	13	23	30	31	32	18	17	9	25	15	11	10	21
ENSDARG00000098183	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098186	46	8	7	31	13	35	19	14	1	27	6	41	25	5	18
ENSDARG00000098189	53	11	31	17	5	26	9	0	1	11	0	71	28	0	41
ENSDARG00000098191	8	10	5	4	3	6	5	3	0	0	19	10	1	0	1
ENSDARG00000098193	0	0	0	0	0	0	20	3	0	0	3	0	0	0	7
ENSDARG00000098194	40	2	11	6	0	6	0	0	10	1	7	3	16	0	2
ENSDARG00000098196	0	0	0	0	4	0	0	10	0	0	0	1	11	0	2
ENSDARG00000098199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098201	307	88	135	253	127	294	118	194	119	56	111	273	460	78	181
ENSDARG00000098203	0	0	0	0	0	8	0	2	0	0	0	0	0	0	8
ENSDARG00000098204	17	1	26	13	15	21	0	1	12	0	13	11	3	3	17
ENSDARG00000098206	16	0	38	8	6	10	8	32	9	18	4	1	51	1	9
ENSDARG00000098208	15	1	0	0	22	16	0	1	4	0	1	20	13	7	0
ENSDARG00000098209	11	0	5	3	5	5	14	6	0	0	18	4	28	0	6
ENSDARG00000098211	100	0	15	27	15	11	22	19	16	26	22	20	44	3	44
ENSDARG00000098212	4	0	0	0	0	0	0	0	0	0	7	26	4	0	0
ENSDARG00000098214	125	21	72	22	97	81	19	33	30	29	23	55	74	4	44
ENSDARG00000098215	215	29	106	30	72	153	113	59	37	15	116	157	181	84	45
ENSDARG00000098216	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSDARG00000098218	0	0	3	0	0	0	4	6	0	1	0	0	0	2	0
ENSDARG00000098220	0	0	21	0	13	4	0	0	0	0	0	0	0	8	3
ENSDARG00000098221	101	24	89	58	28	136	85	60	19	8	74	61	96	23	43
ENSDARG00000098224	296	66	199	117	156	241	108	114	106	33	141	308	230	82	85
ENSDARG00000098225	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSDARG00000098226	36	15	29	18	17	30	30	22	29	7	12	31	88	17	5
ENSDARG00000098228	1013	211	714	362	253	726	409	354	142	97	454	933	715	245	526
ENSDARG00000098231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098233	53	15	10	0	0	25	17	1	7	0	6	22	21	0	0
ENSDARG00000098235	17	3	6	0	6	22	16	8	1	10	30	21	21	5	9
ENSDARG00000098236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ENSDARG00000098237	1135	212	516	304	320	543	325	306	366	170	338	702	524	59	251
ENSDARG00000098239	191	24	98	18	58	104	50	88	33	22	28	92	33	18	54
ENSDARG00000098240	617	92	370	249	167	360	259	167	114	112	132	530	503	100	134
ENSDARG00000098241	2	0	0	0	0	1	0	0	1	0	0	33	1	6	1
ENSDARG00000098242	0	0	3	0	13	24	6	16	2	0	10	22	17	12	2
ENSDARG00000098243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098245	5	0	0	0	0	0	0	0	0	0	0	16	3	0	1
ENSDARG00000098247	7	1	12	3	0	2	0	1	1	0	3	22	3	5	5
ENSDARG00000098248	6	0	3	1	7	6	0	0	0	6	0	5	16	5	0
ENSDARG00000098249	28	8	30	14	26	0	0	2	4	1	0	28	33	0	3
ENSDARG00000098252	28	18	44	5	3	14	80	31	30	1	13	57	26	3	27
ENSDARG00000098256	49	9	6	14	17	7	22	0	0	13	7	39	4	4	0
ENSDARG00000098257	176	65	158	73	32	85	79	104	84	24	95	157	211	79	150
ENSDARG00000098258	39	22	6	19	20	22	6	23	0	0	0	46	31	30	0
ENSDARG00000098260	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSDARG00000098269	29	11	7	7	12	27	4	10	14	0	5	49	42	0	2
ENSDARG00000098270	0	0	0	0	0	0	4	0	0	0	0	6	0	0	0
ENSDARG00000098272	774	194	425	171	316	497	245	209	334	171	213	589	590	228	262
ENSDARG00000098273	117	25	50	18	21	63	28	36	38	19	20	16	35	28	34
ENSDARG00000098274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098279	3	0	0	0	0	1	0	1	0	0	0	0	15	0	0
ENSDARG00000098280	584	65	351	190	263	450	162	236	171	133	256	706	490	171	243
ENSDARG00000098281	13	14	0	0	7	10	3	0	0	0	0	0	0	0	2
ENSDARG00000098284	1	0	11	0	3	0	8	0	1	0	0	9	3	4	0
ENSDARG00000098286	3	0	42	12	15	15	13	9	4	11	15	24	13	29	3
ENSDARG00000098288	205	8	88	15	41	99	21	47	20	9	83	51	71	21	44
ENSDARG00000098289	13	0	2	0	15	14	21	0	0	2	8	3	4	0	8
ENSDARG00000098290	495	79	255	142	182	274	155	162	185	93	111	447	555	199	204
ENSDARG00000098291	21	2	20	0	32	31	42	30	3	4	8	12	31	10	6
ENSDARG00000098293	1	0	0	0	0	0	1	0	6	0	0	15	4	1	0
ENSDARG00000098294	30	2	18	10	0	1	27	13	3	9	11	9	3	1	7
ENSDARG00000098295	45	26	27	22	32	59	34	22	31	4	19	70	40	52	30
ENSDARG00000098296	49	16	15	25	28	48	19	25	26	7	15	80	8	7	19
ENSDARG00000098301	0	0	0	0	0	16	0	0	0	0	0	0	10	16	0
ENSDARG00000098304	749	139	358	205	363	468	360	210	208	151	273	651	681	189	223
ENSDARG00000098305	1	0	5	0	0	0	4	0	3	0	0	6	13	0	0
ENSDARG00000098311	2	13	10	0	0	4	19	7	11	1	29	5	1	0	3
ENSDARG00000098312	1270	246	500	282	492	798	500	309	377	119	362	680	598	163	332
ENSDARG00000098313	37	2	2	4	32	8	0	7	1	6	15	21	19	1	4
ENSDARG00000098315	66	58	63	29	29	49	41	7	29	21	42	22	40	43	26
ENSDARG00000098317	238	94	130	36	139	208	89	108	61	36	177	202	184	39	93
ENSDARG00000098320	58	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ENSDARG00000098324	27	0	1	7	3	0	1	9	0	18	0	0	15	1	7
ENSDARG00000098330	34	0	9	16	4	4	0	4	0	0	1	43	29	0	8
ENSDARG00000098332	0	0	0	0	0	1	0	0	0	0	4	0	0	0	2
ENSDARG00000098334	6	4	30	0	1	6	0	0	0	10	0	10	8	5	0
ENSDARG00000098337	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0
ENSDARG00000098338	3	7	0	0	2	7	8	0	5	0	1	6	15	1	2
ENSDARG00000098344	69	13	38	3	46	13	15	52	8	5	4	36	11	15	38
ENSDARG00000098345	13	3	7	16	0	9	5	15	15	2	4	1	11	2	8
ENSDARG00000098347	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSDARG00000098348	6	0	1	0	9	14	2	2	6	0	0	3	10	5	5
ENSDARG00000098349	429	83	259	113	95	282	130	125	155	43	102	303	361	122	114
ENSDARG00000098350	29	0	3	5	18	18	3	4	11	2	4	5	33	3	0
ENSDARG00000098351	2	9	7	8	6	4	0	0	4	12	16	2	0	0	19
ENSDARG00000098355	200	23	105	28	58	102	38	44	153	21	71	140	168	70	34
ENSDARG00000098357	2	0	8	3	24	0	0	0	0	0	3	6	0	0	0
ENSDARG00000098359	281	37	75	49	81	113	46	37	94	42	114	123	64	31	81
ENSDARG00000098360	164	43	110	17	29	17	6	2	0	15	1	19	24	6	0
ENSDARG00000098361	144	12	49	20	25	81	27	49	55	20	32	82	71	14	12
ENSDARG00000098362	37	5	25	14	14	29	0	5	0	10	6	23	36	14	9
ENSDARG00000098365	7	0	17	0	0	0	0	0	0	0	0	3	1	0	0
ENSDARG00000098367	282	152	201	57	161	152	80	124	129	67	142	123	248	18	53
ENSDARG00000098368	1722	361	924	565	922	1310	779	597	534	345	639	1353	1458	346	658
ENSDARG00000098369	3	0	0	10	8	12	25	13	15	0	3	38	4	0	4
ENSDARG00000098375	183	66	138	51	139	129	64	132	109	27	88	266	199	61	64
ENSDARG00000098376	95	31	97	25	86	39	49	30	27	14	28	88	108	36	55
ENSDARG00000098377	3	0	0	0	0	0	0	0	18	0	0	6	4	2	0
ENSDARG00000098379	108	21	34	12	10	50	38	31	9	8	29	64	49	11	23
ENSDARG00000098383	1	0	1	0	2	0	1	1	0	0	0	6	10	0	0
ENSDARG00000098386	100	14	54	45	53	145	12	23	19	14	53	45	55	27	49
ENSDARG00000098387	227	31	154	106	41	221	50	81	72	30	41	74	69	46	94
ENSDARG00000098389	28	2	12	9	10	6	6	36	1	3	11	6	8	10	16
ENSDARG00000098390	282	121	142	192	193	100	100	126	158	36	172	468	384	71	250
ENSDARG00000098391	30	15	4	1	7	0	12	2	2	4	4	7	12	0	11
ENSDARG00000098392	450	85	218	122	129	255	141	88	143	78	134	332	349	129	114
ENSDARG00000098394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098398	32	0	7	3	1	16	4	1	20	0	2	12	2	5	4
ENSDARG00000098401	6	3	0	7	0	0	0	13	8	0	0	0	4	0	0
ENSDARG00000098405	167	25	47	76	85	88	81	72	30	28	84	59	73	20	63
ENSDARG00000098406	49	6	26	35	1	14	14	19	19	9	0	38	8	0	9
ENSDARG00000098408	53	4	21	21	1	50	12	4	4	17	29	15	40	0	22
ENSDARG00000098409	2	11	17	3	45	23	0	7	0	9	2	21	34	23	0
ENSDARG00000098410	0	0	0	3	0	2	7	0	0	0	13	0	12	1	8
ENSDARG00000098414	226	36	101	41	96	103	61	57	82	13	50	177	193	33	41
ENSDARG00000098415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098420	60	36	30	11	14	55	31	61	32	11	28	68	24	8	11
ENSDARG00000098423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098424	140	50	119	40	53	133	70	66	13	7	57	133	175	60	37
ENSDARG00000098426	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSDARG00000098428	70	0	14	3	23	12	15	7	31	4	17	15	11	0	23
ENSDARG00000098430	5	13	0	6	6	0	0	0	5	0	10	3	0	0	6
ENSDARG00000098431	238	132	160	128	33	138	115	61	44	38	112	137	65	18	30
ENSDARG00000098432	60	20	83	4	28	45	22	20	32	5	51	58	43	34	47
ENSDARG00000098433	83	0	68	6	6	24	62	9	2	21	0	58	10	49	0
ENSDARG00000098437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098438	127	22	86	55	26	88	54	32	22	13	75	41	45	32	42
ENSDARG00000098439	276	75	99	117	53	133	97	42	64	60	164	180	126	110	85
ENSDARG00000098440	0	0	0	0	0	0	10	0	0	0	4	0	0	0	0
ENSDARG00000098441	59	1	15	7	14	8	24	15	19	11	18	31	28	11	3
ENSDARG00000098443	56	7	47	22	47	43	37	1	29	41	0	52	37	12	8
ENSDARG00000098444	18	0	0	0	0	16	6	0	12	0	0	3	0	0	0
ENSDARG00000098445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098451	76	29	88	26	27	71	20	37	35	35	55	75	75	41	37
ENSDARG00000098452	0	0	0	0	0	1	0	8	1	0	1	5	0	0	0
ENSDARG00000098453	102	27	155	17	35	26	17	13	48	3	50	8	35	2	6
ENSDARG00000098460	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098461	0	0	9	0	0	3	0	0	0	0	0	0	0	5	0
ENSDARG00000098463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098465	2296	399	935	592	1052	1410	811	851	759	346	583	937	1187	280	582
ENSDARG00000098466	76	12	27	22	38	50	21	53	16	10	38	64	37	2	21
ENSDARG00000098475	1222	268	735	291	386	841	246	340	288	188	382	836	935	300	437
ENSDARG00000098477	27	6	6	10	10	12	0	7	0	0	5	0	19	12	1
ENSDARG00000098478	7	0	0	0	1	0	0	2	0	0	0	2	17	0	0
ENSDARG00000098481	42	4	11	12	13	9	38	25	23	4	8	26	41	8	9
ENSDARG00000098485	0	0	0	0	1	0	0	0	6	0	0	1	1	0	0
ENSDARG00000098486	22	3	4	21	0	23	20	8	7	4	12	11	51	8	0
ENSDARG00000098489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098490	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098492	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSDARG00000098494	6	0	25	0	0	0	7	0	2	0	0	0	0	0	0
ENSDARG00000098496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098497	30	2	42	4	21	15	14	14	22	16	9	25	18	3	23
ENSDARG00000098498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098507	30	11	18	9	35	41	9	8	31	8	17	56	50	7	21
ENSDARG00000098508	19	13	1	1	12	9	6	11	0	3	15	7	25	0	0
ENSDARG00000098510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098511	199	20	69	52	86	84	71	37	57	50	51	162	125	40	53
ENSDARG00000098512	6	0	0	0	1	0	0	0	4	0	0	5	6	4	0
ENSDARG00000098514	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0
ENSDARG00000098515	41	13	10	41	21	5	29	10	16	0	6	46	3	71	42
ENSDARG00000098522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098523	74	14	52	3	11	53	2	9	15	0	15	19	58	13	20
ENSDARG00000098526	60	24	44	12	11	59	29	76	3	7	10	34	104	30	16
ENSDARG00000098527	30	0	0	0	16	0	0	0	0	0	1	0	0	0	0
ENSDARG00000098528	27	11	10	9	14	4	16	12	5	34	29	11	14	0	20
ENSDARG00000098529	38	1	18	8	4	18	42	16	8	9	0	55	22	8	0
ENSDARG00000098530	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSDARG00000098536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098537	1	0	0	1	0	1	0	0	1	0	0	1	0	2	1
ENSDARG00000098538	29	2	18	23	17	7	17	11	0	11	2	13	6	13	2
ENSDARG00000098540	21	6	6	14	4	6	9	1	4	0	6	8	33	12	0
ENSDARG00000098544	46	1	32	13	15	7	13	2	32	5	6	24	58	4	3
ENSDARG00000098546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSDARG00000098551	33	7	19	10	29	16	10	11	9	2	6	63	47	18	54
ENSDARG00000098557	0	9	7	0	0	4	10	0	0	0	4	0	0	1	12
ENSDARG00000098561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098566	171	56	124	98	64	73	40	94	43	9	26	108	209	56	55
ENSDARG00000098567	4	0	0	0	0	9	0	3	0	0	0	0	0	0	0
ENSDARG00000098570	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098573	404	65	271	81	238	392	168	110	164	110	132	99	184	137	84
ENSDARG00000098574	848	176	571	285	392	480	280	275	367	111	301	691	1097	320	336
ENSDARG00000098576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000098578	52	21	26	32	8	47	5	19	62	0	2	15	39	12	4
ENSDARG00000098583	13	0	2	10	5	25	0	18	2	3	3	43	17	8	9
ENSDARG00000098584	21	3	0	0	13	35	13	28	3	0	16	42	11	1	20
ENSDARG00000098585	1	0	0	0	5	6	0	0	0	0	0	0	0	0	1
ENSDARG00000098586	5	4	5	6	10	12	3	11	0	1	10	3	1	11	0
ENSDARG00000098587	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ENSDARG00000098588	25	0	0	1	0	3	0	3	2	0	6	17	0	0	22
ENSDARG00000098589	123	28	46	49	42	39	65	34	44	28	86	32	43	24	40
ENSDARG00000098591	1448	174	866	308	474	644	510	355	336	163	383	864	654	148	300
ENSDARG00000098592	90	7	74	11	60	46	19	24	22	6	37	90	95	20	31
ENSDARG00000098595	0	0	1	0	6	0	6	0	6	0	0	2	2	12	1
ENSDARG00000098597	8	2	0	0	5	6	4	0	0	0	6	8	2	9	3
ENSDARG00000098599	148	110	123	90	63	148	149	94	24	28	20	207	179	41	38
ENSDARG00000098600	10	0	6	2	17	0	7	5	0	0	5	0	17	10	13
ENSDARG00000098601	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
