	C10	C7	C8	C9	C4	C5	C6	C1	C2	C3	B11	B12	B7	B8	B9
100003431	17	16	18	10	8	2	5	30	14	10	0	2	48	25	1
100003436	16	43	51	8	18	7	29	83	22	32	22	9	40	12	36
100003438	15	207	50	27	51	0	0	35	0	41	69	0	328	0	235
100003444	0	7	4	0	0	0	0	7	3	0	9	10	13	0	0
100003446	46	67	70	18	16	16	23	84	32	17	47	37	113	3	84
100003450	0	14	11	0	6	4	6	7	4	0	0	17	10	0	37
100003472	0	7	12	0	0	0	0	1	0	1	4	0	14	0	6
100003476	3	110	23	2	33	19	22	24	20	2	11	0	15	29	39
100003481	60	141	204	59	86	30	109	137	147	82	57	70	244	73	81
100003493	13	26	51	8	7	3	8	23	14	9	2	24	36	9	29
100003503	5	3	84	4	11	0	4	51	8	2	17	19	137	4	18
100003514	5	18	5	0	2	6	12	10	0	1	0	9	47	0	4
100003520	51	48	55	42	31	11	59	33	36	28	33	57	119	23	31
100003524	1	12	15	7	7	3	15	31	8	13	4	32	42	3	3
100003537	0	0	0	0	0	0	2	0	7	3	0	2	15	0	0
100003539	0	1	19	0	11	3	0	10	1	0	4	0	62	0	2
100003546	2	8	6	0	38	0	45	16	12	19	9	11	32	8	13
100003553	15	39	50	0	0	14	46	20	26	3	35	41	71	22	37
100003558	60	177	159	41	46	29	22	86	46	85	29	124	179	22	185
100003562	3	36	5	0	13	26	2	61	23	5	26	0	33	0	1
100003563	37	84	74	43	31	12	36	89	60	26	38	29	99	23	48
100003564	8	5	7	9	1	0	4	8	0	8	14	7	13	4	40
100003570	13	22	14	9	34	6	44	33	45	14	41	9	45	38	30
100003572	1502	2818	2973	1011	1838	1035	1542	3184	1842	1545	1602	1854	4719	1031	2388
100003583	11	15	0	0	0	0	3	0	1	0	0	0	0	0	5
100003587	47	182	150	2	22	25	32	72	35	21	25	25	127	6	36
100003594	84	191	299	57	54	31	99	165	97	106	93	163	265	164	181
100003595	41	114	104	34	31	20	62	88	18	53	28	57	126	21	96
100003596	8	0	4	3	5	0	7	11	2	0	0	10	15	4	15
100003615	95	254	204	75	81	63	69	254	139	87	74	150	151	27	141
100003640	0	8	19	6	11	7	10	19	8	6	7	10	27	4	0
100003642	0	1	11	0	0	2	0	1	0	0	0	2	22	4	0
100003644	2	34	27	34	46	13	47	60	39	52	29	47	87	4	38
100003659	38	145	150	34	59	62	49	179	107	103	57	83	259	44	137
100003660	113	153	130	99	71	48	91	152	119	74	90	56	240	77	158
100003661	1	2	8	1	0	0	0	1	0	0	23	10	7	0	2
100003662	0	6	12	11	0	11	1	0	3	0	1	30	13	0	0
100003663	11	34	45	4	31	12	28	57	30	30	12	31	76	0	61
100003670	12	0	2	0	6	3	0	3	0	0	1	0	0	1	8
100003675	0	2	16	1	0	11	0	21	11	16	8	0	48	20	7
100003679	13	28	140	11	24	4	6	65	14	6	6	35	40	45	83
100003680	125	153	187	95	139	13	123	250	155	116	55	140	418	63	168
100003690	33	76	47	3	42	8	20	42	32	25	23	35	72	12	6
100003691	2	14	22	2	17	0	9	21	30	6	0	16	44	9	44
100003699	3	16	40	2	17	0	2	25	7	14	0	13	9	15	23
100003708	47	58	94	31	45	21	102	128	44	77	59	20	166	33	108
100003714	582	937	1187	280	759	346	583	1410	811	851	592	1052	2296	399	935
100003720	0	1	1	0	0	2	6	5	9	6	0	30	0	8	6
100003721	315	679	657	178	544	403	398	730	322	352	341	701	1124	247	553
100003733	13	14	34	13	6	10	6	25	9	8	11	20	90	25	14
100003734	8	22	30	12	3	2	18	24	3	19	5	7	31	7	22
100003741	0	1	14	0	0	14	6	6	0	1	12	7	9	3	9
100003744	21	35	13	6	33	2	27	38	24	8	8	30	31	4	24
100003745	13	20	11	3	5	2	8	39	7	27	8	2	27	2	8
100003752	55	107	89	44	40	13	71	70	64	36	64	70	186	26	75
100003763	18	72	26	3	12	4	22	33	12	9	4	15	29	3	26
100003770	35	407	29	1	284	8	558	302	314	30	175	16	287	57	43
100003782	1	69	44	7	14	3	23	12	29	16	23	7	44	8	13
100003785	0	27	19	9	36	0	2	17	5	32	15	59	56	6	24
100003787	9	44	24	19	31	0	15	48	32	23	19	43	78	6	40
100003790	24	93	173	6	0	0	0	26	85	35	24	13	105	30	65
100003801	24	110	107	7	45	8	39	26	15	5	11	16	78	4	6
100003805	3	13	23	5	23	7	15	73	46	17	24	53	109	32	18
100003830	0	11	5	0	1	4	5	0	0	3	3	0	0	1	0
100003844	65	227	162	34	49	34	76	164	156	92	61	88	225	24	152
100003846	0	2	1	0	2	0	4	1	0	0	8	1	4	17	17
100003848	0	0	3	4	0	0	0	7	5	0	5	4	1	0	8
100003849	7	0	4	0	7	0	5	33	2	5	0	0	16	2	7
100003850	0	4	13	1	2	4	0	8	17	6	13	1	10	22	9
100003863	18	0	0	0	0	0	0	13	0	17	7	0	13	0	27
100003866	137	360	184	105	88	53	153	202	112	58	75	115	392	96	142
100003877	46	41	79	48	74	26	27	88	47	60	18	38	91	11	46
100003889	250	476	441	141	281	82	362	544	825	285	103	218	572	86	357
100003895	37	11	16	27	13	10	10	58	37	26	10	8	21	15	25
100003902	0	4	43	0	2	8	5	17	25	56	14	1	12	2	33
100003903	6	77	47	20	19	25	35	48	11	27	7	10	117	16	9
100003906	85	243	154	87	135	34	200	225	175	68	174	166	148	64	138
100003913	0	32	9	0	3	0	12	32	12	1	17	3	22	6	1
100003922	15	53	34	26	6	13	34	13	2	19	7	9	42	4	27
100003928	0	0	2	3	0	0	7	5	1	0	10	0	7	0	0
100003937	3	31	23	11	18	80	24	14	20	1	13	24	78	13	22
100003938	84	246	274	57	96	49	113	165	95	240	107	117	247	91	174
100003955	2	39	8	2	0	0	4	1	5	32	6	4	1	0	6
100003956	176	394	295	93	115	134	191	337	174	137	153	207	498	83	274
100003958	75	109	117	44	14	19	41	48	40	36	36	39	138	29	60
100003959	0	16	21	0	19	5	9	2	1	15	1	17	24	0	0
100003969	233	532	786	178	309	146	333	681	278	458	287	365	1356	329	636
100003975	9	40	9	11	5	9	6	28	19	7	13	16	29	11	9
100003989	46	72	26	51	52	24	31	52	35	25	40	41	33	41	21
100003994	0	8	33	12	4	0	6	6	9	1	14	4	21	6	6
100003996	9	36	16	3	10	4	12	19	12	7	1	33	22	4	6
100003999	1	25	5	2	35	7	23	84	48	65	12	19	119	2	85
100004011	11	25	12	5	14	5	16	13	5	11	7	16	46	0	19
100004012	0	2	0	6	0	0	2	10	2	0	0	0	5	0	1
100004018	0	60	5	0	0	0	1	0	0	0	0	29	15	0	0
100004024	140	387	471	81	219	50	242	648	268	168	152	260	611	96	172
100004030	1	12	2	0	1	0	3	2	4	0	2	4	6	2	0
100004031	1	15	18	0	21	1	9	19	21	8	5	8	9	0	28
100004068	8	0	1	5	0	0	2	5	3	0	2	0	2	0	0
100004079	29	13	70	15	9	1	63	29	16	12	12	10	61	9	37
100004091	1	23	10	0	0	17	0	13	3	13	7	6	29	0	13
100004116	16	16	59	0	9	0	17	44	13	4	18	40	117	16	45
100004118	282	752	724	287	224	139	267	514	304	210	201	259	674	110	445
100004124	0	30	3	15	15	16	14	12	25	12	0	4	29	0	25
100004133	0	136	101	6	0	14	35	120	98	81	72	34	34	45	24
100004136	71	146	75	51	91	37	94	205	99	66	50	133	242	65	143
100004144	5	20	58	16	12	10	25	12	16	17	55	32	38	24	11
100004155	2	17	32	12	20	3	9	11	20	31	21	19	30	21	9
100004161	5	10	48	1	8	6	1	0	0	2	2	0	11	4	34
100004173	2	6	8	0	0	3	6	5	4	0	2	0	10	0	3
100004175	3	19	30	6	8	0	12	0	0	1	4	21	20	0	7
100004177	2	10	8	3	5	0	10	6	6	12	19	5	11	0	13
100004180	6	21	2	3	12	0	5	25	5	10	0	3	28	4	3
100004181	0	15	1	11	2	6	1	8	17	2	10	3	76	4	2
100004199	0	0	5	1	0	0	0	5	0	0	1	0	12	7	9
100004228	10	30	35	3	22	0	24	28	9	28	34	16	22	16	11
100004252	10	18	20	0	37	23	26	26	24	10	33	29	42	3	8
100004261	55	54	61	19	39	9	58	35	17	35	76	18	151	8	39
100004265	19	70	71	24	7	12	10	66	106	77	14	26	68	120	49
100004270	9	19	103	24	56	9	27	56	12	41	12	35	56	7	26
100004272	10	24	29	2	37	0	6	19	1	18	58	20	16	6	12
100004274	0	0	17	0	0	0	6	18	0	1	0	1	26	0	6
100004296	0	2	0	0	5	0	6	20	0	2	0	11	0	0	3
100004299	316	646	595	234	300	132	337	521	294	342	188	453	843	121	519
100004307	4	9	11	16	2	1	1	19	11	4	6	4	9	6	30
100004330	12	21	9	1	6	5	0	5	3	1	9	1	15	2	0
100004331	7	37	60	3	2	6	5	10	2	0	1	4	14	17	26
100004336	17	78	27	12	29	1	50	68	31	40	24	50	123	8	59
100004342	26	109	54	48	27	0	13	58	23	81	29	42	38	31	13
100004357	52	61	94	11	56	7	15	43	24	56	16	36	86	10	46
100004361	6	100	60	0	11	1	30	82	62	45	9	31	57	26	22
100004382	16	53	6	0	24	3	17	12	14	15	4	42	58	15	7
100004398	0	36	36	14	2	4	58	9	12	7	17	25	84	5	45
100004402	3	13	35	0	6	24	3	21	39	31	32	6	92	0	33
100004419	33	52	39	28	0	8	5	9	26	0	26	29	24	4	19
100004427	1	3	0	0	0	3	1	2	18	1	15	0	8	2	2
100004428	10	112	77	18	69	33	50	102	70	27	55	82	115	23	63
100004431	0	7	8	0	0	12	19	2	0	3	9	5	7	0	3
100004437	320	755	613	185	207	172	283	524	303	293	325	304	924	168	551
100004439	12	55	22	21	20	28	17	20	42	19	9	61	97	15	50
100004456	2	11	7	1	2	5	0	9	6	0	12	0	0	0	0
100004460	63	77	172	37	69	3	41	103	69	56	55	28	175	26	85
100004462	0	0	1	16	0	0	2	4	0	0	0	0	4	0	4
100004469	23	45	44	18	10	13	10	40	12	49	26	35	31	11	25
100004499	0	3	1	0	0	0	2	2	12	7	3	0	1	9	3
100004503	24	39	189	45	86	0	45	235	102	64	32	14	278	0	0
100004510	4	0	0	4	0	3	1	0	5	3	0	5	6	1	0
100004517	0	1	9	1	0	0	0	8	0	0	0	0	5	0	5
100004528	6	1	0	4	0	0	6	2	0	0	6	0	1	0	3
100004536	0	30	8	5	0	15	2	19	16	0	0	1	15	2	6
100004555	18	56	32	54	2	29	29	101	19	78	0	2	105	1	23
100004566	111	164	217	58	44	56	110	165	91	115	56	112	261	75	117
100004576	449	905	853	282	462	153	393	646	457	394	309	489	1237	174	565
100004582	37	45	110	29	24	4	16	52	32	9	34	28	97	13	59
100004590	7	16	15	6	9	0	25	0	18	14	9	0	16	0	2
100004597	11	24	60	34	14	15	31	79	32	27	20	32	73	29	51
100004603	0	6	3	0	0	0	12	6	5	6	1	4	28	3	12
100004607	12	49	107	3	54	10	35	38	44	23	46	19	26	14	35
100004610	1	1	0	0	0	0	6	13	8	0	2	0	8	8	2
100004611	24	92	177	9	22	5	62	64	67	59	23	70	163	27	83
100004613	84	143	211	44	94	20	64	158	47	59	44	91	268	87	116
100004617	0	0	18	14	0	0	3	26	0	17	15	12	12	12	40
100004621	288	702	570	192	232	129	223	441	247	390	206	264	626	196	399
100004628	0	3	14	0	0	0	0	10	1	0	0	1	9	0	9
100004647	6	0	0	0	2	1	4	0	0	1	0	0	5	1	4
100004652	0	27	0	0	9	2	4	0	1	0	0	4	0	0	11
100004663	23	0	9	0	23	0	0	7	0	0	5	0	0	0	0
100004668	25	80	17	11	6	9	5	24	0	3	44	31	56	0	10
100004674	0	6	0	16	8	5	7	9	2	0	0	11	13	2	19
100004683	29	56	81	5	8	3	8	4	6	19	4	24	25	2	14
100004700	38	47	55	3	2	0	9	4	25	34	11	26	45	33	25
100004703	20	93	43	11	13	10	20	53	20	15	36	27	36	5	44
100004718	15	25	0	2	1	2	2	13	12	1	0	1	58	6	15
100004727	17	4	0	5	70	0	6	12	0	0	0	11	0	0	0
100004729	20	67	22	14	6	7	22	44	87	31	37	42	45	17	28
100004736	1	10	26	4	8	3	22	0	1	4	0	4	9	0	0
100004744	0	36	27	2	7	5	28	28	6	19	15	15	65	3	16
100004768	2	22	28	1	19	1	24	59	15	15	17	27	69	17	15
100004770	5	23	2	0	0	11	22	1	0	3	4	15	3	0	21
100004793	17	0	22	19	0	0	0	41	0	10	16	5	4	22	26
100004801	0	42	6	0	9	0	0	0	0	0	0	0	16	0	13
100004809	31	43	79	20	11	6	29	63	13	21	17	43	69	1	32
100004810	10	30	8	1	11	2	33	31	0	13	7	18	44	6	39
100004850	97	335	284	74	108	46	103	312	101	186	65	161	324	43	142
100004870	95	163	201	41	29	22	60	410	2	56	64	9	147	86	33
100004874	8	17	17	0	5	20	5	12	12	14	5	16	13	0	33
100004913	23	79	79	21	23	20	52	132	42	35	86	35	115	32	38
100004922	12	7	30	1	0	0	6	12	3	0	0	0	23	0	6
100004929	133	489	522	106	57	35	101	301	172	144	96	194	357	166	208
100004931	32	88	45	12	16	28	13	25	26	29	22	23	29	19	44
100004941	21	75	67	10	9	3	49	70	38	10	21	42	79	19	32
100004946	20	80	36	0	10	4	36	68	16	21	36	13	103	21	53
100004951	8	39	4	4	11	4	34	27	0	69	9	59	168	18	62
100004956	26	25	22	13	14	4	14	9	13	7	22	21	19	9	33
100004969	14	33	21	3	3	4	1	22	11	7	15	4	66	81	16
100004977	0	1	4	2	0	0	0	0	0	6	6	0	46	2	9
100004990	4	28	19	50	22	8	66	36	15	14	13	41	26	16	41
100005000	245	412	716	108	203	96	237	500	337	222	118	279	537	90	293
100005008	8	13	6	0	23	0	3	2	11	2	0	8	22	26	16
100005014	0	46	26	0	34	7	53	61	1	7	11	15	51	9	45
100005019	105	218	402	72	192	56	157	248	122	170	157	326	462	63	176
100005026	44	48	59	16	14	13	38	42	9	24	10	26	55	15	68
100005030	1	0	13	0	9	0	0	0	18	2	6	0	28	3	1
100005033	80	270	283	34	100	68	132	208	108	91	81	149	491	92	175
100005036	20	98	64	31	21	12	50	67	55	28	39	49	110	29	74
100005049	17	3	11	0	7	2	1	10	15	3	0	9	37	0	19
100005054	0	2	3	0	8	0	1	5	1	0	0	12	3	5	2
100005064	22	100	101	29	31	14	18	36	83	38	14	24	98	24	54
100005069	21	75	48	65	61	26	49	50	43	32	50	60	154	53	111
100005075	194	256	167	50	84	46	115	264	143	169	94	139	332	48	239
100005083	0	0	11	0	14	2	3	2	2	6	9	0	2	0	3
100005086	11	0	0	3	0	0	0	5	0	0	6	0	0	2	1
100005105	53	25	96	24	32	12	11	23	34	10	20	4	58	14	52
100005106	60	41	54	18	41	37	24	80	24	59	12	61	137	7	94
100005108	47	29	6	8	8	0	15	45	15	14	23	8	14	4	18
100005110	0	2	13	0	0	0	0	0	0	8	0	0	12	8	2
100005114	4	1	1	0	7	0	21	11	21	0	1	14	14	11	1
100005116	24	88	89	33	74	3	22	100	8	31	31	15	74	34	51
100005118	28	71	84	23	53	5	52	80	24	44	20	31	80	20	67
100005128	1	3	13	0	9	0	18	10	18	5	4	5	56	9	25
100005148	0	26	11	0	13	0	0	14	0	0	29	23	41	0	13
100005158	1	0	36	6	4	0	6	4	0	5	28	8	82	15	8
100005161	0	9	5	1	2	3	16	5	2	0	1	2	21	52	5
100005174	391	561	673	234	193	122	273	462	344	356	235	374	936	199	565
100005183	47	58	172	87	158	9	53	66	54	91	60	56	84	8	12
100005187	13	95	36	29	27	15	8	36	20	15	12	32	57	11	21
100005189	47	68	42	22	8	23	31	61	47	19	37	36	58	9	32
100005195	116	306	286	98	84	30	83	209	93	97	101	182	280	46	132
100005208	34	103	300	14	67	10	48	140	46	38	63	122	170	48	245
100005210	9	30	44	5	12	29	27	83	13	14	4	10	28	13	24
100005214	91	358	261	38	110	85	284	268	148	119	73	265	389	173	156
100005227	0	20	0	0	0	5	0	3	0	10	2	15	10	0	2
100005257	2	6	2	18	1	17	39	30	0	13	0	10	22	4	0
100005261	8	8	2	22	6	2	0	13	3	3	0	5	15	0	29
100005267	10	42	44	20	1	0	15	102	78	48	7	14	48	3	10
100005268	52	90	130	21	4	17	29	89	44	15	56	72	67	37	36
100005273	3	16	4	0	5	0	7	7	1	0	3	8	7	0	14
100005291	26	22	43	20	6	6	36	38	9	35	24	9	68	25	47
100005295	0	15	9	2	9	4	6	7	0	1	3	8	24	5	5
100005297	5	0	1	0	0	0	1	5	0	0	10	3	2	0	1
100005300	0	0	4	0	0	0	2	13	0	0	2	5	7	0	0
100005301	0	16	8	3	2	5	8	2	8	0	2	15	20	12	1
100005305	17	1	7	5	1	0	0	0	0	5	1	23	7	2	0
100005325	97	201	267	15	66	46	79	154	52	67	38	87	193	15	123
100005341	0	2	0	0	4	0	7	3	1	0	0	0	3	4	3
100005344	0	8	20	4	12	0	5	18	0	8	0	0	37	1	10
100005357	7	56	27	14	14	4	9	17	12	19	6	33	41	2	100
100005358	7	3	0	8	0	0	10	5	3	1	4	3	4	0	3
100005359	6	9	13	12	0	5	5	42	0	0	14	10	25	10	0
100005372	31	32	27	22	22	3	16	28	43	15	19	51	83	9	47
100005373	13	54	43	4	13	30	45	61	57	53	98	27	89	29	25
100005375	21	8	18	4	1	3	11	19	0	11	4	15	28	0	30
100005387	0	1	22	10	25	6	6	23	19	19	11	11	15	0	30
100005391	26	31	4	3	0	0	6	10	21	6	8	4	31	7	14
100005402	5	36	36	7	9	0	3	15	0	15	10	13	30	2	0
100005403	6	80	79	40	16	3	28	68	83	30	27	61	115	13	79
100005419	44	116	67	17	20	26	36	106	68	67	22	52	146	13	84
100005423	3	3	2	3	0	0	3	9	1	3	7	13	5	2	3
100005449	51	236	169	38	94	35	68	130	88	79	35	133	123	27	151
100005455	0	3	2	0	0	1	0	5	0	5	16	3	0	0	0
100005459	4	0	14	0	7	2	13	0	0	0	0	0	0	0	0
100005466	12	38	21	14	6	10	14	42	54	22	2	23	52	11	33
100005469	37	148	28	76	6	29	62	59	52	55	41	98	705	29	21
100005471	7	44	86	7	0	0	9	16	15	12	2	6	34	9	8
100005476	9	26	20	4	0	0	18	13	12	22	12	7	50	0	12
100005482	53	32	50	6	16	6	19	54	23	15	8	16	65	3	15
100005483	0	0	0	0	5	0	3	0	0	8	0	1	6	0	8
100005485	14	24	21	18	108	27	2	6	197	50	2	0	58	4	16
100005490	10	75	150	23	28	8	20	59	34	20	382	40	55	72	55
100005496	33	73	125	16	53	25	72	71	7	33	28	50	91	22	93
100005501	49	134	74	43	39	28	34	52	31	64	49	55	141	9	72
100005514	43	156	139	50	45	19	78	99	63	69	82	96	253	8	63
100005518	46	246	116	10	16	14	98	143	46	44	72	27	411	42	143
100005529	2	0	5	19	0	11	0	11	1	0	3	0	12	0	0
100005538	20	31	64	2	10	0	13	22	246	16	13	41	52	246	50
100005540	63	781	132	101	61	21	128	292	18	120	145	207	493	23	190
100005543	113	266	247	96	47	48	96	240	108	148	107	64	263	42	121
100005551	0	36	16	3	16	17	18	45	19	16	0	0	78	21	21
100005564	0	12	13	0	0	0	21	29	0	0	0	0	37	0	0
100005567	7	38	39	5	6	0	23	17	73	3	0	26	3	0	14
100005568	18	73	81	166	9	38	18	26	9	56	20	22	44	24	24
100005569	8	18	7	0	14	0	14	10	6	5	4	1	28	2	2
100005587	192	231	366	78	283	75	348	443	196	152	146	442	286	168	155
100005589	15	52	30	17	9	6	13	27	17	1	16	3	21	6	18
100005593	1	5	14	0	19	48	2	15	6	4	3	105	19	0	28
100005596	109	254	278	79	129	35	83	230	124	104	45	142	199	34	225
100005603	25	58	93	11	15	14	14	28	84	4	9	19	23	9	11
100005623	4	6	4	6	0	0	2	14	13	0	1	20	0	0	15
100005630	6	8	8	0	7	0	0	0	0	0	0	0	3	0	0
100005645	3	11	2	0	2	0	2	4	0	5	0	6	6	3	1
100005670	0	4	15	0	0	0	1	10	8	0	0	0	7	0	0
100005675	664	1285	1345	330	430	249	364	813	432	481	270	477	991	160	803
100005680	15	33	21	0	0	1	0	9	3	0	16	0	26	0	0
100005700	19	37	37	7	17	13	34	45	74	9	8	36	71	2	35
100005714	16	91	42	10	27	14	30	45	27	33	11	39	83	23	14
100005716	87	379	284	75	68	46	55	233	126	139	92	98	299	67	158
100005717	10	8	5	3	0	2	38	21	18	14	32	8	20	17	6
100005727	24	89	42	24	11	11	14	28	17	10	29	28	43	10	34
100005728	0	14	5	0	11	0	1	5	0	2	5	4	28	0	0
100005729	4	19	2	5	28	1	39	27	0	0	1	17	55	9	40
100005732	13	89	72	29	25	0	30	1	7	12	21	13	61	7	11
100005752	20	71	60	49	17	21	31	84	42	42	8	101	70	43	70
100005753	5	2	31	1	1	12	24	46	13	18	18	14	65	25	22
100005761	10	82	85	24	8	0	13	34	41	22	28	27	59	5	40
100005763	23	47	26	13	9	64	6	70	35	14	8	33	35	9	32
100005765	5	28	1	5	2	0	5	5	0	6	5	12	22	0	6
100005797	24	63	94	7	8	6	8	71	29	32	65	65	172	16	22
100005813	80	271	279	89	110	79	90	206	93	114	91	58	350	101	281
100005838	26	21	36	16	3	4	16	19	3	8	2	30	36	1	32
100005846	12	98	54	15	17	1	50	77	18	8	17	60	40	12	50
100005849	0	7	39	8	0	2	2	53	12	18	3	12	15	0	6
100005852	0	0	0	0	1	0	0	5	9	0	2	4	4	0	1
100005882	0	2	0	0	0	0	2	8	4	0	2	0	5	0	1
100005886	1	1	9	0	17	4	23	14	2	7	21	3	59	8	10
100005887	162	209	183	70	109	13	109	257	120	99	104	158	244	88	177
100005893	24	34	8	4	7	4	22	57	2	13	28	26	89	9	26
100005927	2	8	0	0	0	0	0	0	0	23	3	4	5	0	2
100005937	28	80	38	28	15	25	30	62	59	42	45	64	88	47	38
100005938	0	3	14	2	7	0	1	26	4	9	5	5	40	11	40
100005939	0	4	7	0	0	0	0	5	0	1	0	12	27	9	0
100005952	29	12	42	20	28	16	19	57	32	15	17	46	83	10	84
100005953	5	54	46	36	12	23	48	22	26	11	7	67	53	2	16
100005958	6	12	20	3	6	0	0	0	1	1	0	0	15	0	7
100005961	3	33	5	0	8	0	9	14	3	1	0	7	9	2	3
100005963	58	139	143	6	48	19	151	89	63	33	38	95	95	22	87
100005981	22	13	79	37	17	9	10	43	36	18	25	17	116	28	32
100005996	131	261	228	67	113	71	134	198	98	130	87	370	404	82	161
100006005	53	28	26	15	18	3	32	79	13	3	19	42	35	23	19
100006019	3	11	8	0	0	0	4	5	10	0	1	0	11	0	7
100006023	15	37	20	23	40	3	67	22	23	11	11	16	28	8	3
100006037	56	65	192	31	32	0	42	66	57	48	44	107	92	15	25
100006039	103	251	209	46	101	39	134	217	156	149	95	75	333	77	179
100006041	60	47	90	13	57	14	68	92	35	14	12	16	89	9	59
100006043	55	104	95	23	13	28	55	90	86	66	44	83	253	37	85
100006044	0	66	76	14	4	9	10	69	16	24	24	13	36	8	23
100006053	0	51	18	0	0	0	0	2	0	0	25	1	31	14	3
100006062	7	46	46	21	11	11	28	57	24	32	12	13	57	7	35
100006078	0	4	8	3	0	4	0	0	0	2	0	1	1	0	0
100006087	101	122	113	91	51	20	73	217	83	127	60	99	317	26	106
100006088	36	91	56	23	39	13	22	35	45	32	40	22	61	31	48
100006090	51	207	199	103	123	11	53	104	48	178	88	74	196	16	175
100006147	3	22	43	6	3	1	11	7	3	0	0	26	51	1	21
100006170	4	10	7	0	5	0	1	11	0	0	3	4	5	0	18
100006189	70	179	207	32	115	24	93	181	91	52	39	80	314	46	115
100006201	62	230	185	44	92	28	87	150	137	70	50	76	294	48	173
100006207	23	3	30	6	17	0	1	14	12	6	15	31	72	16	5
100006212	28	54	45	19	14	11	18	34	46	29	23	9	82	15	61
100006223	4	10	0	0	1	0	4	1	0	0	0	2	0	4	0
100006233	194	609	544	150	219	92	228	353	183	206	123	235	480	156	350
100006238	0	0	13	0	28	2	2	0	26	0	26	0	0	9	6
100006246	16	20	6	0	8	0	2	6	0	2	0	0	26	6	6
100006249	9	34	43	19	22	19	10	35	3	17	8	16	48	11	65
100006250	0	0	8	0	21	0	6	7	6	10	1	0	5	2	2
100006257	11	23	12	2	7	15	14	32	5	19	18	9	27	15	3
100006263	0	10	4	3	12	0	1	0	0	0	16	0	0	6	0
100006266	0	0	4	6	9	0	7	3	5	0	2	2	6	0	26
100006275	0	0	16	0	0	2	1	21	2	0	16	1	24	0	0
100006303	28	20	37	8	7	34	8	60	47	30	13	34	79	17	24
100006305	64	95	121	65	28	18	59	120	51	115	56	41	145	33	78
100006310	18	44	27	8	6	1	4	24	2	7	21	10	4	18	7
100006328	0	12	14	0	0	16	4	33	0	0	0	0	4	0	0
100006332	32	114	86	7	32	10	15	30	20	5	26	34	67	23	4
100006339	25	51	24	26	3	18	11	19	3	12	14	6	50	12	29
100006345	27	30	35	13	17	14	23	66	24	8	6	51	59	25	58
100006350	315	525	662	155	282	150	153	428	322	280	285	490	647	128	450
100006366	4	7	1	0	4	0	32	16	4	2	10	17	9	2	13
100006371	13	77	37	23	25	6	0	16	0	22	3	13	35	15	22
100006377	62	122	107	47	37	33	42	99	51	52	62	52	171	12	99
100006379	68	236	220	83	67	18	65	89	61	68	54	153	189	17	136
100006392	1	33	38	0	10	0	9	11	3	27	7	5	21	6	38
100006399	32	58	81	24	59	18	54	109	60	56	32	43	153	44	88
100006401	0	79	101	64	0	0	0	0	38	0	0	57	76	14	23
100006417	259	696	700	175	221	90	165	522	393	248	208	288	749	205	464
100006427	42	148	112	20	41	24	59	101	91	43	52	64	210	46	108
100006445	2	10	47	124	0	1	13	4	8	0	0	11	3	0	0
100006448	51	39	12	51	8	21	21	14	0	13	6	31	103	14	40
100006454	67	321	169	80	170	33	72	176	90	75	146	52	232	21	138
100006456	138	406	372	105	86	86	210	294	112	90	62	159	361	122	221
100006460	43	125	44	13	10	1	32	129	27	29	55	36	113	7	53
100006472	3	55	8	16	19	10	5	16	3	8	6	4	6	4	24
100006494	0	3	12	0	1	30	5	11	5	4	1	0	1	1	1
100006496	186	378	477	116	107	99	211	395	185	146	138	175	513	74	286
100006516	84	49	100	11	15	10	39	54	80	41	31	40	122	36	95
100006523	1	26	1	0	6	8	14	13	0	20	3	28	9	0	15
100006548	17	76	72	7	9	6	14	34	15	11	26	33	120	22	35
100006560	63	90	86	16	39	16	46	83	35	50	47	122	130	17	40
100006564	17	2	0	29	2	11	42	56	9	4	5	24	14	0	23
100006583	3	13	7	0	1	0	7	10	5	1	0	0	7	6	18
100006589	20	66	54	5	42	3	38	49	13	38	3	36	49	39	27
100006598	5	5	0	0	13	0	0	5	0	0	0	0	0	0	0
100006612	187	526	411	107	177	86	207	424	301	238	217	216	695	108	328
100006614	22	57	37	16	31	0	2	29	26	22	33	49	88	12	54
100006618	8	27	7	0	9	5	42	26	8	1	0	0	12	13	5
100006620	33	39	53	33	23	36	21	70	74	20	56	63	171	32	68
100006622	60	122	138	23	61	28	85	108	62	215	56	60	123	30	101
100006636	9	9	5	0	1	0	3	5	0	5	0	2	2	0	0
100006655	26	12	42	9	18	4	12	17	16	2	5	11	52	9	14
100006660	7	18	54	10	15	2	8	45	29	10	8	11	28	0	30
100006662	1	13	4	7	6	0	0	1	0	0	4	8	13	0	0
100006671	15	46	34	6	12	3	12	26	13	32	8	39	23	3	30
100006675	13	74	43	17	11	31	38	149	29	16	28	113	77	99	30
100006681	14	6	47	19	3	0	25	42	45	14	35	31	37	4	19
100006713	77	122	176	38	31	81	77	226	120	86	74	82	183	17	132
100006754	5	97	56	39	35	10	90	92	60	119	17	17	51	50	41
100006755	12	74	73	6	15	8	35	59	37	23	18	50	46	9	35
100006777	7	4	27	0	24	11	13	14	33	31	8	0	45	5	16
100006778	141	295	361	74	139	77	188	325	254	117	131	182	542	93	258
100006782	55	54	65	63	43	13	102	59	31	24	65	61	87	9	80
100006786	16	62	64	14	52	0	4	49	29	9	15	25	73	19	17
