Probe Id	BMDS Model		Genes	Gene Symbols	BMD	BMDL	BMDU	fitPValue	fitLogLikelihood	AIC	adverseDirection	2BMD/BMDL				
ENSDARG00000104839	Linear		null	null	0.915721	0.629764	1.63694	0.4287	182.579153	-359.158305	-1	1.454070096	TRUE	3.17E-05	-3.43E-06	
ENSDARG00000099821	Poly 2		null	null	0.387788	0.142937	2.97595	0.01854	217.260356	-426.520711	1	2.712999433	TRUE	1.57E-06	9.58E-07	-4.03E-07
ENSDARG00000032242	Poly 2		null	null	0.220358	0.110287	2.59345	0.728	206.908545	-405.81709	-1	1.998041474	TRUE	4.50E-06	-3.09E-06	1.28E-06
ENSDARG00000022550	Exp 2		null	null	1.63047	1.0838	3.81755	0.3703	215.0146	-424.0292	1	1.504401181	TRUE	1	1.72E-06	0.116906
ENSDARG00000004904	Poly 2		null	null	0.657734	0.161784	2.3475	0.1446	183.273068	-358.546135	1	4.065507096	TRUE	2.68E-05	7.05E-06	-3.80E-06
ENSDARG00000016815	Exp 2		null	null	1.93113	1.22106	6.17274	0.1863	221.6938	-437.3877	1	1.581519336	TRUE	1	9.97E-07	0.108033
ENSDARG00000073959	Exp 4		null	null	0.168632	0.0222986	1.15778	0.4306	220.0579	-432.1158	-1	7.562447867	TRUE	1.71E-06	2.52151	0.564511
ENSDARG00000032639	Linear		null	null	0.86409	0.599739	1.50653	0.97	152.32032	-298.640639	-1	1.440776738	TRUE	1.81E-04	-2.73E-05	
ENSDARG00000045516	Linear		null	null	0.889586	0.614655	1.57	0.01153	168.983347	-331.966694	-1	1.447293197	TRUE	6.69E-05	-8.73E-06	
ENSDARG00000087293	Poly 2		null	null	0.0976171	0.0642133	0.19924	1.44E-04	237.828365	-467.656731	-1	1.520200644	TRUE	4.22E-07	-8.35E-07	2.76E-07
ENSDARG00000110787	Linear		null	null	1.99092	1.11622	9.01649	0.273	226.315543	-446.631085	1	1.783626884	TRUE	6.40E-07	8.54E-08	
ENSDARG00000088836	Exp 2		null	null	0.84767	0.503585	1.8917	0.5049	211.2861	-416.5722	-1	1.683270947	TRUE	-1	2.88E-06	0.206389
ENSDARG00000092000	Exp 2		null	null	2.05138	1.28202	7.5025	0.2587	229.7406	-453.4812	1	1.600115443	TRUE	1	5.18E-07	0.113085
ENSDARG00000087645	Exp 2		null	null	1.59306	1.09152	3.41921	0.03467	234.1714	-462.3429	1	1.459487687	TRUE	1	3.64E-07	0.153343
ENSDARG00000115588	Linear		null	null	2.73319	1.34232	90000	0.004185	229.694125	-453.388251	1	2.036168723	TRUE	3.41E-07	4.96E-08	
ENSDARG00000098145	Power		null	null	3.08506	1.81975	30000	7.59E-04	215.802777	-425.605553	1	1.695320786	9.84E-07	5.35E-16	18	TRUE
ENSDARG00000098884	Exp 2		null	null	2.52953	1.48122	36.9085	1.14E-04	224.5569	-443.1137	1	1.707734165	TRUE	1	5.56E-07	0.116844
ENSDARG00000110637	Poly 2		null	null	0.317008	0.132399	2.78141	0.02421	213.495827	-418.991654	-1	2.394338326	TRUE	2.07E-06	-1.43E-06	5.38E-07
ENSDARG00000104887	Exp 2		null	null	1.41923	0.999203	2.69001	0.6396	227.4085	-448.8169	1	1.420362029	TRUE	1	6.00E-07	0.164631
ENSDARG00000105091	Linear		null	null	2.09476	1.15204	11.2769	0.2412	226.463497	-446.926995	-1	1.81830492	TRUE	3.79E-07	-8.03E-08	
ENSDARG00000101514	Exp 4		null	null	0.041791	0.00896102	0.276081	0.0109	226.7428	-445.4856	1	4.663643201	TRUE	8.11E-07	12.422	1.50312
ENSDARG00000089092	Linear		null	null	1.84521	1.06324	6.8448	0.01168	227.901629	-449.803259	1	1.735459539	TRUE	7.03E-07	8.29E-08	
ENSDARG00000104166	Exp 2		null	null	1.16625	0.583751	3.61131	0.07509	208.1169	-410.2337	-1	1.99785525	TRUE	-1	2.40E-06	0.232918
ENSDARG00000102432	Linear		null	null	1.7682	1.03387	5.9913	0.4055	222.59525	-439.1905	1	1.710273052	TRUE	4.15E-07	1.23E-07	
ENSDARG00000104108	Linear		null	null	0.762595	0.538601	1.27029	0.4289	175.988125	-345.976251	-1	1.415881144	TRUE	4.97E-05	-6.39E-06	
ENSDARG00000115070	Exp 4		null	null	0.0451919	1.15E-04	30000	0.01844	232.0051	-456.0102	-1	394.4376075	TRUE	4.90E-07	27.4964	0.666449
ENSDARG00000076257	Poly 2		null	null	0.159789	0.0915481	0.625805	0.1881	234.80819	-461.616381	1	1.745410336	TRUE	2.30E-07	6.36E-07	-2.01E-07
ENSDARG00000099026	Linear		null	null	1.08784	0.724784	2.1327	0.9103	208.943318	-411.886635	1	1.500916135	TRUE	3.15E-06	4.97E-07	
ENSDARG00000039100	Linear		null	null	1.4862	0.917345	3.84036	0.5986	229.755746	-453.511491	1	1.620110209	TRUE	3.39E-07	9.09E-08	
ENSDARG00000039099	Exp 2		null	null	1.26759	0.896914	2.28386	0.4793	175.6896	-345.3793	1	1.413279311	TRUE	1	2.49E-05	0.143538
ENSDARG00000087318	Linear		null	null	0.758368	0.535993	1.26098	0.8555	222.849305	-439.69861	1	1.41488415	TRUE	7.11E-07	2.82E-07	
ENSDARG00000092521	Poly 2		null	null	0.308766	0.130353	2.63509	0.6413	211.663909	-415.327818	-1	2.368691169	TRUE	2.00E-06	-1.67E-06	6.87E-07
ENSDARG00000006474	Exp 4		null	null	0.153372	0.0139834	1.06937	0.6626	227.9732	-447.9465	1	10.96814795	TRUE	8.36E-07	3.13612	1.47693
ENSDARG00000105558	Linear		null	null	0.858071	0.596192	1.4918	0.8316	213.878254	-421.756509	-1	1.439252791	TRUE	3.29E-06	-4.54E-07	
ENSDARG00000007366	Linear		null	null	1.1948	0.780061	2.49926	0.4889	200.032002	-394.064004	-1	1.531675087	TRUE	5.75E-06	-8.20E-07	
ENSDARG00000055185	Exp 2		null	null	0.485025	0.336591	0.811524	0.9107	196.2306	-386.4612	-1	1.440992183	TRUE	-1	1.52E-05	0.179305
ENSDARG00000012640	Poly 2		null	null	0.274735	0.123227	2.53573	0.4994	207.669767	-407.339534	1	2.229503274	TRUE	4.94E-06	2.43E-06	-1.06E-06
ENSDARG00000054786	Linear		null	null	1.16083	0.762806	2.37715	0.6994	194.800918	-383.601837	-1	1.521789288	TRUE	8.75E-06	-1.20E-06	
ENSDARG00000056781	Linear		null	null	1.24232	0.803743	2.67996	0.6253	143.365203	-280.730405	-1	1.545668205	TRUE	2.87E-04	-3.45E-05	
ENSDARG00000053405	Linear		null	null	0.99405	0.67396	1.84996	0.2574	190.503897	-375.007793	-1	1.474939166	TRUE	1.51E-05	-1.86E-06	
ENSDARG00000039730	Exp 2		null	null	1.06067	0.612159	2.6341	0.7274	152.4394	-298.8788	-1	1.73267076	TRUE	-1	1.47E-04	0.163071
ENSDARG00000093844	Exp 2		null	null	0.909256	0.446361	2.51904	0.7585	162.6644	-319.3288	-1	2.037041767	TRUE	-1	5.00E-05	0.296917
ENSDARG00000052578	Exp 2		null	null	1.04837	0.593716	2.66023	0.8295	176.79	-347.5799	-1	1.765776903	TRUE	-1	2.66E-05	0.181773
ENSDARG00000036041	Poly 2		null	null	0.293746	0.127194	2.85116	0.08287	170.865882	-333.731764	1	2.309432835	TRUE	6.01E-05	2.67E-05	-1.15E-05
ENSDARG00000090618	Linear		null	null	0.910641	0.626842	1.62378	0.7141	191.723866	-377.447732	-1	1.452744073	TRUE	1.46E-05	-1.87E-06	
ENSDARG00000103659	Exp 2		null	null	0.690081	0.450142	1.30453	0.07527	184.397	-362.794	-1	1.533029577	TRUE	-1	2.49E-05	0.171487
ENSDARG00000104256	Poly 2		null	null	0.390906	0.141997	2.41956	0.9593	185.003931	-362.007862	1	2.752917315	TRUE	2.93E-05	8.42E-06	-4.08E-06
ENSDARG00000102556	Linear		null	null	1.15424	0.75943	2.35413	0.2827	209.957234	-413.914468	-1	1.51987675	TRUE	3.58E-06	-4.38E-07	
ENSDARG00000087767	Exp 4		null	null	6.19E-04	4.61E-05	0.00718927	0.2009	213.6155	-419.231	1	13.4285609	TRUE	1.10E-06	706.208	2.01531
ENSDARG00000098989	Exp 2		null	null	1.30127	0.91812	2.37674	0.5792	204.3753	-402.7506	1	1.417320176	TRUE	1	3.54E-06	0.144733
ENSDARG00000117518	Poly 2		null	null	0.0961842	0.0634141	0.195503	0.3725	228.300213	-448.600427	1	1.516763622	TRUE	9.59E-07	1.60E-06	-5.82E-07
ENSDARG00000088625	Linear		null	null	0.781697	0.550323	1.31287	0.1794	205.788136	-405.576272	-1	1.420433091	TRUE	4.42E-06	-8.54E-07	
ENSDARG00000018351	Linear		null	null	1.11006	0.7365	2.20469	0.5152	153.090885	-300.181771	-1	1.507209776	TRUE	1.32E-04	-2.02E-05	
ENSDARG00000046091	Linear		null	null	1.29302	0.828435	2.88673	0.1795	208.558959	-411.117917	-1	1.560798373	TRUE	2.48E-06	-4.29E-07	
ENSDARG00000035652	Poly 2		null	null	0.185972	0.0999924	2.5128	0.2727	179.481322	-350.962644	1	1.859861349	TRUE	5.85E-05	2.25E-05	-9.64E-06
ENSDARG00000093043	Poly 2		null	null	0.333712	0.133924	2.7543	0.4275	203.042563	-398.085125	1	2.49180132	TRUE	6.09E-06	2.84E-06	-1.32E-06
ENSDARG00000116986	Linear		null	null	1.19638	0.780857	2.50508	0.5476	209.197472	-412.394943	-1	1.532137126	TRUE	2.67E-06	-4.45E-07	
ENSDARG00000005320	Exp 2		null	null	1.05565	0.633489	2.46807	0.6863	211.2692	-416.5383	-1	1.666406204	TRUE	-1	3.58E-06	0.131278
ENSDARG00000059729	Exp 2		null	null	0.769779	0.490566	1.52899	0.5064	187.9068	-369.8136	-1	1.569165005	TRUE	-1	1.83E-05	0.166406
ENSDARG00000061968	Linear		null	null	1.48017	0.914686	3.80577	0.09214	215.507354	-425.014708	1	1.618227457	TRUE	1.37E-06	2.36E-07	
ENSDARG00000061921	Exp 2		null	null	0.543207	0.371039	0.937591	0.7553	207.0809	-408.1619	-1	1.464015912	TRUE	-1	6.78E-06	0.174304
ENSDARG00000029039	Exp 2		null	null	0.879268	0.651685	1.34463	0.9522	214.8154	-423.6309	1	1.3492224	TRUE	1	2.35E-06	0.164323
ENSDARG00000019207	Exp 2		null	null	1.07835	0.497096	3.43909	0.231	219.209	-432.4179	-1	2.16929929	TRUE	-1	1.03E-06	0.284941
ENSDARG00000002986	Poly 2		null	null	0.270368	0.122042	2.4619	0.3505	182.723413	-357.446826	1	2.21536848	TRUE	3.59E-05	1.31E-05	-5.94E-06
ENSDARG00000077960	Linear		null	null	1.24586	0.805486	2.69391	0.798	187.267685	-368.535369	-1	1.546718379	TRUE	1.21E-05	-1.84E-06	
ENSDARG00000016319	Linear		null	null	0.984846	0.66885	1.82391	0.6541	157.91967	-309.839341	-1	1.472446737	TRUE	9.94E-05	-1.65E-05	
ENSDARG00000020364	Poly 2		null	null	0.428213	0.146497	2.42317	0.3966	158.368352	-308.736704	1	2.923015488	TRUE	1.61E-04	4.65E-05	-2.27E-05
ENSDARG00000092018	Exp 2		null	null	0.939666	0.684562	1.50071	0.6934	221.1976	-436.3952	1	1.372652879	TRUE	1	1.83E-06	0.130585
