	DMSO_A	DMSO_B	DMSO_C	DMSO_D	P1400_10-5_A	P1400_10-5_B	P1400_10-5_C	P1400_10-4_A	P1400_10-4_B	P1400_10-4_C	P1400_10-3_A	P1400_10-3_B	P1400_10-3_C	P1400_10-2_A	P1400_10-2_B	P1400_10-2_C	P1400_10-1_B	P1400_10-1_C	P1400_3uM_A	P1400_3uM_B	P1400_3uM_C
100005305	6.3682723485	6.6519341145	6.9632164355	6.8937339415	6.0167392985	6.5438413265	6.3798766935	6.0018695165	6.2772511415	6.7540703735	6.0398274365	6.3222523915	6.9359338275	5.7457100025	6.1142547875	6.6840616125	5.9315313015	6.4301824935	6.3080239955	6.0147857175	6.8338301295
101885817	5.0797035115	4.9449503455	5.2746099745	5.1155169995	4.9192705075	5.3891234155	4.7007739085	4.8718989085	4.1165002025	4.4843975915	4.8302307515	4.5984429825	4.9556940015	4.4685207685	4.3194639785	4.6615209355	4.9002455355	5.1505637705	4.9973195225	4.7072423855	4.7523308625
559723	5.0797035115	5.0940580645	5.3820801945	4.4562605155	5.2155315765	4.9981799965	4.6322845965	4.7554983585	4.8099547605	4.8494957545	4.5664897815	4.7721442715	5.0846613225	5.2161039545	4.5206911375	4.4253704675	5.2096714325	4.9678120725	4.5349832135	4.6094096695	4.4295672935
101883461	8.6994396705	9.1172273675	8.8964395235	8.8274798825	8.7259656375	8.9426017885	8.5157992515	8.6051268005	8.4478963455	8.4413238945	8.8632900035	8.3327355815	8.7336347825	8.8271376625	8.6420291435	8.5662529495	8.6131660185	8.8880475185	8.5313483545	8.3328197985	8.3730474785
100005358	5.4237742515	5.3045805085	5.0321881405	5.5903114165	5.2155315765	5.1741040505	4.7007739085	5.0798258895	5.2928338255	5.2334208675	4.7953791855	5.4816419275	5.1743433875	5.1971599525	5.2152599545	4.9433121035	5.0491586265	4.8669515515	4.8297218255	5.1163036545	4.6395852215
393236	8.4241522895	8.6060759925	8.6897172025	8.7309374795	8.3585984475	8.5158125045	8.3761881325	8.2330779345	8.4367970475	8.3379959175	8.2991030045	8.3159948505	8.5250170725	8.2449886795	8.5385807515	8.4381433705	8.3486876015	8.6045478395	8.2493886535	8.3096437495	8.3642039315
445412	7.3853257785	7.4290577835	7.4193685425	7.4342389175	7.2962345315	7.4610525365	7.6236720315	7.2959080625	7.5897481925	7.5106440985	7.3774747805	7.7070903435	7.4544954665	7.2579741655	7.4785797235	7.4946080745	7.7169685345	7.4050473095	7.2471907885	7.7564616035	7.6082040985
560923	9.4118306635	9.7161090045	9.5137243925	9.8178304385	9.2567567415	9.6945068675	9.2924788455	9.2922419085	9.0842146615	9.0903475395	9.3881973045	9.2246528625	9.6054462345	8.6275793945	9.3814484735	9.1729638755	8.6059703235	9.6688428875	9.3622133965	8.6139386915	9.1733644955
445507	4.6269892215	5.3993407105	5.4577350805	5.2720735785	4.9517886315	4.3472605905	5.0284632235	5.1117432065	4.7633282055	5.2993102865	4.1361778965	5.2892204395	5.0534841345	4.2284136155	4.6972559735	4.5313428935	5.1581262545	4.6654695015	4.6400634905	5.4057817685	4.3836288045
553434	6.6650316175	6.7085470045	6.9370200435	6.6642870775	7.1356713515	6.7906468925	6.6286774395	6.9612525785	6.9167881695	6.9582234965	6.7533929315	7.3049466255	6.6113873715	6.9253307865	7.0283148225	6.5048775525	7.1584442275	6.9023197825	7.1615310355	7.2641722865	6.9876193175
100149701	4.7010273355	5.3993407105	3.5565770295	4.2305653785	4.5027825425	5.2068536825	4.4048388365	4.6288755035	4.2577479425	4.0465003125	4.4368091695	3.9585127955	4.9215666695	3.9402073715	4.2072420075	4.9686855265	4.2343673375	5.2973246895	3.7601389165	3.4206609485	4.0131362605
394184	9.4765012845	8.9706200845	9.3546008725	9.3207303245	8.7767644985	8.8471496725	9.3429070405	9.1086961145	8.7494517785	9.1935802345	8.8590771205	8.8001556875	9.2001283975	8.8069740305	8.7001969465	8.7873506655	9.0210175365	8.9435888415	8.7728969305	8.9673669575	9.0353390185
100151347	11.8761617215	11.7961780135	12.0732033885	12.0166346755	11.8348329405	11.8203232815	11.9876268005	11.7538360605	11.8133877685	11.9934508285	11.6584587985	12.0556314995	12.0295172675	11.4624792215	12.0250969675	11.8354433815	11.8000394395	11.9224862295	11.7421352525	11.9198409375	12.0160953305
100149452	5.5692461245	5.4882585705	5.6202119825	5.8105908735	5.0147053235	5.5251885895	5.3389565185	5.3710750475	5.2083312415	4.8785256675	5.1935854955	5.3562533335	5.5982238035	4.7542486105	5.0297446475	5.0422333355	5.4429316715	5.4859942175	5.6280792395	4.7537783635	5.0159219825
445309	9.7285184575	9.7033971455	9.8577213305	9.8165594775	9.4526784485	9.7594180185	9.4964981695	9.3552589335	9.4135009075	9.6257699355	9.4398867365	9.3950630925	9.7363664215	9.4250535095	9.5562628405	9.5226326015	9.3827923595	9.7756484895	9.4569452165	9.3067118025	9.5408360265
445159	6.5694414385	6.6615252185	6.6770161745	6.7197305545	6.2173014035	6.0432311405	6.3481996225	6.4010530735	6.1471032205	6.4500421305	6.0981865585	6.5105904505	6.3153860905	6.0289048265	6.2192522795	6.7293003275	6.6531644755	6.3871241495	6.1390376375	6.4274117495	6.4771235365
794698	5.5888802105	5.2547593145	5.4329549995	5.6371402805	4.9835899285	4.9981799965	4.7007739085	5.4972588395	4.9827104895	4.8198696865	4.6072495505	5.2427364945	5.0534841345	4.7799397375	4.9621973915	4.9686855265	4.9312832185	4.9081457035	5.0743409925	5.5708271485	4.9544004305
323299	11.3131266985	11.2984453575	11.6207445885	11.4559044995	11.0980249325	11.4313455855	11.3320133915	11.1130842465	11.1534623605	11.2534685735	11.0188213715	11.3266381585	11.3530630785	10.8034668915	11.4790078845	11.1838111785	11.2761635895	11.4111662385	10.9285346985	11.3525470885	11.1628964205
777734	8.0450778605	8.1718053005	8.3392157185	8.4714720815	7.9555045855	8.0937376625	8.2926688105	7.9799510455	7.7832747235	8.1924225535	7.9685168875	8.1337670925	8.2400969795	7.9320582155	8.2186255435	8.0848595745	8.1286804555	8.1669083205	7.9607777115	7.9587130905	8.3161003805
796115	8.0556994915	8.5137810445	8.6228173355	8.5803192825	8.0220961085	8.5385042905	8.3309869695	8.0309195335	7.9564778925	7.7295895495	7.8881001195	7.9793129805	8.2226845175	7.3636950515	8.2150027225	7.9575766515	7.6011141895	8.6185766655	7.9038839865	7.5478154085	7.9647609025
562007	7.2062350545	6.7360415905	6.9192877305	5.1155169995	6.9788384515	6.1311695195	7.0055580775	7.3097335185	5.4629624245	6.3290738255	6.5383925005	7.9029001115	7.1500281435	6.5826151045	5.5956155625	9.1002094135	7.8324512875	8.3868594725	5.4076911185	5.9562935475	8.4475023925
565454	6.1074636345	6.1507189505	5.6634605815	3.8874265785	5.8542258805	4.9981799965	5.7315964025	5.6132882895	4.6397096005	5.0414129705	5.1109618215	7.1498471925	6.1034167995	4.8051813565	4.4235831145	8.1829712705	6.7607551715	7.1107751425	3.6637374105	4.7537783635	7.2911460235
335392	6.1344356635	6.6710529825	6.3060444705	4.7398572065	6.2698319905	5.6731500445	6.3693947615	5.6572074295	5.2928338255	5.8018199635	5.8146964065	6.8806001015	6.1919753475	5.6514327135	5.5035822315	8.1748182795	6.6344259465	7.3044959225	4.7845931025	5.6467701355	7.2340417245
321177	9.0991671685	8.9175753435	8.8410085075	8.1827699595	8.6487290465	8.7337385385	9.0791054935	8.7915559425	8.6774084445	9.0542271815	8.5756039535	9.1990130755	9.0142737395	8.9524558625	8.6581270925	10.0797162165	9.3049445155	9.6107619465	8.4360679585	8.9966858515	9.6624474135
565650	5.6648488265	4.7786364105	4.9296356545	4.0346100065	4.6684691955	4.6626621235	6.0399170995	4.8718989085	4.4168368075	3.6348444355	4.8302307515	5.4203094355	4.9556940015	5.4095560365	4.4235831145	6.0498618825	5.6622937835	6.0707370355	4.9159530315	3.4206609485	6.0322775015
798302	8.0127355485	8.5084762385	8.3258176795	8.6590120065	7.4968761705	8.3643735085	7.9742984055	7.6182488895	7.7861928655	7.7649998565	7.9685168875	7.9029001115	8.1021696495	7.2851395175	8.2258440075	7.7862093665	7.6107327095	8.4139260755	7.8391470925	7.4871336215	7.6669164915
550324	5.3566394795	5.3762277585	5.1584849675	5.0127200145	4.8860024955	4.8401528005	5.4820422485	5.1117432065	4.6652952485	4.7587274755	4.5664897815	4.8671381195	4.9890326635	4.1517723825	5.0297446475	4.6615209355	4.9002455355	5.3580477485	5.3469000265	4.7988600515	4.8228792735
393653	6.5792905535	6.5419960805	6.8647443465	6.3213528945	6.4284387145	6.2140542495	6.4412176335	6.6818380875	6.3421429975	6.3395510725	6.0546400225	6.7702233245	6.5456874305	6.4123770025	6.4463399725	6.3780531385	6.7433714015	6.2007596965	6.3238829915	6.5642569005	6.2905709885
100329862	9.2362069405	9.0747879745	9.3512984565	9.0097966845	9.2905199095	9.3358713785	9.0758856825	9.2208688815	9.1434455625	9.1301190675	8.9900652925	9.3116690815	9.2352845595	9.0387838435	9.2931495255	9.1016437035	9.4036915795	9.0984312605	9.0671375235	9.5169283455	9.0053172655
368416	8.5621574495	8.8478783265	8.7784528795	8.9060639565	8.5592297465	8.7888568305	8.6452580375	8.4167610485	8.2443876235	8.4630480585	8.3865846105	8.6656741535	8.8470725275	7.9688234765	8.5558682525	8.5558266975	8.1650403025	8.7631071445	8.3222530015	8.2900418475	8.4362949275
562702	8.0379530785	8.2970787005	8.3851526175	8.2892282035	8.0636025905	8.4037494355	8.1590811145	8.0267402635	7.9170854125	7.9266101985	8.1310805895	8.1241827045	8.2331571935	7.6269723475	8.2508279445	8.0104558885	7.7214146615	8.4228365955	8.0397218675	7.6922025505	8.0333090055
100005903	5.8224279245	5.7623149565	5.8621607285	5.9092804935	6.1903009825	5.8494305295	5.8418551825	6.0520827255	5.7286972675	5.7865852115	5.6488932175	5.8659393945	5.8728213605	6.0815035365	5.5956155625	5.9127862265	6.0493872475	5.8664454005	5.7027553295	6.0709985125	6.2399038325
64264	7.3797007955	7.2371510665	7.5050785065	7.3524087665	7.2706844875	7.2805292905	7.4849053395	6.9524664975	7.1430644305	7.4442358305	6.7533929315	7.1115565555	7.2633634075	6.7737477095	7.3054212455	7.0237111735	7.2412765715	7.3160206895	6.9116237065	7.4093240645	7.2786500795
100003363	5.4879233755	5.3762277585	5.2746099745	5.6371402805	4.8519491915	5.1405936905	5.2038941395	4.7145132715	4.8989169145	4.9622669445	4.7953791855	4.7390369305	4.7763617385	5.0144424245	5.2152599545	4.8911859275	5.2347694675	4.8459048205	4.7380070035	5.0052848825	4.8569005915
568888	6.3795894155	6.2932648025	6.6450074585	6.2478208915	6.3573951525	6.1140054395	6.2487683905	5.9673960515	6.0040396755	6.1017632605	6.0546400225	5.9977462805	6.3021836765	6.0289048265	6.2047124385	6.3493627735	6.3542853715	5.7466494775	5.7504749105	6.2920661105	6.3029645445
553349	9.7828031345	9.2972007345	9.5166755305	8.8198883455	9.5829510475	9.4411260895	9.6805175755	9.5643287605	9.6946816555	9.8056245985	9.7856230395	9.7270308785	9.4614488585	9.8608897255	9.6220277775	9.6633098615	10.1412193005	9.4156693435	9.3153857065	9.8984834775	9.6503736475
550369	6.3220948655	6.4564276955	6.7886559565	6.5948137145	6.2173014035	6.6065475485	6.0530760275	6.5128468145	6.5139277985	6.4008652635	6.3228294045	7.0386033515	6.7245770905	6.5077141095	6.8714635525	6.7367040965	6.7433714015	6.6032084845	6.4155415655	6.4698451845	6.7366764845
100006257	8.0905505565	8.0960234375	8.2848604345	8.2521027135	7.6233856435	8.0537902095	8.0451591795	7.6887168195	7.8207577905	7.8333151215	7.5650317875	7.8534850785	8.0279236505	7.2488041775	7.8773226985	7.9092525105	7.3714524975	8.0817041835	7.4984353825	7.7564616035	7.9451271585
541448	5.0797035115	4.8807067125	5.4077418395	5.1155169995	4.9517886315	4.9213290275	5.4820422485	5.4481016185	5.4629624245	5.1643775935	4.7230438325	5.3342532945	4.9556940015	4.7799397375	5.5956155625	5.2005327235	5.8363571545	4.9283099245	4.7380070035	5.5965882195	4.9854891185
569206	5.4668556825	5.7262098945	5.4577350805	5.2720735785	5.0147053235	5.3008651255	5.4820422485	5.0798258895	5.4482990295	5.4994540125	4.9300018695	5.3562533335	5.5982238035	5.2348024225	4.7382159685	5.5079959535	5.4429316715	5.2973246895	4.9973195225	5.3155922345	5.2642888555
407727	7.8595125695	7.6474974825	8.2029523705	8.0463002965	7.8516292095	7.8970557795	8.2759299815	7.6293166785	7.9010222345	8.0875508195	7.2155521615	8.1305793665	7.9580907725	7.2985327545	8.2040793525	7.8727568735	8.0810381535	7.8370285715	7.5192467415	8.3518527695	7.9686557905
569287	7.6835026905	8.0047803635	7.9687380185	7.8810418025	7.6183300735	7.8355579745	8.0352468205	7.5086402695	7.6550561535	7.5336395145	7.8798063015	7.6233885155	7.8668813585	7.5618212715	7.9045677795	7.8524540465	7.5063902405	7.8712829235	7.8446541765	7.7334244725	7.7000934255
407077	6.1739711635	6.6029981885	6.4611536685	6.5092927755	5.6710543725	6.5566025075	5.9583387695	6.0188021835	6.2436767885	6.2311885145	6.2981457095	6.2652566895	6.5789113625	5.6233246925	6.2478996025	6.3002399815	5.8031841285	6.7965993045	6.5564439605	5.9562935475	6.2007004435
565497	6.9032191695	6.9070548785	6.4854581235	6.4049130455	6.6723452255	6.9246559135	6.6804738805	7.3703590685	7.1293412935	7.0246581095	7.4123948395	6.9971989185	6.8387017445	7.3422996475	6.7565419345	7.0477206335	6.9393095555	6.8714090535	7.3042633005	6.5379066325	7.5047064665
406340	8.9208705135	9.8085767885	10.2950682145	9.8216366185	9.1952761135	8.9401691345	9.0919133535	8.9456013315	9.0530560175	9.4251841455	9.1827350695	9.1192407675	9.2814259785	9.5993076025	9.2118717755	9.8300628615	9.4513103255	9.6247307665	10.0259565025	9.3222351425	9.7062618315
30121	6.8142755875	6.2430443935	6.6979674665	6.7088110075	6.4850810085	6.4512053705	6.5473197415	6.4139110765	6.4268558615	6.3290738255	6.5278153105	6.6054899955	6.4650534265	6.2835996715	6.3439095625	6.3299139045	6.5368987835	6.1153926885	6.5429570815	6.5379066325	6.1048574425
394031	7.2925831995	6.9855153715	7.4628599305	6.9780050245	7.3151044325	7.0829904645	7.2819139965	7.1187610635	7.1108383295	7.3998718265	7.0480122105	7.2472491805	6.9187357385	6.9137733015	7.1994096215	7.2782875825	7.1452678665	7.3083477505	7.0704624115	7.4452130655	7.1745836565
447861	8.5421537395	8.5936049295	8.4575825755	8.5591969205	8.5539438625	8.3966696505	8.3363788475	8.5273894335	8.3168077145	8.3535871955	8.5259768065	8.3131857445	8.4431858325	8.4668352045	8.4302656155	8.4718076335	8.3225870355	8.5856279795	8.5980789365	8.3366465335	8.2976398385
555419	5.5692461245	5.4665375855	5.6419983375	5.3861325835	5.1042168905	5.4173824565	5.2273009805	5.0471864455	4.8771853605	5.1164419395	5.2461509685	4.7390369305	5.2311767585	5.2714876575	4.8168041055	4.8643991265	5.6056982965	5.1844917645	4.6400634905	5.2193863355	4.7523308625
555334	5.7888676525	7.4623623865	5.3293455715	5.8105908735	5.8016742025	8.7477167835	5.1062736145	6.0018695165	4.3552900305	4.7896224615	4.7596648145	4.6348966805	5.2587753305	6.6043475555	4.7382159685	4.1428516785	4.2343673375	7.9374441925	4.2986353325	4.5044569225	4.0131362605
431727	8.6812631795	8.6597030185	8.8503961765	8.8400443425	8.4917220115	8.7477167835	8.6100759555	8.3413650405	8.7404526075	8.5736891675	8.7766022325	8.5653640295	8.7063325665	8.4589045505	8.6554565435	8.7310066855	8.5694434505	8.7145869625	8.4756484745	8.4784848095	8.4669083695
503743	6.5792905535	6.4998461935	6.8366793555	6.8042333485	6.6625554275	6.8643481405	6.5473197415	6.6924303875	6.6289237585	6.8451230615	6.4060409275	7.0985637925	6.9780529425	6.5077141095	6.7763425655	6.7367040965	6.5368987835	6.8766070535	6.6348201415	7.0846759695	6.6902559865
556206	7.7061528355	7.8286824495	7.3874804475	7.7751068915	7.7673584145	7.7040911065	7.3095911775	7.6126829905	7.4084579595	7.8626691455	7.4742990495	7.7325444745	7.7550520635	7.8219791565	7.6277248575	8.0256467705	7.7214146615	8.1583974285	7.3820676085	7.2641722865	7.4275703195
555987	7.0307220105	7.2371510665	7.2873557005	7.4799139405	7.0406111395	7.4542490965	7.1162699805	7.0043978515	7.2184555615	6.9027813125	6.9798039685	7.1686180315	7.2496739275	6.7083546825	7.1318499005	6.9299398585	6.8116839495	7.3649241115	6.9010908135	7.1814758025	7.1125694045
751718	7.2500550435	7.2499228465	7.6247918495	7.5427532655	7.1142837335	7.2336220115	7.2190880635	6.7544012125	6.8289552595	7.1128088265	7.0256325335	6.9545710055	7.1719678205	6.6186560875	6.9779023575	7.2160838755	6.6154408245	7.3463107605	7.0704624115	6.7011616425	7.3757122525
792773	8.0415198685	8.0085430605	8.2391373045	7.6888281745	7.9872249705	8.0311097195	7.9106611385	8.1041472665	8.0613768465	8.0272576935	7.7629065505	8.1838354705	7.8305596255	7.8404102465	8.1290635745	7.8761130725	8.2257628575	7.7376925735	7.7771397345	8.3891815955	7.8256603915
558123	8.4021251525	8.8095699555	8.7079063425	8.8020178475	8.3123905785	8.5223323735	8.2898924575	8.1277532005	8.1947379545	8.2323259065	8.2771674785	8.2202784415	8.5078683275	7.9176644485	8.4271376465	8.2018176285	7.9046043135	8.7318986725	8.4505868245	8.0075391905	8.3789132025
794165	7.3045073405	7.6902935375	7.9338381785	7.8315653855	7.2446737835	7.4678240445	7.4897525075	7.5026341075	7.3544308945	7.3068286725	7.2416771275	7.2706057785	7.5300538485	6.7609040815	7.2498524915	7.2318880415	6.9162239525	7.8046706305	7.4120512755	6.9311595465	7.2533287275
100330019	7.6511829265	8.2722532935	8.2066119785	8.2023656505	7.8034425835	8.3895549505	7.9880667545	7.5558100845	7.7052540955	7.5961425525	7.8418825265	7.6680467515	8.1872161465	7.4260409115	7.8910095535	7.6555967055	7.2474555745	8.2712378105	7.5465363035	7.4871336215	7.7820589475
559959	6.3908183975	6.7807325975	6.6011935865	6.8144564955	6.3694813595	6.2615916435	6.3798766935	6.5482658115	6.2179731145	6.6817994915	6.5488927075	6.5300763295	6.3153860905	6.4922557035	6.6207563845	6.5135237205	6.4750523895	6.6705939045	6.6091649525	6.3984131605	6.3751699615
436979	6.7633457305	6.9931317435	6.4364327425	6.0884581575	6.7667542685	6.9147780655	6.7056910305	7.0043978515	6.5487119325	6.7618814725	6.9404690545	6.3553993905	6.7344399665	7.0414025445	6.2047124385	7.1947386845	6.9695267255	7.4335425075	6.4735640545	6.6155561215	6.9565769975
559618	9.0308283975	9.2018254125	9.1924318115	8.9851200975	9.1504505265	9.2041956895	8.9688634785	9.1007659615	9.2759868495	9.2763472945	9.0504302175	9.3963908345	9.1512664025	8.9845742725	9.2982945145	9.1016437035	9.2795412425	9.0555326905	9.1868717765	9.2870697515	9.1901420115
321664	14.9818724715	15.4390305915	14.8623555915	14.9313796915	15.0878021115	15.2289488615	14.9982969715	15.2840779415	15.2859758515	14.8722226415	15.4075384915	14.9812517115	15.0904116515	15.5092950015	14.8284065515	15.0618863015	14.6878027015	15.1673366615	15.5798575615	14.3094747615	15.1885205615
678649	9.4738637685	9.6074156115	9.7898156605	9.7805102135	9.4254398765	9.4479915495	9.5772778045	9.3734749625	9.4378288425	9.4053733725	9.3223979945	9.3573813665	9.6094713305	9.0227337725	9.5747550915	9.4602708475	9.3897924595	9.6115415505	9.2463315265	9.3603280925	9.4108874815
559392	8.0343774495	8.1030795645	7.8889915725	8.3502284175	7.3460159485	7.9070552945	8.0937244255	7.5615993315	7.3970498405	7.4635235805	7.5123531135	7.3494987235	8.0945317955	7.3029696775	7.4168439745	7.7130272755	7.1972662905	8.0771960995	7.6695469375	6.9809110715	7.7094340835
568697	6.7890353875	6.4564276955	6.4733570765	6.3775939035	6.7203218675	6.4648088535	6.7222608715	6.6165972505	6.5279422515	6.6735412705	6.8242588805	6.5203662885	6.8837120175	7.0091810335	6.5875193255	6.7068582825	6.5962025335	6.5192878655	6.9832762985	6.2601836005	6.6325048975
30498	9.6512521285	10.8241820985	11.3927824675	11.4929749535	9.8171825135	9.8042488475	9.7867408675	9.5571022825	9.4978025695	9.5943986745	9.9381923325	9.9923362525	10.0563850335	10.3596552985	10.2673867275	10.1876520125	10.0584147025	10.6297233665	11.2523452865	10.0908851095	10.5277565265
568927	9.3164210145	9.2755038145	9.4853833245	9.3260993575	9.1023780675	9.2441867955	9.2228616735	8.9029151215	9.0199705255	9.2749832995	8.9784601885	9.0998119425	9.2089980795	8.6847983865	9.0443813425	9.2159780195	8.8263057815	9.3749265645	8.9722165285	8.8220685555	9.2409459445
562931	8.1379695375	8.2406084705	8.4698160995	8.5284753505	7.8687601095	8.2274338625	8.2128371235	7.9493660775	7.9796072165	8.0010974145	8.1064123555	8.1080658555	8.2675270415	7.5128678615	8.0458593975	8.1748182795	7.6625179825	8.2732099225	7.7771397345	7.4452130655	8.0772626645
65229	10.8890825545	11.0050418725	11.1978823795	11.0740364665	10.8840721035	11.0577907745	10.9867992075	10.8553328275	10.7644506655	10.8634000945	10.5706579205	10.8974962155	10.9921811315	10.5178395565	11.0815749215	10.7792711535	10.7753911135	11.0224577565	10.7898295075	10.8373334535	10.7868356925
30201	6.4019606555	5.8319224475	6.3330819255	5.7900161715	5.9377696855	5.4722922725	6.0399170995	5.9673960515	5.7286972675	6.1382280415	5.6093092275	5.8505222495	5.9425506705	5.6652839955	6.1751856235	6.3101992595	6.3427882525	5.8453912295	6.0077436735	6.1426960565	5.6987937975
393176	5.5291576815	4.6687910905	5.5296195265	5.3302299705	5.1042168905	4.7091235465	5.7315964025	5.2034652625	5.2928338255	5.4028500885	5.1665666435	5.2189205385	5.1743433875	4.5603323355	5.4052753745	5.3236342625	5.3768261665	5.2659770255	5.2170475615	5.2521729915	5.1861561765
550612	5.3566394795	5.0362508225	5.2464432035	4.7398572065	5.3678888085	5.2068536825	5.1313049665	4.9445889065	5.5616338085	5.7711878635	4.7953791855	5.2892204395	5.3641748025	5.3248236015	4.4729540165	5.5920341165	5.5863287695	5.3431049075	5.1113626835	5.2842310645	4.9854891185
58147	6.6180280865	6.4002499255	6.4974585125	6.5092927755	5.9377696855	5.7192802555	6.2826792905	5.8206222985	6.1918031735	6.1620357215	5.9316489055	6.3553993905	6.2062206655	5.8585202145	6.1900245685	6.4786237305	5.7692303405	6.0246548875	5.6280792395	5.8316747945	6.1189453295
386844	9.5064911385	9.0765814335	9.6341106305	9.4833410425	9.4597618315	9.4185849875	9.6385769685	9.1067176595	9.4580983665	9.6772740085	9.0467305115	9.7121803295	9.3977082325	8.9109121385	9.8328992265	9.3631577215	9.7759169125	9.3536495165	9.2337948325	9.8945948255	9.5355941825
562247	5.3100820515	5.0362508225	5.3820801945	4.7821419145	5.1609475615	4.7977850135	5.1801012655	5.0471864455	4.6136619955	5.3206212575	4.5245448815	5.2892204395	5.1151789875	5.2348024225	5.3534901775	5.2837562265	5.1581262545	4.6166000325	5.1474580655	5.8744216545	4.6781544315
334395	8.6324308615	8.5986062985	8.6035157235	8.3467106855	8.1814047275	8.3164088895	8.5370283315	8.1238456035	8.3447876135	8.5240294405	8.2355235065	8.3791391795	8.3628051245	8.2076145105	8.3631104155	8.4539511635	8.4778103625	8.3904978265	8.0397218675	8.2741662805	8.3818371455
564240	5.1071945965	4.6302353675	5.0321881405	4.9398798565	5.7095964885	4.9602661735	5.7151340495	5.3444577045	5.1730938355	5.4422712345	4.8302307515	5.7038107235	5.6196686665	5.2161039545	5.9143106125	5.4002284415	5.0771817965	4.9283099245	5.1474580655	6.0337677215	5.6217368195
561718	6.0233832285	5.5096573725	6.2923333225	5.6139158435	5.7471356745	5.9103520745	5.9997044715	5.9498454105	6.0435982905	5.8465820995	5.6874200625	6.2059163475	5.9254317465	5.8218882545	6.1142547875	5.9514805365	6.5368987835	5.6768553045	5.8414248985	6.4416953525	5.8415613475
171473	13.3504555735	13.0194765545	13.1021372625	13.0368830105	13.0376947605	12.9353965055	13.3073081525	13.0900979375	13.1200495855	13.3751393765	13.0698748225	13.0265499935	13.1694844895	13.3322021525	13.1487256505	13.4800224695	13.4115582155	13.2586950385	13.2646694585	13.5480446985	13.4517580635
445145	7.6371068365	7.2937541665	7.5690224075	7.7217902965	7.2706844875	7.2805292905	7.8851348875	7.2319996165	7.6454464445	7.5829751215	7.1889453745	7.4190839915	7.4182412745	7.0572473905	7.6600586005	7.6159988985	7.5470345385	7.3575075635	7.4702115135	7.7621638635	7.7820589475
393704	7.8268137005	7.4949154695	7.3147423545	7.6832605185	8.1641625745	8.0265305185	7.8364963655	8.0801486485	7.6740856475	7.6973670825	7.8160346075	8.0073901795	7.8305596255	7.4740475895	8.0417750365	7.6826823745	7.5570191855	7.9596570855	7.6190252645	7.6862163645	7.8596169545
336252	8.9285960115	9.2487111915	9.3076646335	9.2696316545	9.0638485165	9.1441656435	9.1904778075	8.7692151805	8.7434585725	8.8695564995	8.9088374905	8.9469171705	9.0815005555	8.4469262245	8.9074338695	8.8312391125	8.4486095175	9.1679173145	8.7815363485	8.3780840115	8.9590797255
563932	7.4020703225	6.9150957515	6.6979674665	6.0543587855	7.2642256435	6.7129769005	6.6804738805	7.3097335185	7.2652192005	7.1667591715	7.4852744475	7.2175114275	7.1352141135	7.3763816285	7.2284497125	7.2160838755	7.6059314655	7.2333443405	7.1167151805	7.3650444995	7.5100615375
101882405	5.4668556825	5.7262098945	5.3293455715	5.2420919555	5.2420681835	5.6010653345	5.6122085265	5.5212232885	5.4629624245	5.1877610815	4.8642602195	5.3342532945	5.0846613225	5.3248236015	5.7834480055	5.4187580495	5.8526619445	5.6528195335	5.4076911185	5.4057817685	5.3622898025
569278	5.3566394795	5.5720128505	5.5980915785	5.5903114165	5.2937204885	5.0711434025	5.1559094115	4.9445889065	5.2083312415	4.8785256675	5.2201076265	4.6704519295	4.8140559175	5.0570929405	5.2439858765	4.9433121035	5.6436742225	5.4019694925	4.5884798445	5.1514893055	5.0159219825
447875	6.9419037365	7.0157425405	7.0308334675	6.9411575245	6.6820690395	6.8643481405	6.9713104615	6.3880794435	7.0343579845	6.9851655485	6.4847135915	6.9831291005	6.7539657135	6.6328241015	7.2212443065	7.1676052745	7.0352865535	6.8972137675	6.6220495735	7.2398572275	7.2404994175
565651	5.6648488265	5.9461960105	5.5756267195	5.8706109345	5.2937204885	5.9103520745	5.4624499535	5.1117432065	4.9827104895	4.9622669445	4.8642602195	5.3779229215	5.9081072495	4.2284136155	5.5503326535	5.8321376975	4.8360921525	5.4163178695	4.8297218255	4.9662953895	5.1861561765
336563	9.1725703195	9.1084881905	9.2485381625	9.1516166665	9.1504505265	9.2811782995	8.9478819365	8.9120072495	8.9695165785	8.7430720455	9.0129991425	9.0279612305	9.0930456275	9.1377291125	8.9818020315	8.7621771235	9.2444442675	9.2260879765	9.2232637195	9.0301547655	8.8450550255
550565	7.5645895345	7.2562665855	7.4003203875	7.2431282405	7.3822561915	7.1264342485	7.2763142695	7.5324179495	7.3816973175	7.4635235805	7.6108520585	7.4602951425	7.4898608965	7.6550100765	7.4480420475	7.5205752105	7.4645676155	7.3796437985	7.2554835425	7.2398572275	7.5312852355
393733	5.2862275175	5.1766450895	5.5756267195	5.8105908735	4.2647064035	4.7541352645	5.2038941395	4.7554983585	4.7394373775	5.0414129705	4.7953791855	5.0935603635	5.2311767585	4.1118688405	4.7382159685	5.3236342625	4.4208779585	5.4445934845	5.0743409925	4.5578874695	4.8228792735
