	DMSO_A	DMSO_B	DMSO_C	DMSO_D	P1400_10-5_A	P1400_10-5_B	P1400_10-5_C	P1400_10-4_A	P1400_10-4_B	P1400_10-4_C	P1400_10-3_A	P1400_10-3_B	P1400_10-3_C	P1400_10-2_A	P1400_10-2_B	P1400_10-2_C	P1400_10-1_B	P1400_10-1_C	P1400_3uM_A	P1400_3uM_B	P1400_3uM_C
437025	7.6323841215	7.4177831775	7.7554552575	7.7907250755	7.3581974605	7.5720566265	7.8018364655	7.4536628365	7.5661735795	7.8443929895	7.4008484805	7.7028039815	7.5910353325	7.3508959215	7.8259964825	7.7646418665	7.5914311105	7.7030002005	7.5397621535	7.8397156975	7.8213590695
100037377	6.6464135655	6.5104996755	6.8176613905	6.8743192375	6.1903009825	6.9442110015	6.3266884485	6.1164255685	6.0629781365	5.8899971035	6.0838165985	6.3333862255	6.6113873715	5.4895868235	6.2759891385	6.1966726175	5.3991995845	6.5259194805	5.8848363945	5.1858372105	6.2007004435
559479	6.0519579715	5.8655059895	5.4820967105	6.1217701365	5.3435872465	5.2702036535	5.5013720345	5.5447961615	5.4918495375	5.0918632975	5.0233172555	5.3992718375	5.1450644555	5.6790035545	5.6177349365	5.3038330255	5.9160985935	5.6283765245	5.3469000265	5.7189146265	4.7523308625
100334203	6.6557526255	6.6129190665	6.4733570765	6.7626005595	6.0916097175	6.7355982675	6.2938080775	6.4642268695	6.2855240505	6.3185199335	6.1815243015	6.0925358135	6.4531573805	6.0395791015	6.4339268845	5.8864011585	6.0063115975	6.3943903775	6.3238829915	5.7650815565	6.3274367555
100334697	5.4668556825	4.9449503455	5.0648139105	4.9767595895	5.1609475615	5.2388763585	5.1062736145	5.2615259015	5.2427284645	5.2557200435	4.8975054815	5.1450187905	5.2858558395	5.2161039545	5.2721509775	5.5251997755	5.2594383365	4.9481961945	4.9159530315	4.8850053715	4.7157193185
449990	7.0801148115	6.8826598165	6.9889456255	7.0227791525	6.7297286705	6.4916369525	6.6548081005	6.7237485185	6.7293744515	6.4596795035	6.7072662795	6.7865179375	6.6113873715	5.9853999725	6.6850179455	6.3101992595	6.4750523895	6.8129597545	6.3550873795	6.9906587575	6.6902559865
101883298	5.2862275175	5.2547593145	4.9988074525	5.5663143555	5.1609475615	5.4450985865	4.9462157565	5.3710750475	4.1165002025	4.4843975915	5.1665666435	4.5610442505	4.1083946455	4.4038975025	4.7382159685	4.6615209355	4.5058072455	5.2339330645	3.7601389165	4.4489712045	4.5172759125
100148543	7.7806072515	7.8992905435	8.1315956085	8.0763467055	7.3642498605	7.6515289785	7.3527990615	7.4660623735	7.2983016045	7.1005408605	7.3715717025	7.2294801855	7.4121093355	7.0677147625	7.3720012415	7.4045116835	7.3827243205	7.8101142715	7.2388500925	7.2641722865	7.3520520225
393871	8.2031164695	8.1583195715	8.1315956085	7.9932899685	8.1003267275	7.9846501975	8.2069621955	8.1548139835	7.9616498835	8.4018764965	7.9488290115	8.1960856975	8.1397639025	8.2859088255	8.0661095355	8.3321640755	8.1050559575	8.2210379735	7.7063100075	7.9833326875	8.1303860515
567941	6.4019606555	5.4882585705	6.4611536685	5.8105908735	5.5274203205	5.7858225565	6.2372852845	5.9498454105	5.8112346865	6.3290738255	5.1109618215	6.0925358135	6.0090645875	5.0144424245	6.2478996025	5.8996540105	6.0063115975	5.7913709965	5.3776157445	6.5511419255	6.2780700415
504167	7.0591531865	7.1237680035	7.4319290115	7.2656566065	6.9225287355	7.1518861265	6.9503647365	6.9958714035	6.8061353065	7.0756874595	7.0773217785	7.1050748005	7.2970293675	6.5898956905	7.1772393915	6.9104313775	6.5063069705	7.3575075635	7.1075824955	6.6772168215	6.9005919195
554151	6.9570917205	6.9855153715	6.8176613905	7.0576241245	6.5071295735	6.3811946905	6.4610984105	6.5714044315	6.7534311155	6.7303800755	6.5901455985	6.6054899955	6.6639404775	6.5605502665	6.6639138765	6.7731635125	6.8689140595	6.6705939045	6.2260036255	6.9612158615	6.5926785035
562772	6.2864651595	6.6029981885	6.3985384885	6.8042333485	6.4513631785	6.5942224505	6.2022771665	6.4765363285	6.1918031735	6.2198907925	6.3827518825	6.5962760695	6.5231053165	6.5381427165	6.6639138765	6.4518832785	6.7779319685	6.6032084845	6.5155990865	6.9209999955	6.8252634175
567051	7.0307220105	7.3242664915	7.3147423545	7.2581861705	6.9469310755	7.3407902595	6.6286774395	7.0380084815	6.6158610075	6.6143709815	6.9720223145	6.6771566365	6.9100591965	6.8116064755	6.9078227065	6.5643400295	6.9316553265	7.2772412795	6.7798504025	7.0846759695	6.5620701905
100330160	8.9150491205	8.7834539895	8.8736015255	8.7865220945	8.5905446855	8.7698040375	8.5014709755	8.5155080685	8.2841517715	8.6805729075	8.4579635515	8.3520240385	8.5642554615	8.4083251175	8.6339123055	8.5283604485	8.5719075585	8.7881485625	8.4505868245	8.5494505995	8.6109290805
100330238	5.9340976885	5.4220892085	5.6419983375	5.5170885155	5.5907364245	5.2388763585	6.0399170995	5.4972588395	5.2763246395	5.6751844695	5.6488932175	5.0935603635	5.4859403405	6.0073163805	5.6609815665	5.2633960875	5.7863071205	5.3728374015	5.6023028165	5.4346340915	5.4978376745
100536590	5.5493411415	5.8319224475	5.5296195265	5.9282334105	5.6710543725	5.5509267995	5.1801012655	5.4728895865	5.0999269365	5.1164419395	5.3932485295	5.0671260845	5.3641748025	5.7060573655	5.4796263635	5.1789544645	5.5061404145	5.7004971845	4.8297218255	5.4057817685	5.1316132635
393408	7.1143879315	7.2875734915	7.2664690485	7.2730885575	6.9469310755	7.0562820535	7.0123111115	7.2607534235	7.0245064445	7.3847753945	7.1272229665	6.9971989185	7.1426401435	7.3249518925	7.2284497125	7.2833521635	7.1649875535	7.0885485135	7.3668388085	7.0937493025	6.7904786315
792371	7.7195741735	7.9549507405	8.0965222825	8.3182557155	7.6484011165	8.0447607555	7.7216966235	7.5788289795	7.3023840705	7.3643979015	7.6258076985	7.5393455325	7.9368914865	7.2533964575	7.5319696635	7.6633874965	7.1050009695	7.9863497775	7.8169060965	7.4165736425	7.5573831875
568430	7.3797007955	7.5934061855	7.4628599305	7.7698630295	7.1912017795	7.4945966485	7.1776347485	7.1575032655	7.1061752695	6.8742402115	6.9404690545	7.0453900195	7.2836571075	7.0360820205	7.2212443065	6.8840028095	6.9917813815	7.6432587305	7.1790747045	7.0663562985	7.1125694045
664708	5.7193101515	5.6702994125	5.3293455715	5.3861325835	5.1042168905	5.1741040505	5.1559094115	5.2034652625	5.4629624245	5.2776797905	5.1665666435	5.3342532945	5.5091070385	5.3248236015	5.1560330725	5.6082698875	5.4212313265	5.4445934845	5.2170475615	5.4629206945	5.5192406295
103910385	4.4233420875	4.3743781925	4.7804694755	4.9020325755	4.6684691955	4.9602661735	4.7661586435	5.1735345295	4.9414219715	5.3206212575	4.8975054815	4.5984429825	4.7376562165	4.8299889275	4.7780450885	4.4615664415	5.2347694675	4.7358034085	4.9159530315	5.4629206945	5.2642888555
100331497	7.5793875355	7.4623623865	7.6027420935	7.8712813305	7.0852645755	7.5402854965	7.2985839395	6.9612525785	7.3064550175	7.8333151215	7.3833538025	7.3384890175	7.7157626755	6.7673401875	7.1697729525	7.4321362535	6.6989728665	7.3942148175	7.2304608945	7.0937493025	7.5880900485
569334	8.2031164695	8.2816129535	8.2744368285	8.4421029665	7.9434272975	8.3126523985	8.0550038975	8.0099010525	7.9356025005	8.0369467825	8.2740064275	8.0785938865	8.2877626675	8.0155294405	8.1557650595	8.1802587225	7.9770432435	8.3685287775	7.8056556855	7.7100135035	8.0663991525
570908	7.0939219165	7.1098234685	7.1420351855	7.1083626645	6.8977065315	7.0562820535	6.9002753115	6.7844161615	6.7232970805	6.7696505095	6.6203291455	7.0588683235	6.7636303735	6.7282856845	6.8435799245	6.7440700635	6.9917813815	7.0476567215	6.6724672775	6.8152641535	6.6807899205
792539	7.2500550435	7.2177788655	7.4130470605	6.9411575245	6.7667542685	6.9825435205	7.0456101155	6.4642268695	6.6925201735	7.1128088265	6.1404570995	6.6858697365	6.9613525635	6.6676471105	6.9693263185	7.1174408435	6.9844012405	7.1063571265	6.0654814635	6.9412480535	6.8423462725
100331649	7.5038312885	7.6474974825	8.0319833115	7.8712813305	7.3521195615	7.6983445495	7.6883512275	7.0789496985	7.2983016045	7.3014793785	7.2925492605	7.4854668345	7.5357053695	6.7673401875	7.5319696635	7.4592417945	7.1715013355	7.7937213375	7.4773194135	7.0099587455	7.5522012285
550504	7.2500550435	7.2371510665	7.7149162585	7.6088550175	7.3521195615	7.3034231335	7.3895727415	7.3097335185	7.4605346015	7.5829751215	6.9875438735	7.5151043585	7.4304275135	7.2068022885	7.3784933165	7.5418630775	7.5914311105	7.3833003735	7.2800795765	7.7791366495	7.7552512175
100330213	5.7717901445	6.0951814625	6.0852917985	5.8706109345	6.0320274505	6.0790522435	5.5204462535	5.3710750475	5.6151283755	5.8318151645	5.8991900155	5.8191847175	5.5764553575	5.4259213015	5.7637453225	5.8595245365	4.9312832185	5.9477177635	5.6782902815	5.4057817685	5.8071720045
100038771	8.5843349885	8.3154213745	8.3156868595	8.3038149635	8.8037371025	8.3607400095	8.4576120175	8.5995099475	8.7115791535	8.3766626645	8.7943615055	8.5934202565	8.4876003755	8.8948358585	8.7156621525	8.4872527785	8.5694434505	8.4509859735	8.7466638545	8.4922739695	8.4447086785
100150991	8.1643823625	8.2115222375	7.9600918875	8.0067262735	8.2807420825	7.8819253405	8.1499237695	8.0961920015	8.3585766665	8.1364398535	8.2580964385	8.4473423125	8.0635694815	8.4786500375	8.1595395335	8.3198932645	8.2567242395	7.9742779235	8.4862573265	8.3442696865	8.4136153715
553019	9.6869904745	9.7502189915	9.8307042505	9.8653155945	9.4123556705	9.7525022805	9.5806894085	9.3112659085	9.3713723105	9.4865745185	9.4952276325	9.4498021895	9.6556193205	9.0546573185	9.5944082615	9.5237029605	9.1387148625	9.8302495935	9.5029471555	9.2469647025	9.5421435175
394240	10.4505907225	10.6622360105	10.5212956605	10.6297401535	10.4485058445	10.5690060695	10.3752645165	10.2590442765	10.2863871445	10.2149358585	10.4114730875	10.3003102525	10.4778521925	10.2931914515	10.5069512475	10.3954654645	10.2636368695	10.5815970985	10.3169009905	10.1787807425	10.2869773185
565038	6.5191613065	6.3771516525	6.7083301075	6.3356200215	5.2155315765	5.7858225565	5.9860472655	5.9498454105	5.3091562275	6.1854568905	5.4391269275	5.7543905245	5.7223571365	5.4581052255	5.9496187155	6.0850914195	6.2098759825	6.0797794295	5.3776157445	6.0337677215	6.0021913025
393160	6.1869125125	6.0076484345	6.6875298525	6.6642870775	6.1766088825	6.4512053705	6.3481996225	6.1780208825	6.5623941085	6.2085038995	6.2214547815	6.0925358135	6.4531573805	5.9059593795	6.1751856235	6.4061840545	6.2098759825	6.0707370355	6.2593733915	6.3836923155	6.4661447025
555714	5.7193101515	4.1745209095	5.2746099745	4.9767595895	4.6287970745	5.2702036535	5.2730052875	5.0798258895	5.0619032275	5.4806438005	4.5664897815	5.3779229215	5.2311767585	4.5303730165	5.3534901775	4.8643991265	5.2096714325	5.2176401705	4.9159530315	5.8953293105	5.4978376745
559029	10.7812145065	11.0658945265	11.0989612305	11.3036574435	10.8298848965	11.1257321335	10.8805477375	10.5987298885	10.6079144735	10.5722486555	10.7075817975	10.8135185415	11.0156253865	10.1285988915	10.9129377735	10.6499612475	10.3204260455	11.1744887405	10.7278538985	10.3645471555	10.7374678405
558954	6.1609126755	6.0809564855	5.4577350805	5.9654082495	6.0167392985	6.4236074395	5.9722595375	6.1930174025	6.0040396755	5.9321436975	5.8991900155	6.2059163475	6.0412058495	5.9059593795	5.6609815665	6.2389958425	5.8526619445	6.2254149455	5.8848363945	5.0432483355	6.0322775015
550447	7.2251782565	7.1237680035	7.2523747075	7.4605157245	7.2706844875	7.1092134005	7.3040980565	7.2536185195	7.3739593535	7.4442358305	7.0405908245	7.5151043585	7.2078084135	7.1732672065	7.4542015135	7.2371178565	7.4592534995	7.4014455085	7.1348089215	7.5804563105	7.3873984295
503753	8.1676502225	8.0960234375	7.9901293295	7.9051579365	8.1882443015	8.1368637895	7.9106611385	7.9799510455	8.0468502275	8.0207619605	8.2322697765	8.1145342165	8.0713725795	8.2587580915	8.2508279445	8.1883811125	8.3019550215	8.2732099225	8.2700006385	7.8179801285	8.2311017145
558690	6.9188176905	6.4002499255	7.0142239865	6.8546396965	6.7108533275	6.8014089745	6.7222608715	6.6495864235	6.4997758725	6.7696505095	6.4956103425	6.6506970805	6.7732307205	6.5153816395	6.7565419345	6.5475993535	6.6154408245	6.5842709355	6.0464911265	6.6772168215	6.8166455315
558542	5.0516783805	4.9131860985	4.9988074525	4.7821419145	4.9835899285	4.6146544965	4.9177238855	4.7145132715	4.5325727055	4.3663956225	4.6468893235	5.0935603635	4.6978835845	4.9251615465	5.2997767355	4.8371055465	4.8360921525	4.9678120725	4.5884798445	5.2193863355	4.3836288045
108183587	6.1997388065	5.6317845195	6.2361472635	5.7900161715	5.6904541355	5.7639810405	6.0530760275	5.7206766675	5.7527651325	5.8018199635	5.7615181275	5.8505222495	6.0881137455	5.8342025455	5.8963271385	5.7170751215	5.9768629635	5.9575622945	5.8632939245	5.7650815565	6.1467149985
415185	7.0520977475	7.2999084755	7.2804270275	7.1812738635	7.2642256435	6.9147780655	7.1716144035	6.9699854745	7.0441427075	7.0116136745	6.9484223015	7.3105914605	7.2218990055	6.4287104795	7.2140027345	6.8502713755	6.8689140595	7.2373906245	6.9932279455	6.9710970755	7.0477692705
557741	9.1161806745	9.6185378405	9.1794548695	10.4405666175	9.2777507455	9.6265370085	9.3321520165	9.5174412095	9.2155737915	8.7626688965	10.5505516795	8.1745790505	9.9397422555	9.2044674705	8.5501287385	9.6864341755	8.2194900395	9.2503177325	9.8847485175	7.3650444995	9.6720341985
557676	6.1210126805	6.3177342985	5.7054503345	7.3240670705	6.6227180815	6.5048662085	6.1542377205	6.8330937625	6.5068691885	5.5899932405	7.6888816225	5.5015200425	7.1500281435	6.2099095115	5.8596733865	6.4337769255	5.2836924705	6.4788449775	6.9932279455	4.2684321535	6.6226508955
30547	8.2836344915	8.2784998085	8.4044007545	8.4388025175	7.9595079845	8.2783964345	8.0550038975	7.9271157545	7.9144206055	7.9231312965	7.9606739485	8.2674798495	8.1727809865	7.7490613295	8.0458593975	8.1249084055	7.7780009485	8.4263854515	8.1100034895	7.8069882965	8.2568127215
797483	7.1610422835	7.5681324035	7.4811050935	7.7486948775	6.8553628785	7.4812724495	6.8708520965	7.0870003445	6.7534311155	6.5161896895	7.0105175235	6.7945967445	7.3935555735	6.6328241015	7.1086081645	6.7293003275	6.8033196925	7.6882951535	6.8690227265	6.4698451845	6.6996603465
572199	11.5956424835	11.9832367735	11.8503816565	12.2221030205	10.8542794295	11.7949686115	11.4644122805	11.1837621035	11.5758340655	11.4280724365	11.3274794545	11.3776114685	11.7030617975	10.2998663405	11.4981379505	11.1349174545	10.7347336095	11.6646899615	11.0844563455	10.9136110895	11.3666586265
474321	7.0661742895	6.7450912315	7.2873557005	6.9411575245	6.7483602455	6.7015317975	6.8408162905	6.6604172865	6.8625223445	6.7303800755	6.3228294045	7.1050748005	6.6742252205	6.5826151045	7.1318499005	6.8906554785	7.2779597475	6.3943903775	6.4448444845	6.7593406475	6.9248520265
568699	7.9609383085	7.7633753545	8.1882203935	8.1016119115	7.7627837675	7.8091394895	8.0152154185	7.6727578085	7.6866339465	8.0304946255	7.6649476405	7.5679073125	8.0399037195	7.5983789085	7.7529267075	7.9157900195	7.6763244945	7.8816611645	7.6125838185	7.5933086605	7.8804409805
394072	6.5394841195	5.7443753685	6.5560073235	6.2326538125	6.2438057725	6.0249814415	6.5473197415	6.1628668375	6.1651497355	6.1854568905	6.0398274365	6.3222523915	6.2342961405	5.8942450275	6.6850179455	5.9257999835	6.6249646145	5.9770520905	5.5493257895	6.9209999955	6.4099612075
100334600	5.0797035115	4.6687910905	5.4077418395	5.2114740165	4.8519491915	5.0351229095	5.3813064695	4.9087016685	5.0425088395	5.6751844695	4.5245448815	5.2661656745	4.5715307685	4.8543771265	5.5035822315	5.2837562265	5.2347694675	5.0981271455	4.9572098245	5.4906633365	5.5192406295
334644	6.4881300145	6.7177702105	6.8831555495	6.7626005595	6.5608203405	6.1481317935	6.7708582445	6.4887416485	6.4268558615	6.4500421305	6.8242588805	6.8026305635	6.7344399665	6.6813443225	6.4949510865	7.0115549235	6.7257756075	6.5126256255	6.8251254175	6.5379066325	6.5926785035
553589	7.7460479845	7.7633753545	7.8613988275	7.9382572875	7.4746691285	7.5594320105	7.7299139235	7.7508439755	7.8545139285	7.8553864415	7.8881001195	7.6636426235	7.6285412355	7.5947645505	7.7277239015	7.6119786795	7.7521596975	7.8101142715	7.5666699695	7.8874555135	7.9879740455
100329285	4.2368097225	4.6302353675	5.2177155435	4.5075689665	4.1003858845	4.4048513275	4.5603811245	4.4406531575	5.1369741725	4.8785256675	4.0793657875	4.8974618415	4.8866124455	4.6184467605	4.4235831145	4.7224546425	5.3075455835	4.4866530645	4.1641528985	5.3462861575	5.0749269885
555242	8.7849115795	9.0961637195	9.0570898905	9.1313144415	8.4524906255	9.0160487975	8.6539211165	8.5966932985	8.3507133535	8.3432117545	8.7032947825	8.5149131755	8.9136932575	8.2472927265	8.7079502725	8.6332387005	8.3137808485	9.0254283775	8.4897763455	8.2860893035	8.4306583745
101883146	6.8472566345	6.5104996755	6.9370200435	6.6414990005	6.3080116105	6.4236074395	6.8178718155	6.0846128215	6.8003734695	6.6817994915	6.4515206355	6.7286629565	6.7046467235	6.0501749795	6.8714635525	6.1419604915	6.9393095555	6.3943903775	6.6474786575	6.9906587575	6.7182871305
793299	8.7849115795	9.0402816815	9.0772193085	9.1189945385	8.7376689025	8.9762351345	8.8151499795	8.6574237445	8.5932707795	8.6577284995	8.4607465425	8.8648896935	8.8651410115	8.0841595945	8.7079502725	8.7712181815	8.4351384715	8.9311522575	8.6078275485	8.3928619005	8.6159046885
100034546	7.1740996045	7.2499228465	7.4689673245	7.4142123865	6.9629729715	6.9442110015	7.0845802015	7.3834923075	7.0538615155	6.9784770575	6.9484223015	6.9971989185	6.9780529425	7.2488041775	7.0849858665	7.1893526735	7.3312927895	7.3083477505	6.7683061065	7.2316602795	6.9952766445
654774	8.3251981725	8.5734242485	8.6007371485	8.4388025175	8.1111641215	8.6498800315	8.4476818225	8.2000547195	8.1837146685	8.0968446015	8.2420090355	8.2470189895	8.4905132885	7.8126745525	8.3499567815	8.3297182485	8.1219699815	8.5256790815	8.1326899065	8.0454441405	8.2440144935
100535105	8.8776245705	9.0657870855	9.1682381095	9.1210551755	8.5956983905	8.8805198955	8.7760043765	8.5624574765	8.5127565325	8.6216962615	8.5018597565	8.6875309975	8.8241639745	8.2859088255	8.8218951565	8.5558266975	8.3629864425	8.9274002795	8.5141720265	8.3366465335	8.6790728725
449825	6.6834124605	6.4891134565	6.6557561315	6.7197305545	6.7849167225	6.2615916435	6.7628715145	6.2938426265	6.6546997015	6.4596795035	6.6401062945	6.7116976815	6.4045673245	7.0935556745	6.5986836415	6.7659449685	6.9620315595	6.5126256255	6.7913030545	6.9107683915	6.5620701905
406575	10.0583949115	10.0040624535	10.1400752605	10.2893536145	9.8444994885	9.8346906535	9.8847569035	9.6591758895	9.7754651865	9.6926798985	9.7677552005	9.7910199715	9.7178427805	9.8080225965	9.9077431305	9.7278894505	9.6131853495	9.6378004975	9.5064257475	9.3318530895	9.5551536625
798487	8.1611070835	8.2659796145	8.2029523705	8.3572382525	7.9024234795	8.1154618645	8.0185733605	7.8722716985	7.6646022755	7.6685696965	8.0594498815	7.6324314385	7.8120499835	7.7392727175	7.8818994265	7.8144734715	7.7949748345	8.1753692985	7.9038839865	7.5996921525	8.0221081205
100037325	5.5086878405	5.2031558935	5.6419983375	5.2114740165	5.6904541355	5.5251885895	5.7639680565	5.6132882895	5.5060790475	5.4615850925	5.2201076265	6.0116749465	5.3641748025	5.4095560365	5.8963271385	5.2427444975	5.8687845205	5.3431049075	5.5220894435	5.8953293105	5.6987937975
553396	4.8385956845	4.7786364105	5.5060537865	5.4918310655	5.0147053235	5.2068536825	5.4020241985	4.9445889065	5.5060790475	5.2993102865	4.7596648145	5.6865488985	4.8140559175	4.3704669105	4.8913315465	5.0892614745	5.7344581525	4.6654695015	4.9159530315	5.4346340915	5.2126733555
100144566	6.6925158025	6.6519341145	6.6450074585	7.1493229015	6.3933541945	7.1178495195	6.3048516745	6.7942839625	6.0140314835	5.6751844695	6.4737339095	5.9694789095	6.5231053165	5.9853999725	6.2478996025	5.4905845015	6.0493872475	7.0150308245	6.2757732255	5.8316747945	6.1328969785
799147	5.3100820515	5.2291883155	5.7859322875	6.5587808085	5.6314542605	5.7858225565	5.2503341145	5.2897028635	5.6411497565	5.1877610815	6.2082670395	5.0671260845	6.1483754775	4.8783598955	5.0623681755	5.3038330255	4.7689527155	5.5524599445	5.3155161035	4.5044569225	5.9869096005
561089	6.6370136575	7.2751321345	6.6341781025	7.7803317615	6.7849167225	6.8745761355	6.9433147005	6.9077150965	6.5893752325	6.1854568905	7.7718982075	5.9112262955	7.4604502365	6.5381427165	6.2759891385	7.3183149845	5.9468006695	7.1712474725	7.0515379565	4.8425755985	7.6231077165
561159	10.6146177685	10.8295097895	10.6144637735	10.5478576965	10.8713790745	10.9639164645	10.5930529285	10.9282812785	10.6621348725	10.5526822085	11.0140926115	10.7169288585	10.7285069645	11.0658058845	10.6446079945	10.6445594705	10.7929237245	10.8402450625	10.7783651055	10.6331148555	10.5764261415
560003	5.1866578915	4.9449503455	5.4820967105	5.1801921655	4.8519491915	4.9602661735	4.9741558195	4.6288755035	4.3552900305	4.7271563745	5.0531276495	4.3136721675	4.6148896385	5.0570929405	4.3194639785	4.6923094655	4.9312832185	5.3728374015	4.3614501765	4.7072423855	4.6395852215
30105	7.5596229435	7.3060366425	7.6572471975	7.4342389175	7.0023142515	7.2336220115	7.0587174555	6.8521140505	6.9690866065	6.8228929455	7.1822162935	7.0854529525	7.2078084135	7.3249518925	7.1697729525	6.9681828255	7.6578862935	7.1585007985	7.0704624115	7.2880843255	6.9168105675
393222	6.6650316175	6.6805182355	6.7886559565	6.3913181385	6.3573951525	6.6429033955	6.7628715145	6.3076877955	6.6987283045	6.5616474035	6.2856436625	6.5007479185	6.9863311915	6.3791445975	6.7565419345	6.6214483925	6.9393095555	6.6884383405	6.3856311055	6.4274117495	6.7275111075
678517	9.5472055215	9.9256368945	9.6489808215	9.8127398605	9.5354665965	9.6973906605	9.6276236505	9.4488158435	9.4433851975	9.3738639325	9.5247839005	9.5306237155	9.6940328235	9.1973351515	9.5404282585	9.6259210345	9.1699544995	9.7496791875	9.5116279595	9.1349577525	9.6696434675
799266	7.6037184865	7.8992905435	7.6411107875	7.8955598035	7.3762790175	8.0265305185	7.4554752725	7.4285393955	7.4822902875	7.4490819965	7.4008484805	7.7492677695	7.6804842255	7.0037401155	7.7175181955	7.6119786795	7.2474555745	7.7964664605	7.6381788185	7.2316602795	7.7325245255
797832	6.7459615835	7.0453493685	7.0553945605	6.8546396965	6.1903009825	6.7467773145	6.5473197415	6.3076877955	6.1103185115	5.9864896765	6.2981457095	6.2535822775	6.7046467235	6.1322518345	6.6639138765	6.3589897625	6.1713963065	6.6884383405	6.0077436735	6.5511419255	6.1873922855
100333269	7.5345302375	7.5578976025	7.8980731125	7.9842624045	7.4690635435	7.5402854965	7.7861606775	7.4221895755	7.1476099535	7.3746226255	7.3537161485	7.2054425445	7.6232425775	6.7150289905	7.4603347935	7.3476231795	7.7169685345	7.5356509285	6.9631646675	7.6981640005	7.2911460235
566307	6.8308603555	6.5829493895	6.5328721405	6.4710298785	6.4284387145	6.3076124985	6.6889286665	6.4642268695	6.3889654685	6.7223960655	6.6788653745	6.6683905935	6.6535818895	6.3537080845	6.5875193255	6.8227066245	6.7607551715	6.6585738025	6.6970304335	6.5379066325	6.5926785035
404232	6.5987893325	6.9546413085	6.9458051335	7.4209188325	6.2038643565	6.7906468925	6.6374403525	6.1475519245	6.1288281015	6.3602800265	6.2603097785	6.4194925885	6.7344399665	6.0395791015	6.7565419345	6.9618789825	6.2718123255	6.8075268595	6.4592757335	5.8953293105	6.3152525395
550401	6.3908183975	6.3055514285	6.6664253145	6.4183810395	6.2306144525	6.2770956165	6.5191479895	6.2370937355	6.2605616305	6.1854568905	6.4060409275	6.5007479185	6.5568473035	6.0289048265	6.3960336385	6.5306621405	6.4538333815	6.4301824935	6.0077436735	6.5110661195	5.8751500055
555939	6.4348802255	6.3417956805	6.2784906145	6.6299685435	6.3329146715	6.4374723955	6.1904164375	5.9498454105	5.7165110735	6.2755149335	6.3105403465	5.9551347775	6.4411624265	6.0917970105	6.0010116835	5.8182468205	6.0912139545	6.0707370355	6.0654814635	5.7421827545	6.0617490735
555788	8.1838794065	8.6452740405	8.6228173355	8.6981860695	7.7764644205	8.4760621405	8.0841412845	7.7201147965	7.6195031465	7.4872762085	8.1099623185	7.7821438065	8.3306564535	7.0935556745	8.0499322285	7.8626411745	7.2162924675	8.4734597015	7.8280694535	7.5008407545	7.7416582085
555715	6.7194861715	7.0157425405	6.7186188465	7.0403068365	7.0779176555	6.5566025075	6.7222608715	7.3369931975	6.8232840215	6.5970096665	7.1060477355	6.8026305635	6.6639404775	7.0360820205	6.8151467385	6.8087242005	6.9316553265	6.7911043315	6.9832762985	6.9209999955	6.6807899205
555449	8.5218687635	8.5734242485	8.6712958085	8.6871015995	8.1779727425	8.4386364115	8.4301377975	8.3244398655	8.1180633665	8.3561694385	8.1064123555	8.2819191005	8.4758895505	7.8646243755	8.2995341415	8.1829712705	8.1118453815	8.5322814505	7.8336189045	8.0732332755	8.2504277985
407708	8.3310392855	8.1030795645	8.3721763605	8.6216582975	8.2743282085	8.2629065095	8.1468583595	8.1081085095	8.1546536085	8.0240134835	7.9328829495	8.1776711275	8.1545315255	8.0128234915	8.4703238435	8.2413922605	8.5669751275	8.0681374485	7.9809224135	8.3669004005	8.2016183275
101884436	5.7370164465	5.5922131465	5.3820801945	5.4132920215	5.3188693125	5.0711434025	5.1313049665	4.3364529105	5.0999269365	5.0414129705	4.9928778705	5.0671260845	5.3385380015	5.5505611555	5.5271468025	5.0422333355	4.7341737535	5.4163178695	4.2986353325	4.9662953895	4.8901380745
566017	7.5038312885	6.9931317435	7.6411107875	7.4539912545	7.2771145445	7.3259593465	7.5605710705	7.1498376085	7.3425856635	7.5917667485	7.1822162935	7.8142873275	7.4604502365	7.0307418015	7.5946498025	7.4592417945	7.6578862935	7.3612206035	7.2388500925	7.7392183335	7.6329586095
566152	7.4076089255	7.5109206425	7.7251583005	7.6943744265	7.1567465305	7.5208814625	7.2422516435	7.1265931815	6.8346042905	6.5705695605	7.4520945435	6.9689207155	7.4121093355	6.6043475555	6.9520197665	7.0237111735	6.8116839495	7.4050473095	6.9832762985	7.1294825395	6.8252634175
100037317	7.9759282525	7.6329452935	7.5915895385	7.3024393285	7.6582871055	7.7155160035	7.9777528305	7.5499975125	7.7021673785	7.9404425205	7.8714645275	7.7156250515	7.7107754065	7.8854834035	7.8164650395	8.0614652705	8.2226298575	7.6248429955	7.9248331265	7.9930640805	7.8763001515
565232	9.0290328395	8.8913225295	9.0591155175	9.1024026205	8.7094199145	8.8182976505	9.0416365845	8.6708767275	8.7569084445	9.0494484515	8.5756039535	8.9541480305	8.8740910955	8.5989981035	8.9252802765	9.0068474245	9.0210175365	8.7964000345	8.5650994315	9.0015149255	8.9011570555
